casual,windspeed,Predicted Y
44,0.2239,0.19196236599870076
51,0.2239,0.19353056162316787
49,0.2239,0.19308250573046298
59,0.2537,0.19532278519398744
66,0.2985,0.19689098081845452
45,0.194,0.1921863939450532
25,0.194,0.18770583501800434
28,0.1343,0.18837791885706165
21,0.0896,0.18680972323259457
16,0.0896,0.18568958350083234
6,0.0,0.1834493040373079
3,0.0896,0.18277722019825057
1,0.1343,0.1823291643055457
1,0.194,0.1823291643055457
0,0.2537,0.18210513635919323
1,0.2239,0.1823291643055457
9,0.1343,0.18412138787636523
13,0.1343,0.185017499661775
28,0.1045,0.18837791885706165
29,0.1045,0.1886019468034141
27,0.0896,0.18815389091070922
17,0.1343,0.18591361144718477
47,0.0,0.1926344498377581
50,0.2537,0.19330653367681544
42,0.0,0.19151431010599587
28,0.0896,0.18837791885706165
56,0.1045,0.1946507013549301
79,0.0,0.1998033441210363
70,0.1343,0.19778709260386432
69,0.2239,0.19756306465751186
50,0.1343,0.19330653367681544
30,0.0,0.18882597474976656
29,0.1045,0.1886019468034141
9,0.1343,0.18412138787636523
8,0.1343,0.18389735993001277
4,0.1045,0.183001248144603
6,0.0,0.1834493040373079
0,0.2239,0.18210513635919323
0,0.1343,0.18210513635919323
0,0.1343,0.18210513635919323
6,0.1343,0.1834493040373079
25,0.194,0.18770583501800434
21,0.2537,0.18680972323259457
21,0.1343,0.18680972323259457
30,0.0896,0.18882597474976656
18,0.0896,0.18613763939353722
41,0.0,0.19129028215964344
36,0.0,0.19017014242788122
36,0.0896,0.19017014242788122
48,0.0,0.19285847778411053
49,0.0,0.19308250573046298
17,0.1045,0.18591361144718477
40,0.2985,0.191066254213291
60,0.1343,0.19554681314033986
28,0.1343,0.18837791885706165
32,0.0,0.18927403064247145
12,0.2537,0.18479347171542257
12,0.2537,0.18479347171542257
5,0.2239,0.18322527609095546
1,0.2239,0.1823291643055457
1,0.194,0.1823291643055457
0,0.1343,0.18210513635919323
1,0.0,0.1823291643055457
2,0.1343,0.18255319225189812
9,0.0,0.18412138787636523
14,0.1343,0.18524152760812745
27,0.194,0.18815389091070922
21,0.2836,0.18680972323259457
28,0.2239,0.18837791885706165
43,0.2239,0.19173833805234833
43,0.2239,0.19173833805234833
48,0.2985,0.19285847778411053
43,0.2239,0.19173833805234833
54,0.2537,0.1942026454622252
50,0.2537,0.19330653367681544
54,0.194,0.1942026454622252
64,0.2239,0.19644292492574963
59,0.194,0.19532278519398744
56,0.194,0.1946507013549301
31,0.1343,0.189050002696119
25,0.194,0.18770583501800434
16,0.194,0.18568958350083234
6,0.1642,0.1834493040373079
5,0.1642,0.18322527609095546
3,0.1343,0.18277722019825057
2,0.1343,0.18255319225189812
2,0.1642,0.18255319225189812
1,0.194,0.1823291643055457
6,0.1343,0.1834493040373079
16,0.1642,0.18568958350083234
26,0.194,0.18792986296435676
18,0.194,0.18613763939353722
31,0.1343,0.189050002696119
56,0.1642,0.1946507013549301
53,0.194,0.19397861751587275
69,0.3881,0.19756306465751186
70,0.2836,0.19778709260386432
56,0.1642,0.1946507013549301
44,0.1343,0.19196236599870076
62,0.1642,0.19599486903304475
39,0.1642,0.19084222626693853
25,0.194,0.18770583501800434
22,0.1343,0.187033751178947
24,0.1642,0.18748180707165188
25,0.2239,0.18770583501800434
31,0.1642,0.189050002696119
24,0.1343,0.18748180707165188
18,0.1343,0.18613763939353722
15,0.1343,0.18546555555447988
5,0.1343,0.18322527609095546
1,0.1642,0.1823291643055457
7,0.1045,0.18367333198366034
2,0.1045,0.18255319225189812
4,0.0,0.183001248144603
16,0.0,0.18568958350083234
14,0.0896,0.18524152760812745
34,0.1642,0.18972208653517633
72,0.1343,0.1982351484965692
75,0.0896,0.19890723233562652
68,0.0896,0.19733903671115943
57,0.1343,0.19487472930128252
73,0.1642,0.19845917644292163
107,0.194,0.20607612661890473
78,0.194,0.19957931617468386
88,0.2239,0.20181959563820828
69,0.1343,0.19756306465751186
42,0.1343,0.19151431010599587
15,0.2239,0.18546555555447988
7,0.1642,0.18367333198366034
11,0.194,0.1845694437690701
5,0.0,0.18322527609095546
4,0.1045,0.183001248144603
13,0.1343,0.185017499661775
11,0.0,0.1845694437690701
5,0.0,0.18322527609095546
3,0.1045,0.18277722019825057
3,0.1343,0.18277722019825057
4,0.1343,0.183001248144603
24,0.1343,0.18748180707165188
36,0.2537,0.19017014242788122
73,0.2239,0.19845917644292163
120,0.2239,0.2089884899214865
120,0.2985,0.2089884899214865
195,0.2836,0.22579058589791978
183,0.194,0.22310225054169047
206,0.2537,0.2282548933077967
158,0.2537,0.21750155188287937
137,0.3582,0.21279696500947806
60,0.2537,0.19554681314033986
78,0.1045,0.19957931617468386
53,0.0,0.19397861751587275
44,0.0,0.19196236599870076
29,0.0,0.1886019468034141
18,0.2239,0.18613763939353722
17,0.1045,0.18591361144718477
6,0.1343,0.1834493040373079
4,0.0896,0.183001248144603
1,0.1642,0.1823291643055457
1,0.1343,0.1823291643055457
1,0.194,0.1823291643055457
11,0.1642,0.1845694437690701
27,0.2836,0.18815389091070922
28,0.2985,0.18837791885706165
38,0.194,0.1906181983205861
37,0.0896,0.19039417037423365
56,0.0,0.1946507013549301
72,0.0896,0.1982351484965692
61,0.0,0.19577084108669232
76,0.0,0.19913126028197897
55,0.0,0.19442667340857764
45,0.2537,0.1921863939450532
47,0.2239,0.1926344498377581
55,0.194,0.19442667340857764
36,0.2537,0.19017014242788122
31,0.0,0.189050002696119
28,0.0,0.18837791885706165
22,0.0896,0.187033751178947
18,0.0896,0.18613763939353722
13,0.0,0.185017499661775
7,0.0,0.18367333198366034
4,0.0,0.183001248144603
1,0.2537,0.1823291643055457
2,0.2537,0.18255319225189812
0,0.2537,0.18210513635919323
0,0.2537,0.18210513635919323
13,0.2537,0.185017499661775
22,0.2985,0.187033751178947
17,0.2537,0.18591361144718477
31,0.2537,0.189050002696119
26,0.4179,0.18792986296435676
38,0.4179,0.1906181983205861
31,0.3284,0.189050002696119
61,0.4627,0.19577084108669232
79,0.4478,0.1998033441210363
73,0.3284,0.19845917644292163
83,0.4179,0.20069945590644608
54,0.2985,0.1942026454622252
51,0.2537,0.19353056162316787
30,0.4179,0.18882597474976656
23,0.2537,0.18725777912529945
12,0.2836,0.18479347171542257
7,0.2537,0.18367333198366034
8,0.2239,0.18389735993001277
3,0.2537,0.18277722019825057
1,0.2239,0.1823291643055457
6,0.2985,0.1834493040373079
1,0.2985,0.1823291643055457
0,0.2239,0.18210513635919323
2,0.1343,0.18255319225189812
14,0.194,0.18524152760812745
25,0.2836,0.18770583501800434
26,0.2537,0.18792986296435676
33,0.2836,0.18949805858882388
6,0.0896,0.1834493040373079
12,0.2985,0.18479347171542257
30,0.3284,0.18882597474976656
44,0.2836,0.19196236599870076
34,0.2537,0.18972208653517633
53,0.194,0.19397861751587275
78,0.1343,0.19957931617468386
58,0.2239,0.19509875724763498
43,0.1343,0.19173833805234833
24,0.1343,0.18748180707165188
11,0.0,0.1845694437690701
14,0.0,0.18524152760812745
10,0.0896,0.18434541582271768
6,0.1045,0.1834493040373079
2,0.0,0.18255319225189812
3,0.0,0.18277722019825057
1,0.0,0.1823291643055457
2,0.0,0.18255319225189812
2,0.0,0.18255319225189812
17,0.0,0.18591361144718477
18,0.0,0.18613763939353722
34,0.0,0.18972208653517633
40,0.0896,0.191066254213291
35,0.0,0.18994611448152876
53,0.1642,0.19397861751587275
38,0.1045,0.1906181983205861
44,0.2537,0.19196236599870076
43,0.194,0.19173833805234833
63,0.1642,0.1962188969793972
55,0.194,0.19442667340857764
60,0.1642,0.19554681314033986
59,0.1642,0.19532278519398744
65,0.1343,0.1966669528721021
46,0.2836,0.19241042189140564
29,0.2836,0.1886019468034141
11,0.2985,0.1845694437690701
9,0.0,0.18412138787636523
15,0.0896,0.18546555555447988
8,0.0,0.18389735993001277
4,0.0896,0.183001248144603
1,0.0,0.1823291643055457
1,0.0896,0.1823291643055457
0,0.1045,0.18210513635919323
15,0.1045,0.18546555555447988
30,0.1642,0.18882597474976656
41,0.0,0.19129028215964344
35,0.2239,0.18994611448152876
44,0.194,0.19196236599870076
63,0.194,0.1962188969793972
69,0.2537,0.19756306465751186
60,0.2836,0.19554681314033986
66,0.2239,0.19689098081845452
74,0.194,0.1986832043892741
61,0.1642,0.19577084108669232
71,0.0,0.19801112055021675
79,0.1642,0.1998033441210363
49,0.0896,0.19308250573046298
40,0.1045,0.191066254213291
40,0.1045,0.191066254213291
28,0.0,0.18837791885706165
15,0.1642,0.18546555555447988
20,0.1045,0.1865856952862421
8,0.0,0.18389735993001277
5,0.1045,0.18322527609095546
7,0.1045,0.18367333198366034
1,0.1343,0.1823291643055457
1,0.1045,0.1823291643055457
6,0.1343,0.1834493040373079
10,0.1343,0.18434541582271768
29,0.2836,0.1886019468034141
60,0.2239,0.19554681314033986
122,0.1045,0.20943654581419138
173,0.1343,0.22086197107816602
222,0.0,0.23183934044943577
191,0.0,0.22489447411251
187,0.0,0.22399836232710024
232,0.2537,0.23407961991296022
204,0.2537,0.22780683741509178
191,0.1642,0.22489447411251
191,0.1642,0.22489447411251
117,0.1642,0.20831640608242918
84,0.0,0.2009234838527985
77,0.1045,0.19935528822833143
78,0.1343,0.19957931617468386
42,0.0896,0.19151431010599587
31,0.1642,0.189050002696119
17,0.1343,0.18591361144718477
18,0.1045,0.18613763939353722
10,0.1045,0.18434541582271768
3,0.0,0.18277722019825057
1,0.1045,0.1823291643055457
5,0.1045,0.18322527609095546
13,0.1045,0.185017499661775
29,0.0896,0.1886019468034141
59,0.1045,0.19532278519398744
135,0.1343,0.21234890911677318
164,0.194,0.21884571956099402
146,0.194,0.21481321652665003
180,0.2239,0.22243016670263313
125,0.194,0.21010862965324872
110,0.1642,0.20674821045796207
72,0.1343,0.1982351484965692
93,0.2537,0.2029397353699705
120,0.2239,0.2089884899214865
107,0.194,0.20607612661890473
57,0.1642,0.19487472930128252
27,0.194,0.18815389091070922
35,0.1343,0.18994611448152876
19,0.1343,0.18636166733988965
23,0.1343,0.18725777912529945
4,0.1045,0.183001248144603
2,0.1642,0.18255319225189812
0,0.1642,0.18210513635919323
2,0.0,0.18255319225189812
0,0.0,0.18210513635919323
4,0.0,0.183001248144603
13,0.1045,0.185017499661775
50,0.194,0.19330653367681544
36,0.2239,0.19017014242788122
49,0.2985,0.19308250573046298
73,0.3881,0.19845917644292163
65,0.3881,0.1966669528721021
49,0.4179,0.19308250573046298
57,0.5224,0.19487472930128252
57,0.4478,0.19487472930128252
56,0.2985,0.1946507013549301
56,0.3881,0.1946507013549301
68,0.2836,0.19733903671115943
56,0.2239,0.1946507013549301
39,0.2239,0.19084222626693853
33,0.2239,0.18949805858882388
25,0.2239,0.18770583501800434
19,0.194,0.18636166733988965
12,0.194,0.18479347171542257
6,0.1642,0.1834493040373079
2,0.194,0.18255319225189812
0,0.1045,0.18210513635919323
1,0.1045,0.1823291643055457
2,0.2537,0.18255319225189812
10,0.194,0.18434541582271768
26,0.194,0.18792986296435676
31,0.2239,0.189050002696119
27,0.194,0.18815389091070922
18,0.3284,0.18613763939353722
33,0.2239,0.18949805858882388
41,0.3881,0.19129028215964344
38,0.2537,0.1906181983205861
27,0.2836,0.18815389091070922
59,0.4179,0.19532278519398744
52,0.194,0.19375458956952032
56,0.1045,0.1946507013549301
74,0.194,0.1986832043892741
45,0.194,0.1921863939450532
39,0.0896,0.19084222626693853
21,0.0896,0.18680972323259457
26,0.2239,0.18792986296435676
13,0.1642,0.185017499661775
3,0.2239,0.18277722019825057
6,0.194,0.1834493040373079
0,0.0,0.18210513635919323
0,0.1343,0.18210513635919323
0,0.1045,0.18210513635919323
2,0.0896,0.18255319225189812
4,0.0896,0.183001248144603
29,0.1343,0.1886019468034141
36,0.2239,0.19017014242788122
27,0.0896,0.18815389091070922
30,0.0896,0.18882597474976656
36,0.0896,0.19017014242788122
32,0.1343,0.18927403064247145
39,0.1343,0.19084222626693853
47,0.1642,0.1926344498377581
37,0.2537,0.19039417037423365
61,0.2836,0.19577084108669232
77,0.2239,0.19935528822833143
66,0.2239,0.19689098081845452
73,0.1343,0.19845917644292163
56,0.1642,0.1946507013549301
33,0.1343,0.18949805858882388
34,0.2537,0.18972208653517633
12,0.1343,0.18479347171542257
11,0.1343,0.1845694437690701
3,0.1343,0.18277722019825057
7,0.1045,0.18367333198366034
0,0.0896,0.18210513635919323
0,0.0,0.18210513635919323
2,0.0896,0.18255319225189812
4,0.0896,0.183001248144603
16,0.2537,0.18568958350083234
31,0.1642,0.189050002696119
22,0.1642,0.187033751178947
49,0.2836,0.19308250573046298
36,0.2239,0.19017014242788122
53,0.3284,0.19397861751587275
52,0.2836,0.19375458956952032
44,0.2836,0.19196236599870076
40,0.2836,0.191066254213291
58,0.3582,0.19509875724763498
49,0.2836,0.19308250573046298
74,0.3284,0.1986832043892741
67,0.3284,0.19711500876480698
55,0.1642,0.19442667340857764
45,0.0896,0.1921863939450532
23,0.1343,0.18725777912529945
17,0.194,0.18591361144718477
14,0.2537,0.18524152760812745
14,0.2985,0.18524152760812745
6,0.2239,0.1834493040373079
1,0.0896,0.1823291643055457
2,0.1343,0.18255319225189812
2,0.2836,0.18255319225189812
8,0.0896,0.18389735993001277
20,0.1642,0.1865856952862421
25,0.2836,0.18770583501800434
37,0.2836,0.19039417037423365
42,0.3881,0.19151431010599587
40,0.3284,0.191066254213291
53,0.2985,0.19397861751587275
51,0.194,0.19353056162316787
51,0.2537,0.19353056162316787
98,0.2836,0.20405987510173274
63,0.3881,0.1962188969793972
77,0.3881,0.19935528822833143
89,0.2985,0.20204362358456074
69,0.2537,0.19756306465751186
24,0.2239,0.18748180707165188
37,0.1045,0.19039417037423365
25,0.1343,0.18770583501800434
23,0.1343,0.18725777912529945
15,0.1343,0.18546555555447988
8,0.194,0.18389735993001277
13,0.194,0.185017499661775
2,0.2239,0.18255319225189812
0,0.2537,0.18210513635919323
4,0.2239,0.183001248144603
3,0.2537,0.18277722019825057
17,0.2537,0.18591361144718477
27,0.194,0.18815389091070922
61,0.2537,0.19577084108669232
110,0.2239,0.20674821045796207
171,0.2239,0.22041391518546113
145,0.2537,0.2145891885802976
168,0.2239,0.21974183134640382
172,0.2239,0.2206379431318136
187,0.2239,0.22399836232710024
201,0.2836,0.22713475357603446
180,0.2985,0.22243016670263313
173,0.2537,0.22086197107816602
99,0.194,0.2042839030480852
68,0.2239,0.19733903671115943
87,0.2985,0.20159556769185585
46,0.2239,0.19241042189140564
44,0.194,0.19196236599870076
32,0.2239,0.18927403064247145
17,0.1642,0.18591361144718477
12,0.1045,0.18479347171542257
2,0.1045,0.18255319225189812
13,0.0896,0.185017499661775
3,0.1642,0.18277722019825057
5,0.194,0.18322527609095546
13,0.2537,0.185017499661775
34,0.2239,0.18972208653517633
74,0.2537,0.1986832043892741
130,0.2239,0.21122876938501095
139,0.2836,0.21324502090218295
216,0.2239,0.23049517277132112
237,0.2836,0.23519975964472245
183,0.2836,0.22310225054169047
221,0.2985,0.23161531250308334
194,0.2836,0.22556655795156735
214,0.2836,0.23004711687861623
151,0.2836,0.21593335625841226
141,0.2537,0.21369307679488783
91,0.194,0.20249167947726562
107,0.1642,0.20607612661890473
78,0.1343,0.19957931617468386
48,0.1642,0.19285847778411053
38,0.194,0.1906181983205861
26,0.1343,0.18792986296435676
17,0.194,0.18591361144718477
10,0.194,0.18434541582271768
2,0.1642,0.18255319225189812
1,0.1045,0.1823291643055457
6,0.0896,0.1834493040373079
12,0.0,0.18479347171542257
36,0.1045,0.19017014242788122
47,0.0896,0.1926344498377581
116,0.2537,0.20809237813607673
153,0.0,0.21638141215111717
179,0.1045,0.2222061387562807
133,0.0896,0.21190085322406826
142,0.0,0.21391710474124026
132,0.2537,0.21167682527771584
101,0.2836,0.20473195894079008
102,0.2239,0.2049559868871425
77,0.1642,0.19935528822833143
68,0.1045,0.19733903671115943
69,0.0,0.19756306465751186
42,0.1343,0.19151431010599587
26,0.1642,0.18792986296435676
14,0.1045,0.18524152760812745
9,0.0896,0.18412138787636523
8,0.0896,0.18389735993001277
5,0.1343,0.18322527609095546
1,0.0,0.1823291643055457
0,0.0896,0.18210513635919323
0,0.0896,0.18210513635919323
11,0.0896,0.1845694437690701
16,0.1045,0.18568958350083234
34,0.1343,0.18972208653517633
22,0.1343,0.187033751178947
37,0.1343,0.19039417037423365
28,0.0,0.18837791885706165
37,0.1343,0.19039417037423365
37,0.1642,0.19039417037423365
41,0.0,0.19129028215964344
42,0.1642,0.19151431010599587
44,0.1343,0.19196236599870076
67,0.2239,0.19711500876480698
55,0.194,0.19442667340857764
39,0.1045,0.19084222626693853
38,0.1045,0.1906181983205861
45,0.1045,0.1921863939450532
42,0.1642,0.19151431010599587
15,0.0896,0.18546555555447988
9,0.1642,0.18412138787636523
8,0.2537,0.18389735993001277
0,0.1642,0.18210513635919323
0,0.194,0.18210513635919323
0,0.2239,0.18210513635919323
2,0.0896,0.18255319225189812
7,0.0896,0.18367333198366034
19,0.1642,0.18636166733988965
37,0.194,0.19039417037423365
34,0.2239,0.18972208653517633
31,0.2537,0.189050002696119
26,0.2239,0.18792986296435676
32,0.0,0.18927403064247145
29,0.194,0.1886019468034141
40,0.2537,0.191066254213291
25,0.2985,0.18770583501800434
39,0.2985,0.19084222626693853
52,0.2985,0.19375458956952032
31,0.3881,0.189050002696119
16,0.1642,0.18568958350083234
23,0.2537,0.18725777912529945
29,0.2836,0.1886019468034141
14,0.1343,0.18524152760812745
10,0.1642,0.18434541582271768
11,0.3582,0.1845694437690701
3,0.1045,0.18277722019825057
0,0.0,0.18210513635919323
0,0.1045,0.18210513635919323
0,0.194,0.18210513635919323
3,0.2239,0.18277722019825057
7,0.1343,0.18367333198366034
19,0.2537,0.18636166733988965
25,0.2985,0.18770583501800434
28,0.3582,0.18837791885706165
33,0.4925,0.18949805858882388
42,0.3881,0.19151431010599587
39,0.4627,0.19084222626693853
35,0.3582,0.18994611448152876
43,0.3284,0.19173833805234833
44,0.3881,0.19196236599870076
63,0.4925,0.1962188969793972
88,0.5224,0.20181959563820828
74,0.3881,0.1986832043892741
58,0.2985,0.19509875724763498
51,0.194,0.19353056162316787
33,0.194,0.18949805858882388
14,0.2537,0.18524152760812745
23,0.2239,0.18725777912529945
15,0.2836,0.18546555555447988
7,0.3582,0.18367333198366034
0,0.2239,0.18210513635919323
0,0.2239,0.18210513635919323
1,0.3284,0.1823291643055457
4,0.3582,0.183001248144603
8,0.2985,0.18389735993001277
25,0.2537,0.18770583501800434
31,0.3284,0.189050002696119
36,0.1642,0.19017014242788122
54,0.2537,0.1942026454622252
57,0.3284,0.19487472930128252
51,0.2836,0.19353056162316787
58,0.2537,0.19509875724763498
66,0.2836,0.19689098081845452
56,0.2836,0.1946507013549301
63,0.3284,0.1962188969793972
73,0.2836,0.19845917644292163
76,0.2985,0.19913126028197897
53,0.2836,0.19397861751587275
57,0.1642,0.19487472930128252
51,0.1045,0.19353056162316787
26,0.0,0.18792986296435676
30,0.1045,0.18882597474976656
24,0.0,0.18748180707165188
14,0.1045,0.18524152760812745
18,0.194,0.18613763939353722
8,0.1045,0.18389735993001277
4,0.0896,0.183001248144603
3,0.0,0.18277722019825057
11,0.0,0.1845694437690701
27,0.0,0.18815389091070922
29,0.0896,0.1886019468034141
55,0.1343,0.19442667340857764
115,0.1045,0.20786835018972427
120,0.1343,0.2089884899214865
150,0.1642,0.21570932831205983
188,0.1343,0.2242223902734527
193,0.2239,0.22534253000521492
180,0.4179,0.22243016670263313
168,0.1343,0.21974183134640382
142,0.2537,0.21391710474124026
127,0.1642,0.2105566855459536
79,0.0896,0.1998033441210363
90,0.0896,0.2022676515309132
46,0.1045,0.19241042189140564
49,0.2239,0.19308250573046298
29,0.0,0.1886019468034141
23,0.0896,0.18725777912529945
26,0.1642,0.18792986296435676
16,0.1642,0.18568958350083234
22,0.1642,0.187033751178947
4,0.1642,0.183001248144603
1,0.1343,0.1823291643055457
10,0.1045,0.18434541582271768
8,0.2537,0.18389735993001277
24,0.2537,0.18748180707165188
53,0.194,0.19397861751587275
83,0.0896,0.20069945590644608
121,0.1045,0.20921251786783895
123,0.1045,0.20966057376054384
154,0.1045,0.2166054400974696
161,0.1642,0.2181736357219367
161,0.0,0.2181736357219367
138,0.0896,0.2130209929558305
126,0.0,0.21033265759960118
124,0.1045,0.20988460170689627
108,0.1642,0.2063001545652572
84,0.194,0.2009234838527985
54,0.1642,0.1942026454622252
36,0.2239,0.19017014242788122
25,0.1343,0.18770583501800434
11,0.1343,0.1845694437690701
9,0.1343,0.18412138787636523
4,0.1045,0.183001248144603
2,0.0,0.18255319225189812
4,0.1045,0.183001248144603
7,0.0896,0.18367333198366034
11,0.0,0.1845694437690701
18,0.1045,0.18613763939353722
28,0.0896,0.18837791885706165
26,0.1642,0.18792986296435676
31,0.2239,0.189050002696119
39,0.1343,0.19084222626693853
25,0.1642,0.18770583501800434
28,0.0,0.18837791885706165
46,0.1343,0.19241042189140564
38,0.194,0.1906181983205861
34,0.1343,0.18972208653517633
63,0.2836,0.1962188969793972
56,0.1343,0.1946507013549301
64,0.194,0.19644292492574963
59,0.1343,0.19532278519398744
29,0.0896,0.1886019468034141
36,0.0896,0.19017014242788122
5,0.0896,0.18322527609095546
5,0.0896,0.18322527609095546
2,0.1343,0.18255319225189812
3,0.0896,0.18277722019825057
1,0.0896,0.1823291643055457
2,0.1343,0.18255319225189812
2,0.1642,0.18255319225189812
10,0.1343,0.18434541582271768
23,0.194,0.18725777912529945
45,0.1343,0.1921863939450532
27,0.2239,0.18815389091070922
37,0.194,0.19039417037423365
38,0.2537,0.1906181983205861
42,0.2836,0.19151431010599587
55,0.2537,0.19442667340857764
34,0.2836,0.18972208653517633
56,0.3284,0.1946507013549301
55,0.2239,0.19442667340857764
64,0.2537,0.19644292492574963
72,0.2836,0.1982351484965692
69,0.2537,0.19756306465751186
45,0.1343,0.1921863939450532
31,0.1343,0.189050002696119
27,0.1343,0.18815389091070922
18,0.1045,0.18613763939353722
12,0.1343,0.18479347171542257
3,0.0,0.18277722019825057
0,0.0896,0.18210513635919323
2,0.0896,0.18255319225189812
0,0.0,0.18210513635919323
0,0.0,0.18210513635919323
13,0.1343,0.185017499661775
24,0.1045,0.18748180707165188
46,0.1642,0.19241042189140564
34,0.1642,0.18972208653517633
27,0.2239,0.18815389091070922
28,0.194,0.18837791885706165
15,0.1343,0.18546555555447988
20,0.0,0.1865856952862421
44,0.2537,0.19196236599870076
28,0.1642,0.18837791885706165
34,0.2239,0.18972208653517633
80,0.2239,0.20002737206738874
61,0.2239,0.19577084108669232
61,0.1343,0.19577084108669232
55,0.1343,0.19442667340857764
34,0.1343,0.18972208653517633
37,0.1642,0.19039417037423365
18,0.194,0.18613763939353722
7,0.1343,0.18367333198366034
3,0.1045,0.18277722019825057
0,0.1642,0.18210513635919323
0,0.1045,0.18210513635919323
2,0.0896,0.18255319225189812
1,0.0,0.1823291643055457
13,0.0896,0.185017499661775
31,0.1343,0.189050002696119
32,0.1045,0.18927403064247145
20,0.0,0.1865856952862421
20,0.2836,0.1865856952862421
36,0.2239,0.19017014242788122
40,0.194,0.191066254213291
18,0.0896,0.18613763939353722
25,0.194,0.18770583501800434
18,0.1642,0.18613763939353722
30,0.1343,0.18882597474976656
54,0.2537,0.1942026454622252
52,0.2836,0.19375458956952032
55,0.3284,0.19442667340857764
40,0.194,0.191066254213291
29,0.0,0.1886019468034141
22,0.1642,0.187033751178947
15,0.1642,0.18546555555447988
8,0.2239,0.18389735993001277
5,0.2239,0.18322527609095546
6,0.1642,0.1834493040373079
3,0.1642,0.18277722019825057
0,0.1642,0.18210513635919323
0,0.1642,0.18210513635919323
10,0.0896,0.18434541582271768
25,0.1045,0.18770583501800434
29,0.1343,0.1886019468034141
37,0.0,0.19039417037423365
23,0.0,0.18725777912529945
46,0.0,0.19241042189140564
40,0.1343,0.191066254213291
40,0.1045,0.191066254213291
44,0.0,0.19196236599870076
49,0.1045,0.19308250573046298
46,0.2985,0.19241042189140564
63,0.2239,0.1962188969793972
96,0.2239,0.20361181920902785
61,0.194,0.19577084108669232
53,0.1045,0.19397861751587275
55,0.1343,0.19442667340857764
40,0.2537,0.191066254213291
36,0.1642,0.19017014242788122
28,0.1343,0.18837791885706165
10,0.0896,0.18434541582271768
10,0.1045,0.18434541582271768
10,0.0896,0.18434541582271768
4,0.0896,0.183001248144603
4,0.1343,0.183001248144603
9,0.1343,0.18412138787636523
18,0.194,0.18613763939353722
32,0.194,0.18927403064247145
59,0.1343,0.19532278519398744
91,0.1642,0.20249167947726562
110,0.1343,0.20674821045796207
112,0.2239,0.20719626635066696
150,0.194,0.21570932831205983
148,0.1045,0.21526127241935494
142,0.1045,0.21391710474124026
169,0.194,0.21996585929275625
147,0.1642,0.2150372444730025
131,0.1343,0.21145279733136338
97,0.194,0.20383584715538028
95,0.2537,0.2033877912626754
76,0.2239,0.19913126028197897
53,0.2239,0.19397861751587275
24,0.1045,0.18748180707165188
19,0.2239,0.18636166733988965
19,0.1045,0.18636166733988965
9,0.2537,0.18412138787636523
8,0.2836,0.18389735993001277
8,0.1642,0.18389735993001277
5,0.2239,0.18322527609095546
5,0.1045,0.18322527609095546
7,0.1045,0.18367333198366034
28,0.0,0.18837791885706165
75,0.0,0.19890723233562652
120,0.0896,0.2089884899214865
131,0.1045,0.21145279733136338
176,0.0,0.22153405491722336
109,0.2836,0.20652418251160962
96,0.2537,0.20361181920902785
142,0.2985,0.21391710474124026
115,0.2836,0.20786835018972427
94,0.2836,0.20316376331632297
69,0.1642,0.19756306465751186
67,0.1045,0.19711500876480698
62,0.1642,0.19599486903304475
39,0.1045,0.19084222626693853
31,0.1343,0.189050002696119
33,0.194,0.18949805858882388
8,0.1343,0.18389735993001277
6,0.2239,0.1834493040373079
2,0.2836,0.18255319225189812
1,0.4925,0.1823291643055457
1,0.2985,0.1823291643055457
2,0.3881,0.18255319225189812
7,0.4179,0.18367333198366034
26,0.3582,0.18792986296435676
44,0.4478,0.19196236599870076
35,0.3582,0.18994611448152876
38,0.3284,0.1906181983205861
53,0.2985,0.19397861751587275
35,0.2836,0.18994611448152876
53,0.0,0.19397861751587275
55,0.2537,0.19442667340857764
58,0.4478,0.19509875724763498
64,0.4179,0.19644292492574963
72,0.3284,0.1982351484965692
76,0.3582,0.19913126028197897
75,0.2836,0.19890723233562652
78,0.2537,0.19957931617468386
40,0.2537,0.191066254213291
20,0.2239,0.1865856952862421
14,0.194,0.18524152760812745
13,0.194,0.185017499661775
3,0.2537,0.18277722019825057
2,0.2836,0.18255319225189812
1,0.3284,0.1823291643055457
0,0.2537,0.18210513635919323
3,0.3284,0.18277722019825057
6,0.2985,0.1834493040373079
19,0.4179,0.18636166733988965
45,0.3881,0.1921863939450532
19,0.194,0.18636166733988965
33,0.2239,0.18949805858882388
40,0.2836,0.191066254213291
30,0.3582,0.18882597474976656
33,0.2239,0.18949805858882388
41,0.194,0.19129028215964344
42,0.1642,0.19151431010599587
51,0.194,0.19353056162316787
85,0.2836,0.20114751179915097
65,0.3284,0.1966669528721021
51,0.3582,0.19353056162316787
60,0.1642,0.19554681314033986
37,0.2985,0.19039417037423365
29,0.2239,0.1886019468034141
19,0.2239,0.18636166733988965
8,0.3582,0.18389735993001277
0,0.2836,0.18210513635919323
0,0.2239,0.18210513635919323
0,0.2537,0.18210513635919323
0,0.2836,0.18210513635919323
1,0.2836,0.1823291643055457
11,0.2537,0.1845694437690701
22,0.1343,0.187033751178947
53,0.1343,0.19397861751587275
22,0.0,0.187033751178947
27,0.1642,0.18815389091070922
49,0.0,0.19308250573046298
33,0.2239,0.18949805858882388
43,0.2836,0.19173833805234833
50,0.0,0.19330653367681544
33,0.0,0.18949805858882388
