hr,casual,Predicted Y
16,49,45.240905623109896
17,17,47.388705796562625
18,40,49.53650597001535
19,60,51.68430614346808
20,28,53.83210631692081
21,32,55.97990649037353
22,12,58.12770666382626
23,12,60.27550683727899
0,5,10.876102847866257
1,1,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,9,23.76290388858262
7,14,25.91070406203535
8,27,28.058504235488076
9,21,30.206304408940802
10,28,32.35410458239353
11,43,34.501904755846255
12,43,36.649704929298984
13,48,38.797505102751714
14,43,40.94530527620444
15,54,43.093105449657166
16,50,45.240905623109896
17,54,47.388705796562625
18,64,49.53650597001535
19,59,51.68430614346808
20,56,53.83210631692081
21,31,55.97990649037353
22,25,58.12770666382626
23,16,60.27550683727899
0,6,10.876102847866257
1,5,13.023903021318985
2,3,15.171703194771712
3,2,17.31950336822444
4,2,19.46730354167717
5,1,21.615103715129894
6,6,23.76290388858262
7,16,25.91070406203535
8,26,28.058504235488076
9,18,30.206304408940802
10,31,32.35410458239353
11,56,34.501904755846255
12,53,36.649704929298984
13,69,38.797505102751714
14,70,40.94530527620444
15,56,43.093105449657166
16,44,45.240905623109896
17,62,47.388705796562625
18,39,49.53650597001535
19,25,51.68430614346808
20,22,53.83210631692081
21,24,55.97990649037353
22,25,58.12770666382626
23,31,60.27550683727899
0,24,10.876102847866257
1,18,13.023903021318985
2,15,15.171703194771712
3,5,17.31950336822444
4,1,19.46730354167717
5,7,21.615103715129894
6,2,23.76290388858262
7,4,25.91070406203535
8,16,28.058504235488076
9,14,30.206304408940802
10,34,32.35410458239353
11,72,34.501904755846255
12,75,36.649704929298984
13,68,38.797505102751714
14,57,40.94530527620444
15,73,43.093105449657166
16,107,45.240905623109896
17,78,47.388705796562625
18,88,49.53650597001535
19,69,51.68430614346808
20,42,53.83210631692081
21,15,55.97990649037353
22,7,58.12770666382626
23,11,60.27550683727899
0,5,10.876102847866257
1,4,13.023903021318985
2,13,15.171703194771712
3,11,17.31950336822444
4,5,19.46730354167717
5,3,21.615103715129894
6,3,23.76290388858262
7,4,25.91070406203535
8,24,28.058504235488076
9,36,30.206304408940802
10,73,32.35410458239353
11,120,34.501904755846255
12,120,36.649704929298984
13,195,38.797505102751714
14,183,40.94530527620444
15,206,43.093105449657166
16,158,45.240905623109896
17,137,47.388705796562625
18,60,49.53650597001535
19,78,51.68430614346808
20,53,53.83210631692081
21,44,55.97990649037353
22,29,58.12770666382626
23,18,60.27550683727899
0,17,10.876102847866257
1,6,13.023903021318985
2,4,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,11,23.76290388858262
7,27,25.91070406203535
8,28,28.058504235488076
9,38,30.206304408940802
10,37,32.35410458239353
11,56,34.501904755846255
12,72,36.649704929298984
13,61,38.797505102751714
14,76,40.94530527620444
15,55,43.093105449657166
16,45,45.240905623109896
17,47,47.388705796562625
18,55,49.53650597001535
19,36,51.68430614346808
20,31,53.83210631692081
21,28,55.97990649037353
22,22,58.12770666382626
23,18,60.27550683727899
0,13,10.876102847866257
1,7,13.023903021318985
2,4,15.171703194771712
3,1,17.31950336822444
4,2,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,13,25.91070406203535
8,22,28.058504235488076
9,17,30.206304408940802
10,31,32.35410458239353
11,26,34.501904755846255
12,38,36.649704929298984
13,31,38.797505102751714
14,61,40.94530527620444
15,79,43.093105449657166
16,73,45.240905623109896
17,83,47.388705796562625
18,54,49.53650597001535
19,51,51.68430614346808
20,30,53.83210631692081
21,23,55.97990649037353
22,12,58.12770666382626
23,7,60.27550683727899
0,8,10.876102847866257
1,3,13.023903021318985
2,1,15.171703194771712
3,6,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,14,25.91070406203535
8,25,28.058504235488076
9,26,30.206304408940802
10,33,32.35410458239353
11,6,34.501904755846255
12,12,36.649704929298984
13,30,38.797505102751714
14,44,40.94530527620444
15,34,43.093105449657166
16,53,45.240905623109896
17,78,47.388705796562625
18,58,49.53650597001535
19,43,51.68430614346808
20,24,53.83210631692081
21,11,55.97990649037353
22,14,58.12770666382626
23,10,60.27550683727899
0,6,10.876102847866257
1,2,13.023903021318985
2,3,15.171703194771712
3,1,17.31950336822444
4,2,19.46730354167717
5,2,21.615103715129894
6,17,23.76290388858262
7,18,25.91070406203535
8,34,28.058504235488076
9,40,30.206304408940802
10,35,32.35410458239353
11,53,34.501904755846255
12,38,36.649704929298984
13,44,38.797505102751714
14,43,40.94530527620444
15,63,43.093105449657166
16,55,45.240905623109896
17,60,47.388705796562625
18,59,49.53650597001535
19,65,51.68430614346808
20,46,53.83210631692081
21,29,55.97990649037353
22,11,58.12770666382626
23,9,60.27550683727899
0,15,10.876102847866257
1,8,13.023903021318985
2,4,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,15,23.76290388858262
7,30,25.91070406203535
8,41,28.058504235488076
9,35,30.206304408940802
10,44,32.35410458239353
11,63,34.501904755846255
12,69,36.649704929298984
13,60,38.797505102751714
14,66,40.94530527620444
15,74,43.093105449657166
16,61,45.240905623109896
17,71,47.388705796562625
18,79,49.53650597001535
19,49,51.68430614346808
20,40,53.83210631692081
21,40,55.97990649037353
22,28,58.12770666382626
23,15,60.27550683727899
0,20,10.876102847866257
1,8,13.023903021318985
2,5,15.171703194771712
3,7,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,6,23.76290388858262
7,10,25.91070406203535
8,29,28.058504235488076
9,60,30.206304408940802
10,122,32.35410458239353
11,173,34.501904755846255
12,222,36.649704929298984
13,191,38.797505102751714
14,187,40.94530527620444
15,232,43.093105449657166
16,204,45.240905623109896
17,191,47.388705796562625
18,191,49.53650597001535
19,117,51.68430614346808
20,84,53.83210631692081
21,77,55.97990649037353
22,78,58.12770666382626
23,42,60.27550683727899
0,31,10.876102847866257
1,17,13.023903021318985
2,18,15.171703194771712
3,10,17.31950336822444
4,3,19.46730354167717
5,1,21.615103715129894
6,5,23.76290388858262
7,13,25.91070406203535
8,29,28.058504235488076
9,59,30.206304408940802
10,135,32.35410458239353
11,164,34.501904755846255
12,146,36.649704929298984
13,180,38.797505102751714
14,125,40.94530527620444
15,110,43.093105449657166
16,72,45.240905623109896
17,93,47.388705796562625
18,120,49.53650597001535
19,107,51.68430614346808
20,57,53.83210631692081
21,27,55.97990649037353
22,35,58.12770666382626
23,19,60.27550683727899
0,23,10.876102847866257
1,4,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,2,19.46730354167717
5,0,21.615103715129894
6,4,23.76290388858262
7,13,25.91070406203535
8,50,28.058504235488076
9,36,30.206304408940802
10,49,32.35410458239353
11,73,34.501904755846255
12,65,36.649704929298984
13,49,38.797505102751714
14,57,40.94530527620444
15,57,43.093105449657166
16,56,45.240905623109896
17,56,47.388705796562625
18,68,49.53650597001535
19,56,51.68430614346808
20,39,53.83210631692081
21,33,55.97990649037353
22,25,58.12770666382626
23,19,60.27550683727899
0,12,10.876102847866257
1,6,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,10,23.76290388858262
7,26,25.91070406203535
8,31,28.058504235488076
9,27,30.206304408940802
10,18,32.35410458239353
11,33,34.501904755846255
12,41,36.649704929298984
13,38,38.797505102751714
14,27,40.94530527620444
15,59,43.093105449657166
16,52,45.240905623109896
17,56,47.388705796562625
18,74,49.53650597001535
19,45,51.68430614346808
20,39,53.83210631692081
21,21,55.97990649037353
22,26,58.12770666382626
23,13,60.27550683727899
0,3,10.876102847866257
1,6,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,2,21.615103715129894
6,4,23.76290388858262
7,29,25.91070406203535
8,36,28.058504235488076
9,27,30.206304408940802
10,30,32.35410458239353
11,36,34.501904755846255
12,32,36.649704929298984
13,39,38.797505102751714
14,47,40.94530527620444
15,37,43.093105449657166
16,61,45.240905623109896
17,77,47.388705796562625
18,66,49.53650597001535
19,73,51.68430614346808
20,56,53.83210631692081
21,33,55.97990649037353
22,34,58.12770666382626
23,12,60.27550683727899
0,11,10.876102847866257
1,3,13.023903021318985
2,7,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,2,21.615103715129894
6,4,23.76290388858262
7,16,25.91070406203535
8,31,28.058504235488076
9,22,30.206304408940802
10,49,32.35410458239353
11,36,34.501904755846255
12,53,36.649704929298984
13,52,38.797505102751714
14,44,40.94530527620444
15,40,43.093105449657166
16,58,45.240905623109896
17,49,47.388705796562625
18,74,49.53650597001535
19,67,51.68430614346808
20,55,53.83210631692081
21,45,55.97990649037353
22,23,58.12770666382626
23,17,60.27550683727899
0,14,10.876102847866257
1,14,13.023903021318985
2,6,15.171703194771712
3,1,17.31950336822444
4,2,19.46730354167717
5,2,21.615103715129894
6,8,23.76290388858262
7,20,25.91070406203535
8,25,28.058504235488076
9,37,30.206304408940802
10,42,32.35410458239353
11,40,34.501904755846255
12,53,36.649704929298984
13,51,38.797505102751714
14,51,40.94530527620444
15,98,43.093105449657166
16,63,45.240905623109896
17,77,47.388705796562625
18,89,49.53650597001535
19,69,51.68430614346808
20,24,53.83210631692081
21,37,55.97990649037353
22,25,58.12770666382626
23,23,60.27550683727899
0,15,10.876102847866257
1,8,13.023903021318985
2,13,15.171703194771712
3,2,17.31950336822444
4,0,19.46730354167717
5,4,21.615103715129894
6,3,23.76290388858262
7,17,25.91070406203535
8,27,28.058504235488076
9,61,30.206304408940802
10,110,32.35410458239353
11,171,34.501904755846255
12,145,36.649704929298984
13,168,38.797505102751714
14,172,40.94530527620444
15,187,43.093105449657166
16,201,45.240905623109896
17,180,47.388705796562625
18,173,49.53650597001535
19,99,51.68430614346808
20,68,53.83210631692081
21,87,55.97990649037353
22,46,58.12770666382626
23,44,60.27550683727899
0,32,10.876102847866257
1,17,13.023903021318985
2,12,15.171703194771712
3,2,17.31950336822444
4,13,19.46730354167717
5,3,21.615103715129894
6,5,23.76290388858262
7,13,25.91070406203535
8,34,28.058504235488076
9,74,30.206304408940802
10,130,32.35410458239353
11,139,34.501904755846255
12,216,36.649704929298984
13,237,38.797505102751714
14,183,40.94530527620444
15,221,43.093105449657166
16,194,45.240905623109896
17,214,47.388705796562625
18,151,49.53650597001535
19,141,51.68430614346808
20,91,53.83210631692081
21,107,55.97990649037353
22,78,58.12770666382626
23,48,60.27550683727899
0,38,10.876102847866257
1,26,13.023903021318985
2,17,15.171703194771712
3,10,17.31950336822444
4,2,19.46730354167717
5,1,21.615103715129894
6,6,23.76290388858262
7,12,25.91070406203535
8,36,28.058504235488076
9,47,30.206304408940802
10,116,32.35410458239353
11,153,34.501904755846255
12,179,36.649704929298984
13,133,38.797505102751714
14,142,40.94530527620444
15,132,43.093105449657166
16,101,45.240905623109896
17,102,47.388705796562625
18,77,49.53650597001535
19,68,51.68430614346808
20,69,53.83210631692081
21,42,55.97990649037353
22,26,58.12770666382626
23,14,60.27550683727899
0,9,10.876102847866257
1,8,13.023903021318985
2,5,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,11,23.76290388858262
7,16,25.91070406203535
8,34,28.058504235488076
9,22,30.206304408940802
10,37,32.35410458239353
11,28,34.501904755846255
12,37,36.649704929298984
13,37,38.797505102751714
14,41,40.94530527620444
15,42,43.093105449657166
16,44,45.240905623109896
17,67,47.388705796562625
18,55,49.53650597001535
19,39,51.68430614346808
20,38,53.83210631692081
21,45,55.97990649037353
22,42,58.12770666382626
23,15,60.27550683727899
0,9,10.876102847866257
1,8,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,2,21.615103715129894
6,7,23.76290388858262
7,19,25.91070406203535
8,37,28.058504235488076
9,34,30.206304408940802
10,31,32.35410458239353
11,26,34.501904755846255
12,32,36.649704929298984
13,29,38.797505102751714
14,40,40.94530527620444
15,25,43.093105449657166
16,39,45.240905623109896
17,52,47.388705796562625
18,31,49.53650597001535
19,16,51.68430614346808
20,23,53.83210631692081
21,29,55.97990649037353
22,14,58.12770666382626
23,10,60.27550683727899
0,11,10.876102847866257
1,3,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,3,21.615103715129894
6,7,23.76290388858262
7,19,25.91070406203535
8,25,28.058504235488076
9,28,30.206304408940802
10,33,32.35410458239353
11,42,34.501904755846255
12,39,36.649704929298984
13,35,38.797505102751714
14,43,40.94530527620444
15,44,43.093105449657166
16,63,45.240905623109896
17,88,47.388705796562625
18,74,49.53650597001535
19,58,51.68430614346808
20,51,53.83210631692081
21,33,55.97990649037353
22,14,58.12770666382626
23,23,60.27550683727899
0,15,10.876102847866257
1,7,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,4,21.615103715129894
6,8,23.76290388858262
7,25,25.91070406203535
8,31,28.058504235488076
9,36,30.206304408940802
10,54,32.35410458239353
11,57,34.501904755846255
12,51,36.649704929298984
13,58,38.797505102751714
14,66,40.94530527620444
15,56,43.093105449657166
16,63,45.240905623109896
17,73,47.388705796562625
18,76,49.53650597001535
19,53,51.68430614346808
20,57,53.83210631692081
21,51,55.97990649037353
22,26,58.12770666382626
23,30,60.27550683727899
0,24,10.876102847866257
1,14,13.023903021318985
2,18,15.171703194771712
3,8,17.31950336822444
4,4,19.46730354167717
5,3,21.615103715129894
6,11,23.76290388858262
7,27,25.91070406203535
8,29,28.058504235488076
9,55,30.206304408940802
10,115,32.35410458239353
11,120,34.501904755846255
12,150,36.649704929298984
13,188,38.797505102751714
14,193,40.94530527620444
15,180,43.093105449657166
16,168,45.240905623109896
17,142,47.388705796562625
18,127,49.53650597001535
19,79,51.68430614346808
20,90,53.83210631692081
21,46,55.97990649037353
22,49,58.12770666382626
23,29,60.27550683727899
0,23,10.876102847866257
1,26,13.023903021318985
2,16,15.171703194771712
3,22,17.31950336822444
4,4,19.46730354167717
5,1,21.615103715129894
6,10,23.76290388858262
7,8,25.91070406203535
8,24,28.058504235488076
9,53,30.206304408940802
10,83,32.35410458239353
11,121,34.501904755846255
12,123,36.649704929298984
13,154,38.797505102751714
14,161,40.94530527620444
15,161,43.093105449657166
16,138,45.240905623109896
17,126,47.388705796562625
18,124,49.53650597001535
19,108,51.68430614346808
20,84,53.83210631692081
21,54,55.97990649037353
22,36,58.12770666382626
23,25,60.27550683727899
0,11,10.876102847866257
1,9,13.023903021318985
2,4,15.171703194771712
3,2,17.31950336822444
4,4,19.46730354167717
5,7,21.615103715129894
6,11,23.76290388858262
7,18,25.91070406203535
8,28,28.058504235488076
9,26,30.206304408940802
10,31,32.35410458239353
11,39,34.501904755846255
12,25,36.649704929298984
13,28,38.797505102751714
14,46,40.94530527620444
15,38,43.093105449657166
16,34,45.240905623109896
17,63,47.388705796562625
18,56,49.53650597001535
19,64,51.68430614346808
20,59,53.83210631692081
21,29,55.97990649037353
22,36,58.12770666382626
23,5,60.27550683727899
0,5,10.876102847866257
1,2,13.023903021318985
2,3,15.171703194771712
3,1,17.31950336822444
4,2,19.46730354167717
5,2,21.615103715129894
6,10,23.76290388858262
7,23,25.91070406203535
8,45,28.058504235488076
9,27,30.206304408940802
10,37,32.35410458239353
11,38,34.501904755846255
12,42,36.649704929298984
13,55,38.797505102751714
14,34,40.94530527620444
15,56,43.093105449657166
16,55,45.240905623109896
17,64,47.388705796562625
18,72,49.53650597001535
19,69,51.68430614346808
20,45,53.83210631692081
21,31,55.97990649037353
22,27,58.12770666382626
23,18,60.27550683727899
0,12,10.876102847866257
1,3,13.023903021318985
2,0,15.171703194771712
3,2,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,13,23.76290388858262
7,24,25.91070406203535
8,46,28.058504235488076
9,34,30.206304408940802
10,27,32.35410458239353
11,28,34.501904755846255
12,15,36.649704929298984
13,20,38.797505102751714
14,44,40.94530527620444
15,28,43.093105449657166
16,34,45.240905623109896
17,80,47.388705796562625
18,61,49.53650597001535
19,61,51.68430614346808
20,55,53.83210631692081
21,34,55.97990649037353
22,37,58.12770666382626
23,18,60.27550683727899
0,7,10.876102847866257
1,3,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,2,19.46730354167717
5,1,21.615103715129894
6,13,23.76290388858262
7,31,25.91070406203535
8,32,28.058504235488076
9,20,30.206304408940802
10,20,32.35410458239353
11,36,34.501904755846255
12,40,36.649704929298984
13,18,38.797505102751714
14,25,40.94530527620444
15,18,43.093105449657166
16,30,45.240905623109896
17,54,47.388705796562625
18,52,49.53650597001535
19,55,51.68430614346808
20,40,53.83210631692081
21,29,55.97990649037353
22,22,58.12770666382626
23,15,60.27550683727899
0,8,10.876102847866257
1,5,13.023903021318985
2,6,15.171703194771712
3,3,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,10,23.76290388858262
7,25,25.91070406203535
8,29,28.058504235488076
9,37,30.206304408940802
10,23,32.35410458239353
11,46,34.501904755846255
12,40,36.649704929298984
13,40,38.797505102751714
14,44,40.94530527620444
15,49,43.093105449657166
16,46,45.240905623109896
17,63,47.388705796562625
18,96,49.53650597001535
19,61,51.68430614346808
20,53,53.83210631692081
21,55,55.97990649037353
22,40,58.12770666382626
23,36,60.27550683727899
0,28,10.876102847866257
1,10,13.023903021318985
2,10,15.171703194771712
3,10,17.31950336822444
4,4,19.46730354167717
5,4,21.615103715129894
6,9,23.76290388858262
7,18,25.91070406203535
8,32,28.058504235488076
9,59,30.206304408940802
10,91,32.35410458239353
11,110,34.501904755846255
12,112,36.649704929298984
13,150,38.797505102751714
14,148,40.94530527620444
15,142,43.093105449657166
16,169,45.240905623109896
17,147,47.388705796562625
18,131,49.53650597001535
19,97,51.68430614346808
20,95,53.83210631692081
21,76,55.97990649037353
22,53,58.12770666382626
23,24,60.27550683727899
0,19,10.876102847866257
1,19,13.023903021318985
2,9,15.171703194771712
3,8,17.31950336822444
4,8,19.46730354167717
5,5,21.615103715129894
6,5,23.76290388858262
7,7,25.91070406203535
8,28,28.058504235488076
9,75,30.206304408940802
10,120,32.35410458239353
11,131,34.501904755846255
12,176,36.649704929298984
13,109,38.797505102751714
14,96,40.94530527620444
15,142,43.093105449657166
16,115,45.240905623109896
17,94,47.388705796562625
18,69,49.53650597001535
19,67,51.68430614346808
20,62,53.83210631692081
21,39,55.97990649037353
22,31,58.12770666382626
23,33,60.27550683727899
0,8,10.876102847866257
1,6,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,7,23.76290388858262
7,26,25.91070406203535
8,44,28.058504235488076
9,35,30.206304408940802
10,38,32.35410458239353
11,53,34.501904755846255
12,35,36.649704929298984
13,53,38.797505102751714
14,55,40.94530527620444
15,58,43.093105449657166
16,64,45.240905623109896
17,72,47.388705796562625
18,76,49.53650597001535
19,75,51.68430614346808
20,78,53.83210631692081
21,40,55.97990649037353
22,20,58.12770666382626
23,14,60.27550683727899
0,13,10.876102847866257
1,3,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,3,21.615103715129894
6,6,23.76290388858262
7,19,25.91070406203535
8,45,28.058504235488076
9,19,30.206304408940802
10,33,32.35410458239353
11,40,34.501904755846255
12,30,36.649704929298984
13,33,38.797505102751714
14,41,40.94530527620444
15,42,43.093105449657166
16,51,45.240905623109896
17,85,47.388705796562625
18,65,49.53650597001535
19,51,51.68430614346808
20,60,53.83210631692081
21,37,55.97990649037353
22,29,58.12770666382626
23,19,60.27550683727899
0,8,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,11,23.76290388858262
7,22,25.91070406203535
8,53,28.058504235488076
9,22,30.206304408940802
10,27,32.35410458239353
11,49,34.501904755846255
12,33,36.649704929298984
13,43,38.797505102751714
14,50,40.94530527620444
15,33,43.093105449657166
16,47,45.240905623109896
17,83,47.388705796562625
18,80,49.53650597001535
19,54,51.68430614346808
20,57,53.83210631692081
21,48,55.97990649037353
22,31,58.12770666382626
23,17,60.27550683727899
0,9,10.876102847866257
1,4,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,7,21.615103715129894
6,8,23.76290388858262
7,16,25.91070406203535
8,24,28.058504235488076
9,29,30.206304408940802
10,18,32.35410458239353
11,33,34.501904755846255
12,41,36.649704929298984
13,37,38.797505102751714
14,39,40.94530527620444
15,32,43.093105449657166
16,36,45.240905623109896
17,42,47.388705796562625
18,26,49.53650597001535
19,58,51.68430614346808
20,25,53.83210631692081
21,34,55.97990649037353
22,24,58.12770666382626
23,2,60.27550683727899
0,3,10.876102847866257
1,4,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,8,23.76290388858262
7,25,25.91070406203535
8,28,28.058504235488076
9,28,30.206304408940802
10,44,32.35410458239353
11,43,34.501904755846255
12,49,36.649704929298984
13,48,38.797505102751714
14,73,40.94530527620444
15,62,43.093105449657166
16,69,45.240905623109896
17,85,47.388705796562625
18,62,49.53650597001535
19,53,51.68430614346808
20,40,53.83210631692081
21,49,55.97990649037353
22,48,58.12770666382626
23,37,60.27550683727899
0,21,10.876102847866257
1,15,13.023903021318985
2,16,15.171703194771712
3,4,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,9,23.76290388858262
7,12,25.91070406203535
8,28,28.058504235488076
9,62,30.206304408940802
10,68,32.35410458239353
11,134,34.501904755846255
12,162,36.649704929298984
13,135,38.797505102751714
14,138,40.94530527620444
15,153,43.093105449657166
16,193,45.240905623109896
17,210,47.388705796562625
18,118,49.53650597001535
19,99,51.68430614346808
20,61,53.83210631692081
21,58,55.97990649037353
22,56,58.12770666382626
23,53,60.27550683727899
0,18,10.876102847866257
1,17,13.023903021318985
2,13,15.171703194771712
3,14,17.31950336822444
4,7,19.46730354167717
5,7,21.615103715129894
6,11,23.76290388858262
7,35,25.91070406203535
8,25,28.058504235488076
9,58,30.206304408940802
10,86,32.35410458239353
11,141,34.501904755846255
12,141,36.649704929298984
13,149,38.797505102751714
14,124,40.94530527620444
15,146,43.093105449657166
16,121,45.240905623109896
17,159,47.388705796562625
18,78,49.53650597001535
19,94,51.68430614346808
20,86,53.83210631692081
21,57,55.97990649037353
22,38,58.12770666382626
23,14,60.27550683727899
0,7,10.876102847866257
1,9,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,0,25.91070406203535
8,12,28.058504235488076
9,19,30.206304408940802
10,33,32.35410458239353
11,27,34.501904755846255
12,33,36.649704929298984
13,50,38.797505102751714
14,45,40.94530527620444
15,66,43.093105449657166
16,61,45.240905623109896
17,81,47.388705796562625
18,64,49.53650597001535
19,62,51.68430614346808
20,52,53.83210631692081
21,39,55.97990649037353
22,24,58.12770666382626
23,10,60.27550683727899
0,10,10.876102847866257
1,2,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,2,19.46730354167717
5,3,21.615103715129894
6,8,23.76290388858262
7,21,25.91070406203535
8,33,28.058504235488076
9,32,30.206304408940802
10,41,32.35410458239353
11,52,34.501904755846255
12,40,36.649704929298984
13,49,38.797505102751714
14,44,40.94530527620444
15,42,43.093105449657166
16,62,45.240905623109896
17,65,47.388705796562625
18,67,49.53650597001535
19,67,51.68430614346808
20,72,53.83210631692081
21,38,55.97990649037353
22,12,58.12770666382626
23,11,60.27550683727899
0,15,10.876102847866257
1,2,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,3,19.46730354167717
5,2,21.615103715129894
6,12,23.76290388858262
7,23,25.91070406203535
8,27,28.058504235488076
9,14,30.206304408940802
10,31,32.35410458239353
11,37,34.501904755846255
12,44,36.649704929298984
13,34,38.797505102751714
14,32,40.94530527620444
15,32,43.093105449657166
16,34,45.240905623109896
17,67,47.388705796562625
18,66,49.53650597001535
19,62,51.68430614346808
20,52,53.83210631692081
21,31,55.97990649037353
22,25,58.12770666382626
23,14,60.27550683727899
0,5,10.876102847866257
1,5,13.023903021318985
2,0,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,2,21.615103715129894
6,8,23.76290388858262
7,26,25.91070406203535
8,20,28.058504235488076
9,33,30.206304408940802
10,39,32.35410458239353
11,28,34.501904755846255
12,30,36.649704929298984
13,37,38.797505102751714
14,46,40.94530527620444
15,62,43.093105449657166
16,58,45.240905623109896
17,74,47.388705796562625
18,57,49.53650597001535
19,56,51.68430614346808
20,75,53.83210631692081
21,46,55.97990649037353
22,23,58.12770666382626
23,15,60.27550683727899
0,10,10.876102847866257
1,8,13.023903021318985
2,4,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,4,23.76290388858262
7,21,25.91070406203535
8,27,28.058504235488076
9,28,30.206304408940802
10,43,32.35410458239353
11,56,34.501904755846255
12,51,36.649704929298984
13,43,38.797505102751714
14,67,40.94530527620444
15,69,43.093105449657166
16,80,45.240905623109896
17,85,47.388705796562625
18,87,49.53650597001535
19,92,51.68430614346808
20,66,53.83210631692081
21,50,55.97990649037353
22,41,58.12770666382626
23,33,60.27550683727899
0,19,10.876102847866257
1,20,13.023903021318985
2,8,15.171703194771712
3,18,17.31950336822444
4,7,19.46730354167717
5,6,21.615103715129894
6,12,23.76290388858262
7,7,25.91070406203535
8,27,28.058504235488076
9,47,30.206304408940802
10,99,32.35410458239353
11,122,34.501904755846255
12,140,36.649704929298984
13,140,38.797505102751714
14,151,40.94530527620444
15,157,43.093105449657166
16,175,45.240905623109896
17,152,47.388705796562625
18,108,49.53650597001535
19,121,51.68430614346808
20,74,53.83210631692081
21,62,55.97990649037353
22,61,58.12770666382626
23,49,60.27550683727899
0,30,10.876102847866257
1,17,13.023903021318985
2,17,15.171703194771712
3,12,17.31950336822444
4,3,19.46730354167717
5,3,21.615103715129894
6,7,23.76290388858262
7,24,25.91070406203535
8,29,28.058504235488076
9,75,30.206304408940802
10,136,32.35410458239353
11,127,34.501904755846255
12,175,36.649704929298984
13,197,38.797505102751714
14,197,40.94530527620444
15,174,43.093105449657166
16,177,45.240905623109896
17,178,47.388705796562625
18,117,49.53650597001535
19,89,51.68430614346808
20,55,53.83210631692081
21,48,55.97990649037353
22,19,58.12770666382626
23,14,60.27550683727899
0,7,10.876102847866257
1,4,13.023903021318985
2,3,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,4,23.76290388858262
7,14,25.91070406203535
8,29,28.058504235488076
9,37,30.206304408940802
10,55,32.35410458239353
11,55,34.501904755846255
12,40,36.649704929298984
13,37,38.797505102751714
14,58,40.94530527620444
15,76,43.093105449657166
16,53,45.240905623109896
17,90,47.388705796562625
18,79,49.53650597001535
19,56,51.68430614346808
20,54,53.83210631692081
21,52,55.97990649037353
22,33,58.12770666382626
23,16,60.27550683727899
0,5,10.876102847866257
1,5,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,7,23.76290388858262
7,27,25.91070406203535
8,39,28.058504235488076
9,38,30.206304408940802
10,45,32.35410458239353
11,49,34.501904755846255
12,41,36.649704929298984
13,33,38.797505102751714
14,43,40.94530527620444
15,39,43.093105449657166
16,41,45.240905623109896
17,70,47.388705796562625
18,68,49.53650597001535
19,44,51.68430614346808
20,50,53.83210631692081
21,31,55.97990649037353
22,30,58.12770666382626
23,23,60.27550683727899
0,11,10.876102847866257
1,10,13.023903021318985
2,7,15.171703194771712
3,2,17.31950336822444
4,0,19.46730354167717
