casual,registered,Predicted Y
16,254,123.18597658515506
32,417,148.0695325323918
35,164,152.7351992724987
22,98,132.51731006536886
40,132,160.51131050601018
40,146,160.51131050601018
37,139,155.8456437659033
40,115,160.51131050601018
34,119,151.1799770257964
40,251,160.51131050601018
66,455,200.9470889202699
65,463,199.39186667356762
42,286,163.62175499941478
35,199,152.7351992724987
33,162,149.6247547790941
32,116,148.0695325323918
7,71,109.18897636483439
3,24,102.9680873780252
2,15,101.41286513132292
0,5,98.30242063791832
3,4,102.9680873780252
0,6,98.30242063791832
1,16,99.85764288462062
5,79,106.0785318714298
17,229,124.74119883185736
31,413,146.5143102856895
20,161,129.40686557196426
26,66,138.73819905217803
53,103,180.72919971314005
38,135,157.4008660126056
31,119,146.5143102856895
29,119,143.40386579228493
18,120,126.29642107855966
29,189,143.40386579228493
63,458,196.28142218016302
46,366,169.84264398622395
40,220,160.51131050601018
30,188,144.9590880389872
19,126,127.85164332526196
18,111,126.29642107855966
25,53,137.18297680547573
13,41,118.52030984504817
8,12,110.74419861153669
14,7,120.07553209175047
2,1,101.41286513132292
4,5,104.5233096247275
0,13,98.30242063791832
7,79,109.18897636483439
14,201,120.07553209175047
31,367,146.5143102856895
18,165,126.29642107855966
9,45,112.29942085823899
10,74,113.85464310494129
23,84,134.07253231207113
18,103,126.29642107855966
21,121,130.96208781866653
46,117,169.84264398622395
42,228,163.62175499941478
49,406,174.50831072633088
44,486,166.73219949281938
57,347,186.95008869994922
49,220,174.50831072633088
27,167,140.29342129888033
34,119,151.1799770257964
29,81,143.40386579228493
11,37,115.40986535164359
10,21,113.85464310494129
2,8,101.41286513132292
1,4,99.85764288462062
0,6,98.30242063791832
0,25,98.30242063791832
4,67,104.5233096247275
18,222,126.29642107855966
35,386,152.7351992724987
45,185,168.28742173952168
57,99,186.95008869994922
49,108,174.50831072633088
63,160,196.28142218016302
74,234,213.3888668938883
58,190,188.50531094665152
77,175,218.05453363399516
59,240,190.06053319335382
75,433,214.94408914059056
55,384,183.83964420654462
40,230,160.51131050601018
34,160,151.1799770257964
50,145,176.06353297303315
36,110,154.290421519201
25,88,137.18297680547573
33,73,149.6247547790941
15,59,121.63075433845276
12,53,116.96508759834587
4,13,104.5233096247275
2,5,101.41286513132292
3,4,102.9680873780252
10,11,113.85464310494129
21,27,130.96208781866653
21,70,130.96208781866653
35,121,152.7351992724987
94,185,244.4933118279342
120,201,284.9290902421939
178,238,375.13198055092715
185,270,386.0185362778432
184,268,384.4633140311409
217,282,435.7856481723167
191,273,395.34986975805697
162,245,350.2484246036904
134,237,306.70220169602607
150,237,331.5857576432628
65,159,199.39186667356762
58,119,188.50531094665152
37,106,155.8456437659033
34,91,151.1799770257964
19,77,127.85164332526196
9,50,112.29942085823899
7,43,109.18897636483439
8,15,110.74419861153669
6,11,107.6337541181321
0,10,98.30242063791832
4,9,104.5233096247275
7,26,109.18897636483439
16,43,123.18597658515506
45,96,168.28742173952168
109,155,267.82164552846865
109,141,267.82164552846865
109,172,267.82164552846865
123,209,289.59475698230085
85,153,230.49631160761353
113,153,274.04253451527785
75,139,214.94408914059056
60,136,191.61575544005612
33,126,149.6247547790941
47,131,171.39786623292628
35,86,152.7351992724987
23,82,134.07253231207113
32,68,148.0695325323918
64,82,197.8366444268653
68,109,204.0575334136745
41,73,162.06653275271248
16,19,123.18597658515506
9,7,112.29942085823899
9,8,112.29942085823899
4,16,104.5233096247275
3,59,102.9680873780252
16,193,123.18597658515506
21,350,130.96208781866653
41,131,162.06653275271248
31,77,146.5143102856895
34,96,151.1799770257964
40,147,160.51131050601018
51,119,177.61875521973545
48,133,172.95308847962855
45,110,168.28742173952168
49,220,174.50831072633088
65,472,199.39186667356762
68,450,204.0575334136745
46,268,169.84264398622395
44,174,166.73219949281938
54,178,182.28442195984235
28,97,141.84864354558263
16,48,123.18597658515506
0,16,98.30242063791832
0,14,98.30242063791832
0,5,98.30242063791832
0,2,98.30242063791832
3,1,102.9680873780252
0,14,98.30242063791832
7,102,109.18897636483439
17,248,124.74119883185736
24,435,135.62775455877343
29,157,143.40386579228493
36,91,154.290421519201
20,120,129.40686557196426
48,169,172.95308847962855
50,144,176.06353297303315
36,122,154.290421519201
37,117,155.8456437659033
46,225,169.84264398622395
53,464,180.72919971314005
59,485,190.06053319335382
42,323,163.62175499941478
28,262,141.84864354558263
42,183,163.62175499941478
14,99,120.07553209175047
12,50,116.96508759834587
5,22,106.0785318714298
1,6,99.85764288462062
0,4,98.30242063791832
0,1,98.30242063791832
1,2,99.85764288462062
1,8,99.85764288462062
0,21,98.30242063791832
6,46,107.6337541181321
5,74,106.0785318714298
5,35,106.0785318714298
5,26,106.0785318714298
3,69,102.9680873780252
19,105,127.85164332526196
15,128,121.63075433845276
13,94,118.52030984504817
22,107,132.51731006536886
22,173,132.51731006536886
22,388,132.51731006536886
29,367,143.40386579228493
30,266,144.9590880389872
17,174,124.74119883185736
17,133,124.74119883185736
9,80,112.29942085823899
8,49,110.74419861153669
4,23,104.5233096247275
4,6,104.5233096247275
1,4,99.85764288462062
0,4,98.30242063791832
4,3,104.5233096247275
1,29,99.85764288462062
3,86,102.9680873780252
16,255,123.18597658515506
25,415,137.18297680547573
20,164,129.40686557196426
30,98,144.9590880389872
43,105,165.17697724611708
27,169,140.29342129888033
50,142,176.06353297303315
19,135,127.85164332526196
27,120,140.29342129888033
36,233,154.290421519201
66,467,200.9470889202699
64,456,197.8366444268653
56,305,185.39486645324695
33,225,149.6247547790941
39,141,158.95608825930788
30,135,144.9590880389872
16,99,123.18597658515506
13,43,118.52030984504817
8,24,110.74419861153669
1,15,99.85764288462062
3,6,102.9680873780252
0,1,98.30242063791832
0,16,98.30242063791832
8,74,110.74419861153669
20,202,129.40686557196426
35,415,152.7351992724987
27,161,140.29342129888033
30,97,144.9590880389872
42,123,163.62175499941478
48,198,172.95308847962855
71,182,208.72320015378136
86,127,232.05153385431584
89,171,236.71720059442274
82,262,225.83064486750663
83,470,227.38586711420893
85,385,230.49631160761353
39,253,158.95608825930788
29,161,143.40386579228493
22,130,132.51731006536886
46,105,169.84264398622395
27,93,140.29342129888033
10,76,113.85464310494129
8,50,110.74419861153669
5,47,106.0785318714298
9,9,112.29942085823899
1,4,99.85764288462062
4,3,104.5233096247275
1,12,99.85764288462062
8,32,110.74419861153669
19,96,127.85164332526196
54,164,182.28442195984235
90,208,238.272422841125
132,215,303.59175720262147
129,244,298.9260904625146
196,240,403.1259809915685
143,235,320.69920191634674
148,230,328.47531314985827
119,223,283.37386799549165
138,216,312.92309068283527
114,175,275.5977567619801
88,179,235.16197834772044
82,137,225.83064486750663
58,124,188.50531094665152
26,94,138.73819905217803
30,89,144.9590880389872
22,78,132.51731006536886
8,56,110.74419861153669
17,42,124.74119883185736
10,21,113.85464310494129
2,8,101.41286513132292
0,5,98.30242063791832
2,4,101.41286513132292
8,15,110.74419861153669
28,58,141.84864354558263
48,112,172.95308847962855
91,153,239.8276450878273
142,198,319.1439796696444
139,243,314.47831292953754
166,224,356.46931359049955
126,240,294.2604237224077
128,230,297.37086821581227
122,263,288.0395347355985
106,245,263.1559787883618
63,205,196.28142218016302
61,178,193.17097768675842
42,132,163.62175499941478
32,95,148.0695325323918
29,86,143.40386579228493
9,41,112.29942085823899
31,22,146.5143102856895
25,8,137.18297680547573
6,2,107.6337541181321
0,7,98.30242063791832
0,4,98.30242063791832
0,23,98.30242063791832
2,87,101.41286513132292
16,221,123.18597658515506
23,351,134.07253231207113
36,142,154.290421519201
24,95,135.62775455877343
26,99,138.73819905217803
35,160,152.7351992724987
36,138,154.290421519201
44,118,166.73219949281938
51,148,177.61875521973545
49,255,174.50831072633088
59,539,190.06053319335382
66,458,200.9470889202699
45,339,168.28742173952168
25,214,137.18297680547573
28,128,141.84864354558263
21,95,130.96208781866653
16,45,123.18597658515506
6,12,107.6337541181321
3,12,102.9680873780252
1,4,99.85764288462062
1,3,99.85764288462062
0,2,98.30242063791832
1,28,99.85764288462062
9,103,112.29942085823899
13,301,118.52030984504817
28,397,141.84864354558263
29,176,143.40386579228493
27,100,140.29342129888033
17,108,124.74119883185736
47,170,171.39786623292628
50,152,176.06353297303315
42,134,163.62175499941478
28,152,141.84864354558263
56,271,185.39486645324695
79,532,221.16497812739976
70,480,207.1679779070791
69,365,205.6127556603768
50,241,176.06353297303315
30,173,144.9590880389872
29,121,143.40386579228493
9,72,112.29942085823899
8,30,110.74419861153669
4,16,104.5233096247275
6,4,107.6337541181321
0,3,98.30242063791832
0,2,98.30242063791832
0,20,98.30242063791832
6,93,107.6337541181321
25,293,137.18297680547573
21,421,130.96208781866653
21,182,130.96208781866653
30,124,144.9590880389872
18,123,126.29642107855966
41,185,162.06653275271248
36,157,154.290421519201
36,141,154.290421519201
48,131,172.95308847962855
49,240,174.50831072633088
17,242,124.74119883185736
40,234,160.51131050601018
60,341,191.61575544005612
28,245,141.84864354558263
32,202,148.0695325323918
12,134,116.96508759834587
12,69,116.96508759834587
5,39,106.0785318714298
1,16,99.85764288462062
1,14,99.85764288462062
0,5,98.30242063791832
1,5,99.85764288462062
2,27,101.41286513132292
9,103,112.29942085823899
14,283,120.07553209175047
27,394,140.29342129888033
21,191,130.96208781866653
28,119,141.84864354558263
43,136,165.17697724611708
43,164,165.17697724611708
48,170,172.95308847962855
43,148,165.17697724611708
54,163,182.28442195984235
50,238,176.06353297303315
54,540,182.28442195984235
64,463,197.8366444268653
59,305,190.06053319335382
56,220,185.39486645324695
31,192,146.5143102856895
25,147,137.18297680547573
16,87,123.18597658515506
6,46,107.6337541181321
5,15,106.0785318714298
3,8,102.9680873780252
2,2,101.41286513132292
2,3,101.41286513132292
1,24,99.85764288462062
6,76,107.6337541181321
16,141,123.18597658515506
26,361,138.73819905217803
18,215,126.29642107855966
31,99,146.5143102856895
56,90,185.39486645324695
53,170,180.72919971314005
69,157,205.6127556603768
70,120,207.1679779070791
56,142,185.39486645324695
44,256,166.73219949281938
62,429,194.7261999334607
39,359,158.95608825930788
25,245,137.18297680547573
22,130,132.51731006536886
24,130,135.62775455877343
25,107,137.18297680547573
31,88,146.5143102856895
24,78,135.62775455877343
18,64,126.29642107855966
15,37,121.63075433845276
5,30,106.0785318714298
1,4,99.85764288462062
7,7,109.18897636483439
2,9,101.41286513132292
4,28,104.5233096247275
16,72,123.18597658515506
14,86,120.07553209175047
34,133,151.1799770257964
72,207,210.2784224004837
75,204,214.94408914059056
68,180,204.0575334136745
57,159,186.95008869994922
73,221,211.83364464718596
107,188,264.71120103506405
78,194,219.60975588069746
88,216,235.16197834772044
69,179,205.6127556603768
42,115,163.62175499941478
15,44,121.63075433845276
7,19,109.18897636483439
11,33,115.40986535164359
5,34,106.0785318714298
4,43,104.5233096247275
13,37,118.52030984504817
11,21,115.40986535164359
5,8,106.0785318714298
3,11,102.9680873780252
3,14,102.9680873780252
4,38,104.5233096247275
24,46,135.62775455877343
36,98,154.290421519201
73,153,211.83364464718596
120,202,284.9290902421939
120,247,284.9290902421939
195,261,401.57075874486617
183,254,382.9080917844386
206,253,418.67820345859144
158,282,344.0275356168812
137,255,311.367868436133
60,177,191.61575544005612
78,153,219.60975588069746
53,138,180.72919971314005
44,107,166.73219949281938
29,88,143.40386579228493
18,51,126.29642107855966
17,21,124.74119883185736
6,8,107.6337541181321
4,9,104.5233096247275
1,3,99.85764288462062
1,5,99.85764288462062
1,20,99.85764288462062
11,93,115.40986535164359
27,245,140.29342129888033
28,366,141.84864354558263
38,156,157.4008660126056
37,75,155.8456437659033
56,129,185.39486645324695
72,137,210.2784224004837
61,153,193.17097768675842
76,117,216.49931138729286
55,110,183.83964420654462
45,181,168.28742173952168
47,227,171.39786623292628
55,398,183.83964420654462
36,272,154.290421519201
31,167,146.5143102856895
28,149,141.84864354558263
22,105,132.51731006536886
18,39,126.29642107855966
13,18,118.52030984504817
7,6,109.18897636483439
4,4,104.5233096247275
1,3,99.85764288462062
2,2,101.41286513132292
0,22,98.30242063791832
0,49,98.30242063791832
13,138,118.52030984504817
22,325,132.51731006536886
17,190,124.74119883185736
31,73,146.5143102856895
26,104,138.73819905217803
38,115,157.4008660126056
31,141,146.5143102856895
61,123,193.17097768675842
79,131,221.16497812739976
73,217,211.83364464718596
83,521,227.38586711420893
54,426,182.28442195984235
51,298,177.61875521973545
30,253,144.9590880389872
23,151,134.07253231207113
12,86,116.96508759834587
7,49,109.18897636483439
8,15,110.74419861153669
3,9,102.9680873780252
1,5,99.85764288462062
6,3,107.6337541181321
1,2,99.85764288462062
0,9,98.30242063791832
2,99,101.41286513132292
14,260,120.07553209175047
25,428,137.18297680547573
26,176,138.73819905217803
33,73,149.6247547790941
6,17,107.6337541181321
12,42,116.96508759834587
30,92,144.9590880389872
44,94,166.73219949281938
34,133,151.1799770257964
53,241,180.72919971314005
78,487,219.60975588069746
58,431,188.50531094665152
43,288,165.17697724611708
24,189,135.62775455877343
11,74,115.40986535164359
14,103,120.07553209175047
10,49,113.85464310494129
6,23,107.6337541181321
2,4,101.41286513132292
3,12,102.9680873780252
1,3,99.85764288462062
2,3,101.41286513132292
2,24,101.41286513132292
17,86,124.74119883185736
18,239,126.29642107855966
34,453,151.1799770257964
40,176,160.51131050601018
35,95,152.7351992724987
53,111,180.72919971314005
38,130,157.4008660126056
44,139,166.73219949281938
43,137,165.17697724611708
63,125,196.28142218016302
55,247,183.83964420654462
60,487,191.61575544005612
59,454,190.06053319335382
65,345,199.39186667356762
46,236,169.84264398622395
29,180,143.40386579228493
11,68,115.40986535164359
9,63,112.29942085823899
15,33,121.63075433845276
8,17,110.74419861153669
4,4,104.5233096247275
1,4,99.85764288462062
1,4,99.85764288462062
0,28,98.30242063791832
15,102,121.63075433845276
30,289,144.9590880389872
41,476,162.06653275271248
35,199,152.7351992724987
44,104,166.73219949281938
63,133,196.28142218016302
69,186,205.6127556603768
60,172,191.61575544005612
66,131,200.9470889202699
74,168,213.3888668938883
61,269,193.17097768675842
71,483,208.72320015378136
79,394,221.16497812739976
49,253,174.50831072633088
40,180,160.51131050601018
40,155,160.51131050601018
28,124,141.84864354558263
15,100,121.63075433845276
20,78,129.40686557196426
8,64,110.74419861153669
5,35,106.0785318714298
7,12,109.18897636483439
1,6,99.85764288462062
1,4,99.85764288462062
6,22,107.6337541181321
10,33,113.85464310494129
29,97,143.40386579228493
60,165,191.61575544005612
122,201,288.0395347355985
173,245,367.3558693174156
222,271,443.5617594058282
191,271,395.34986975805697
187,269,389.1289807712478
232,274,459.1139818728511
204,267,415.56775896518684
191,253,395.34986975805697
191,253,395.34986975805697
117,184,280.263423502087
84,164,228.94108936091123
77,150,218.05453363399516
78,126,219.60975588069746
42,103,163.62175499941478
31,100,146.5143102856895
17,81,124.74119883185736
18,50,126.29642107855966
10,23,113.85464310494129
3,9,102.9680873780252
1,5,99.85764288462062
5,13,106.0785318714298
13,27,118.52030984504817
29,65,143.40386579228493
59,130,190.06053319335382
135,170,308.25742394272834
164,209,353.35886909709495
146,255,325.3648686564536
180,275,378.2424250443317
125,191,292.7052014757054
110,221,269.3768677751709
72,201,210.2784224004837
93,213,242.9380895812319
120,238,284.9290902421939
107,193,264.71120103506405
57,174,186.95008869994922
27,109,140.29342129888033
35,86,152.7351992724987
19,46,127.85164332526196
23,18,134.07253231207113
4,5,104.5233096247275
2,3,101.41286513132292
0,4,98.30242063791832
2,2,101.41286513132292
0,11,98.30242063791832
4,92,104.5233096247275
13,223,118.52030984504817
50,359,176.06353297303315
36,131,154.290421519201
49,72,174.50831072633088
73,107,211.83364464718596
65,139,199.39186667356762
49,155,174.50831072633088
57,130,186.95008869994922
57,119,186.95008869994922
56,223,185.39486645324695
56,373,185.39486645324695
68,385,204.0575334136745
56,302,185.39486645324695
39,271,158.95608825930788
33,155,149.6247547790941
25,106,137.18297680547573
19,53,127.85164332526196
12,23,116.96508759834587
6,9,107.6337541181321
2,8,101.41286513132292
0,2,98.30242063791832
1,3,99.85764288462062
2,22,101.41286513132292
10,102,113.85464310494129
26,288,138.73819905217803
31,403,146.5143102856895
27,111,140.29342129888033
18,90,126.29642107855966
33,142,149.6247547790941
41,129,162.06653275271248
38,152,157.4008660126056
27,126,140.29342129888033
59,129,190.06053319335382
52,225,179.17397746643775
56,492,185.39486645324695
74,490,213.3888668938883
45,310,168.28742173952168
39,241,158.95608825930788
21,168,130.96208781866653
26,115,138.73819905217803
13,53,118.52030984504817
3,32,102.9680873780252
6,2,107.6337541181321
0,8,98.30242063791832
0,9,98.30242063791832
0,3,98.30242063791832
2,23,101.41286513132292
4,113,104.5233096247275
29,284,143.40386579228493
36,495,154.290421519201
27,207,140.29342129888033
30,105,144.9590880389872
36,104,154.290421519201
32,178,148.0695325323918
39,163,158.95608825930788
47,121,171.39786623292628
37,145,155.8456437659033
61,238,193.17097768675842
77,524,218.05453363399516
66,451,200.9470889202699
73,332,211.83364464718596
56,284,185.39486645324695
33,203,149.6247547790941
34,140,151.1799770257964
12,74,116.96508759834587
11,34,115.40986535164359
3,13,102.9680873780252
7,7,109.18897636483439
0,4,98.30242063791832
0,2,98.30242063791832
2,25,101.41286513132292
4,94,104.5233096247275
16,270,123.18597658515506
31,458,146.5143102856895
22,194,132.51731006536886
49,94,174.50831072633088
36,124,154.290421519201
53,141,180.72919971314005
52,145,179.17397746643775
44,145,166.73219949281938
40,101,160.51131050601018
58,233,188.50531094665152
49,445,174.50831072633088
74,404,213.3888668938883
67,311,202.5023111669722
55,267,183.83964420654462
45,178,168.28742173952168
23,157,134.07253231207113
17,73,124.74119883185736
14,55,120.07553209175047
14,36,120.07553209175047
6,12,107.6337541181321
1,11,99.85764288462062
2,5,101.41286513132292
2,29,101.41286513132292
8,73,110.74419861153669
20,229,129.40686557196426
25,393,137.18297680547573
37,190,155.8456437659033
42,111,163.62175499941478
40,126,160.51131050601018
53,190,180.72919971314005
51,158,177.61875521973545
51,188,177.61875521973545
98,258,250.7142008147434
63,356,196.28142218016302
77,414,218.05453363399516
89,310,236.71720059442274
69,210,205.6127556603768
24,120,135.62775455877343
37,114,155.8456437659033
25,116,137.18297680547573
23,104,134.07253231207113
15,79,121.63075433845276
8,47,110.74419861153669
13,35,118.52030984504817
2,13,101.41286513132292
0,4,98.30242063791832
4,3,104.5233096247275
3,16,102.9680873780252
17,33,124.74119883185736
27,75,140.29342129888033
61,116,193.17097768675842
110,166,269.3768677751709
171,178,364.245424824011
145,213,323.80964640975134
168,217,359.57975808390415
172,210,365.80064707071335
187,187,389.1289807712478
201,201,410.90209222507997
180,161,378.2424250443317
173,212,367.3558693174156
99,153,252.26942306144568
68,128,204.0575334136745
87,114,233.60675610101814
46,115,169.84264398622395
44,81,166.73219949281938
32,51,148.0695325323918
17,49,124.74119883185736
12,49,116.96508759834587
2,24,101.41286513132292
13,10,118.52030984504817
3,3,102.9680873780252
5,10,106.0785318714298
13,17,118.52030984504817
34,62,151.1799770257964
74,78,213.3888668938883
130,121,300.4813127092169
139,180,314.47831292953754
216,186,434.2304259256144
237,181,466.89009310636266
183,168,382.9080917844386
221,155,442.0065371591259
194,167,400.0155364981639
214,169,431.1199814322098
151,177,333.14097988996514
141,146,317.58875742294214
91,128,239.8276450878273
107,122,264.71120103506405
78,93,219.60975588069746
48,87,172.95308847962855
38,65,157.4008660126056
26,53,138.73819905217803
17,28,124.74119883185736
10,8,113.85464310494129
2,4,101.41286513132292
1,6,99.85764288462062
6,10,107.6337541181321
12,19,116.96508759834587
36,58,154.290421519201
47,81,171.39786623292628
116,153,278.7082012553847
153,168,336.2514243833697
179,187,376.6872027976294
133,217,305.1469794493238
142,185,319.1439796696444
132,179,303.59175720262147
101,208,255.37986755485028
102,202,256.9350898015526
77,172,218.05453363399516
68,157,204.0575334136745
69,168,205.6127556603768
42,107,163.62175499941478
26,80,138.73819905217803
14,34,120.07553209175047
9,20,112.29942085823899
8,9,110.74419861153669
5,7,106.0785318714298
1,3,99.85764288462062
0,3,98.30242063791832
0,26,98.30242063791832
11,98,115.40986535164359
16,219,123.18597658515506
34,372,151.1799770257964
22,153,132.51731006536886
37,72,155.8456437659033
28,78,141.84864354558263
37,125,155.8456437659033
37,110,155.8456437659033
41,99,162.06653275271248
42,133,163.62175499941478
44,205,166.73219949281938
67,428,202.5023111669722
55,362,183.83964420654462
39,246,158.95608825930788
38,213,157.4008660126056
45,165,168.28742173952168
42,117,163.62175499941478
15,46,121.63075433845276
9,25,112.29942085823899
8,9,110.74419861153669
0,3,98.30242063791832
0,6,98.30242063791832
0,4,98.30242063791832
2,19,101.41286513132292
7,121,109.18897636483439
19,265,127.85164332526196
37,417,155.8456437659033
34,173,151.1799770257964
31,84,146.5143102856895
26,86,138.73819905217803
32,137,148.0695325323918
29,125,143.40386579228493
40,105,160.51131050601018
25,127,137.18297680547573
39,227,158.95608825930788
52,434,179.17397746643775
31,278,146.5143102856895
16,248,123.18597658515506
23,233,134.07253231207113
29,161,143.40386579228493
14,115,120.07553209175047
10,59,113.85464310494129
11,31,115.40986535164359
3,12,102.9680873780252
0,6,98.30242063791832
0,4,98.30242063791832
0,3,98.30242063791832
3,28,102.9680873780252
7,106,109.18897636483439
19,285,127.85164332526196
25,442,137.18297680547573
28,197,141.84864354558263
33,106,149.6247547790941
42,123,163.62175499941478
39,193,158.95608825930788
35,168,152.7351992724987
43,142,165.17697724611708
44,144,166.73219949281938
63,255,196.28142218016302
88,484,235.16197834772044
74,451,213.3888668938883
58,321,188.50531094665152
51,286,177.61875521973545
33,215,149.6247547790941
14,141,120.07553209175047
23,89,134.07253231207113
15,53,121.63075433845276
7,15,109.18897636483439
0,12,98.30242063791832
0,5,98.30242063791832
1,5,99.85764288462062
4,24,104.5233096247275
8,98,110.74419861153669
25,252,137.18297680547573
31,471,146.5143102856895
36,194,154.290421519201
54,107,182.28442195984235
57,135,186.95008869994922
51,208,177.61875521973545
58,190,188.50531094665152
66,174,200.9470889202699
56,156,185.39486645324695
63,286,196.28142218016302
73,485,211.83364464718596
76,488,216.49931138729286
53,338,180.72919971314005
57,236,186.95008869994922
51,196,177.61875521973545
26,145,138.73819905217803
30,141,144.9590880389872
24,69,135.62775455877343
14,80,120.07553209175047
18,41,126.29642107855966
8,10,110.74419861153669
4,11,104.5233096247275
3,5,102.9680873780252
11,17,115.40986535164359
27,60,140.29342129888033
29,96,143.40386579228493
55,169,183.83964420654462
115,202,277.15297900868245
120,249,284.9290902421939
150,270,331.5857576432628
188,268,390.6842030179501
193,258,398.46031425146157
180,224,378.2424250443317
168,272,359.57975808390415
142,202,319.1439796696444
127,214,295.81564596911
79,206,221.16497812739976
90,149,238.272422841125
46,139,169.84264398622395
49,141,174.50831072633088
29,121,143.40386579228493
23,90,134.07253231207113
26,70,138.73819905217803
16,48,123.18597658515506
22,25,132.51731006536886
4,8,104.5233096247275
1,5,99.85764288462062
10,11,113.85464310494129
8,19,110.74419861153669
24,74,135.62775455877343
53,111,180.72919971314005
83,168,227.38586711420893
121,214,286.4843124888962
123,212,289.59475698230085
154,213,337.806646630072
161,224,348.6932023569881
161,256,348.6932023569881
138,260,312.92309068283527
126,264,294.2604237224077
124,239,291.14997922900307
108,249,266.2664232817664
84,195,228.94108936091123
54,111,182.28442195984235
36,94,154.290421519201
25,61,137.18297680547573
11,18,115.40986535164359
9,5,112.29942085823899
4,4,104.5233096247275
2,3,101.41286513132292
4,4,104.5233096247275
7,24,109.18897636483439
11,101,115.40986535164359
18,281,126.29642107855966
28,410,141.84864354558263
26,162,138.73819905217803
31,64,146.5143102856895
39,72,158.95608825930788
25,128,137.18297680547573
28,152,141.84864354558263
46,99,169.84264398622395
38,127,157.4008660126056
34,233,151.1799770257964
63,516,196.28142218016302
56,500,185.39486645324695
64,343,197.8366444268653
59,277,190.06053319335382
29,160,143.40386579228493
36,137,154.290421519201
5,55,106.0785318714298
5,15,106.0785318714298
2,2,101.41286513132292
3,2,102.9680873780252
1,1,99.85764288462062
2,3,101.41286513132292
2,30,101.41286513132292
10,116,113.85464310494129
23,311,134.07253231207113
45,432,168.28742173952168
27,190,140.29342129888033
37,86,155.8456437659033
38,113,157.4008660126056
42,141,163.62175499941478
55,141,183.83964420654462
34,112,151.1799770257964
56,127,185.39486645324695
55,253,183.83964420654462
64,475,197.8366444268653
72,479,210.2784224004837
69,355,205.6127556603768
45,301,168.28742173952168
31,187,146.5143102856895
27,126,140.29342129888033
18,72,126.29642107855966
12,29,116.96508759834587
3,20,102.9680873780252
0,7,98.30242063791832
2,1,101.41286513132292
0,6,98.30242063791832
0,21,98.30242063791832
13,103,118.52030984504817
24,329,135.62775455877343
46,435,169.84264398622395
34,168,151.1799770257964
27,63,140.29342129888033
28,106,141.84864354558263
15,134,121.63075433845276
20,116,129.40686557196426
44,111,166.73219949281938
28,100,141.84864354558263
34,199,151.1799770257964
80,426,222.72020037410203
61,398,193.17097768675842
61,323,193.17097768675842
55,225,183.83964420654462
34,168,151.1799770257964
37,139,155.8456437659033
18,98,126.29642107855966
7,40,109.18897636483439
3,13,102.9680873780252
0,6,98.30242063791832
0,2,98.30242063791832
2,4,101.41286513132292
1,19,99.85764288462062
13,105,118.52030984504817
31,283,146.5143102856895
32,400,148.0695325323918
20,148,129.40686557196426
20,74,129.40686557196426
36,82,154.290421519201
40,100,160.51131050601018
18,118,126.29642107855966
25,93,137.18297680547573
18,86,126.29642107855966
30,170,144.9590880389872
54,355,182.28442195984235
52,414,179.17397746643775
55,271,183.83964420654462
40,214,160.51131050601018
29,142,143.40386579228493
22,131,132.51731006536886
15,82,121.63075433845276
8,61,110.74419861153669
5,18,106.0785318714298
6,7,107.6337541181321
3,3,102.9680873780252
0,4,98.30242063791832
0,28,98.30242063791832
10,94,113.85464310494129
25,242,137.18297680547573
29,423,143.40386579228493
37,176,155.8456437659033
23,88,134.07253231207113
46,107,169.84264398622395
40,167,160.51131050601018
40,149,160.51131050601018
44,121,166.73219949281938
49,163,174.50831072633088
46,239,169.84264398622395
63,454,196.28142218016302
96,367,247.6037563213388
61,245,193.17097768675842
53,197,180.72919971314005
55,163,183.83964420654462
40,145,160.51131050601018
36,110,154.290421519201
28,89,141.84864354558263
10,67,113.85464310494129
10,50,113.85464310494129
10,18,113.85464310494129
4,9,104.5233096247275
4,12,104.5233096247275
9,31,112.29942085823899
18,50,126.29642107855966
32,111,148.0695325323918
59,171,190.06053319335382
91,173,239.8276450878273
110,215,269.3768677751709
112,235,272.4873122685756
150,237,331.5857576432628
148,232,328.47531314985827
142,232,319.1439796696444
169,225,361.1349803306065
147,190,326.92009090315594
131,155,302.0365349559192
97,167,249.1589785680411
95,180,246.0485340746365
76,144,216.49931138729286
53,137,180.72919971314005
24,107,135.62775455877343
19,100,127.85164332526196
19,74,127.85164332526196
9,57,112.29942085823899
8,20,110.74419861153669
8,6,110.74419861153669
5,5,106.0785318714298
5,9,106.0785318714298
7,27,109.18897636483439
28,64,141.84864354558263
75,107,214.94408914059056
120,191,284.9290902421939
131,236,302.0365349559192
176,244,372.02153605752255
109,264,267.82164552846865
96,219,247.6037563213388
142,218,319.1439796696444
115,235,277.15297900868245
94,158,244.4933118279342
69,187,205.6127556603768
67,156,202.5023111669722
62,144,194.7261999334607
39,101,158.95608825930788
31,97,146.5143102856895
33,74,149.6247547790941
8,20,110.74419861153669
6,10,107.6337541181321
2,8,101.41286513132292
1,6,99.85764288462062
1,3,99.85764288462062
2,27,101.41286513132292
7,98,109.18897636483439
26,302,138.73819905217803
44,432,166.73219949281938
35,189,152.7351992724987
38,80,157.4008660126056
53,106,180.72919971314005
35,161,152.7351992724987
53,174,180.72919971314005
55,145,183.83964420654462
58,127,188.50531094665152
64,262,197.8366444268653
72,529,210.2784224004837
76,510,216.49931138729286
75,348,214.94408914059056
78,253,219.60975588069746
40,178,160.51131050601018
