cnt,hr,Predicted Y
173,21,11.299446459515025
188,22,11.524773603085814
139,23,10.788704934087903
133,0,10.698574076659588
67,1,9.707134644948114
53,2,9.496829310948712
42,3,9.331589405663467
10,4,8.850891499379115
6,5,8.790804261093571
27,6,9.106262262092677
63,7,9.64704740666257
121,8,10.518312361802955
215,9,11.930362461513235
290,10,13.05699817936718
349,11,13.943284944078952
382,12,14.439004659934689
441,13,15.325291424646458
380,14,14.408961040791915
362,15,14.13856846850697
343,16,13.853154086650637
149,17,10.938923029801762
211,18,11.87027522322769
171,19,11.269402840372253
137,20,10.758661314945131
114,21,10.413159694803253
120,22,10.50329055223157
108,23,10.323028837374938
80,0,9.902418169376132
73,1,9.79726550237643
66,2,9.69211283537673
32,3,9.181371309949606
6,4,8.790804261093571
5,5,8.775782451522186
13,6,8.895956928093273
39,7,9.286523976949308
89,8,10.037614455518606
184,9,11.46468636480027
266,10,12.696474749653918
269,11,12.741540178368076
370,12,14.258742945078057
324,13,13.567739704794302
322,14,13.537696085651532
326,15,13.597783323937076
193,16,11.599882650942744
194,17,11.61490446051413
229,18,12.140667795512638
228,19,12.125645985941253
183,20,11.449664555228885
136,21,10.743639505373745
103,22,10.247919789518008
55,23,9.526872930091484
30,0,9.151327690806834
12,1,8.880935118521887
7,2,8.805826070664958
1,3,8.715695213236643
10,4,8.850891499379115
15,5,8.926000547236045
95,6,10.12774531294692
267,7,12.711496559225303
349,8,13.943284944078952
183,9,11.449664555228885
124,10,10.563377790517114
179,11,11.38957731694334
182,12,11.434642745657499
151,13,10.968966648944534
150,14,10.953944839373149
126,15,10.593421409659886
282,16,12.936823702796094
527,17,16.61716704778565
529,18,16.647210666928423
416,19,14.94974618536181
286,20,12.996910941081637
186,21,11.494729983943042
147,22,10.90887941065899
72,23,9.782243692805045
35,0,9.226436738663764
14,1,8.91097873766466
12,2,8.880935118521887
3,3,8.745738832379415
7,4,8.805826070664958
30,5,9.151327690806834
101,6,10.217876170375236
343,7,13.853154086650637
392,8,14.589222755648548
175,9,11.329490078657797
144,10,10.863813981944833
149,11,10.938923029801762
185,12,11.479708174371655
175,13,11.329490078657797
148,14,10.923901220230377
164,15,11.164250173372551
285,16,12.98188913151025
532,17,16.69227609564258
585,18,17.488432002926036
371,19,14.273764754649441
292,20,13.087041798509953
230,21,12.155689605084024
155,22,11.029053887230077
75,23,9.827309121519201
37,0,9.256480357806536
17,1,8.956044166378817
11,2,8.865913308950502
4,3,8.7607606419508
5,4,8.775782451522186
32,5,9.181371309949606
119,6,10.488268742660184
305,7,13.28232532293797
399,8,14.69437542264825
180,9,11.404599126514727
113,10,10.398137885231868
149,11,10.938923029801762
240,12,12.305907700797883
191,13,11.569839031799972
178,14,11.374555507371955
194,15,11.61490446051413
282,16,12.936823702796094
584,17,17.47341019335465
559,18,17.09786495407
413,19,14.904680756647652
312,20,13.387477989937672
209,21,11.84023160408492
139,22,10.788704934087903
108,23,10.323028837374938
46,0,9.39167664394901
26,1,9.09124045252129
11,2,8.865913308950502
9,3,8.83586968980773
5,4,8.775782451522186
25,5,9.076218642949904
106,6,10.292985218232166
307,7,13.312368942080742
390,8,14.559179136505776
197,9,11.659969889228288
132,10,10.683552267088201
187,11,11.509751793514429
214,12,11.915340651941849
217,13,11.960406080656007
142,14,10.83377036280206
178,15,11.374555507371955
298,16,13.177172655938268
582,17,17.44336657421188
571,18,17.27812666892663
371,19,14.273764754649441
288,20,13.026954560224409
206,21,11.795166175370762
157,22,11.05909750637285
127,23,10.60844321923127
65,0,9.677091025805343
23,1,9.046175023807132
15,2,8.926000547236045
9,3,8.83586968980773
5,4,8.775782451522186
26,5,9.09124045252129
76,6,9.842330931090588
264,7,12.666431130511146
426,8,15.09996428107567
205,9,11.780144365799375
130,10,10.65350864794543
156,11,11.044075696801464
222,12,12.035515128512937
253,13,12.5011912252259
186,14,11.494729983943042
249,15,12.441103986940357
334,16,13.717957800508163
516,17,16.451927142500406
465,18,15.685814854359721
385,19,14.484070088648846
287,20,13.011932750653024
226,21,12.09560236679848
231,22,12.17071141465541
151,23,10.968966648944534
84,0,9.962505407661675
77,1,9.857352740661973
74,2,9.812287311947816
27,3,9.106262262092677
10,4,8.850891499379115
18,5,8.971065975950204
22,6,9.031153214235747
44,7,9.361633024806238
118,8,10.473246933088799
208,9,11.825209794513533
260,10,12.606343892225603
314,11,13.417521609080444
421,12,15.02485523321874
153,13,10.999010268087305
259,14,12.591322082654216
358,15,14.078481230221424
281,16,12.921801893224707
269,17,12.741540178368076
292,18,13.087041798509953
237,19,12.260842272083725
183,20,11.449664555228885
167,21,11.20931560208671
154,22,11.014032077658692
120,23,10.50329055223157
90,0,10.05263626508999
73,1,9.79726550237643
62,2,9.632025597091184
27,3,9.106262262092677
3,4,8.745738832379415
10,5,8.850891499379115
6,6,8.790804261093571
24,7,9.061196833378519
41,8,9.31656759609208
103,9,10.247919789518008
183,10,11.449664555228885
198,11,11.674991698799673
281,12,12.921801893224707
377,13,14.363895612077759
370,14,14.258742945078057
331,15,13.672892371794005
292,16,13.087041798509953
329,17,13.642848752651233
347,18,13.91324132493618
259,19,12.591322082654216
193,20,11.599882650942744
155,21,11.029053887230077
39,22,9.286523976949308
27,23,9.106262262092677
25,0,9.076218642949904
10,1,8.850891499379115
3,2,8.745738832379415
7,3,8.805826070664958
5,4,8.775782451522186
17,5,8.956044166378817
90,6,10.05263626508999
258,7,12.57630027308283
355,8,14.033415801507267
222,9,12.035515128512937
141,10,10.818748553230675
153,11,10.999010268087305
178,12,11.374555507371955
193,13,11.599882650942744
151,14,10.968966648944534
182,15,11.434642745657499
283,16,12.95184551236748
530,17,16.66223247649981
483,18,15.956207426644669
397,19,14.664331803505476
285,20,12.98188913151025
184,21,11.46468636480027
98,22,10.17281074166108
88,23,10.022592645947219
31,0,9.166349500378221
16,1,8.941022356807432
4,2,8.7607606419508
6,3,8.790804261093571
5,4,8.775782451522186
30,5,9.151327690806834
119,6,10.488268742660184
346,7,13.898219515364794
441,8,15.325291424646458
198,9,11.674991698799673
111,10,10.368094266089097
150,11,10.953944839373149
162,12,11.13420655422978
192,13,11.584860841371357
182,14,11.434642745657499
159,15,11.08914112551562
303,16,13.252281703795198
600,17,17.713759146496827
570,18,17.263104859355245
376,19,14.348873802506372
280,20,12.90678008365332
215,21,11.930362461513235
152,22,10.98398845851592
77,23,9.857352740661973
24,0,9.061196833378519
14,1,8.91097873766466
6,2,8.790804261093571
5,3,8.775782451522186
5,4,8.775782451522186
28,5,9.121284071664062
105,6,10.277963408660781
308,7,13.327390751652128
487,8,16.016294664930214
209,9,11.84023160408492
118,10,10.473246933088799
128,11,10.623465028802658
189,12,11.5397954126572
176,13,11.344511888229183
192,14,11.584860841371357
159,15,11.08914112551562
300,16,13.207216275081041
552,17,16.992712287070297
556,18,17.052799525355844
347,19,13.91324132493618
280,20,12.90678008365332
230,21,12.155689605084024
171,22,11.269402840372253
105,23,10.277963408660781
56,0,9.541894739662869
24,1,9.061196833378519
6,2,8.790804261093571
6,3,8.790804261093571
9,4,8.83586968980773
27,5,9.106262262092677
103,6,10.247919789518008
308,7,13.327390751652128
420,8,15.009833423647354
228,9,12.125645985941253
129,10,10.638486838374043
141,11,10.818748553230675
173,12,11.299446459515025
187,13,11.509751793514429
182,14,11.434642745657499
174,15,11.314468269086412
245,16,12.381016748654813
409,17,14.844593518362108
274,18,12.816649226225007
141,19,10.818748553230675
165,20,11.179271982943938
149,21,10.938923029801762
135,22,10.72861769580236
114,23,10.413159694803253
62,0,9.632025597091184
20,1,9.001109595092975
8,2,8.820847880236343
3,3,8.745738832379415
8,4,8.820847880236343
17,5,8.956044166378817
93,6,10.097701693804149
263,7,12.65140932093976
398,8,14.679353613076863
218,9,11.975427890227392
165,10,11.179271982943938
165,11,11.179271982943938
222,12,12.035515128512937
232,13,12.185733224226796
220,14,12.005471509370164
222,15,12.035515128512937
327,16,13.612805133508461
527,17,16.61716704778565
425,18,15.084942471504284
165,19,11.179271982943938
58,20,9.57193835880564
107,21,10.308007027803553
122,22,10.533334171374342
106,23,10.292985218232166
128,0,10.623465028802658
47,1,9.406698453520395
69,2,9.737178264090886
51,3,9.466785691805939
7,4,8.805826070664958
8,5,8.820847880236343
24,6,9.061196833378519
44,7,9.361633024806238
133,8,10.698574076659588
190,9,11.554817222228586
306,10,13.297347132509355
338,11,13.778045038793707
409,12,14.844593518362108
378,13,14.378917421649145
375,14,14.333851992934987
390,15,14.559179136505776
373,16,14.303808373792215
383,17,14.454026469506074
394,18,14.61926637479132
291,19,13.072019988938568
248,20,12.426082177368972
225,21,12.080580557227094
223,22,12.050536938084322
157,23,11.05909750637285
74,0,9.812287311947816
86,1,9.992549026804447
64,2,9.662069216233956
51,3,9.466785691805939
6,4,8.790804261093571
8,5,8.820847880236343
14,6,8.91097873766466
31,7,9.166349500378221
92,8,10.082679884232764
231,9,12.17071141465541
274,10,12.816649226225007
313,11,13.402499799509059
374,12,14.3188301833636
310,13,13.3574343707949
235,14,12.230798652940955
68,15,9.722156454519501
258,16,12.57630027308283
270,17,12.756561987939463
311,18,13.372456180366285
282,19,12.936823702796094
181,20,11.419620936086112
138,21,10.773683124516516
134,22,10.713595886230973
68,23,9.722156454519501
40,0,9.301545786520695
21,1,9.01613140466436
8,2,8.820847880236343
5,3,8.775782451522186
12,4,8.880935118521887
24,5,9.061196833378519
112,6,10.383116075660482
281,7,12.921801893224707
351,8,13.973328563221724
187,9,11.509751793514429
121,10,10.518312361802955
131,11,10.668530457516816
207,12,11.810187984942146
205,13,11.780144365799375
225,14,12.080580557227094
199,15,11.69001350837106
320,16,13.507652466508759
591,17,17.578562860354353
609,18,17.8489554326393
416,19,14.94974618536181
268,20,12.72651836879669
208,21,11.825209794513533
153,22,10.999010268087305
64,23,9.662069216233956
35,0,9.226436738663764
19,1,8.986087785521589
6,2,8.790804261093571
6,3,8.790804261093571
5,4,8.775782451522186
36,5,9.24145854823515
114,6,10.413159694803253
344,7,13.868175896222022
504,8,16.271665427643775
225,9,12.080580557227094
148,10,10.923901220230377
186,11,11.494729983943042
237,12,12.260842272083725
234,13,12.215776843369568
651,14,18.47987143463751
601,15,17.72878095606821
444,16,15.370356853360617
472,17,15.790967521359423
519,18,16.496992571214562
367,19,14.213677516363898
260,20,12.606343892225603
211,21,11.87027522322769
191,22,11.569839031799972
80,23,9.902418169376132
38,0,9.271502167377921
24,1,9.061196833378519
6,2,8.790804261093571
1,3,8.715695213236643
7,4,8.805826070664958
27,5,9.106262262092677
108,6,10.323028837374938
308,7,13.327390751652128
468,8,15.73088028307388
213,9,11.900318842370464
146,10,10.893857601087603
185,11,11.479708174371655
235,12,12.230798652940955
236,13,12.24582046251234
204,14,11.76512255622799
204,15,11.76512255622799
271,16,12.771583797510848
567,17,17.218039430641088
621,18,18.029217147495928
440,19,15.310269615075073
334,20,13.717957800508163
236,21,12.24582046251234
181,22,11.419620936086112
70,23,9.752200073662273
52,0,9.481807501377325
15,1,8.926000547236045
5,2,8.775782451522186
4,3,8.7607606419508
7,4,8.805826070664958
26,5,9.09124045252129
102,6,10.232897979946623
313,7,13.402499799509059
484,8,15.971229236216054
162,9,11.13420655422978
142,10,10.83377036280206
151,11,10.968966648944534
41,12,9.31656759609208
37,13,9.256480357806536
113,14,10.398137885231868
132,15,10.683552267088201
121,16,10.518312361802955
312,17,13.387477989937672
408,18,14.829571708790724
272,19,12.786605607082233
225,20,12.080580557227094
187,21,11.509751793514429
147,22,10.90887941065899
84,23,9.962505407661675
51,0,9.466785691805939
23,1,9.046175023807132
20,2,9.001109595092975
11,3,8.865913308950502
8,4,8.820847880236343
26,5,9.09124045252129
105,6,10.277963408660781
266,7,12.696474749653918
404,8,14.76948447050518
230,9,12.155689605084024
123,10,10.548355980945727
214,11,11.915340651941849
243,12,12.350973129512042
237,13,12.260842272083725
219,14,11.990449699798779
249,15,12.441103986940357
343,16,13.853154086650637
489,17,16.046338284072984
410,18,14.859615327933493
290,19,13.05699817936718
222,20,12.035515128512937
190,21,11.554817222228586
152,22,10.98398845851592
136,23,10.743639505373745
145,0,10.878835791516218
64,1,9.662069216233956
77,2,9.857352740661973
30,3,9.151327690806834
4,4,8.7607606419508
12,5,8.880935118521887
18,6,8.971065975950204
28,7,9.121284071664062
76,8,9.842330931090588
156,9,11.044075696801464
205,10,11.780144365799375
88,11,10.022592645947219
76,12,9.842330931090588
43,13,9.346611215234851
23,14,9.046175023807132
30,15,9.151327690806834
24,16,9.061196833378519
16,17,8.941022356807432
1,7,8.715695213236643
8,8,8.820847880236343
53,9,9.496829310948712
142,10,10.83377036280206
237,11,12.260842272083725
306,12,13.297347132509355
431,13,15.1750733289326
447,14,15.415422282074775
469,15,15.745902092645267
491,16,16.076381903215754
398,17,14.679353613076863
402,18,14.739440851362406
387,19,14.514113707791617
214,20,11.915340651941849
186,21,11.494729983943042
98,22,10.17281074166108
64,23,9.662069216233956
34,0,9.211414929092378
20,1,9.001109595092975
13,2,8.895956928093273
6,3,8.790804261093571
3,4,8.745738832379415
17,5,8.956044166378817
102,6,10.232897979946623
284,7,12.966867321938865
404,8,14.76948447050518
188,9,11.524773603085814
115,10,10.42818150437464
138,11,10.773683124516516
207,12,11.810187984942146
218,13,11.975427890227392
182,14,11.434642745657499
220,15,12.005471509370164
282,16,12.936823702796094
591,17,17.578562860354353
547,18,16.91760323921337
367,19,14.213677516363898
277,20,12.861714654939163
202,21,11.735078937085218
142,22,10.83377036280206
75,23,9.827309121519201
27,0,9.106262262092677
13,1,8.895956928093273
10,2,8.850891499379115
4,3,8.7607606419508
6,4,8.790804261093571
28,5,9.121284071664062
119,6,10.488268742660184
357,7,14.06345942065004
493,8,16.106425522358528
218,9,11.975427890227392
137,10,10.758661314945131
175,11,11.329490078657797
237,12,12.260842272083725
229,13,12.140667795512638
209,14,11.84023160408492
196,15,11.644948079656903
337,16,13.76302322922232
611,17,17.87899905178207
576,18,17.353235716783562
465,19,15.685814854359721
298,20,13.177172655938268
223,21,12.050536938084322
143,22,10.848792172373447
93,23,10.097701693804149
32,0,9.181371309949606
15,1,8.926000547236045
6,2,8.790804261093571
6,3,8.790804261093571
5,4,8.775782451522186
27,5,9.106262262092677
111,6,10.368094266089097
328,7,13.627826943079846
467,8,15.715858473502493
244,9,12.365994939083427
138,10,10.773683124516516
171,11,11.269402840372253
260,12,12.606343892225603
221,13,12.02049331894155
196,14,11.644948079656903
172,15,11.284424649943638
309,16,13.342412561223515
608,17,17.833933623067914
565,18,17.18799581149832
446,19,15.400400472503389
289,20,13.041976369795794
201,21,11.720057127513831
157,22,11.05909750637285
84,23,9.962505407661675
51,0,9.466785691805939
21,1,9.01613140466436
25,2,9.076218642949904
14,3,8.91097873766466
7,4,8.805826070664958
23,5,9.046175023807132
105,6,10.277963408660781
342,7,13.83813227707925
498,8,16.181534570215458
207,9,11.810187984942146
138,10,10.773683124516516
192,11,11.584860841371357
229,12,12.140667795512638
219,13,11.990449699798779
198,14,11.674991698799673
174,15,11.314468269086412
308,16,13.327390751652128
628,17,18.13436981449563
531,18,16.677254286071193
443,19,15.355335043789232
280,20,12.90678008365332
177,21,11.359533697800568
179,22,11.38957731694334
126,23,10.593421409659886
64,0,9.662069216233956
32,1,9.181371309949606
20,2,9.001109595092975
8,3,8.820847880236343
4,4,8.7607606419508
20,5,9.001109595092975
76,6,9.842330931090588
259,7,12.591322082654216
456,8,15.55061856821725
220,9,12.005471509370164
140,10,10.803726743659288
192,11,11.584860841371357
260,12,12.606343892225603
279,13,12.891758274081935
283,14,12.95184551236748
346,15,13.898219515364794
381,16,14.423982850363302
455,17,15.535596758645863
355,18,14.033415801507267
287,19,13.011932750653024
196,20,11.644948079656903
149,21,10.938923029801762
147,22,10.90887941065899
98,23,10.17281074166108
87,0,10.007570836375834
74,1,9.812287311947816
41,2,9.31656759609208
35,3,9.226436738663764
7,4,8.805826070664958
12,5,8.880935118521887
23,6,9.046175023807132
38,7,9.271502167377921
89,8,10.037614455518606
201,9,11.720057127513831
258,10,12.57630027308283
194,11,11.61490446051413
257,12,12.561278463511444
353,13,14.003372182364496
380,14,14.408961040791915
388,15,14.529135517363004
374,16,14.3188301833636
371,17,14.273764754649441
339,18,13.793066848365093
295,19,13.132107227224111
219,20,11.990449699798779
164,21,11.164250173372551
162,22,11.13420655422978
123,23,10.548355980945727
109,0,10.338050646946325
75,1,9.827309121519201
60,2,9.601981977948412
43,3,9.346611215234851
4,4,8.7607606419508
6,5,8.790804261093571
3,6,8.745738832379415
30,7,9.151327690806834
70,8,9.752200073662273
189,9,11.5397954126572
297,10,13.162150846366883
337,11,13.76302322922232
435,12,15.235160567218143
419,13,14.994811614075967
361,14,14.123546658935583
410,15,14.859615327933493
337,16,13.76302322922232
376,17,14.348873802506372
356,18,14.048437611078654
328,19,13.627826943079846
229,20,12.140667795512638
207,21,11.810187984942146
155,22,11.029053887230077
104,23,10.262941599089395
97,0,10.157788932089693
54,1,9.511851120520097
39,2,9.286523976949308
16,3,8.941022356807432
8,4,8.820847880236343
6,5,8.790804261093571
11,6,8.865913308950502
41,7,9.31656759609208
101,8,10.217876170375236
152,9,10.98398845851592
244,10,12.365994939083427
308,11,13.327390751652128
353,12,14.003372182364496
389,13,14.54415732693439
357,14,14.06345942065004
253,15,12.5011912252259
284,16,12.966867321938865
114,17,10.413159694803253
123,18,10.548355980945727
175,19,11.329490078657797
82,20,9.932461788518903
60,21,9.601981977948412
64,22,9.662069216233956
20,23,9.001109595092975
8,0,8.820847880236343
2,2,8.730717022808028
1,3,8.715695213236643
4,4,8.7607606419508
21,5,9.01613140466436
72,6,9.782243692805045
172,7,11.284424649943638
364,8,14.168612087649741
185,9,11.479708174371655
106,10,10.292985218232166
89,11,10.037614455518606
67,12,9.707134644948114
29,13,9.13630588123545
24,14,9.061196833378519
89,15,10.037614455518606
106,16,10.292985218232166
291,17,13.072019988938568
373,18,14.303808373792215
281,19,12.921801893224707
163,20,11.149228363801166
121,21,10.518312361802955
84,22,9.962505407661675
58,23,9.57193835880564
13,0,8.895956928093273
5,1,8.775782451522186
6,2,8.790804261093571
2,3,8.730717022808028
4,4,8.7607606419508
16,5,8.941022356807432
75,6,9.827309121519201
86,7,9.992549026804447
328,8,13.627826943079846
190,9,11.554817222228586
66,10,9.69211283537673
10,11,8.850891499379115
22,12,9.031153214235747
11,13,8.865913308950502
25,14,9.076218642949904
58,15,9.57193835880564
144,16,10.863813981944833
285,17,12.98188913151025
237,18,12.260842272083725
226,19,12.09560236679848
96,20,10.142767122518308
38,21,9.271502167377921
29,22,9.13630588123545
24,23,9.061196833378519
14,0,8.91097873766466
4,1,8.7607606419508
2,3,8.730717022808028
3,4,8.745738832379415
14,5,8.91097873766466
56,6,9.541894739662869
179,7,11.38957731694334
195,8,11.629926270085516
69,9,9.737178264090886
65,10,9.677091025805343
98,11,10.17281074166108
102,12,10.232897979946623
126,13,10.593421409659886
120,14,10.50329055223157
139,15,10.788704934087903
156,16,11.044075696801464
113,17,10.398137885231868
68,18,9.722156454519501
52,19,9.481807501377325
89,20,10.037614455518606
82,21,9.932461788518903
70,22,9.752200073662273
26,23,9.09124045252129
16,0,8.941022356807432
8,1,8.820847880236343
8,2,8.820847880236343
2,3,8.730717022808028
3,4,8.745738832379415
14,5,8.91097873766466
57,6,9.556916549234256
108,7,10.323028837374938
288,8,13.026954560224409
136,9,10.743639505373745
29,10,9.13630588123545
72,11,9.782243692805045
75,12,9.827309121519201
122,13,10.533334171374342
148,14,10.923901220230377
188,15,11.524773603085814
285,16,12.98188913151025
505,17,16.28668723721516
410,18,14.859615327933493
349,19,13.943284944078952
210,20,11.855253413656305
203,21,11.750100746656603
160,22,11.104162935087007
148,23,10.923901220230377
116,0,10.443203313946025
83,1,9.94748359809029
64,2,9.662069216233956
37,3,9.256480357806536
7,4,8.805826070664958
8,5,8.820847880236343
6,6,8.790804261093571
52,7,9.481807501377325
119,8,10.488268742660184
207,9,11.810187984942146
318,10,13.477608847365987
360,11,14.108524849364198
404,12,14.76948447050518
370,13,14.258742945078057
359,14,14.093503039792811
480,15,15.91114199793051
431,16,15.1750733289326
460,17,15.610705806502793
360,18,14.108524849364198
315,19,13.432543418651829
245,20,12.381016748654813
230,21,12.155689605084024
175,22,11.329490078657797
139,23,10.788704934087903
108,0,10.323028837374938
88,1,10.022592645947219
76,2,9.842330931090588
45,3,9.376654834377623
9,4,8.83586968980773
39,5,9.286523976949308
20,6,9.001109595092975
37,7,9.256480357806536
94,8,10.112723503375536
227,9,12.110624176369866
334,10,13.717957800508163
402,11,14.739440851362406
411,12,14.87463713750488
350,13,13.958306753650337
342,14,13.83813227707925
404,15,14.76948447050518
483,16,15.956207426644669
380,17,14.408961040791915
339,18,13.793066848365093
333,19,13.702935990936776
226,20,12.09560236679848
159,21,11.08914112551562
95,22,10.12774531294692
45,23,9.376654834377623
16,0,8.941022356807432
12,1,8.880935118521887
2,2,8.730717022808028
4,4,8.7607606419508
24,5,9.061196833378519
109,6,10.338050646946325
312,7,13.387477989937672
408,8,14.829571708790724
176,9,11.344511888229183
129,10,10.638486838374043
165,11,11.179271982943938
184,12,11.46468636480027
163,13,11.149228363801166
189,14,11.5397954126572
212,15,11.885297032799077
298,16,13.177172655938268
590,17,17.563541050782966
571,18,17.27812666892663
436,19,15.250182376789528
299,20,13.192194465509655
195,21,11.629926270085516
150,22,10.953944839373149
69,23,9.737178264090886
26,0,9.09124045252129
10,1,8.850891499379115
2,2,8.730717022808028
4,3,8.7607606419508
8,4,8.820847880236343
20,5,9.001109595092975
122,6,10.533334171374342
362,7,14.13856846850697
425,8,15.084942471504284
214,9,11.915340651941849
135,10,10.72861769580236
153,11,10.999010268087305
187,12,11.509751793514429
184,13,11.46468636480027
190,14,11.554817222228586
180,15,11.404599126514727
292,16,13.087041798509953
579,17,17.39830114549772
539,18,16.797428762642284
396,19,14.649309993934091
272,20,12.786605607082233
245,21,12.381016748654813
144,22,10.863813981944833
74,23,9.812287311947816
33,0,9.196393119520993
8,1,8.820847880236343
5,2,8.775782451522186
8,3,8.820847880236343
9,4,8.83586968980773
31,5,9.166349500378221
145,6,10.878835791516218
370,7,14.258742945078057
429,8,15.145029709789828
202,9,11.735078937085218
142,10,10.83377036280206
164,11,11.164250173372551
212,12,11.885297032799077
178,13,11.374555507371955
124,14,10.563377790517114
176,15,11.344511888229183
277,16,12.861714654939163
599,17,17.69873733692544
586,18,17.50345381249742
381,19,14.423982850363302
261,20,12.62136570179699
213,21,11.900318842370464
160,22,11.104162935087007
72,23,9.782243692805045
37,0,9.256480357806536
20,1,9.001109595092975
5,2,8.775782451522186
8,3,8.820847880236343
7,4,8.805826070664958
31,5,9.166349500378221
124,6,10.563377790517114
338,7,13.778045038793707
391,8,14.574200946077163
209,9,11.84023160408492
121,10,10.518312361802955
159,11,11.08914112551562
179,12,11.38957731694334
189,13,11.5397954126572
170,14,11.254381030800868
135,15,10.72861769580236
222,16,12.035515128512937
261,17,12.62136570179699
244,18,12.365994939083427
232,19,12.185733224226796
248,20,12.426082177368972
145,21,10.878835791516218
115,22,10.42818150437464
69,23,9.737178264090886
48,0,9.421720263091782
26,1,9.09124045252129
10,2,8.850891499379115
6,3,8.790804261093571
4,4,8.7607606419508
32,5,9.181371309949606
93,6,10.097701693804149
299,7,13.192194465509655
409,8,14.844593518362108
210,9,11.855253413656305
140,10,10.803726743659288
179,11,11.38957731694334
251,12,12.471147606083129
223,13,12.050536938084322
225,14,12.080580557227094
203,15,11.750100746656603
358,16,14.078481230221424
566,17,17.203017621069705
482,18,15.941185617073284
315,19,13.432543418651829
225,20,12.080580557227094
163,21,11.149228363801166
167,22,11.20931560208671
126,23,10.593421409659886
108,0,10.323028837374938
80,1,9.902418169376132
79,2,9.887396359804747
28,3,9.121284071664062
5,4,8.775782451522186
5,5,8.775782451522186
22,6,9.031153214235747
37,7,9.256480357806536
108,8,10.323028837374938
177,9,11.359533697800568
249,10,12.441103986940357
367,11,14.213677516363898
372,12,14.288786564220828
349,13,13.943284944078952
297,14,13.162150846366883
354,15,14.01839399193588
305,16,13.28232532293797
359,17,14.093503039792811
329,18,13.642848752651233
256,19,12.546256653940059
176,20,11.344511888229183
170,21,11.254381030800868
143,22,10.848792172373447
136,23,10.743639505373745
112,0,10.383116075660482
79,1,9.887396359804747
89,2,10.037614455518606
36,3,9.24145854823515
1,4,8.715695213236643
6,5,8.790804261093571
12,6,8.880935118521887
44,7,9.361633024806238
69,8,9.737178264090886
140,9,10.803726743659288
260,10,12.606343892225603
317,11,13.462587037794602
364,12,14.168612087649741
376,13,14.348873802506372
311,14,13.372456180366285
365,15,14.183633897221128
369,16,14.243721135506672
325,17,13.58276151436569
289,18,13.041976369795794
245,19,12.381016748654813
180,20,11.404599126514727
147,21,10.90887941065899
84,22,9.962505407661675
54,23,9.511851120520097
37,0,9.256480357806536
10,1,8.850891499379115
13,2,8.895956928093273
5,3,8.775782451522186
8,4,8.820847880236343
28,5,9.121284071664062
113,6,10.398137885231868
332,7,13.68791418136539
420,8,15.009833423647354
215,9,11.930362461513235
105,10,10.277963408660781
139,11,10.788704934087903
189,12,11.5397954126572
177,13,11.359533697800568
188,14,11.524773603085814
187,15,11.509751793514429
263,16,12.65140932093976
568,17,17.233061240212475
540,18,16.81245057221367
374,19,14.3188301833636
231,20,12.17071141465541
200,21,11.705035317942446
129,22,10.638486838374043
68,23,9.722156454519501
25,0,9.076218642949904
14,1,8.91097873766466
5,2,8.775782451522186
3,3,8.745738832379415
6,4,8.790804261093571
22,5,9.031153214235747
114,6,10.413159694803253
329,7,13.642848752651233
209,8,11.84023160408492
69,9,9.737178264090886
30,10,9.151327690806834
56,11,9.541894739662869
60,12,9.601981977948412
103,13,10.247919789518008
112,14,10.383116075660482
192,15,11.584860841371357
264,16,12.666431130511146
511,17,16.376818094643475
492,18,16.09140371278714
337,19,13.76302322922232
253,20,12.5011912252259
206,21,11.795166175370762
148,22,10.923901220230377
81,23,9.917439978947518
27,0,9.106262262092677
17,1,8.956044166378817
6,2,8.790804261093571
6,3,8.790804261093571
7,4,8.805826070664958
31,5,9.166349500378221
117,6,10.458225123517412
330,7,13.65787056222262
462,8,15.640749425645563
208,9,11.825209794513533
133,10,10.698574076659588
180,11,11.404599126514727
193,12,11.599882650942744
181,13,11.419620936086112
179,14,11.38957731694334
185,15,11.479708174371655
281,16,12.921801893224707
536,17,16.752363333928123
408,18,14.829571708790724
283,19,12.95184551236748
160,20,11.104162935087007
200,21,11.705035317942446
127,22,10.60844321923127
95,23,10.12774531294692
41,0,9.31656759609208
11,1,8.865913308950502
10,2,8.850891499379115
12,3,8.880935118521887
2,4,8.730717022808028
30,5,9.151327690806834
101,6,10.217876170375236
311,7,13.372456180366285
415,8,14.934724375790424
203,9,11.750100746656603
120,10,10.50329055223157
165,11,11.179271982943938
176,12,11.344511888229183
193,13,11.599882650942744
183,14,11.449664555228885
181,15,11.419620936086112
301,16,13.222238084652426
563,17,17.157952192355545
551,18,16.97769047749891
420,19,15.009833423647354
285,20,12.98188913151025
221,21,12.02049331894155
187,22,11.509751793514429
113,23,10.398137885231868
52,0,9.481807501377325
31,1,9.166349500378221
20,2,9.001109595092975
8,3,8.820847880236343
13,4,8.895956928093273
22,5,9.031153214235747
104,6,10.262941599089395
254,7,12.516213034797287
317,8,13.462587037794602
111,9,10.368094266089097
35,10,9.226436738663764
21,11,9.01613140466436
29,12,9.13630588123545
34,13,9.211414929092378
24,14,9.061196833378519
61,15,9.6170037875198
56,16,9.541894739662869
99,17,10.187832551232464
234,18,12.215776843369568
248,19,12.426082177368972
179,20,11.38957731694334
138,21,10.773683124516516
157,22,11.05909750637285
148,23,10.923901220230377
93,0,10.097701693804149
79,1,9.887396359804747
