instant,hr,Predicted Y
3971,8,11.577805620355905
3972,9,11.577799039768188
3973,10,11.57779245918047
3974,11,11.577785878592753
3975,12,11.577779298005035
3976,13,11.577772717417318
3977,14,11.5777661368296
3978,15,11.577759556241883
3979,16,11.577752975654166
3980,17,11.577746395066448
3981,18,11.577739814478731
3982,19,11.577733233891013
3983,20,11.577726653303296
3984,21,11.577720072715579
3985,22,11.577713492127861
3986,23,11.577706911540144
3987,0,11.577700330952426
3988,1,11.577693750364709
3989,2,11.577687169776992
3990,3,11.577680589189274
3991,4,11.577674008601557
3992,5,11.57766742801384
3993,6,11.577660847426122
3994,7,11.577654266838405
3995,8,11.577647686250687
3996,9,11.57764110566297
3997,10,11.577634525075252
3998,11,11.577627944487535
3999,12,11.577621363899818
4000,13,11.5776147833121
4001,14,11.577608202724383
4002,15,11.577601622136665
4003,16,11.577595041548948
4004,17,11.57758846096123
4005,18,11.577581880373513
4006,19,11.577575299785796
4007,20,11.577568719198078
4008,21,11.57756213861036
4009,22,11.577555558022643
4010,23,11.577548977434926
4011,0,11.577542396847209
4012,1,11.577535816259491
4013,2,11.577529235671774
4014,3,11.577522655084056
4015,4,11.577516074496339
4016,5,11.577509493908622
4017,6,11.577502913320904
4018,7,11.577496332733187
4019,8,11.57748975214547
4020,9,11.577483171557752
4021,10,11.577476590970035
4022,11,11.577470010382317
4023,12,11.5774634297946
4024,13,11.577456849206882
4025,14,11.577450268619165
4026,15,11.577443688031448
4027,16,11.57743710744373
4028,17,11.577430526856013
4029,18,11.577423946268295
4030,19,11.577417365680578
4031,20,11.577410785092862
4032,21,11.577404204505145
4033,22,11.577397623917427
4034,23,11.57739104332971
4035,0,11.577384462741993
4036,1,11.577377882154275
4037,2,11.577371301566558
4038,3,11.57736472097884
4039,4,11.577358140391123
4040,5,11.577351559803406
4041,6,11.577344979215688
4042,7,11.57733839862797
4043,8,11.577331818040253
4044,9,11.577325237452536
4045,10,11.577318656864819
4046,11,11.577312076277101
4047,12,11.577305495689384
4048,13,11.577298915101666
4049,14,11.577292334513949
4050,15,11.577285753926231
4051,16,11.577279173338514
4052,17,11.577272592750797
4053,18,11.57726601216308
4054,19,11.577259431575362
4055,20,11.577252850987644
4056,21,11.577246270399927
4057,22,11.57723968981221
4058,23,11.577233109224492
4059,0,11.577226528636775
4060,1,11.577219948049057
4061,2,11.57721336746134
4062,3,11.577206786873623
4063,4,11.577200206285905
4064,5,11.577193625698188
4065,6,11.57718704511047
4066,7,11.577180464522753
4067,8,11.577173883935036
4068,9,11.577167303347318
4069,10,11.5771607227596
4070,11,11.577154142171883
4071,12,11.577147561584166
4072,13,11.577140980996449
4073,14,11.577134400408731
4074,15,11.577127819821014
4075,16,11.577121239233296
4076,17,11.577114658645579
4077,18,11.577108078057861
4078,19,11.577101497470144
4079,20,11.577094916882427
4080,21,11.57708833629471
4081,22,11.577081755706992
4082,23,11.577075175119274
4083,0,11.577068594531557
4084,1,11.57706201394384
4085,2,11.577055433356122
4086,3,11.577048852768405
4087,4,11.577042272180687
4088,5,11.57703569159297
4089,6,11.577029111005253
4090,7,11.577022530417535
4091,8,11.577015949829818
4092,9,11.5770093692421
4093,10,11.577002788654383
4094,11,11.576996208066666
4095,12,11.576989627478948
4096,13,11.57698304689123
4097,14,11.576976466303513
4098,15,11.576969885715796
4099,16,11.576963305128078
4100,17,11.576956724540361
4101,18,11.576950143952644
4102,19,11.576943563364926
4103,20,11.576936982777209
4104,21,11.576930402189491
4105,22,11.576923821601774
4106,23,11.576917241014057
4107,0,11.57691066042634
4108,1,11.576904079838622
4109,2,11.576897499250904
4110,3,11.576890918663187
4111,4,11.57688433807547
4112,5,11.576877757487752
4113,6,11.576871176900035
4114,7,11.576864596312317
4115,8,11.5768580157246
4116,9,11.576851435136883
4117,10,11.576844854549165
4118,11,11.576838273961448
4119,12,11.57683169337373
4120,13,11.576825112786013
4121,14,11.576818532198295
4122,15,11.576811951610578
4123,16,11.576805371022862
4124,17,11.576798790435145
4125,18,11.576792209847428
4126,19,11.57678562925971
4127,20,11.576779048671993
4128,21,11.576772468084275
4129,22,11.576765887496558
4130,23,11.57675930690884
4131,0,11.576752726321123
4132,1,11.576746145733406
4133,2,11.576739565145688
4134,3,11.576732984557971
4135,4,11.576726403970254
4136,5,11.576719823382536
4137,6,11.576713242794819
4138,7,11.576706662207101
4139,8,11.576700081619384
4140,9,11.576693501031667
4141,10,11.576686920443949
4142,11,11.576680339856232
4143,12,11.576673759268514
4144,13,11.576667178680797
4145,14,11.57666059809308
4146,15,11.576654017505362
4147,16,11.576647436917645
4148,17,11.576640856329927
4149,18,11.57663427574221
4150,19,11.576627695154492
4151,20,11.576621114566775
4152,21,11.576614533979058
4153,22,11.57660795339134
4154,23,11.576601372803623
4155,0,11.576594792215905
4156,1,11.576588211628188
4157,2,11.57658163104047
4158,3,11.576575050452753
4159,4,11.576568469865036
4160,5,11.576561889277318
4161,6,11.576555308689601
4162,7,11.576548728101884
4163,8,11.576542147514166
4164,9,11.576535566926449
4165,10,11.576528986338731
4166,11,11.576522405751014
4167,12,11.576515825163296
4168,13,11.576509244575579
4169,14,11.576502663987862
4170,15,11.576496083400144
4171,16,11.576489502812427
4172,17,11.57648292222471
4173,18,11.576476341636992
4174,19,11.576469761049275
4175,20,11.576463180461557
4176,21,11.57645659987384
4177,22,11.576450019286122
4178,23,11.576443438698405
4179,0,11.576436858110688
4180,1,11.57643027752297
4181,2,11.576423696935253
4182,3,11.576417116347535
4183,4,11.576410535759818
4184,5,11.5764039551721
4185,6,11.576397374584383
4186,7,11.576390793996666
4187,8,11.576384213408948
4188,9,11.576377632821231
4189,10,11.576371052233513
4190,11,11.576364471645796
4191,12,11.576357891058079
4192,13,11.576351310470361
4193,14,11.576344729882644
4194,15,11.576338149294926
4195,16,11.576331568707209
4196,17,11.576324988119492
4197,18,11.576318407531774
4198,19,11.576311826944057
4199,20,11.57630524635634
4200,21,11.576298665768622
4201,22,11.576292085180905
4202,23,11.576285504593187
4203,0,11.57627892400547
4204,1,11.576272343417752
4205,2,11.576265762830035
4206,3,11.576259182242318
4207,4,11.5762526016546
4208,5,11.576246021066883
4209,6,11.576239440479165
4210,7,11.576232859891448
4211,8,11.57622627930373
4212,9,11.576219698716013
4213,10,11.576213118128296
4214,11,11.576206537540578
4215,12,11.57619995695286
4216,13,11.576193376365145
4217,14,11.576186795777428
4218,15,11.57618021518971
4219,16,11.576173634601993
4220,17,11.576167054014276
4221,18,11.576160473426558
4222,19,11.57615389283884
4223,20,11.576147312251123
4224,21,11.576140731663406
4225,22,11.576134151075689
4226,23,11.576127570487971
4227,0,11.576120989900254
4228,1,11.576114409312536
4229,2,11.576107828724819
4230,3,11.576101248137102
4231,4,11.576094667549384
4232,5,11.576088086961667
4233,6,11.57608150637395
4234,7,11.576074925786232
4235,8,11.576068345198514
4236,9,11.576061764610797
4237,10,11.57605518402308
4238,11,11.576048603435362
4239,12,11.576042022847645
4240,13,11.576035442259927
4241,14,11.57602886167221
4242,15,11.576022281084493
4243,16,11.576015700496775
4244,17,11.576009119909058
4245,18,11.57600253932134
4246,19,11.575995958733623
4247,20,11.575989378145906
4248,21,11.575982797558188
4249,22,11.57597621697047
4250,23,11.575969636382753
4251,0,11.575963055795036
4252,1,11.575956475207319
4253,2,11.575949894619601
4254,3,11.575943314031884
4255,4,11.575936733444166
4256,5,11.575930152856449
4257,6,11.575923572268731
4258,7,11.575916991681014
4259,8,11.575910411093297
4260,9,11.57590383050558
4261,10,11.575897249917862
4262,11,11.575890669330144
4263,12,11.575884088742427
4264,13,11.57587750815471
4265,14,11.575870927566992
4266,15,11.575864346979275
4267,16,11.575857766391557
4268,17,11.57585118580384
4269,18,11.575844605216123
4270,19,11.575838024628405
4271,20,11.575831444040688
4272,21,11.57582486345297
4273,22,11.575818282865253
4274,23,11.575811702277536
4275,0,11.575805121689818
4276,1,11.5757985411021
4277,2,11.575791960514383
4278,3,11.575785379926666
4279,4,11.575778799338948
4280,5,11.575772218751231
4281,6,11.575765638163514
4282,7,11.575759057575796
4283,8,11.575752476988079
4284,9,11.575745896400361
4285,10,11.575739315812644
4286,11,11.575732735224927
4287,12,11.57572615463721
4288,13,11.575719574049492
4289,14,11.575712993461774
4290,15,11.575706412874057
4291,16,11.57569983228634
4292,17,11.575693251698622
4293,18,11.575686671110905
4294,19,11.575680090523187
4295,20,11.57567350993547
4296,21,11.575666929347753
4297,22,11.575660348760035
4298,23,11.575653768172318
4299,0,11.5756471875846
4300,1,11.575640606996883
4301,2,11.575634026409166
4302,3,11.575627445821448
4303,4,11.57562086523373
4304,5,11.575614284646013
4305,6,11.575607704058296
4306,7,11.575601123470578
4307,8,11.575594542882861
4308,9,11.575587962295145
4309,10,11.575581381707428
4310,11,11.57557480111971
4311,12,11.575568220531993
4312,13,11.575561639944276
4313,14,11.575555059356558
4314,15,11.575548478768841
4315,16,11.575541898181124
4316,17,11.575535317593406
4317,18,11.575528737005689
4318,19,11.575522156417971
4319,20,11.575515575830254
4320,21,11.575508995242537
4321,22,11.575502414654819
4322,23,11.575495834067102
4323,0,11.575489253479384
4324,1,11.575482672891667
4325,2,11.57547609230395
4326,3,11.575469511716232
4327,4,11.575462931128515
4328,5,11.575456350540797
4329,6,11.57544976995308
4330,7,11.575443189365362
4331,8,11.575436608777645
4332,9,11.575430028189928
4333,10,11.57542344760221
4334,11,11.575416867014493
4335,12,11.575410286426775
4336,13,11.575403705839058
4337,14,11.57539712525134
4338,15,11.575390544663623
4339,16,11.575383964075906
4340,17,11.575377383488188
4341,18,11.575370802900471
4342,19,11.575364222312754
4343,20,11.575357641725036
4344,21,11.575351061137319
4345,22,11.575344480549601
4346,23,11.575337899961884
4347,0,11.575331319374166
4348,1,11.575324738786449
4349,2,11.575318158198732
4350,3,11.575311577611014
4351,4,11.575304997023297
4352,5,11.57529841643558
4353,6,11.575291835847862
4354,7,11.575285255260145
4355,8,11.575278674672427
4356,9,11.57527209408471
4357,10,11.575265513496992
4358,11,11.575258932909275
4359,12,11.575252352321558
4360,13,11.57524577173384
4361,14,11.575239191146123
4362,15,11.575232610558405
4363,16,11.575226029970688
4364,17,11.57521944938297
4365,18,11.575212868795253
4366,19,11.575206288207536
4367,20,11.575199707619818
4368,21,11.575193127032101
4369,22,11.575186546444383
4370,23,11.575179965856666
4371,0,11.575173385268949
4372,1,11.575166804681231
4373,2,11.575160224093514
4374,3,11.575153643505796
4375,4,11.575147062918079
4376,5,11.575140482330362
4377,6,11.575133901742644
4378,7,11.575127321154927
4379,8,11.57512074056721
4380,9,11.575114159979492
4381,10,11.575107579391775
4382,11,11.575100998804057
4383,12,11.57509441821634
4384,13,11.575087837628622
4385,14,11.575081257040905
4386,15,11.575074676453188
4387,16,11.57506809586547
4388,17,11.575061515277753
4389,18,11.575054934690035
4390,19,11.575048354102318
4391,20,11.5750417735146
4392,21,11.575035192926883
4393,22,11.575028612339166
4394,23,11.575022031751448
4395,0,11.57501545116373
4396,1,11.575008870576013
4397,2,11.575002289988296
4398,3,11.574995709400579
4399,4,11.574989128812861
4400,5,11.574982548225144
4401,6,11.574975967637428
4402,7,11.57496938704971
4403,8,11.574962806461993
4404,9,11.574956225874276
4405,10,11.574949645286559
4406,11,11.574943064698841
4407,12,11.574936484111124
4408,13,11.574929903523406
4409,14,11.574923322935689
4410,15,11.574916742347972
4411,16,11.574910161760254
4412,17,11.574903581172537
4413,18,11.57489700058482
4414,19,11.574890419997102
4415,20,11.574883839409384
4416,21,11.574877258821667
4417,22,11.57487067823395
4418,23,11.574864097646232
4419,0,11.574857517058515
4420,1,11.574850936470797
4421,2,11.57484435588308
4422,3,11.574837775295363
4423,4,11.574831194707645
4424,5,11.574824614119928
4425,6,11.57481803353221
4426,7,11.574811452944493
4427,8,11.574804872356776
4428,9,11.574798291769058
4429,10,11.57479171118134
4430,11,11.574785130593623
4431,12,11.574778550005906
4432,13,11.574771969418189
4433,14,11.574765388830471
4434,15,11.574758808242754
4435,16,11.574752227655036
4436,17,11.574745647067319
4437,18,11.574739066479601
4438,19,11.574732485891884
4439,20,11.574725905304167
4440,21,11.57471932471645
4441,22,11.574712744128732
4442,23,11.574706163541014
4443,0,11.574699582953297
4444,1,11.57469300236558
4445,2,11.574686421777862
4446,3,11.574679841190145
4447,4,11.574673260602427
4448,5,11.57466668001471
4449,6,11.574660099426993
4450,7,11.574653518839275
4451,8,11.574646938251558
4452,9,11.57464035766384
4453,10,11.574633777076123
4454,11,11.574627196488406
4455,12,11.574620615900688
4456,13,11.57461403531297
4457,14,11.574607454725253
4458,15,11.574600874137536
4459,16,11.574594293549819
4460,17,11.574587712962101
4461,18,11.574581132374384
4462,19,11.574574551786666
4463,20,11.574567971198949
4464,21,11.574561390611231
4465,22,11.574554810023514
4466,23,11.574548229435797
4467,0,11.57454164884808
4468,1,11.574535068260362
4469,2,11.574528487672644
4470,3,11.574521907084927
4471,4,11.57451532649721
4472,5,11.574508745909492
4473,6,11.574502165321775
4474,7,11.574495584734057
4475,8,11.57448900414634
4476,9,11.574482423558623
4477,10,11.574475842970905
4478,11,11.574469262383188
4479,12,11.57446268179547
4480,13,11.574456101207753
4481,14,11.574449520620036
4482,15,11.574442940032318
4483,16,11.5744363594446
4484,17,11.574429778856883
4485,18,11.574423198269166
4486,19,11.574416617681448
4487,20,11.574410037093731
4488,21,11.574403456506014
4489,22,11.574396875918296
4490,23,11.574390295330579
4491,0,11.574383714742861
4492,1,11.574377134155144
4493,2,11.574370553567427
4494,3,11.574363972979711
4495,4,11.574357392391994
4496,5,11.574350811804276
4497,6,11.574344231216559
4498,7,11.574337650628841
4499,8,11.574331070041124
4500,9,11.574324489453407
4501,10,11.57431790886569
4502,11,11.574311328277972
4503,12,11.574304747690254
4504,13,11.574298167102537
4505,14,11.57429158651482
4506,15,11.574285005927102
4507,16,11.574278425339385
4508,17,11.574271844751667
4509,18,11.57426526416395
4510,19,11.574258683576232
4511,20,11.574252102988515
4512,21,11.574245522400798
4513,22,11.57423894181308
4514,23,11.574232361225363
4515,0,11.574225780637645
4516,1,11.574219200049928
4517,2,11.57421261946221
4518,3,11.574206038874493
4519,4,11.574199458286776
4520,5,11.574192877699058
4521,6,11.574186297111341
4522,7,11.574179716523624
4523,8,11.574173135935906
4524,9,11.574166555348189
4525,10,11.574159974760471
4526,11,11.574153394172754
4527,12,11.574146813585036
4528,13,11.574140232997319
4529,14,11.574133652409602
4530,15,11.574127071821884
4531,16,11.574120491234167
4532,17,11.57411391064645
4533,18,11.574107330058732
4534,19,11.574100749471015
4535,20,11.574094168883297
4536,21,11.57408758829558
4537,22,11.574081007707862
4538,23,11.574074427120145
4539,0,11.574067846532428
4540,1,11.57406126594471
4541,2,11.574054685356993
4542,3,11.574048104769275
4543,4,11.574041524181558
4544,5,11.57403494359384
4545,6,11.574028363006123
4546,7,11.574021782418406
4547,8,11.574015201830688
4548,9,11.574008621242971
4549,10,11.574002040655254
4550,11,11.573995460067536
4551,12,11.573988879479819
4552,13,11.573982298892101
4553,14,11.573975718304384
4554,15,11.573969137716666
4555,16,11.573962557128949
4556,17,11.573955976541232
4557,18,11.573949395953514
4558,19,11.573942815365797
4559,20,11.57393623477808
4560,21,11.573929654190362
4561,22,11.573923073602645
4562,23,11.573916493014927
4563,0,11.57390991242721
4564,1,11.573903331839492
4565,2,11.573896751251775
4566,3,11.573890170664058
4567,4,11.57388359007634
4568,5,11.573877009488623
4569,6,11.573870428900905
4570,7,11.573863848313188
4571,8,11.57385726772547
4572,9,11.573850687137753
4573,10,11.573844106550036
4574,11,11.573837525962318
4575,12,11.5738309453746
4576,13,11.573824364786883
4577,14,11.573817784199166
4578,15,11.573811203611449
4579,16,11.573804623023731
4580,17,11.573798042436014
4581,18,11.573791461848296
4582,19,11.573784881260579
4583,20,11.573778300672862
4584,21,11.573771720085144
4585,22,11.573765139497427
4586,23,11.57375855890971
4587,0,11.573751978321994
4588,1,11.573745397734276
4589,2,11.573738817146559
4590,3,11.573732236558842
4591,4,11.573725655971124
4592,5,11.573719075383407
4593,6,11.57371249479569
4594,7,11.573705914207972
4595,8,11.573699333620254
4596,9,11.573692753032537
4597,10,11.57368617244482
4598,11,11.573679591857102
4599,12,11.573673011269385
4600,13,11.573666430681667
4601,14,11.57365985009395
4602,15,11.573653269506233
4603,16,11.573646688918515
4604,17,11.573640108330798
4605,18,11.57363352774308
4606,19,11.573626947155363
4607,20,11.573620366567646
4608,21,11.573613785979928
4609,22,11.57360720539221
4610,23,11.573600624804493
4611,0,11.573594044216776
4612,1,11.573587463629059
4613,2,11.573580883041341
4614,3,11.573574302453624
4615,4,11.573567721865906
4616,5,11.573561141278189
4617,6,11.573554560690472
4618,7,11.573547980102754
4619,8,11.573541399515037
4620,9,11.57353481892732
4621,10,11.573528238339602
4622,11,11.573521657751884
4623,12,11.573515077164167
4624,13,11.57350849657645
4625,14,11.573501915988732
4626,15,11.573495335401015
4627,16,11.573488754813297
4628,17,11.57348217422558
4629,18,11.573475593637863
4630,19,11.573469013050145
4631,20,11.573462432462428
4632,21,11.57345585187471
4633,22,11.573449271286993
4634,23,11.573442690699276
4635,0,11.573436110111558
4636,1,11.57342952952384
4637,2,11.573422948936123
4638,3,11.573416368348406
4639,4,11.573409787760689
4640,5,11.573403207172971
4641,6,11.573396626585254
4642,7,11.573390045997536
4643,8,11.573383465409819
4644,9,11.573376884822101
4645,10,11.573370304234384
4646,11,11.573363723646667
4647,12,11.57335714305895
4648,13,11.573350562471232
4649,14,11.573343981883514
4650,15,11.573337401295797
4651,16,11.57333082070808
4652,17,11.573324240120362
4653,18,11.573317659532645
4654,19,11.573311078944927
4655,20,11.57330449835721
4656,21,11.573297917769493
4657,22,11.573291337181775
4658,23,11.573284756594058
4659,0,11.57327817600634
4660,1,11.573271595418623
4661,2,11.573265014830906
4662,3,11.573258434243188
4663,4,11.57325185365547
4664,5,11.573245273067753
4665,6,11.573238692480036
4666,7,11.573232111892318
4667,8,11.573225531304601
4668,9,11.573218950716884
4669,10,11.573212370129166
4670,11,11.573205789541449
4671,12,11.573199208953731
4672,13,11.573192628366014
4673,14,11.573186047778297
4674,15,11.57317946719058
4675,16,11.573172886602862
4676,17,11.573166306015144
4677,18,11.573159725427427
4678,19,11.57315314483971
4679,20,11.573146564251994
4680,21,11.573139983664277
4681,22,11.57313340307656
4682,23,11.573126822488842
4683,0,11.573120241901124
4684,1,11.573113661313407
4685,2,11.57310708072569
4686,3,11.573100500137972
4687,4,11.573093919550255
4688,5,11.573087338962537
4689,6,11.57308075837482
4690,7,11.573074177787102
4691,8,11.573067597199385
4692,9,11.573061016611668
4693,10,11.57305443602395
4694,11,11.573047855436233
4695,12,11.573041274848515
4696,13,11.573034694260798
4697,14,11.57302811367308
4698,15,11.573021533085363
4699,16,11.573014952497646
4700,17,11.573008371909928
4701,18,11.573001791322211
4702,19,11.572995210734494
4703,20,11.572988630146776
4704,21,11.572982049559059
4705,22,11.572975468971341
4706,23,11.572968888383624
4707,0,11.572962307795907
4708,1,11.572955727208189
4709,2,11.572949146620472
4710,3,11.572942566032754
4711,4,11.572935985445037
4712,5,11.57292940485732
4713,6,11.572922824269602
4714,7,11.572916243681885
4715,8,11.572909663094167
4716,9,11.57290308250645
4717,10,11.572896501918732
4718,11,11.572889921331015
4719,12,11.572883340743298
4720,13,11.57287676015558
4721,14,11.572870179567863
4722,15,11.572863598980145
4723,16,11.572857018392428
4724,17,11.57285043780471
4725,18,11.572843857216993
4726,19,11.572837276629276
4727,20,11.572830696041558
4728,21,11.572824115453841
4729,22,11.572817534866124
4730,23,11.572810954278406
4731,0,11.572804373690689
4732,1,11.572797793102971
4733,2,11.572791212515254
4734,3,11.572784631927536
4735,4,11.572778051339819
4736,5,11.572771470752102
4737,6,11.572764890164384
4738,7,11.572758309576667
4739,8,11.57275172898895
4740,9,11.572745148401232
4741,10,11.572738567813515
4742,11,11.572731987225797
4743,12,11.57272540663808
4744,13,11.572718826050362
4745,14,11.572712245462645
4746,15,11.572705664874928
4747,16,11.57269908428721
4748,17,11.572692503699493
4749,18,11.572685923111775
4750,19,11.572679342524058
4751,20,11.57267276193634
4752,21,11.572666181348623
4753,22,11.572659600760906
4754,23,11.572653020173188
4755,0,11.572646439585471
4756,1,11.572639858997753
4757,2,11.572633278410036
4758,3,11.572626697822319
4759,4,11.572620117234601
4760,5,11.572613536646884
4761,6,11.572606956059166
4762,7,11.572600375471449
4763,8,11.572593794883732
4764,9,11.572587214296014
4765,10,11.572580633708297
4766,11,11.57257405312058
4767,12,11.572567472532862
4768,13,11.572560891945145
4769,14,11.572554311357427
4770,15,11.57254773076971
4771,16,11.572541150181992
4772,17,11.572534569594277
4773,18,11.57252798900656
4774,19,11.572521408418842
4775,20,11.572514827831125
4776,21,11.572508247243407
4777,22,11.57250166665569
4778,23,11.572495086067972
4779,0,11.572488505480255
4780,1,11.572481924892537
4781,2,11.57247534430482
4782,3,11.572468763717103
4783,4,11.572462183129385
4784,5,11.572455602541668
4785,6,11.57244902195395
4786,7,11.572442441366233
4787,8,11.572435860778516
4788,9,11.572429280190798
4789,10,11.57242269960308
4790,11,11.572416119015363
4791,12,11.572409538427646
4792,13,11.572402957839929
4793,14,11.572396377252211
4794,15,11.572389796664494
4795,16,11.572383216076776
4796,17,11.572376635489059
4797,18,11.572370054901342
4798,19,11.572363474313624
4799,20,11.572356893725907
4800,21,11.57235031313819
4801,22,11.572343732550472
4802,23,11.572337151962754
4803,0,11.572330571375037
4804,1,11.57232399078732
4805,2,11.572317410199602
4806,3,11.572310829611885
4807,4,11.572304249024167
4808,5,11.57229766843645
4809,6,11.572291087848733
4810,7,11.572284507261015
4811,8,11.572277926673298
4812,9,11.57227134608558
4813,10,11.572264765497863
4814,11,11.572258184910146
4815,12,11.572251604322428
4816,13,11.57224502373471
4817,14,11.572238443146993
4818,15,11.572231862559276
4819,16,11.572225281971559
4820,17,11.572218701383841
4821,18,11.572212120796124
4822,19,11.572205540208406
4823,20,11.572198959620689
4824,21,11.572192379032971
4825,22,11.572185798445254
4826,23,11.572179217857537
4827,0,11.57217263726982
4828,1,11.572166056682102
4829,2,11.572159476094384
4830,3,11.572152895506667
4831,4,11.57214631491895
4832,5,11.572139734331232
4833,6,11.572133153743515
4834,7,11.572126573155797
4835,8,11.57211999256808
4836,9,11.572113411980363
4837,10,11.572106831392645
4838,11,11.572100250804928
4839,12,11.57209367021721
4840,13,11.572087089629493
4841,14,11.572080509041776
4842,15,11.572073928454058
4843,16,11.57206734786634
4844,17,11.572060767278623
4845,18,11.572054186690906
4846,19,11.572047606103188
4847,20,11.572041025515471
4848,21,11.572034444927754
4849,22,11.572027864340036
4850,23,11.572021283752319
4851,0,11.572014703164601
4852,1,11.572008122576884
4853,2,11.572001541989167
4854,3,11.57199496140145
4855,4,11.571988380813732
4856,5,11.571981800226014
4857,6,11.571975219638297
4858,7,11.57196863905058
4859,8,11.571962058462862
4860,9,11.571955477875145
4861,10,11.571948897287427
4862,11,11.57194231669971
4863,12,11.571935736111993
4864,13,11.571929155524277
4865,14,11.57192257493656
4866,15,11.571915994348842
4867,16,11.571909413761125
4868,17,11.571902833173407
4869,18,11.57189625258569
4870,19,11.571889671997972
4871,20,11.571883091410255
4872,21,11.571876510822538
4873,22,11.57186993023482
4874,23,11.571863349647103
4875,0,11.571856769059385
4876,1,11.571850188471668
4877,2,11.57184360788395
4878,3,11.571837027296233
4879,4,11.571830446708516
4880,5,11.571823866120798
4881,6,11.571817285533081
4882,7,11.571810704945364
4883,8,11.571804124357646
4884,9,11.571797543769929
4885,10,11.571790963182211
4886,11,11.571784382594494
4887,12,11.571777802006777
4888,13,11.57177122141906
4889,14,11.571764640831342
4890,15,11.571758060243624
4891,16,11.571751479655907
4892,17,11.57174489906819
4893,18,11.571738318480472
4894,19,11.571731737892755
4895,20,11.571725157305037
4896,21,11.57171857671732
4897,22,11.571711996129602
4898,23,11.571705415541885
4899,0,11.571698834954168
4900,1,11.57169225436645
4901,2,11.571685673778733
4902,3,11.571679093191015
4903,4,11.571672512603298
4904,5,11.57166593201558
4905,6,11.571659351427863
4906,7,11.571652770840146
4907,8,11.571646190252428
4908,9,11.571639609664711
4909,10,11.571633029076994
4910,11,11.571626448489276
4911,12,11.571619867901559
4912,13,11.571613287313841
4913,14,11.571606706726124
4914,15,11.571600126138406
4915,16,11.571593545550689
4916,17,11.571586964962972
4917,18,11.571580384375254
4918,19,11.571573803787537
4919,20,11.57156722319982
4920,21,11.571560642612102
4921,22,11.571554062024385
4922,23,11.571547481436667
4923,0,11.57154090084895
4924,1,11.571534320261232
4925,2,11.571527739673515
4926,3,11.571521159085798
4927,4,11.57151457849808
4928,5,11.571507997910363
4929,6,11.571501417322645
4930,7,11.571494836734928
4931,8,11.57148825614721
4932,9,11.571481675559493
4933,10,11.571475094971776
4934,11,11.571468514384058
4935,12,11.571461933796341
4936,13,11.571455353208624
4937,14,11.571448772620906
4938,15,11.571442192033189
4939,16,11.571435611445471
4940,17,11.571429030857754
4941,18,11.571422450270036
4942,19,11.571415869682319
4943,20,11.571409289094602
4944,21,11.571402708506884
4945,22,11.571396127919167
4946,23,11.57138954733145
4947,0,11.571382966743732
4948,1,11.571376386156015
4949,2,11.571369805568297
4950,3,11.57136322498058
4951,4,11.571356644392862
4952,5,11.571350063805145
4953,6,11.571343483217428
4954,7,11.57133690262971
4955,8,11.571330322041993
4956,9,11.571323741454275
4957,10,11.57131716086656
4958,11,11.571310580278842
4959,12,11.571303999691125
4960,13,11.571297419103407
4961,14,11.57129083851569
4962,15,11.571284257927973
4963,16,11.571277677340255
4964,17,11.571271096752538
4965,18,11.57126451616482
4966,19,11.571257935577103
4967,20,11.571251354989386
4968,21,11.571244774401668
4969,22,11.57123819381395
4970,23,11.571231613226233
4971,0,11.571225032638516
4972,1,11.571218452050799
4973,2,11.571211871463081
4974,3,11.571205290875364
4975,4,11.571198710287646
4976,5,11.571192129699929
4977,6,11.571185549112212
4978,7,11.571178968524494
4979,8,11.571172387936777
4980,9,11.57116580734906
4981,10,11.571159226761342
4982,11,11.571152646173624
4983,12,11.571146065585907
4984,13,11.57113948499819
4985,14,11.571132904410472
4986,15,11.571126323822755
4987,16,11.571119743235037
4988,17,11.57111316264732
4989,18,11.571106582059603
4990,19,11.571100001471885
4991,20,11.571093420884168
4992,21,11.57108684029645
4993,22,11.571080259708733
4994,23,11.571073679121016
4995,0,11.571067098533298
4996,1,11.57106051794558
4997,2,11.571053937357863
4998,3,11.571047356770146
4999,4,11.571040776182429
5000,5,11.571034195594711
5001,6,11.571027615006994
5002,7,11.571021034419276
5003,8,11.571014453831559
5004,9,11.571007873243842
5005,10,11.571001292656124
5006,11,11.570994712068407
5007,12,11.57098813148069
5008,13,11.570981550892972
5009,14,11.570974970305254
5010,15,11.570968389717537
5011,16,11.57096180912982
5012,17,11.570955228542102
5013,18,11.570948647954385
5014,19,11.570942067366667
5015,20,11.57093548677895
5016,21,11.570928906191233
5017,22,11.570922325603515
5018,23,11.570915745015798
5019,0,11.57090916442808
5020,1,11.570902583840363
5021,2,11.570896003252646
5022,3,11.570889422664928
5023,4,11.57088284207721
5024,5,11.570876261489493
5025,6,11.570869680901776
5026,7,11.570863100314059
5027,8,11.570856519726341
5028,9,11.570849939138624
5029,10,11.570843358550906
5030,11,11.570836777963189
5031,12,11.570830197375471
5032,13,11.570823616787754
5033,14,11.570817036200037
5034,15,11.57081045561232
5035,16,11.570803875024602
5036,17,11.570797294436884
5037,18,11.570790713849167
5038,19,11.57078413326145
5039,20,11.570777552673732
5040,21,11.570770972086015
5041,22,11.570764391498297
5042,23,11.57075781091058
5043,0,11.570751230322863
5044,1,11.570744649735145
5045,2,11.570738069147428
