casual,hr,Predicted Y
29,12,11.264750216432152
21,13,10.926832440166441
50,14,12.15178437912964
40,15,11.729387158797502
43,16,11.856106324897144
40,17,11.729387158797502
39,18,11.687147436764288
51,19,12.194024101162853
38,20,11.644907714731076
38,21,11.644907714731076
36,22,11.560428270664648
40,23,11.729387158797502
9,0,10.419955775767876
7,1,10.33547633170145
0,2,10.039798277468954
1,3,10.082037999502168
8,4,10.377716053734664
2,5,10.124277721535382
13,6,10.588914663900733
20,7,10.884592718133229
30,8,11.306989938465366
31,9,11.34922966049858
32,10,11.391469382531792
23,11,11.01131188423287
20,12,10.884592718133229
25,13,11.095791328299297
24,14,11.053551606266083
32,15,11.391469382531792
29,16,11.264750216432152
35,17,11.518188548631434
34,18,11.47594882659822
40,19,11.729387158797502
46,20,11.982825490996785
38,21,11.644907714731076
44,22,11.898346046930357
19,23,10.842352996100015
16,0,10.715633830000373
13,1,10.588914663900733
13,2,10.588914663900733
6,3,10.293236609668236
5,4,10.250996887635022
1,5,10.082037999502168
6,6,10.293236609668236
7,7,10.33547633170145
24,8,11.053551606266083
30,9,11.306989938465366
61,10,12.61642132149499
62,11,12.658661043528204
71,12,13.038818541827128
78,13,13.334496596059623
84,14,13.587934928258907
78,15,13.334496596059623
70,16,12.996578819793914
70,17,12.996578819793914
62,18,12.658661043528204
80,19,13.41897604012605
47,20,12.025065213029999
39,21,11.687147436764288
37,22,11.602667992697862
27,23,11.180270772365724
42,0,11.81386660286393
33,1,11.433709104565006
12,2,10.546674941867519
17,3,10.757873552033587
1,4,10.082037999502168
5,5,10.250996887635022
9,6,10.419955775767876
6,7,10.293236609668236
22,8,10.969072162199655
42,9,11.81386660286393
61,10,12.61642132149499
74,11,13.165537707926768
85,12,13.630174650292119
90,13,13.841373260458187
79,14,13.376736318092838
68,15,12.912099375727486
62,16,12.658661043528204
75,17,13.207777429959982
67,18,12.869859653694274
70,19,12.996578819793914
52,20,12.236263823196067
42,21,11.81386660286393
23,22,11.01131188423287
13,23,10.588914663900733
17,0,10.757873552033587
4,1,10.208757165601808
3,2,10.166517443568594
2,3,10.124277721535382
0,4,10.039798277468954
2,5,10.124277721535382
7,6,10.33547633170145
20,7,10.884592718133229
34,8,11.47594882659822
11,9,10.504435219834305
30,10,11.306989938465366
24,11,11.053551606266083
17,12,10.757873552033587
14,13,10.631154385933947
28,14,11.222510494398938
16,15,10.715633830000373
37,16,11.602667992697862
48,17,12.067304935063213
60,18,12.574181599461777
62,19,12.658661043528204
55,20,12.362982989295709
41,21,11.771626880830716
13,22,10.588914663900733
23,23,11.01131188423287
8,0,10.377716053734664
6,1,10.293236609668236
1,2,10.082037999502168
2,3,10.124277721535382
0,4,10.039798277468954
3,5,10.166517443568594
2,6,10.124277721535382
30,7,11.306989938465366
32,8,11.391469382531792
25,9,11.095791328299297
42,10,11.81386660286393
49,11,12.109544657096425
25,12,11.095791328299297
43,13,11.856106324897144
46,14,11.982825490996785
49,15,12.109544657096425
41,16,11.771626880830716
72,17,13.081058263860342
68,18,12.912099375727486
69,19,12.9543390977607
47,20,12.025065213029999
45,21,11.94058576896357
27,22,11.180270772365724
18,23,10.8001132740668
19,0,10.842352996100015
1,1,10.082037999502168
1,2,10.082037999502168
0,3,10.039798277468954
1,4,10.082037999502168
0,5,10.039798277468954
4,6,10.208757165601808
34,7,11.47594882659822
28,8,11.222510494398938
27,9,11.180270772365724
32,10,11.391469382531792
42,11,11.81386660286393
37,12,11.602667992697862
29,13,11.264750216432152
20,14,10.884592718133229
37,15,11.602667992697862
40,16,11.729387158797502
81,17,13.461215762159265
78,18,13.334496596059623
87,19,13.714654094358547
55,20,12.362982989295709
49,21,12.109544657096425
37,22,11.602667992697862
16,23,10.715633830000373
14,0,10.631154385933947
3,1,10.166517443568594
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
1,5,10.082037999502168
6,6,10.293236609668236
27,7,11.180270772365724
47,8,12.025065213029999
21,9,10.926832440166441
30,10,11.306989938465366
41,11,11.771626880830716
35,12,11.518188548631434
26,13,11.138031050332511
27,14,11.180270772365724
22,15,10.969072162199655
42,16,11.81386660286393
45,17,11.94058576896357
55,18,12.362982989295709
37,19,11.602667992697862
41,20,11.771626880830716
31,21,11.34922966049858
25,22,11.095791328299297
28,23,11.222510494398938
12,0,10.546674941867519
12,1,10.546674941867519
3,2,10.166517443568594
2,3,10.124277721535382
2,4,10.124277721535382
4,5,10.208757165601808
7,6,10.33547633170145
26,7,11.138031050332511
30,8,11.306989938465366
28,9,11.222510494398938
37,10,11.602667992697862
43,11,11.856106324897144
40,12,11.729387158797502
42,13,11.81386660286393
34,14,11.47594882659822
40,15,11.729387158797502
35,16,11.518188548631434
47,17,12.025065213029999
49,18,12.109544657096425
22,19,10.969072162199655
53,20,12.278503545229281
29,21,11.264750216432152
47,22,12.025065213029999
26,23,11.138031050332511
60,0,12.574181599461777
15,1,10.673394107967159
11,2,10.504435219834305
18,3,10.8001132740668
4,4,10.208757165601808
4,5,10.208757165601808
6,6,10.293236609668236
3,7,10.166517443568594
27,8,11.180270772365724
49,9,12.109544657096425
79,10,13.376736318092838
111,11,14.728407423155677
111,12,14.728407423155677
125,13,15.31976353162067
112,14,14.77064714518889
113,15,14.812886867222105
126,16,15.362003253653882
93,17,13.96809242655783
92,18,13.925852704524615
101,19,14.30601020282354
74,20,13.165537707926768
82,21,13.503455484192479
80,22,13.41897604012605
63,23,12.700900765561418
33,0,11.433709104565006
8,1,10.377716053734664
19,2,10.842352996100015
24,3,11.053551606266083
6,4,10.293236609668236
4,5,10.208757165601808
5,6,10.250996887635022
19,7,10.842352996100015
54,8,12.320743267262495
55,9,12.362982989295709
91,10,13.883612982491401
112,11,14.77064714518889
146,12,16.206797694318155
142,13,16.037838806185302
130,14,15.530962141786738
109,15,14.643927979089248
98,16,14.179291036723898
114,17,14.855126589255317
91,18,13.883612982491401
87,19,13.714654094358547
70,20,12.996578819793914
68,21,12.912099375727486
25,22,11.095791328299297
14,23,10.631154385933947
7,0,10.33547633170145
5,1,10.250996887635022
4,2,10.208757165601808
0,3,10.039798277468954
2,4,10.124277721535382
2,5,10.124277721535382
3,6,10.166517443568594
24,7,11.053551606266083
35,8,11.518188548631434
27,9,11.180270772365724
27,10,11.180270772365724
53,11,12.278503545229281
53,12,12.278503545229281
38,13,11.644907714731076
37,14,11.602667992697862
52,15,12.236263823196067
34,16,11.47594882659822
69,17,12.9543390977607
68,18,12.912099375727486
63,19,12.700900765561418
49,20,12.109544657096425
42,21,11.81386660286393
21,22,10.926832440166441
14,23,10.631154385933947
11,0,10.504435219834305
4,1,10.208757165601808
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
4,5,10.208757165601808
12,6,10.546674941867519
15,7,10.673394107967159
37,8,11.602667992697862
31,9,11.34922966049858
50,10,12.15178437912964
32,11,11.391469382531792
45,12,11.94058576896357
50,13,12.15178437912964
45,14,11.94058576896357
48,15,12.067304935063213
58,16,12.48970215539535
63,17,12.700900765561418
65,18,12.785380209627846
85,19,13.630174650292119
40,20,11.729387158797502
53,21,12.278503545229281
22,22,10.969072162199655
29,23,11.264750216432152
11,0,10.504435219834305
7,1,10.33547633170145
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
2,5,10.124277721535382
9,6,10.419955775767876
19,7,10.842352996100015
29,8,11.264750216432152
23,9,11.01131188423287
9,10,10.419955775767876
29,11,11.264750216432152
19,12,10.842352996100015
37,13,11.602667992697862
43,14,11.856106324897144
31,15,11.34922966049858
21,16,10.926832440166441
47,17,12.025065213029999
49,18,12.109544657096425
51,19,12.194024101162853
7,20,10.33547633170145
7,21,10.33547633170145
11,22,10.504435219834305
4,23,10.208757165601808
2,0,10.124277721535382
3,1,10.166517443568594
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
3,5,10.166517443568594
7,6,10.33547633170145
11,7,10.504435219834305
29,8,11.264750216432152
25,9,11.095791328299297
24,10,11.053551606266083
37,11,11.602667992697862
53,12,12.278503545229281
63,13,12.700900765561418
53,14,12.278503545229281
50,15,12.15178437912964
70,16,12.996578819793914
91,17,13.883612982491401
88,18,13.756893816391761
65,19,12.785380209627846
41,20,11.771626880830716
25,21,11.095791328299297
33,22,11.433709104565006
24,23,11.053551606266083
13,0,10.588914663900733
3,1,10.166517443568594
5,2,10.250996887635022
0,3,10.039798277468954
1,4,10.082037999502168
0,5,10.039798277468954
7,6,10.33547633170145
23,7,11.01131188423287
39,8,11.687147436764288
43,9,11.856106324897144
50,10,12.15178437912964
44,11,11.898346046930357
57,12,12.447462433362135
40,13,11.729387158797502
81,14,13.461215762159265
50,15,12.15178437912964
76,16,13.250017151993196
84,17,13.587934928258907
105,18,14.474969090956394
90,19,13.841373260458187
70,20,12.996578819793914
54,21,12.320743267262495
51,22,12.194024101162853
37,23,11.602667992697862
29,0,11.264750216432152
17,1,10.757873552033587
14,2,10.631154385933947
14,3,10.631154385933947
5,4,10.250996887635022
2,5,10.124277721535382
5,6,10.250996887635022
14,7,10.631154385933947
27,8,11.180270772365724
60,9,12.574181599461777
91,10,13.883612982491401
138,11,15.868879918052446
130,12,15.530962141786738
176,13,17.47398935531457
176,14,17.47398935531457
130,15,15.530962141786738
155,16,16.58695519261708
61,17,12.61642132149499
81,18,13.461215762159265
57,19,12.447462433362135
58,20,12.48970215539535
28,21,11.222510494398938
24,22,11.053551606266083
29,23,11.264750216432152
14,0,10.631154385933947
10,1,10.46219549780109
18,2,10.8001132740668
9,3,10.419955775767876
1,4,10.082037999502168
1,5,10.082037999502168
3,6,10.166517443568594
11,7,10.504435219834305
23,8,11.01131188423287
82,9,13.503455484192479
88,10,13.756893816391761
113,11,14.812886867222105
161,12,16.840393524816363
118,13,15.024085477388173
130,14,15.530962141786738
118,15,15.024085477388173
74,16,13.165537707926768
63,17,12.700900765561418
74,18,13.165537707926768
68,19,12.912099375727486
50,20,12.15178437912964
36,21,11.560428270664648
21,22,10.926832440166441
12,23,10.546674941867519
13,0,10.588914663900733
4,1,10.208757165601808
4,2,10.208757165601808
1,3,10.082037999502168
2,4,10.124277721535382
1,5,10.082037999502168
8,6,10.377716053734664
18,7,10.8001132740668
29,8,11.264750216432152
37,9,11.602667992697862
62,10,12.658661043528204
90,11,13.841373260458187
48,12,12.067304935063213
43,13,11.856106324897144
41,14,11.771626880830716
40,15,11.729387158797502
64,16,12.743140487594632
67,17,12.869859653694274
64,18,12.743140487594632
64,19,12.743140487594632
71,20,13.038818541827128
30,21,11.306989938465366
26,22,11.138031050332511
19,23,10.842352996100015
10,0,10.46219549780109
5,1,10.250996887635022
9,2,10.419955775767876
0,3,10.039798277468954
1,4,10.082037999502168
5,5,10.250996887635022
6,6,10.293236609668236
30,7,11.306989938465366
40,8,11.729387158797502
34,9,11.47594882659822
55,10,12.362982989295709
61,11,12.61642132149499
60,12,12.574181599461777
48,13,12.067304935063213
53,14,12.278503545229281
58,15,12.48970215539535
57,16,12.447462433362135
79,17,13.376736318092838
97,18,14.137051314690684
69,19,12.9543390977607
34,20,11.47594882659822
46,21,11.982825490996785
28,22,11.222510494398938
22,23,10.969072162199655
19,0,10.842352996100015
7,1,10.33547633170145
1,2,10.082037999502168
1,3,10.082037999502168
1,4,10.082037999502168
2,5,10.124277721535382
9,6,10.419955775767876
16,7,10.715633830000373
38,8,11.644907714731076
32,9,11.391469382531792
41,10,11.771626880830716
54,11,12.320743267262495
74,12,13.165537707926768
41,13,11.771626880830716
62,14,12.658661043528204
53,15,12.278503545229281
76,16,13.250017151993196
71,17,13.038818541827128
70,18,12.996578819793914
79,19,13.376736318092838
59,20,12.531941877428563
47,21,12.025065213029999
17,22,10.757873552033587
14,23,10.631154385933947
6,0,10.293236609668236
9,1,10.419955775767876
3,2,10.166517443568594
2,3,10.124277721535382
1,4,10.082037999502168
2,5,10.124277721535382
5,6,10.250996887635022
15,7,10.673394107967159
29,8,11.264750216432152
31,9,11.34922966049858
36,10,11.560428270664648
59,11,12.531941877428563
50,12,12.15178437912964
51,13,12.194024101162853
39,14,11.687147436764288
52,15,12.236263823196067
57,16,12.447462433362135
96,17,14.094811592657472
74,18,13.165537707926768
48,19,12.067304935063213
56,20,12.405222711328921
35,21,11.518188548631434
34,22,11.47594882659822
22,23,10.969072162199655
12,0,10.546674941867519
4,1,10.208757165601808
0,2,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
2,5,10.124277721535382
3,6,10.166517443568594
17,7,10.757873552033587
29,8,11.264750216432152
27,9,11.180270772365724
44,10,11.898346046930357
48,11,12.067304935063213
55,12,12.362982989295709
74,13,13.165537707926768
51,14,12.194024101162853
59,15,12.531941877428563
68,16,12.912099375727486
93,17,13.96809242655783
89,18,13.799133538424975
101,19,14.30601020282354
77,20,13.29225687402641
73,21,13.123297985893554
74,22,13.165537707926768
51,23,12.194024101162853
15,0,10.673394107967159
13,1,10.588914663900733
16,2,10.715633830000373
9,3,10.419955775767876
5,4,10.250996887635022
3,5,10.166517443568594
3,6,10.166517443568594
10,7,10.46219549780109
28,8,11.222510494398938
70,9,12.996578819793914
97,10,14.137051314690684
122,11,15.193044365521027
175,12,17.431749633281356
61,13,12.61642132149499
113,14,14.812886867222105
150,15,16.37575658245101
148,16,16.291277138384583
97,17,14.137051314690684
123,18,15.235284087554241
67,19,12.869859653694274
78,20,13.334496596059623
40,21,11.729387158797502
36,22,11.560428270664648
25,23,11.095791328299297
19,0,10.842352996100015
16,1,10.715633830000373
13,2,10.588914663900733
5,3,10.250996887635022
1,4,10.082037999502168
1,5,10.082037999502168
2,6,10.124277721535382
4,7,10.208757165601808
20,8,10.884592718133229
27,9,11.180270772365724
67,10,12.869859653694274
81,11,13.461215762159265
98,12,14.179291036723898
144,13,16.12231825025173
126,14,15.362003253653882
128,15,15.44648269772031
116,16,14.939606033321745
133,17,15.657681307886378
125,18,15.31976353162067
75,19,13.207777429959982
67,20,12.869859653694274
51,21,12.194024101162853
14,22,10.631154385933947
5,23,10.250996887635022
7,0,10.33547633170145
1,1,10.082037999502168
0,2,10.039798277468954
1,3,10.082037999502168
1,4,10.082037999502168
3,5,10.166517443568594
3,6,10.166517443568594
10,7,10.46219549780109
29,8,11.264750216432152
52,9,12.236263823196067
54,10,12.320743267262495
41,11,11.771626880830716
62,12,12.658661043528204
53,13,12.278503545229281
56,14,12.405222711328921
49,15,12.109544657096425
58,16,12.48970215539535
59,17,12.531941877428563
70,18,12.996578819793914
54,19,12.320743267262495
45,20,11.94058576896357
34,21,11.47594882659822
22,22,10.969072162199655
11,23,10.504435219834305
8,0,10.377716053734664
4,1,10.208757165601808
1,2,10.082037999502168
1,3,10.082037999502168
0,4,10.039798277468954
1,5,10.082037999502168
4,6,10.208757165601808
18,7,10.8001132740668
24,8,11.053551606266083
27,9,11.180270772365724
28,10,11.222510494398938
40,11,11.729387158797502
42,12,11.81386660286393
45,13,11.94058576896357
65,14,12.785380209627846
36,15,11.560428270664648
55,16,12.362982989295709
75,17,13.207777429959982
54,18,12.320743267262495
56,19,12.405222711328921
48,20,12.067304935063213
38,21,11.644907714731076
31,22,11.34922966049858
20,23,10.884592718133229
8,0,10.377716053734664
2,1,10.124277721535382
0,2,10.039798277468954
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
4,6,10.208757165601808
12,7,10.546674941867519
35,8,11.518188548631434
31,9,11.34922966049858
27,10,11.180270772365724
20,11,10.884592718133229
26,12,11.138031050332511
38,13,11.644907714731076
54,14,12.320743267262495
42,15,11.81386660286393
62,16,12.658661043528204
46,17,11.982825490996785
86,18,13.672414372325333
50,19,12.15178437912964
37,20,11.602667992697862
38,21,11.644907714731076
29,22,11.264750216432152
20,23,10.884592718133229
18,0,10.8001132740668
13,1,10.588914663900733
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
0,5,10.039798277468954
6,6,10.293236609668236
19,7,10.842352996100015
27,8,11.180270772365724
42,9,11.81386660286393
37,10,11.602667992697862
44,11,11.898346046930357
34,12,11.47594882659822
33,13,11.433709104565006
67,14,12.869859653694274
56,15,12.405222711328921
49,16,12.109544657096425
44,17,11.898346046930357
48,18,12.067304935063213
26,19,11.138031050332511
24,20,11.053551606266083
12,21,10.546674941867519
18,22,10.8001132740668
20,23,10.884592718133229
9,0,10.419955775767876
1,1,10.082037999502168
0,2,10.039798277468954
2,3,10.124277721535382
1,4,10.082037999502168
1,5,10.082037999502168
2,6,10.124277721535382
12,7,10.546674941867519
30,8,11.306989938465366
31,9,11.34922966049858
57,10,12.447462433362135
45,11,11.94058576896357
54,12,12.320743267262495
63,13,12.700900765561418
78,14,13.334496596059623
66,15,12.82761993166106
66,16,12.82761993166106
85,17,13.630174650292119
88,18,13.756893816391761
33,19,11.433709104565006
12,20,10.546674941867519
18,21,10.8001132740668
25,22,11.095791328299297
18,23,10.8001132740668
21,0,10.926832440166441
12,1,10.546674941867519
10,2,10.46219549780109
9,3,10.419955775767876
1,4,10.082037999502168
0,5,10.039798277468954
6,6,10.293236609668236
8,7,10.377716053734664
27,8,11.180270772365724
51,9,12.194024101162853
114,10,14.855126589255317
115,11,14.89736631128853
156,12,16.62919491465029
158,13,16.713674358716723
147,14,16.24903741635137
175,15,17.431749633281356
151,16,16.417996304484227
180,17,17.64294824344742
169,18,17.178311301082072
109,19,14.643927979089248
78,20,13.334496596059623
81,21,13.461215762159265
77,22,13.29225687402641
59,23,12.531941877428563
6,0,10.293236609668236
17,1,10.757873552033587
13,2,10.588914663900733
25,3,11.095791328299297
1,4,10.082037999502168
0,5,10.039798277468954
4,6,10.208757165601808
12,7,10.546674941867519
30,8,11.306989938465366
80,9,13.41897604012605
97,10,14.137051314690684
132,11,15.615441585853166
135,12,15.742160751952806
94,13,14.010332148591043
78,14,13.334496596059623
17,15,10.757873552033587
97,16,14.137051314690684
91,17,13.883612982491401
96,18,14.094811592657472
81,19,13.461215762159265
41,20,11.771626880830716
45,21,11.94058576896357
37,22,11.602667992697862
20,23,10.884592718133229
18,0,10.8001132740668
8,1,10.377716053734664
2,2,10.124277721535382
0,3,10.039798277468954
2,4,10.124277721535382
1,5,10.082037999502168
6,6,10.293236609668236
11,7,10.504435219834305
20,8,10.884592718133229
36,9,11.560428270664648
36,10,11.560428270664648
46,11,11.982825490996785
54,12,12.320743267262495
47,13,12.025065213029999
88,14,13.756893816391761
72,15,13.081058263860342
66,16,12.82761993166106
82,17,13.503455484192479
72,18,13.081058263860342
66,19,12.82761993166106
21,20,10.926832440166441
28,21,11.222510494398938
32,22,11.391469382531792
19,23,10.842352996100015
13,0,10.588914663900733
6,1,10.293236609668236
2,2,10.124277721535382
2,3,10.124277721535382
0,4,10.039798277468954
1,5,10.082037999502168
3,6,10.166517443568594
11,7,10.504435219834305
43,8,11.856106324897144
34,9,11.47594882659822
56,10,12.405222711328921
62,11,12.658661043528204
60,12,12.574181599461777
70,13,12.996578819793914
149,14,16.3335168604178
178,15,17.558468799380996
133,16,15.657681307886378
133,17,15.657681307886378
98,18,14.179291036723898
70,19,12.996578819793914
54,20,12.320743267262495
38,21,11.644907714731076
46,22,11.982825490996785
19,23,10.842352996100015
9,0,10.419955775767876
7,1,10.33547633170145
2,2,10.124277721535382
0,3,10.039798277468954
0,4,10.039798277468954
1,5,10.082037999502168
3,6,10.166517443568594
11,7,10.504435219834305
32,8,11.391469382531792
44,9,11.898346046930357
51,10,12.194024101162853
57,11,12.447462433362135
60,12,12.574181599461777
56,13,12.405222711328921
77,14,13.29225687402641
63,15,12.700900765561418
49,16,12.109544657096425
83,17,13.545695206225693
102,18,14.348249924856752
93,19,13.96809242655783
45,20,11.94058576896357
47,21,12.025065213029999
41,22,11.771626880830716
16,23,10.715633830000373
11,0,10.504435219834305
4,1,10.208757165601808
3,2,10.166517443568594
2,3,10.124277721535382
1,4,10.082037999502168
1,5,10.082037999502168
1,6,10.082037999502168
17,7,10.757873552033587
23,8,11.01131188423287
21,9,10.926832440166441
37,10,11.602667992697862
39,11,11.687147436764288
9,12,10.419955775767876
7,13,10.33547633170145
27,14,11.180270772365724
28,15,11.222510494398938
16,16,10.715633830000373
28,17,11.222510494398938
31,18,11.34922966049858
31,19,11.34922966049858
33,20,11.433709104565006
29,21,11.264750216432152
21,22,10.926832440166441
15,23,10.673394107967159
9,0,10.419955775767876
10,1,10.46219549780109
4,2,10.208757165601808
3,3,10.166517443568594
2,4,10.124277721535382
3,5,10.166517443568594
5,6,10.250996887635022
3,7,10.166517443568594
17,8,10.757873552033587
39,9,11.687147436764288
34,10,11.47594882659822
63,11,12.700900765561418
70,12,12.996578819793914
72,13,13.081058263860342
55,14,12.362982989295709
53,15,12.278503545229281
50,16,12.15178437912964
56,17,12.405222711328921
40,18,11.729387158797502
55,19,12.362982989295709
39,20,11.687147436764288
38,21,11.644907714731076
26,22,11.138031050332511
22,23,10.969072162199655
33,0,11.433709104565006
13,1,10.588914663900733
18,2,10.8001132740668
8,3,10.377716053734664
1,4,10.082037999502168
1,5,10.082037999502168
3,6,10.166517443568594
2,7,10.124277721535382
14,8,10.631154385933947
28,9,11.222510494398938
51,10,12.194024101162853
15,11,10.673394107967159
11,12,10.504435219834305
10,13,10.46219549780109
4,14,10.208757165601808
2,15,10.124277721535382
10,16,10.46219549780109
2,17,10.124277721535382
0,7,10.039798277468954
2,8,10.124277721535382
7,9,10.33547633170145
27,10,11.180270772365724
59,11,12.531941877428563
88,12,13.756893816391761
129,13,15.488722419753524
157,14,16.671434636683507
155,15,16.58695519261708
196,16,18.31878379597884
145,17,16.164557972284943
145,18,16.164557972284943
140,19,15.953359362118874
64,20,12.743140487594632
60,21,12.574181599461777
25,22,11.095791328299297
16,23,10.715633830000373
13,0,10.588914663900733
5,1,10.250996887635022
8,2,10.377716053734664
1,3,10.082037999502168
0,4,10.039798277468954
0,5,10.039798277468954
3,6,10.166517443568594
11,7,10.504435219834305
20,8,10.884592718133229
22,9,10.969072162199655
42,10,11.81386660286393
38,11,11.644907714731076
48,12,12.067304935063213
48,13,12.067304935063213
55,14,12.362982989295709
56,15,12.405222711328921
56,16,12.405222711328921
67,17,12.869859653694274
60,18,12.574181599461777
50,19,12.15178437912964
50,20,12.15178437912964
34,21,11.47594882659822
23,22,11.01131188423287
19,23,10.842352996100015
10,0,10.46219549780109
6,1,10.293236609668236
2,2,10.124277721535382
2,3,10.124277721535382
0,4,10.039798277468954
1,5,10.082037999502168
4,6,10.208757165601808
19,7,10.842352996100015
34,8,11.47594882659822
38,9,11.644907714731076
28,10,11.222510494398938
60,11,12.574181599461777
65,12,12.785380209627846
59,13,12.531941877428563
58,14,12.48970215539535
34,15,11.47594882659822
42,16,11.81386660286393
62,17,12.658661043528204
60,18,12.574181599461777
68,19,12.912099375727486
39,20,11.687147436764288
43,21,11.856106324897144
22,22,10.969072162199655
19,23,10.842352996100015
8,0,10.377716053734664
2,1,10.124277721535382
1,2,10.082037999502168
2,3,10.124277721535382
0,4,10.039798277468954
2,5,10.124277721535382
4,6,10.208757165601808
12,7,10.546674941867519
27,8,11.180270772365724
27,9,11.180270772365724
33,10,11.433709104565006
28,11,11.222510494398938
68,12,12.912099375727486
39,13,11.687147436764288
48,14,12.067304935063213
34,15,11.47594882659822
46,16,11.982825490996785
83,17,13.545695206225693
70,18,12.996578819793914
53,19,12.278503545229281
30,20,11.306989938465366
27,21,11.180270772365724
20,22,10.884592718133229
24,23,11.053551606266083
18,0,10.8001132740668
7,1,10.33547633170145
14,2,10.631154385933947
7,3,10.33547633170145
0,4,10.039798277468954
1,5,10.082037999502168
2,6,10.124277721535382
7,7,10.33547633170145
31,8,11.34922966049858
29,9,11.264750216432152
46,10,11.982825490996785
51,11,12.194024101162853
64,12,12.743140487594632
50,13,12.15178437912964
54,14,12.320743267262495
39,15,11.687147436764288
55,16,12.362982989295709
61,17,12.61642132149499
69,18,12.9543390977607
79,19,13.376736318092838
33,20,11.433709104565006
17,21,10.757873552033587
34,22,11.47594882659822
15,23,10.673394107967159
6,0,10.293236609668236
4,1,10.208757165601808
9,2,10.419955775767876
4,3,10.208757165601808
2,4,10.124277721535382
0,5,10.039798277468954
3,6,10.166517443568594
6,7,10.293236609668236
22,8,10.969072162199655
30,9,11.306989938465366
34,10,11.47594882659822
51,11,12.194024101162853
82,12,13.503455484192479
72,13,13.081058263860342
75,14,13.207777429959982
69,15,12.9543390977607
82,16,13.503455484192479
78,17,13.334496596059623
50,18,12.15178437912964
67,19,12.869859653694274
38,20,11.644907714731076
28,21,11.222510494398938
33,22,11.433709104565006
30,23,11.306989938465366
22,0,10.969072162199655
17,1,10.757873552033587
15,2,10.673394107967159
17,3,10.757873552033587
3,4,10.166517443568594
3,5,10.166517443568594
4,6,10.208757165601808
5,7,10.250996887635022
24,8,11.053551606266083
83,9,13.545695206225693
90,10,13.841373260458187
66,11,12.82761993166106
97,12,14.137051314690684
153,13,16.50247574855065
204,14,18.65670157224455
187,15,17.938626297679917
186,16,17.896386575646705
170,17,17.220551023115284
160,18,16.798153802783148
147,19,16.24903741635137
99,20,14.221530758757112
71,21,13.038818541827128
66,22,12.82761993166106
46,23,11.982825490996785
33,0,11.433709104565006
37,1,11.602667992697862
17,2,10.757873552033587
20,3,10.884592718133229
0,4,10.039798277468954
1,5,10.082037999502168
0,6,10.039798277468954
10,7,10.46219549780109
21,8,10.926832440166441
87,9,13.714654094358547
150,10,16.37575658245101
174,11,17.38950991124814
214,12,19.079098792576687
245,13,20.388530175606313
205,14,18.698941294277766
218,15,19.248057680709543
196,16,18.31878379597884
204,17,18.65670157224455
187,18,17.938626297679917
178,19,17.558468799380996
104,20,14.43272936892318
104,21,14.43272936892318
70,22,12.996578819793914
46,23,11.982825490996785
31,0,11.34922966049858
19,1,10.842352996100015
17,2,10.757873552033587
4,3,10.208757165601808
3,4,10.166517443568594
2,5,10.124277721535382
6,6,10.293236609668236
11,7,10.504435219834305
45,8,11.94058576896357
63,9,12.700900765561418
107,10,14.55944853502282
101,11,14.30601020282354
141,12,15.995599084152088
154,13,16.544715470583867
145,14,16.164557972284943
111,15,14.728407423155677
92,16,13.925852704524615
37,17,11.602667992697862
31,18,11.34922966049858
52,19,12.236263823196067
26,20,11.138031050332511
20,21,10.884592718133229
15,22,10.673394107967159
3,23,10.166517443568594
1,0,10.082037999502168
0,2,10.039798277468954
1,3,10.082037999502168
1,4,10.082037999502168
1,5,10.082037999502168
0,6,10.039798277468954
6,7,10.293236609668236
15,8,10.673394107967159
18,9,10.8001132740668
16,10,10.715633830000373
11,11,10.504435219834305
16,12,10.715633830000373
5,13,10.250996887635022
3,14,10.166517443568594
18,15,10.8001132740668
11,16,10.504435219834305
15,17,10.673394107967159
22,18,10.969072162199655
12,19,10.546674941867519
13,20,10.588914663900733
12,21,10.546674941867519
5,22,10.250996887635022
2,23,10.124277721535382
1,0,10.082037999502168
2,1,10.124277721535382
2,2,10.124277721535382
1,3,10.082037999502168
0,4,10.039798277468954
1,5,10.082037999502168
1,6,10.082037999502168
3,7,10.166517443568594
9,8,10.419955775767876
14,9,10.631154385933947
3,10,10.166517443568594
1,11,10.082037999502168
1,12,10.082037999502168
2,13,10.124277721535382
1,14,10.082037999502168
3,15,10.166517443568594
7,16,10.33547633170145
21,17,10.926832440166441
18,18,10.8001132740668
14,19,10.631154385933947
3,20,10.166517443568594
4,21,10.208757165601808
3,22,10.166517443568594
3,23,10.166517443568594
3,0,10.166517443568594
0,1,10.039798277468954
0,3,10.039798277468954
0,4,10.039798277468954
1,5,10.082037999502168
1,6,10.082037999502168
7,7,10.33547633170145
7,8,10.33547633170145
4,9,10.208757165601808
8,10,10.377716053734664
16,11,10.715633830000373
17,12,10.757873552033587
14,13,10.631154385933947
15,14,10.673394107967159
24,15,11.053551606266083
