hr,instant,Predicted Y
20,4487,8660.713196651657
21,4488,8657.248634539119
22,4489,8653.78407242658
23,4490,8650.319510314042
0,4491,8730.004438902419
1,4492,8726.53987678988
2,4493,8723.075314677342
3,4494,8719.610752564804
4,4495,8716.146190452266
5,4496,8712.68162833973
6,4497,8709.217066227191
7,4498,8705.752504114653
8,4499,8702.287942002115
9,4500,8698.823379889576
10,4501,8695.358817777038
11,4502,8691.8942556645
12,4503,8688.429693551961
13,4504,8684.965131439423
14,4505,8681.500569326885
15,4506,8678.036007214349
16,4507,8674.57144510181
17,4508,8671.106882989272
18,4509,8667.642320876734
19,4510,8664.177758764195
20,4511,8660.713196651657
21,4512,8657.248634539119
22,4513,8653.78407242658
23,4514,8650.319510314042
0,4515,8730.004438902419
1,4516,8726.53987678988
2,4517,8723.075314677342
3,4518,8719.610752564804
4,4519,8716.146190452266
5,4520,8712.68162833973
6,4521,8709.217066227191
7,4522,8705.752504114653
8,4523,8702.287942002115
9,4524,8698.823379889576
10,4525,8695.358817777038
11,4526,8691.8942556645
12,4527,8688.429693551961
13,4528,8684.965131439423
14,4529,8681.500569326885
15,4530,8678.036007214349
16,4531,8674.57144510181
17,4532,8671.106882989272
18,4533,8667.642320876734
19,4534,8664.177758764195
20,4535,8660.713196651657
21,4536,8657.248634539119
22,4537,8653.78407242658
23,4538,8650.319510314042
0,4539,8730.004438902419
1,4540,8726.53987678988
2,4541,8723.075314677342
3,4542,8719.610752564804
4,4543,8716.146190452266
5,4544,8712.68162833973
6,4545,8709.217066227191
7,4546,8705.752504114653
8,4547,8702.287942002115
9,4548,8698.823379889576
10,4549,8695.358817777038
11,4550,8691.8942556645
12,4551,8688.429693551961
13,4552,8684.965131439423
14,4553,8681.500569326885
15,4554,8678.036007214349
16,4555,8674.57144510181
17,4556,8671.106882989272
18,4557,8667.642320876734
19,4558,8664.177758764195
20,4559,8660.713196651657
21,4560,8657.248634539119
22,4561,8653.78407242658
23,4562,8650.319510314042
0,4563,8730.004438902419
1,4564,8726.53987678988
2,4565,8723.075314677342
3,4566,8719.610752564804
4,4567,8716.146190452266
5,4568,8712.68162833973
6,4569,8709.217066227191
7,4570,8705.752504114653
8,4571,8702.287942002115
9,4572,8698.823379889576
10,4573,8695.358817777038
11,4574,8691.8942556645
12,4575,8688.429693551961
13,4576,8684.965131439423
14,4577,8681.500569326885
15,4578,8678.036007214349
16,4579,8674.57144510181
17,4580,8671.106882989272
18,4581,8667.642320876734
19,4582,8664.177758764195
20,4583,8660.713196651657
21,4584,8657.248634539119
22,4585,8653.78407242658
23,4586,8650.319510314042
0,4587,8730.004438902419
1,4588,8726.53987678988
2,4589,8723.075314677342
3,4590,8719.610752564804
4,4591,8716.146190452266
5,4592,8712.68162833973
6,4593,8709.217066227191
7,4594,8705.752504114653
8,4595,8702.287942002115
9,4596,8698.823379889576
10,4597,8695.358817777038
11,4598,8691.8942556645
12,4599,8688.429693551961
13,4600,8684.965131439423
14,4601,8681.500569326885
15,4602,8678.036007214349
16,4603,8674.57144510181
17,4604,8671.106882989272
18,4605,8667.642320876734
19,4606,8664.177758764195
20,4607,8660.713196651657
21,4608,8657.248634539119
22,4609,8653.78407242658
23,4610,8650.319510314042
0,4611,8730.004438902419
1,4612,8726.53987678988
2,4613,8723.075314677342
3,4614,8719.610752564804
4,4615,8716.146190452266
5,4616,8712.68162833973
6,4617,8709.217066227191
7,4618,8705.752504114653
8,4619,8702.287942002115
9,4620,8698.823379889576
10,4621,8695.358817777038
11,4622,8691.8942556645
12,4623,8688.429693551961
13,4624,8684.965131439423
14,4625,8681.500569326885
15,4626,8678.036007214349
16,4627,8674.57144510181
17,4628,8671.106882989272
18,4629,8667.642320876734
19,4630,8664.177758764195
20,4631,8660.713196651657
21,4632,8657.248634539119
22,4633,8653.78407242658
23,4634,8650.319510314042
0,4635,8730.004438902419
1,4636,8726.53987678988
2,4637,8723.075314677342
3,4638,8719.610752564804
4,4639,8716.146190452266
5,4640,8712.68162833973
6,4641,8709.217066227191
7,4642,8705.752504114653
8,4643,8702.287942002115
9,4644,8698.823379889576
10,4645,8695.358817777038
11,4646,8691.8942556645
12,4647,8688.429693551961
13,4648,8684.965131439423
14,4649,8681.500569326885
15,4650,8678.036007214349
16,4651,8674.57144510181
17,4652,8671.106882989272
18,4653,8667.642320876734
19,4654,8664.177758764195
20,4655,8660.713196651657
21,4656,8657.248634539119
22,4657,8653.78407242658
23,4658,8650.319510314042
0,4659,8730.004438902419
1,4660,8726.53987678988
2,4661,8723.075314677342
3,4662,8719.610752564804
4,4663,8716.146190452266
5,4664,8712.68162833973
6,4665,8709.217066227191
7,4666,8705.752504114653
8,4667,8702.287942002115
9,4668,8698.823379889576
10,4669,8695.358817777038
11,4670,8691.8942556645
12,4671,8688.429693551961
13,4672,8684.965131439423
14,4673,8681.500569326885
15,4674,8678.036007214349
16,4675,8674.57144510181
17,4676,8671.106882989272
18,4677,8667.642320876734
19,4678,8664.177758764195
20,4679,8660.713196651657
21,4680,8657.248634539119
22,4681,8653.78407242658
23,4682,8650.319510314042
0,4683,8730.004438902419
1,4684,8726.53987678988
2,4685,8723.075314677342
3,4686,8719.610752564804
4,4687,8716.146190452266
5,4688,8712.68162833973
6,4689,8709.217066227191
7,4690,8705.752504114653
8,4691,8702.287942002115
9,4692,8698.823379889576
10,4693,8695.358817777038
11,4694,8691.8942556645
12,4695,8688.429693551961
13,4696,8684.965131439423
14,4697,8681.500569326885
15,4698,8678.036007214349
16,4699,8674.57144510181
17,4700,8671.106882989272
18,4701,8667.642320876734
19,4702,8664.177758764195
20,4703,8660.713196651657
21,4704,8657.248634539119
22,4705,8653.78407242658
23,4706,8650.319510314042
0,4707,8730.004438902419
1,4708,8726.53987678988
2,4709,8723.075314677342
3,4710,8719.610752564804
4,4711,8716.146190452266
5,4712,8712.68162833973
6,4713,8709.217066227191
7,4714,8705.752504114653
8,4715,8702.287942002115
9,4716,8698.823379889576
10,4717,8695.358817777038
11,4718,8691.8942556645
12,4719,8688.429693551961
13,4720,8684.965131439423
14,4721,8681.500569326885
15,4722,8678.036007214349
16,4723,8674.57144510181
17,4724,8671.106882989272
18,4725,8667.642320876734
19,4726,8664.177758764195
20,4727,8660.713196651657
21,4728,8657.248634539119
22,4729,8653.78407242658
23,4730,8650.319510314042
0,4731,8730.004438902419
1,4732,8726.53987678988
2,4733,8723.075314677342
3,4734,8719.610752564804
4,4735,8716.146190452266
5,4736,8712.68162833973
6,4737,8709.217066227191
7,4738,8705.752504114653
8,4739,8702.287942002115
9,4740,8698.823379889576
10,4741,8695.358817777038
11,4742,8691.8942556645
12,4743,8688.429693551961
13,4744,8684.965131439423
14,4745,8681.500569326885
15,4746,8678.036007214349
16,4747,8674.57144510181
17,4748,8671.106882989272
18,4749,8667.642320876734
19,4750,8664.177758764195
20,4751,8660.713196651657
21,4752,8657.248634539119
22,4753,8653.78407242658
23,4754,8650.319510314042
0,4755,8730.004438902419
1,4756,8726.53987678988
2,4757,8723.075314677342
3,4758,8719.610752564804
4,4759,8716.146190452266
5,4760,8712.68162833973
6,4761,8709.217066227191
7,4762,8705.752504114653
8,4763,8702.287942002115
9,4764,8698.823379889576
10,4765,8695.358817777038
11,4766,8691.8942556645
12,4767,8688.429693551961
13,4768,8684.965131439423
14,4769,8681.500569326885
15,4770,8678.036007214349
16,4771,8674.57144510181
17,4772,8671.106882989272
18,4773,8667.642320876734
19,4774,8664.177758764195
20,4775,8660.713196651657
21,4776,8657.248634539119
22,4777,8653.78407242658
23,4778,8650.319510314042
0,4779,8730.004438902419
1,4780,8726.53987678988
2,4781,8723.075314677342
3,4782,8719.610752564804
4,4783,8716.146190452266
5,4784,8712.68162833973
6,4785,8709.217066227191
7,4786,8705.752504114653
8,4787,8702.287942002115
9,4788,8698.823379889576
10,4789,8695.358817777038
11,4790,8691.8942556645
12,4791,8688.429693551961
13,4792,8684.965131439423
14,4793,8681.500569326885
15,4794,8678.036007214349
16,4795,8674.57144510181
17,4796,8671.106882989272
18,4797,8667.642320876734
19,4798,8664.177758764195
20,4799,8660.713196651657
21,4800,8657.248634539119
22,4801,8653.78407242658
23,4802,8650.319510314042
0,4803,8730.004438902419
1,4804,8726.53987678988
2,4805,8723.075314677342
3,4806,8719.610752564804
4,4807,8716.146190452266
5,4808,8712.68162833973
6,4809,8709.217066227191
7,4810,8705.752504114653
8,4811,8702.287942002115
9,4812,8698.823379889576
10,4813,8695.358817777038
11,4814,8691.8942556645
12,4815,8688.429693551961
13,4816,8684.965131439423
14,4817,8681.500569326885
15,4818,8678.036007214349
16,4819,8674.57144510181
17,4820,8671.106882989272
18,4821,8667.642320876734
19,4822,8664.177758764195
20,4823,8660.713196651657
21,4824,8657.248634539119
22,4825,8653.78407242658
23,4826,8650.319510314042
0,4827,8730.004438902419
1,4828,8726.53987678988
2,4829,8723.075314677342
3,4830,8719.610752564804
4,4831,8716.146190452266
5,4832,8712.68162833973
6,4833,8709.217066227191
7,4834,8705.752504114653
8,4835,8702.287942002115
9,4836,8698.823379889576
10,4837,8695.358817777038
11,4838,8691.8942556645
12,4839,8688.429693551961
13,4840,8684.965131439423
14,4841,8681.500569326885
15,4842,8678.036007214349
16,4843,8674.57144510181
17,4844,8671.106882989272
18,4845,8667.642320876734
19,4846,8664.177758764195
20,4847,8660.713196651657
21,4848,8657.248634539119
22,4849,8653.78407242658
23,4850,8650.319510314042
0,4851,8730.004438902419
1,4852,8726.53987678988
2,4853,8723.075314677342
3,4854,8719.610752564804
4,4855,8716.146190452266
5,4856,8712.68162833973
6,4857,8709.217066227191
7,4858,8705.752504114653
8,4859,8702.287942002115
9,4860,8698.823379889576
10,4861,8695.358817777038
11,4862,8691.8942556645
12,4863,8688.429693551961
13,4864,8684.965131439423
14,4865,8681.500569326885
15,4866,8678.036007214349
16,4867,8674.57144510181
17,4868,8671.106882989272
18,4869,8667.642320876734
19,4870,8664.177758764195
20,4871,8660.713196651657
21,4872,8657.248634539119
22,4873,8653.78407242658
23,4874,8650.319510314042
0,4875,8730.004438902419
1,4876,8726.53987678988
2,4877,8723.075314677342
3,4878,8719.610752564804
4,4879,8716.146190452266
5,4880,8712.68162833973
6,4881,8709.217066227191
7,4882,8705.752504114653
8,4883,8702.287942002115
9,4884,8698.823379889576
10,4885,8695.358817777038
11,4886,8691.8942556645
12,4887,8688.429693551961
13,4888,8684.965131439423
14,4889,8681.500569326885
15,4890,8678.036007214349
16,4891,8674.57144510181
17,4892,8671.106882989272
18,4893,8667.642320876734
19,4894,8664.177758764195
20,4895,8660.713196651657
21,4896,8657.248634539119
22,4897,8653.78407242658
23,4898,8650.319510314042
0,4899,8730.004438902419
1,4900,8726.53987678988
2,4901,8723.075314677342
3,4902,8719.610752564804
4,4903,8716.146190452266
5,4904,8712.68162833973
6,4905,8709.217066227191
7,4906,8705.752504114653
8,4907,8702.287942002115
9,4908,8698.823379889576
10,4909,8695.358817777038
11,4910,8691.8942556645
12,4911,8688.429693551961
13,4912,8684.965131439423
14,4913,8681.500569326885
15,4914,8678.036007214349
16,4915,8674.57144510181
17,4916,8671.106882989272
18,4917,8667.642320876734
19,4918,8664.177758764195
20,4919,8660.713196651657
21,4920,8657.248634539119
22,4921,8653.78407242658
23,4922,8650.319510314042
0,4923,8730.004438902419
1,4924,8726.53987678988
2,4925,8723.075314677342
3,4926,8719.610752564804
4,4927,8716.146190452266
5,4928,8712.68162833973
6,4929,8709.217066227191
7,4930,8705.752504114653
8,4931,8702.287942002115
9,4932,8698.823379889576
10,4933,8695.358817777038
11,4934,8691.8942556645
12,4935,8688.429693551961
13,4936,8684.965131439423
14,4937,8681.500569326885
15,4938,8678.036007214349
16,4939,8674.57144510181
17,4940,8671.106882989272
18,4941,8667.642320876734
19,4942,8664.177758764195
20,4943,8660.713196651657
21,4944,8657.248634539119
22,4945,8653.78407242658
23,4946,8650.319510314042
0,4947,8730.004438902419
1,4948,8726.53987678988
2,4949,8723.075314677342
3,4950,8719.610752564804
4,4951,8716.146190452266
5,4952,8712.68162833973
6,4953,8709.217066227191
7,4954,8705.752504114653
8,4955,8702.287942002115
9,4956,8698.823379889576
10,4957,8695.358817777038
11,4958,8691.8942556645
12,4959,8688.429693551961
13,4960,8684.965131439423
14,4961,8681.500569326885
15,4962,8678.036007214349
16,4963,8674.57144510181
17,4964,8671.106882989272
18,4965,8667.642320876734
19,4966,8664.177758764195
20,4967,8660.713196651657
21,4968,8657.248634539119
22,4969,8653.78407242658
23,4970,8650.319510314042
0,4971,8730.004438902419
1,4972,8726.53987678988
2,4973,8723.075314677342
3,4974,8719.610752564804
4,4975,8716.146190452266
5,4976,8712.68162833973
6,4977,8709.217066227191
7,4978,8705.752504114653
8,4979,8702.287942002115
9,4980,8698.823379889576
10,4981,8695.358817777038
11,4982,8691.8942556645
12,4983,8688.429693551961
13,4984,8684.965131439423
14,4985,8681.500569326885
15,4986,8678.036007214349
16,4987,8674.57144510181
17,4988,8671.106882989272
18,4989,8667.642320876734
19,4990,8664.177758764195
20,4991,8660.713196651657
21,4992,8657.248634539119
22,4993,8653.78407242658
23,4994,8650.319510314042
0,4995,8730.004438902419
1,4996,8726.53987678988
2,4997,8723.075314677342
3,4998,8719.610752564804
4,4999,8716.146190452266
5,5000,8712.68162833973
6,5001,8709.217066227191
7,5002,8705.752504114653
8,5003,8702.287942002115
9,5004,8698.823379889576
10,5005,8695.358817777038
11,5006,8691.8942556645
12,5007,8688.429693551961
13,5008,8684.965131439423
14,5009,8681.500569326885
15,5010,8678.036007214349
16,5011,8674.57144510181
17,5012,8671.106882989272
18,5013,8667.642320876734
19,5014,8664.177758764195
20,5015,8660.713196651657
21,5016,8657.248634539119
22,5017,8653.78407242658
23,5018,8650.319510314042
0,5019,8730.004438902419
1,5020,8726.53987678988
2,5021,8723.075314677342
3,5022,8719.610752564804
4,5023,8716.146190452266
5,5024,8712.68162833973
6,5025,8709.217066227191
7,5026,8705.752504114653
8,5027,8702.287942002115
9,5028,8698.823379889576
10,5029,8695.358817777038
11,5030,8691.8942556645
12,5031,8688.429693551961
13,5032,8684.965131439423
14,5033,8681.500569326885
15,5034,8678.036007214349
16,5035,8674.57144510181
17,5036,8671.106882989272
18,5037,8667.642320876734
19,5038,8664.177758764195
20,5039,8660.713196651657
21,5040,8657.248634539119
22,5041,8653.78407242658
23,5042,8650.319510314042
0,5043,8730.004438902419
1,5044,8726.53987678988
2,5045,8723.075314677342
3,5046,8719.610752564804
4,5047,8716.146190452266
5,5048,8712.68162833973
6,5049,8709.217066227191
7,5050,8705.752504114653
8,5051,8702.287942002115
9,5052,8698.823379889576
10,5053,8695.358817777038
11,5054,8691.8942556645
12,5055,8688.429693551961
13,5056,8684.965131439423
14,5057,8681.500569326885
15,5058,8678.036007214349
16,5059,8674.57144510181
17,5060,8671.106882989272
18,5061,8667.642320876734
19,5062,8664.177758764195
20,5063,8660.713196651657
21,5064,8657.248634539119
22,5065,8653.78407242658
23,5066,8650.319510314042
0,5067,8730.004438902419
1,5068,8726.53987678988
2,5069,8723.075314677342
3,5070,8719.610752564804
4,5071,8716.146190452266
5,5072,8712.68162833973
6,5073,8709.217066227191
7,5074,8705.752504114653
8,5075,8702.287942002115
9,5076,8698.823379889576
10,5077,8695.358817777038
11,5078,8691.8942556645
12,5079,8688.429693551961
13,5080,8684.965131439423
14,5081,8681.500569326885
15,5082,8678.036007214349
16,5083,8674.57144510181
17,5084,8671.106882989272
18,5085,8667.642320876734
19,5086,8664.177758764195
20,5087,8660.713196651657
21,5088,8657.248634539119
22,5089,8653.78407242658
23,5090,8650.319510314042
0,5091,8730.004438902419
1,5092,8726.53987678988
2,5093,8723.075314677342
3,5094,8719.610752564804
4,5095,8716.146190452266
5,5096,8712.68162833973
6,5097,8709.217066227191
7,5098,8705.752504114653
8,5099,8702.287942002115
9,5100,8698.823379889576
10,5101,8695.358817777038
11,5102,8691.8942556645
12,5103,8688.429693551961
13,5104,8684.965131439423
14,5105,8681.500569326885
15,5106,8678.036007214349
16,5107,8674.57144510181
17,5108,8671.106882989272
18,5109,8667.642320876734
19,5110,8664.177758764195
20,5111,8660.713196651657
21,5112,8657.248634539119
22,5113,8653.78407242658
23,5114,8650.319510314042
0,5115,8730.004438902419
1,5116,8726.53987678988
2,5117,8723.075314677342
3,5118,8719.610752564804
4,5119,8716.146190452266
5,5120,8712.68162833973
6,5121,8709.217066227191
7,5122,8705.752504114653
8,5123,8702.287942002115
9,5124,8698.823379889576
10,5125,8695.358817777038
11,5126,8691.8942556645
12,5127,8688.429693551961
13,5128,8684.965131439423
14,5129,8681.500569326885
15,5130,8678.036007214349
16,5131,8674.57144510181
17,5132,8671.106882989272
18,5133,8667.642320876734
19,5134,8664.177758764195
20,5135,8660.713196651657
21,5136,8657.248634539119
22,5137,8653.78407242658
23,5138,8650.319510314042
0,5139,8730.004438902419
1,5140,8726.53987678988
2,5141,8723.075314677342
3,5142,8719.610752564804
4,5143,8716.146190452266
5,5144,8712.68162833973
6,5145,8709.217066227191
7,5146,8705.752504114653
8,5147,8702.287942002115
9,5148,8698.823379889576
10,5149,8695.358817777038
11,5150,8691.8942556645
12,5151,8688.429693551961
13,5152,8684.965131439423
14,5153,8681.500569326885
15,5154,8678.036007214349
16,5155,8674.57144510181
17,5156,8671.106882989272
18,5157,8667.642320876734
19,5158,8664.177758764195
20,5159,8660.713196651657
21,5160,8657.248634539119
22,5161,8653.78407242658
23,5162,8650.319510314042
0,5163,8730.004438902419
1,5164,8726.53987678988
2,5165,8723.075314677342
3,5166,8719.610752564804
4,5167,8716.146190452266
5,5168,8712.68162833973
6,5169,8709.217066227191
7,5170,8705.752504114653
8,5171,8702.287942002115
9,5172,8698.823379889576
10,5173,8695.358817777038
11,5174,8691.8942556645
12,5175,8688.429693551961
13,5176,8684.965131439423
14,5177,8681.500569326885
15,5178,8678.036007214349
16,5179,8674.57144510181
17,5180,8671.106882989272
18,5181,8667.642320876734
19,5182,8664.177758764195
20,5183,8660.713196651657
21,5184,8657.248634539119
22,5185,8653.78407242658
23,5186,8650.319510314042
0,5187,8730.004438902419
1,5188,8726.53987678988
2,5189,8723.075314677342
3,5190,8719.610752564804
4,5191,8716.146190452266
5,5192,8712.68162833973
6,5193,8709.217066227191
7,5194,8705.752504114653
8,5195,8702.287942002115
9,5196,8698.823379889576
10,5197,8695.358817777038
11,5198,8691.8942556645
12,5199,8688.429693551961
13,5200,8684.965131439423
14,5201,8681.500569326885
15,5202,8678.036007214349
16,5203,8674.57144510181
17,5204,8671.106882989272
18,5205,8667.642320876734
19,5206,8664.177758764195
20,5207,8660.713196651657
21,5208,8657.248634539119
22,5209,8653.78407242658
23,5210,8650.319510314042
0,5211,8730.004438902419
1,5212,8726.53987678988
2,5213,8723.075314677342
3,5214,8719.610752564804
4,5215,8716.146190452266
5,5216,8712.68162833973
6,5217,8709.217066227191
7,5218,8705.752504114653
8,5219,8702.287942002115
9,5220,8698.823379889576
10,5221,8695.358817777038
11,5222,8691.8942556645
12,5223,8688.429693551961
13,5224,8684.965131439423
14,5225,8681.500569326885
15,5226,8678.036007214349
16,5227,8674.57144510181
17,5228,8671.106882989272
18,5229,8667.642320876734
19,5230,8664.177758764195
20,5231,8660.713196651657
21,5232,8657.248634539119
22,5233,8653.78407242658
23,5234,8650.319510314042
0,5235,8730.004438902419
1,5236,8726.53987678988
2,5237,8723.075314677342
3,5238,8719.610752564804
4,5239,8716.146190452266
5,5240,8712.68162833973
6,5241,8709.217066227191
7,5242,8705.752504114653
8,5243,8702.287942002115
9,5244,8698.823379889576
10,5245,8695.358817777038
11,5246,8691.8942556645
12,5247,8688.429693551961
13,5248,8684.965131439423
14,5249,8681.500569326885
15,5250,8678.036007214349
16,5251,8674.57144510181
17,5252,8671.106882989272
18,5253,8667.642320876734
19,5254,8664.177758764195
20,5255,8660.713196651657
21,5256,8657.248634539119
22,5257,8653.78407242658
23,5258,8650.319510314042
0,5259,8730.004438902419
1,5260,8726.53987678988
2,5261,8723.075314677342
3,5262,8719.610752564804
4,5263,8716.146190452266
5,5264,8712.68162833973
6,5265,8709.217066227191
7,5266,8705.752504114653
8,5267,8702.287942002115
9,5268,8698.823379889576
10,5269,8695.358817777038
11,5270,8691.8942556645
12,5271,8688.429693551961
13,5272,8684.965131439423
14,5273,8681.500569326885
15,5274,8678.036007214349
16,5275,8674.57144510181
17,5276,8671.106882989272
18,5277,8667.642320876734
19,5278,8664.177758764195
20,5279,8660.713196651657
21,5280,8657.248634539119
22,5281,8653.78407242658
23,5282,8650.319510314042
0,5283,8730.004438902419
1,5284,8726.53987678988
2,5285,8723.075314677342
3,5286,8719.610752564804
4,5287,8716.146190452266
5,5288,8712.68162833973
6,5289,8709.217066227191
7,5290,8705.752504114653
8,5291,8702.287942002115
9,5292,8698.823379889576
10,5293,8695.358817777038
11,5294,8691.8942556645
12,5295,8688.429693551961
13,5296,8684.965131439423
14,5297,8681.500569326885
15,5298,8678.036007214349
16,5299,8674.57144510181
17,5300,8671.106882989272
18,5301,8667.642320876734
19,5302,8664.177758764195
20,5303,8660.713196651657
21,5304,8657.248634539119
22,5305,8653.78407242658
23,5306,8650.319510314042
0,5307,8730.004438902419
1,5308,8726.53987678988
2,5309,8723.075314677342
3,5310,8719.610752564804
4,5311,8716.146190452266
5,5312,8712.68162833973
6,5313,8709.217066227191
7,5314,8705.752504114653
8,5315,8702.287942002115
9,5316,8698.823379889576
10,5317,8695.358817777038
11,5318,8691.8942556645
12,5319,8688.429693551961
13,5320,8684.965131439423
14,5321,8681.500569326885
15,5322,8678.036007214349
16,5323,8674.57144510181
17,5324,8671.106882989272
18,5325,8667.642320876734
19,5326,8664.177758764195
20,5327,8660.713196651657
21,5328,8657.248634539119
22,5329,8653.78407242658
23,5330,8650.319510314042
0,5331,8730.004438902419
1,5332,8726.53987678988
2,5333,8723.075314677342
3,5334,8719.610752564804
4,5335,8716.146190452266
5,5336,8712.68162833973
6,5337,8709.217066227191
7,5338,8705.752504114653
8,5339,8702.287942002115
9,5340,8698.823379889576
10,5341,8695.358817777038
11,5342,8691.8942556645
12,5343,8688.429693551961
13,5344,8684.965131439423
14,5345,8681.500569326885
15,5346,8678.036007214349
16,5347,8674.57144510181
17,5348,8671.106882989272
18,5349,8667.642320876734
19,5350,8664.177758764195
20,5351,8660.713196651657
21,5352,8657.248634539119
22,5353,8653.78407242658
23,5354,8650.319510314042
0,5355,8730.004438902419
1,5356,8726.53987678988
2,5357,8723.075314677342
3,5358,8719.610752564804
4,5359,8716.146190452266
5,5360,8712.68162833973
6,5361,8709.217066227191
7,5362,8705.752504114653
8,5363,8702.287942002115
9,5364,8698.823379889576
10,5365,8695.358817777038
11,5366,8691.8942556645
12,5367,8688.429693551961
13,5368,8684.965131439423
14,5369,8681.500569326885
15,5370,8678.036007214349
16,5371,8674.57144510181
17,5372,8671.106882989272
18,5373,8667.642320876734
19,5374,8664.177758764195
20,5375,8660.713196651657
21,5376,8657.248634539119
22,5377,8653.78407242658
23,5378,8650.319510314042
0,5379,8730.004438902419
1,5380,8726.53987678988
2,5381,8723.075314677342
3,5382,8719.610752564804
4,5383,8716.146190452266
5,5384,8712.68162833973
6,5385,8709.217066227191
7,5386,8705.752504114653
8,5387,8702.287942002115
9,5388,8698.823379889576
10,5389,8695.358817777038
11,5390,8691.8942556645
12,5391,8688.429693551961
13,5392,8684.965131439423
14,5393,8681.500569326885
15,5394,8678.036007214349
16,5395,8674.57144510181
17,5396,8671.106882989272
18,5397,8667.642320876734
19,5398,8664.177758764195
20,5399,8660.713196651657
21,5400,8657.248634539119
22,5401,8653.78407242658
23,5402,8650.319510314042
0,5403,8730.004438902419
1,5404,8726.53987678988
2,5405,8723.075314677342
3,5406,8719.610752564804
4,5407,8716.146190452266
5,5408,8712.68162833973
6,5409,8709.217066227191
7,5410,8705.752504114653
8,5411,8702.287942002115
9,5412,8698.823379889576
10,5413,8695.358817777038
11,5414,8691.8942556645
12,5415,8688.429693551961
13,5416,8684.965131439423
14,5417,8681.500569326885
15,5418,8678.036007214349
16,5419,8674.57144510181
17,5420,8671.106882989272
18,5421,8667.642320876734
19,5422,8664.177758764195
20,5423,8660.713196651657
21,5424,8657.248634539119
22,5425,8653.78407242658
23,5426,8650.319510314042
0,5427,8730.004438902419
1,5428,8726.53987678988
2,5429,8723.075314677342
3,5430,8719.610752564804
4,5431,8716.146190452266
5,5432,8712.68162833973
6,5433,8709.217066227191
7,5434,8705.752504114653
8,5435,8702.287942002115
9,5436,8698.823379889576
10,5437,8695.358817777038
11,5438,8691.8942556645
12,5439,8688.429693551961
13,5440,8684.965131439423
14,5441,8681.500569326885
15,5442,8678.036007214349
16,5443,8674.57144510181
17,5444,8671.106882989272
18,5445,8667.642320876734
19,5446,8664.177758764195
20,5447,8660.713196651657
21,5448,8657.248634539119
22,5449,8653.78407242658
23,5450,8650.319510314042
0,5451,8730.004438902419
1,5452,8726.53987678988
2,5453,8723.075314677342
3,5454,8719.610752564804
4,5455,8716.146190452266
5,5456,8712.68162833973
6,5457,8709.217066227191
7,5458,8705.752504114653
8,5459,8702.287942002115
9,5460,8698.823379889576
10,5461,8695.358817777038
11,5462,8691.8942556645
12,5463,8688.429693551961
13,5464,8684.965131439423
14,5465,8681.500569326885
15,5466,8678.036007214349
16,5467,8674.57144510181
17,5468,8671.106882989272
18,5469,8667.642320876734
19,5470,8664.177758764195
20,5471,8660.713196651657
21,5472,8657.248634539119
22,5473,8653.78407242658
23,5474,8650.319510314042
0,5475,8730.004438902419
1,5476,8726.53987678988
2,5477,8723.075314677342
3,5478,8719.610752564804
4,5479,8716.146190452266
5,5480,8712.68162833973
6,5481,8709.217066227191
7,5482,8705.752504114653
8,5483,8702.287942002115
9,5484,8698.823379889576
10,5485,8695.358817777038
11,5486,8691.8942556645
12,5487,8688.429693551961
13,5488,8684.965131439423
14,5489,8681.500569326885
15,5490,8678.036007214349
16,5491,8674.57144510181
17,5492,8671.106882989272
18,5493,8667.642320876734
19,5494,8664.177758764195
20,5495,8660.713196651657
21,5496,8657.248634539119
22,5497,8653.78407242658
23,5498,8650.319510314042
0,5499,8730.004438902419
1,5500,8726.53987678988
2,5501,8723.075314677342
3,5502,8719.610752564804
4,5503,8716.146190452266
5,5504,8712.68162833973
6,5505,8709.217066227191
7,5506,8705.752504114653
8,5507,8702.287942002115
9,5508,8698.823379889576
10,5509,8695.358817777038
11,5510,8691.8942556645
12,5511,8688.429693551961
13,5512,8684.965131439423
14,5513,8681.500569326885
15,5514,8678.036007214349
16,5515,8674.57144510181
17,5516,8671.106882989272
18,5517,8667.642320876734
19,5518,8664.177758764195
20,5519,8660.713196651657
21,5520,8657.248634539119
22,5521,8653.78407242658
23,5522,8650.319510314042
0,5523,8730.004438902419
1,5524,8726.53987678988
2,5525,8723.075314677342
3,5526,8719.610752564804
4,5527,8716.146190452266
5,5528,8712.68162833973
6,5529,8709.217066227191
7,5530,8705.752504114653
8,5531,8702.287942002115
9,5532,8698.823379889576
10,5533,8695.358817777038
11,5534,8691.8942556645
12,5535,8688.429693551961
13,5536,8684.965131439423
14,5537,8681.500569326885
15,5538,8678.036007214349
16,5539,8674.57144510181
17,5540,8671.106882989272
18,5541,8667.642320876734
19,5542,8664.177758764195
20,5543,8660.713196651657
21,5544,8657.248634539119
22,5545,8653.78407242658
23,5546,8650.319510314042
0,5547,8730.004438902419
1,5548,8726.53987678988
2,5549,8723.075314677342
3,5550,8719.610752564804
4,5551,8716.146190452266
5,5552,8712.68162833973
6,5553,8709.217066227191
7,5554,8705.752504114653
8,5555,8702.287942002115
9,5556,8698.823379889576
10,5557,8695.358817777038
11,5558,8691.8942556645
12,5559,8688.429693551961
13,5560,8684.965131439423
14,5561,8681.500569326885
