instant,hum,Predicted Y
2353,0.94,0.6248950821455078
2354,0.94,0.6248954504202843
2355,1.0,0.6248958186950607
2356,1.0,0.6248961869698372
2357,1.0,0.6248965552446136
2358,0.94,0.6248969235193901
2359,0.94,0.6248972917941665
2360,0.94,0.624897660068943
2361,0.94,0.6248980283437194
2362,1.0,0.6248983966184959
2363,0.94,0.6248987648932723
2364,0.94,0.6248991331680488
2365,0.87,0.6248995014428252
2366,0.82,0.6248998697176017
2367,0.82,0.6249002379923781
2368,0.77,0.6249006062671546
2369,0.77,0.624900974541931
2370,0.72,0.6249013428167075
2371,0.67,0.624901711091484
2372,0.67,0.6249020793662604
2373,0.62,0.6249024476410369
2374,0.62,0.6249028159158133
2375,0.62,0.6249031841905898
2376,0.67,0.6249035524653662
2377,0.67,0.6249039207401427
2378,0.71,0.6249042890149191
2379,0.76,0.6249046572896956
2380,0.76,0.624905025564472
2381,0.76,0.6249053938392485
2382,0.81,0.6249057621140249
2383,0.76,0.6249061303888014
2384,0.76,0.6249064986635778
2385,0.76,0.6249068669383543
2386,0.66,0.6249072352131307
2387,0.58,0.6249076034879072
2388,0.51,0.6249079717626836
2389,0.51,0.6249083400374601
2390,0.45,0.6249087083122365
2391,0.42,0.624909076587013
2392,0.37,0.6249094448617895
2393,0.35,0.6249098131365659
2394,0.31,0.6249101814113424
2395,0.26,0.6249105496861188
2396,0.28,0.6249109179608953
2397,0.3,0.6249112862356717
2398,0.32,0.6249116545104482
2399,0.51,0.6249120227852246
2400,0.63,0.6249123910600011
2401,0.55,0.6249127593347775
2402,0.59,0.624913127609554
2403,0.67,0.6249134958843304
2404,0.62,0.6249138641591069
2405,0.76,0.6249142324338833
2406,0.76,0.6249146007086598
2407,0.82,0.6249149689834362
2408,0.81,0.6249153372582127
2409,0.81,0.6249157055329891
2410,0.71,0.6249160738077656
2411,0.62,0.624916442082542
2412,0.55,0.6249168103573185
2413,0.55,0.624917178632095
2414,0.55,0.6249175469068714
2415,0.55,0.6249179151816479
2416,0.52,0.6249182834564243
2417,0.52,0.6249186517312008
2418,0.52,0.6249190200059772
2419,0.55,0.6249193882807537
2420,0.63,0.6249197565555301
2421,0.67,0.6249201248303066
2422,0.77,0.624920493105083
2423,0.76,0.6249208613798595
2424,0.76,0.6249212296546359
2425,0.82,0.6249215979294124
2426,0.81,0.6249219662041888
2427,0.81,0.6249223344789653
2428,0.87,0.6249227027537417
2429,0.87,0.6249230710285182
2430,0.87,0.6249234393032946
2431,0.87,0.6249238075780711
2432,0.87,0.6249241758528475
2433,0.82,0.624924544127624
2434,0.82,0.6249249124024004
2435,0.87,0.6249252806771769
2436,1.0,0.6249256489519533
2437,0.94,0.6249260172267298
2438,0.94,0.6249263855015063
2439,0.88,0.6249267537762827
2440,0.94,0.6249271220510592
2441,0.83,0.6249274903258356
2442,0.83,0.6249278586006121
2443,0.88,0.6249282268753885
2444,0.88,0.624928595150165
2445,0.94,0.6249289634249414
2446,0.94,0.6249293316997179
2447,0.94,0.6249296999744943
2448,0.94,0.6249300682492708
2449,1.0,0.6249304365240472
2450,0.77,0.6249308047988237
2451,0.77,0.6249311730736001
2452,0.67,0.6249315413483766
2453,0.62,0.624931909623153
2454,0.66,0.6249322778979295
2455,0.76,0.6249326461727059
2456,0.71,0.6249330144474824
2457,0.66,0.6249333827222588
2458,0.5,0.6249337509970353
2459,0.46,0.6249341192718117
2460,0.43,0.6249344875465882
2461,0.44,0.6249348558213647
2462,0.41,0.6249352240961411
2463,0.38,0.6249355923709176
2464,0.34,0.624935960645694
2465,0.34,0.6249363289204705
2466,0.32,0.6249366971952469
2467,0.3,0.6249370654700234
2468,0.3,0.6249374337447998
2469,0.3,0.6249378020195763
2470,0.3,0.6249381702943527
2471,0.36,0.6249385385691292
2472,0.42,0.6249389068439056
2473,0.39,0.6249392751186821
2474,0.67,0.6249396433934585
2475,0.47,0.624940011668235
2476,0.47,0.6249403799430114
2477,0.67,0.6249407482177879
2478,0.62,0.6249411164925643
2479,0.87,0.6249414847673408
2480,0.76,0.6249418530421172
2481,0.82,0.6249422213168937
2482,0.63,0.6249425895916702
2483,0.63,0.6249429578664466
2484,0.55,0.624943326141223
2485,0.55,0.6249436944159995
2486,0.52,0.624944062690776
2487,0.49,0.6249444309655524
2488,0.49,0.6249447992403289
2489,0.49,0.6249451675151053
2490,0.43,0.6249455357898818
2491,0.46,0.6249459040646582
2492,0.49,0.6249462723394347
2493,0.31,0.6249466406142111
2494,0.46,0.6249470088889876
2495,0.33,0.624947377163764
2496,0.37,0.6249477454385405
2497,0.55,0.6249481137133169
2498,0.59,0.6249484819880934
2499,0.55,0.6249488502628698
2500,0.63,0.6249492185376463
2501,0.67,0.6249495868124227
2502,0.63,0.6249499550871992
2503,0.67,0.6249503233619756
2504,0.72,0.6249506916367521
2505,0.67,0.6249510599115286
2506,0.55,0.624951428186305
2507,0.68,0.6249517964610815
2508,0.63,0.6249521647358579
2509,0.72,0.6249525330106344
2510,0.68,0.6249529012854108
2511,0.64,0.6249532695601873
2512,0.68,0.6249536378349637
2513,0.64,0.6249540061097402
2514,0.65,0.6249543743845166
2515,0.52,0.6249547426592931
2516,0.6,0.6249551109340695
2517,0.64,0.624955479208846
2518,0.72,0.6249558474836224
2519,0.72,0.6249562157583989
2520,0.72,0.6249565840331753
2521,0.77,0.6249569523079518
2522,0.88,0.6249573205827282
2523,0.88,0.6249576888575047
2524,0.94,0.6249580571322811
2525,0.94,0.6249584254070576
2526,0.94,0.624958793681834
2527,1.0,0.6249591619566105
2528,0.94,0.624959530231387
2529,0.94,0.6249598985061634
2530,0.94,0.6249602667809399
2531,0.69,0.6249606350557162
2532,0.61,0.6249610033304926
2533,0.69,0.6249613716052691
2534,0.69,0.6249617398800456
2535,0.48,0.624962108154822
2536,0.48,0.6249624764295985
2537,0.4,0.6249628447043749
2538,0.35,0.6249632129791514
2539,0.35,0.6249635812539278
2540,0.37,0.6249639495287043
2541,0.3,0.6249643178034807
2542,0.32,0.6249646860782572
2543,0.32,0.6249650543530336
2544,0.36,0.6249654226278101
2545,0.41,0.6249657909025865
2546,0.4,0.624966159177363
2547,0.43,0.6249665274521394
2548,0.45,0.6249668957269159
2549,0.42,0.6249672640016923
2550,0.51,0.6249676322764688
2551,0.54,0.6249680005512452
2552,0.54,0.6249683688260217
2553,0.58,0.6249687371007981
2554,0.47,0.6249691053755746
2555,0.5,0.624969473650351
2556,0.47,0.6249698419251275
2557,0.44,0.624970210199904
2558,0.41,0.6249705784746804
2559,0.38,0.6249709467494569
2560,0.33,0.6249713150242333
2561,0.34,0.6249716832990098
2562,0.29,0.6249720515737862
2563,0.27,0.6249724198485627
2564,0.29,0.6249727881233391
2565,0.25,0.6249731563981156
2566,0.28,0.624973524672892
2567,0.3,0.6249738929476685
2568,0.47,0.6249742612224449
2569,0.38,0.6249746294972214
2570,0.43,0.6249749977719978
2571,0.62,0.6249753660467743
2572,0.53,0.6249757343215507
2573,0.53,0.6249761025963272
2574,0.53,0.6249764708711036
2575,0.53,0.6249768391458801
2576,0.53,0.6249772074206565
2577,0.53,0.624977575695433
2578,0.53,0.6249779439702094
2579,0.53,0.6249783122449859
2580,0.61,0.6249786805197624
2581,0.62,0.6249790487945388
2582,0.66,0.6249794170693153
2583,0.76,0.6249797853440917
2584,0.87,0.6249801536188682
2585,0.87,0.6249805218936446
2586,0.87,0.6249808901684211
2587,0.87,0.6249812584431975
2588,0.93,0.624981626717974
2589,0.93,0.6249819949927504
2590,0.93,0.6249823632675269
2591,0.87,0.6249827315423033
2592,0.93,0.6249830998170798
2593,1.0,0.6249834680918562
2594,0.93,0.6249838363666327
2595,1.0,0.6249842046414091
2596,1.0,0.6249845729161856
2597,1.0,0.624984941190962
2598,1.0,0.6249853094657385
2599,1.0,0.6249856777405149
2600,1.0,0.6249860460152914
2601,1.0,0.6249864142900678
2602,1.0,0.6249867825648443
2603,1.0,0.6249871508396208
2604,0.94,0.6249875191143972
2605,0.88,0.6249878873891737
2606,0.88,0.6249882556639501
2607,0.83,0.6249886239387266
2608,0.83,0.624988992213503
2609,0.78,0.6249893604882795
2610,0.73,0.6249897287630559
2611,0.73,0.6249900970378324
2612,0.73,0.6249904653126088
2613,0.78,0.6249908335873853
2614,0.83,0.6249912018621617
2615,0.88,0.6249915701369382
2616,0.83,0.6249919384117146
2617,0.78,0.6249923066864911
2618,0.88,0.6249926749612675
2619,0.83,0.624993043236044
2620,0.88,0.6249934115108204
2621,0.88,0.6249937797855969
2622,0.94,0.6249941480603733
2623,0.94,0.6249945163351498
2624,0.94,0.6249948846099262
2625,1.0,0.6249952528847027
2626,1.0,0.6249956211594792
2627,0.94,0.6249959894342556
2628,0.88,0.6249963577090321
2629,0.78,0.6249967259838085
2630,0.65,0.624997094258585
2631,0.65,0.6249974625333614
2632,0.58,0.6249978308081379
2633,0.54,0.6249981990829143
2634,0.61,0.6249985673576908
2635,0.48,0.6249989356324672
2636,0.65,0.6249993039072437
2637,0.69,0.6249996721820201
2638,0.83,0.6250000404567966
2639,0.83,0.625000408731573
2640,0.94,0.6250007770063495
2641,1.0,0.6250011452811259
2642,1.0,0.6250015135559024
2643,1.0,0.6250018818306788
2644,1.0,0.6250022501054553
2645,1.0,0.6250026183802317
2646,1.0,0.6250029866550082
2647,1.0,0.6250033549297846
2648,1.0,0.6250037232045611
2649,1.0,0.6250040914793376
2650,1.0,0.625004459754114
2651,0.88,0.6250048280288905
2652,0.83,0.6250051963036669
2653,0.73,0.6250055645784434
2654,0.73,0.6250059328532198
2655,0.74,0.6250063011279963
2656,0.65,0.6250066694027727
2657,0.54,0.6250070376775492
2658,0.51,0.6250074059523256
2659,0.54,0.6250077742271021
2660,0.54,0.6250081425018785
2661,0.57,0.625008510776655
2662,0.57,0.6250088790514314
2663,0.61,0.6250092473262079
2664,0.69,0.6250096156009843
2665,0.73,0.6250099838757608
2666,0.78,0.6250103521505372
2667,0.69,0.6250107204253137
2668,0.73,0.6250110887000901
2669,0.83,0.6250114569748666
2670,0.88,0.625011825249643
2671,0.83,0.6250121935244195
2672,0.88,0.625012561799196
2673,0.88,0.6250129300739724
2674,0.83,0.6250132983487489
2675,0.83,0.6250136666235253
2676,0.73,0.6250140348983018
2677,0.69,0.6250144031730782
2678,0.65,0.6250147714478547
2679,0.61,0.6250151397226311
2680,0.51,0.6250155079974076
2681,0.58,0.625015876272184
2682,0.61,0.6250162445469605
2683,0.58,0.6250166128217369
2684,0.61,0.6250169810965134
2685,0.65,0.6250173493712898
2686,0.73,0.6250177176460663
2687,0.73,0.6250180859208427
2688,0.78,0.6250184541956192
2689,0.83,0.6250188224703956
2690,0.83,0.6250191907451721
2691,0.83,0.6250195590199485
2692,0.83,0.625019927294725
2693,0.88,0.6250202955695014
2694,0.88,0.6250206638442779
2695,0.94,0.6250210321190544
2696,0.94,0.6250214003938308
2697,0.94,0.6250217686686073
2698,0.88,0.6250221369433837
2699,0.88,0.6250225052181602
2700,0.88,0.6250228734929366
2701,0.83,0.6250232417677131
2702,0.78,0.6250236100424895
2703,0.78,0.625023978317266
2704,0.78,0.6250243465920424
2705,0.74,0.6250247148668189
2706,0.65,0.6250250831415953
2707,0.7,0.6250254514163718
2708,0.83,0.6250258196911482
2709,0.83,0.6250261879659247
2710,0.78,0.6250265562407011
2711,0.83,0.6250269245154776
2712,0.88,0.625027292790254
2713,0.88,0.6250276610650305
2714,0.88,0.625028029339807
2715,0.78,0.6250283976145834
2716,0.83,0.6250287658893598
2717,0.83,0.6250291341641363
2718,0.78,0.6250295024389128
2719,0.83,0.6250298707136892
2720,0.83,0.6250302389884657
2721,0.78,0.6250306072632421
2722,0.78,0.6250309755380186
2723,0.78,0.625031343812795
2724,0.88,0.6250317120875715
2725,0.88,0.6250320803623479
2726,0.83,0.6250324486371244
2727,0.78,0.6250328169119008
2728,0.83,0.6250331851866773
2729,0.83,0.6250335534614537
2730,0.69,0.6250339217362302
2731,0.78,0.6250342900110066
2732,0.47,0.6250346582857831
2733,0.47,0.6250350265605595
2734,0.43,0.625035394835336
2735,0.43,0.6250357631101124
2736,0.46,0.6250361313848889
2737,0.45,0.6250364996596653
2738,0.39,0.6250368679344418
2739,0.39,0.6250372362092182
2740,0.45,0.6250376044839947
2741,0.63,0.6250379727587712
2742,0.59,0.6250383410335476
2743,0.51,0.6250387093083241
2744,0.47,0.6250390775831005
2745,0.45,0.625039445857877
2746,0.42,0.6250398141326534
2747,0.39,0.6250401824074299
2748,0.39,0.6250405506822063
2749,0.4,0.6250409189569828
2750,0.38,0.6250412872317592
2751,0.37,0.6250416555065356
2752,0.37,0.625042023781312
2753,0.35,0.6250423920560885
2754,0.4,0.6250427603308649
2755,0.42,0.6250431286056414
2756,0.45,0.6250434968804178
2757,0.48,0.6250438651551943
2758,0.55,0.6250442334299707
2759,0.48,0.6250446017047472
2760,0.51,0.6250449699795236
2761,0.58,0.6250453382543001
2762,0.54,0.6250457065290765
2763,0.54,0.625046074803853
2764,0.54,0.6250464430786294
2765,0.54,0.6250468113534059
2766,0.54,0.6250471796281823
2767,0.54,0.6250475479029588
2768,0.54,0.6250479161777353
2769,0.58,0.6250482844525117
2770,0.54,0.6250486527272882
2771,0.54,0.6250490210020646
2772,0.51,0.6250493892768411
2773,0.44,0.6250497575516175
2774,0.42,0.625050125826394
2775,0.42,0.6250504941011704
2776,0.39,0.6250508623759469
2777,0.39,0.6250512306507233
2778,0.37,0.6250515989254998
2779,0.37,0.6250519672002762
2780,0.43,0.6250523354750527
2781,0.43,0.6250527037498291
2782,0.43,0.6250530720246056
2783,0.62,0.625053440299382
2784,0.62,0.6250538085741585
2785,0.67,0.6250541768489349
2786,0.67,0.6250545451237114
2787,0.67,0.6250549133984878
2788,0.69,0.6250552816732643
2789,0.77,0.6250556499480407
2790,0.82,0.6250560182228172
2791,0.76,0.6250563864975937
2792,0.82,0.6250567547723701
2793,0.82,0.6250571230471466
2794,0.77,0.625057491321923
2795,0.77,0.6250578595966995
2796,0.72,0.6250582278714759
2797,0.63,0.6250585961462524
2798,0.82,0.6250589644210288
2799,0.77,0.6250593326958053
2800,0.63,0.6250597009705817
2801,0.68,0.6250600692453582
2802,0.72,0.6250604375201346
2803,0.72,0.6250608057949111
2804,0.82,0.6250611740696875
2805,0.82,0.625061542344464
2806,0.84,0.6250619106192404
2807,0.82,0.6250622788940169
2808,0.82,0.6250626471687933
2809,0.82,0.6250630154435698
2810,0.77,0.6250633837183462
2811,0.72,0.6250637519931227
2812,0.72,0.6250641202678991
2813,0.77,0.6250644885426756
2814,0.77,0.625064856817452
2815,0.77,0.6250652250922285
2816,0.77,0.625065593367005
2817,0.88,0.6250659616417814
2818,0.82,0.6250663299165579
2819,0.77,0.6250666981913343
2820,0.77,0.6250670664661108
2821,0.77,0.6250674347408872
2822,0.73,0.6250678030156637
2823,0.69,0.6250681712904401
2824,0.69,0.6250685395652166
2825,0.69,0.625068907839993
2826,0.61,0.6250692761147695
2827,0.61,0.6250696443895459
2828,0.65,0.6250700126643224
2829,0.65,0.6250703809390988
2830,0.69,0.6250707492138753
2831,0.69,0.6250711174886517
2832,0.73,0.6250714857634282
2833,0.73,0.6250718540382046
2834,0.83,0.6250722223129811
2835,0.83,0.6250725905877575
2836,0.78,0.625072958862534
2837,0.78,0.6250733271373105
2838,0.83,0.6250736954120869
2839,0.88,0.6250740636868634
2840,0.88,0.6250744319616398
2841,0.94,0.6250748002364163
2842,0.88,0.6250751685111927
2843,0.83,0.6250755367859692
2844,0.78,0.6250759050607456
2845,0.69,0.6250762733355221
2846,0.65,0.6250766416102985
2847,0.61,0.625077009885075
2848,0.58,0.6250773781598514
2849,0.58,0.6250777464346279
2850,0.58,0.6250781147094043
2851,0.54,0.6250784829841808
2852,0.54,0.6250788512589572
2853,0.48,0.6250792195337337
2854,0.57,0.6250795878085101
2855,0.61,0.6250799560832866
2856,0.61,0.625080324358063
2857,0.6,0.6250806926328395
2858,0.68,0.625081060907616
2859,0.77,0.6250814291823924
2860,0.82,0.6250817974571689
2861,0.82,0.6250821657319453
2862,0.88,0.6250825340067218
2863,0.94,0.6250829022814982
2864,0.87,0.6250832705562747
2865,0.93,0.6250836388310511
2866,0.93,0.6250840071058276
2867,0.93,0.625084375380604
2868,0.93,0.6250847436553805
2869,0.93,0.6250851119301569
2870,0.82,0.6250854802049334
2871,0.62,0.6250858484797098
2872,0.59,0.6250862167544863
2873,0.51,0.6250865850292627
2874,0.51,0.6250869533040392
2875,0.45,0.6250873215788156
2876,0.71,0.6250876898535921
2877,0.67,0.6250880581283685
2878,0.58,0.625088426403145
2879,0.62,0.6250887946779214
2880,0.62,0.6250891629526979
2881,0.62,0.6250895312274743
2882,0.62,0.6250898995022508
2883,0.66,0.6250902677770273
2884,0.71,0.6250906360518037
2885,0.66,0.6250910043265802
2886,0.66,0.6250913726013566
2887,0.66,0.6250917408761331
2888,0.66,0.6250921091509095
2889,0.66,0.625092477425686
2890,0.58,0.6250928457004624
2891,0.5,0.6250932139752389
2892,0.44,0.6250935822500153
2893,0.39,0.6250939505247918
2894,0.36,0.6250943187995682
2895,0.34,0.6250946870743447
2896,0.3,0.6250950553491211
2897,0.28,0.6250954236238976
2898,0.26,0.625095791898674
2899,0.24,0.6250961601734505
2900,0.26,0.6250965284482269
2901,0.26,0.6250968967230034
2902,0.28,0.6250972649977798
2903,0.34,0.6250976332725563
2904,0.36,0.6250980015473327
2905,0.39,0.6250983698221092
2906,0.41,0.6250987380968857
2907,0.44,0.6250991063716621
2908,0.62,0.6250994746464386
2909,0.62,0.625099842921215
2910,0.71,0.6251002111959915
2911,0.71,0.6251005794707679
2912,0.81,0.6251009477455444
2913,0.81,0.6251013160203208
2914,0.82,0.6251016842950973
2915,0.77,0.6251020525698737
2916,0.67,0.6251024208446502
2917,0.49,0.6251027891194266
2918,0.49,0.6251031573942031
2919,0.49,0.6251035256689795
2920,0.4,0.625103893943756
2921,0.4,0.6251042622185324
2922,0.38,0.6251046304933089
2923,0.4,0.6251049987680853
2924,0.4,0.6251053670428618
2925,0.52,0.6251057353176382
2926,0.52,0.6251061035924147
2927,0.48,0.6251064718671911
2928,0.67,0.6251068401419676
2929,0.72,0.625107208416744
2930,0.82,0.6251075766915205
2931,0.82,0.625107944966297
2932,0.82,0.6251083132410734
2933,0.82,0.6251086815158499
2934,0.77,0.6251090497906263
2935,0.82,0.6251094180654028
2936,0.59,0.6251097863401792
2937,0.77,0.6251101546149557
2938,0.59,0.6251105228897321
2939,0.52,0.6251108911645086
2940,0.49,0.625111259439285
2941,0.49,0.6251116277140615
2942,0.43,0.6251119959888379
2943,0.4,0.6251123642636144
2944,0.35,0.6251127325383908
2945,0.35,0.6251131008131673
2946,0.38,0.6251134690879437
2947,0.38,0.6251138373627202
2948,0.4,0.6251142056374966
2949,0.37,0.6251145739122731
2950,0.43,0.6251149421870495
2951,0.43,0.625115310461826
2952,0.49,0.6251156787366025
2953,0.49,0.6251160470113789
2954,0.59,0.6251164152861554
2955,0.59,0.6251167835609318
2956,0.55,0.6251171518357083
2957,0.63,0.6251175201104847
2958,0.72,0.6251178883852612
2959,0.82,0.6251182566600376
2960,0.77,0.6251186249348141
2961,0.82,0.6251189932095905
2962,0.82,0.625119361484367
2963,0.63,0.6251197297591434
2964,0.52,0.6251200980339199
2965,0.49,0.6251204663086963
2966,0.49,0.6251208345834728
2967,0.46,0.6251212028582492
2968,0.49,0.6251215711330257
2969,0.49,0.6251219394078021
2970,0.49,0.6251223076825786
2971,0.46,0.6251226759573549
2972,0.49,0.6251230442321314
2973,0.49,0.6251234125069078
2974,0.64,0.6251237807816843
2975,0.77,0.6251241490564607
2976,0.77,0.6251245173312372
2977,0.88,0.6251248856060136
2978,0.88,0.6251252538807901
2979,0.82,0.6251256221555666
2980,0.88,0.625125990430343
2981,0.94,0.6251263587051195
2982,0.82,0.6251267269798959
2983,0.82,0.6251270952546724
2984,0.77,0.6251274635294488
2985,0.72,0.6251278318042253
2986,0.63,0.6251282000790017
2987,0.55,0.6251285683537782
2988,0.56,0.6251289366285546
2989,0.52,0.6251293049033311
2990,0.46,0.6251296731781075
2991,0.43,0.625130041452884
2992,0.38,0.6251304097276604
2993,0.41,0.6251307780024369
2994,0.41,0.6251311462772133
2995,0.38,0.6251315145519898
2996,0.38,0.6251318828267662
2997,0.38,0.6251322511015427
2998,0.43,0.6251326193763191
2999,0.49,0.6251329876510956
3000,0.59,0.625133355925872
3001,0.68,0.6251337242006485
3002,0.68,0.625134092475425
3003,0.63,0.6251344607502014
3004,0.59,0.6251348290249779
3005,0.58,0.6251351972997543
3006,0.54,0.6251355655745308
3007,0.62,0.6251359338493072
3008,0.66,0.6251363021240837
3009,0.67,0.6251366703988601
3010,0.62,0.6251370386736366
3011,0.51,0.625137406948413
3012,0.48,0.6251377752231895
3013,0.37,0.6251381434979659
3014,0.43,0.6251385117727424
3015,0.38,0.6251388800475188
3016,0.38,0.6251392483222953
3017,0.33,0.6251396165970717
3018,0.33,0.6251399848718482
3019,0.31,0.6251403531466246
3020,0.33,0.6251407214214011
3021,0.29,0.6251410896961775
3022,0.43,0.625141457970954
3023,0.6,0.6251418262457304
3024,0.52,0.6251421945205069
3025,0.55,0.6251425627952834
3026,0.59,0.6251429310700598
3027,0.55,0.6251432993448363
3028,0.59,0.6251436676196127
3029,0.59,0.6251440358943892
3030,0.63,0.6251444041691656
3031,0.88,0.6251447724439421
3032,0.88,0.6251451407187185
3033,0.82,0.625145508993495
3034,0.72,0.6251458772682714
3035,0.77,0.6251462455430479
3036,0.72,0.6251466138178243
3037,0.68,0.6251469820926008
3038,0.64,0.6251473503673772
3039,0.56,0.6251477186421537
3040,0.5,0.6251480869169301
3041,0.53,0.6251484551917066
3042,0.41,0.625148823466483
3043,0.39,0.6251491917412595
3044,0.47,0.6251495600160359
3045,0.5,0.6251499282908124
3046,0.52,0.6251502965655888
3047,0.64,0.6251506648403653
3048,0.6,0.6251510331151418
3049,0.72,0.6251514013899182
3050,0.88,0.6251517696646947
3051,0.88,0.6251521379394711
3052,0.88,0.6251525062142476
3053,0.94,0.625152874489024
3054,0.88,0.6251532427638005
3055,0.94,0.6251536110385769
3056,0.94,0.6251539793133534
3057,0.88,0.6251543475881298
3058,0.88,0.6251547158629063
3059,0.82,0.6251550841376827
3060,0.77,0.6251554524124592
3061,0.68,0.6251558206872356
3062,0.6,0.6251561889620121
3063,0.6,0.6251565572367885
3064,0.57,0.625156925511565
3065,0.61,0.6251572937863414
3066,0.53,0.6251576620611179
3067,0.57,0.6251580303358943
3068,0.57,0.6251583986106708
3069,0.69,0.6251587668854472
3070,0.64,0.6251591351602237
3071,0.64,0.6251595034350002
3072,0.83,0.6251598717097766
3073,0.83,0.6251602399845531
3074,0.77,0.6251606082593295
3075,0.83,0.625160976534106
3076,0.83,0.6251613448088824
3077,0.88,0.6251617130836589
3078,0.88,0.6251620813584353
3079,0.88,0.6251624496332118
3080,0.88,0.6251628179079882
3081,0.88,0.6251631861827647
3082,0.88,0.6251635544575411
3083,0.88,0.6251639227323176
3084,0.88,0.625164291007094
3085,0.83,0.6251646592818705
3086,0.83,0.6251650275566469
3087,0.88,0.6251653958314234
3088,0.88,0.6251657641061998
3089,0.87,0.6251661323809763
3090,0.88,0.6251665006557527
3091,0.88,0.6251668689305292
3092,0.88,0.6251672372053056
3093,0.88,0.6251676054800821
3094,0.83,0.6251679737548586
3095,0.83,0.625168342029635
3096,0.84,0.6251687103044115
3097,0.83,0.6251690785791879
3098,0.88,0.6251694468539644
3099,0.88,0.6251698151287408
3100,0.88,0.6251701834035173
3101,0.88,0.6251705516782937
3102,0.88,0.6251709199530702
3103,0.82,0.6251712882278466
3104,0.82,0.6251716565026231
3105,0.88,0.6251720247773995
3106,1.0,0.625172393052176
3107,0.94,0.6251727613269524
3108,0.94,0.6251731296017289
3109,0.94,0.6251734978765053
3110,0.94,0.6251738661512818
3111,1.0,0.6251742344260582
3112,1.0,0.6251746027008347
3113,0.94,0.6251749709756111
3114,0.94,0.6251753392503876
3115,0.94,0.625175707525164
3116,0.88,0.6251760757999405
3117,0.88,0.625176444074717
3118,0.94,0.6251768123494934
3119,0.94,0.6251771806242699
3120,0.94,0.6251775488990463
3121,0.94,0.6251779171738228
3122,1.0,0.6251782854485992
3123,1.0,0.6251786537233757
3124,1.0,0.6251790219981521
3125,1.0,0.6251793902729286
3126,1.0,0.625179758547705
3127,1.0,0.6251801268224815
3128,1.0,0.6251804950972579
3129,1.0,0.6251808633720344
3130,1.0,0.6251812316468108
3131,0.94,0.6251815999215873
3132,0.83,0.6251819681963637
3133,0.83,0.6251823364711402
3134,0.78,0.6251827047459166
3135,0.73,0.6251830730206931
3136,0.73,0.6251834412954695
3137,0.73,0.625183809570246
3138,0.69,0.6251841778450224
3139,0.69,0.6251845461197989
3140,0.78,0.6251849143945754
3141,0.78,0.6251852826693518
3142,0.83,0.6251856509441283
3143,0.88,0.6251860192189047
3144,0.88,0.6251863874936812
3145,0.83,0.6251867557684576
3146,0.88,0.6251871240432341
3147,0.94,0.6251874923180105
3148,0.94,0.625187860592787
3149,1.0,0.6251882288675634
3150,0.94,0.6251885971423399
3151,1.0,0.6251889654171163
3152,0.93,0.6251893336918928
3153,0.88,0.6251897019666692
3154,0.83,0.6251900702414457
3155,0.73,0.6251904385162221
3156,0.69,0.6251908067909986
3157,0.65,0.625191175065775
3158,0.57,0.6251915433405515
3159,0.54,0.6251919116153279
3160,0.51,0.6251922798901044
3161,0.51,0.6251926481648808
3162,0.51,0.6251930164396573
3163,0.78,0.6251933847144338
3164,0.88,0.6251937529892102
3165,0.83,0.6251941212639867
3166,0.83,0.6251944895387631
3167,0.83,0.6251948578135396
3168,0.83,0.625195226088316
3169,0.88,0.6251955943630925
3170,0.88,0.6251959626378689
3171,0.88,0.6251963309126454
3172,0.88,0.6251966991874218
3173,0.88,0.6251970674621983
3174,0.94,0.6251974357369747
3175,0.94,0.6251978040117512
3176,0.94,0.6251981722865276
3177,0.94,0.6251985405613041
3178,0.94,0.6251989088360805
3179,0.94,0.625199277110857
3180,0.88,0.6251996453856334
3181,0.88,0.6252000136604099
3182,0.83,0.6252003819351863
3183,0.83,0.6252007502099628
3184,0.88,0.6252011184847392
3185,0.73,0.6252014867595157
3186,0.69,0.6252018550342922
3187,0.61,0.6252022233090686
3188,0.65,0.6252025915838451
3189,0.69,0.6252029598586215
3190,0.69,0.625203328133398
3191,0.83,0.6252036964081743
3192,0.88,0.6252040646829508
3193,0.88,0.6252044329577272
3194,0.88,0.6252048012325037
3195,0.88,0.6252051695072801
3196,0.88,0.6252055377820566
3197,0.94,0.625205906056833
3198,0.94,0.6252062743316095
3199,0.94,0.6252066426063859
3200,1.0,0.6252070108811624
3201,1.0,0.6252073791559388
3202,0.88,0.6252077474307153
3203,0.88,0.6252081157054917
3204,0.83,0.6252084839802682
3205,0.88,0.6252088522550446
3206,0.94,0.6252092205298211
3207,0.94,0.6252095888045975
3208,0.83,0.625209957079374
3209,0.78,0.6252103253541504
3210,0.78,0.6252106936289269
3211,0.73,0.6252110619037033
3212,0.69,0.6252114301784798
3213,0.73,0.6252117984532563
3214,0.88,0.6252121667280327
3215,0.88,0.6252125350028092
3216,0.88,0.6252129032775856
3217,0.83,0.6252132715523621
3218,0.94,0.6252136398271385
3219,0.94,0.625214008101915
3220,0.94,0.6252143763766914
3221,0.94,0.6252147446514679
3222,1.0,0.6252151129262443
3223,0.94,0.6252154812010208
3224,0.94,0.6252158494757972
3225,0.94,0.6252162177505737
3226,1.0,0.6252165860253501
3227,0.88,0.6252169543001266
3228,0.88,0.625217322574903
3229,0.83,0.6252176908496795
3230,0.88,0.6252180591244559
3231,0.78,0.6252184273992324
3232,0.64,0.6252187956740088
