hr,cnt,Predicted Y
11,321,183.81088087931144
12,366,194.14867304921742
13,350,204.48646521912337
14,327,214.82425738902936
15,311,225.1620495589353
16,309,235.4998417288413
17,304,245.83763389874727
18,249,256.1754260686532
19,225,266.5132182385592
20,237,276.8510104084652
21,149,287.1888025783711
22,106,297.5265947482771
23,48,307.8643869181831
0,29,70.09516701034579
1,17,80.43295918025176
2,12,90.77075135015772
3,4,101.1085435200637
4,3,111.44633568996966
5,26,121.78412785987564
6,109,132.12192002978162
7,235,142.45971219968757
8,406,152.79750436959353
9,175,163.1352965394995
10,109,173.4730887094055
11,106,183.81088087931144
12,162,194.14867304921742
13,147,204.48646521912337
14,140,214.82425738902936
15,175,225.1620495589353
16,249,235.4998417288413
17,495,245.83763389874727
18,417,256.1754260686532
19,285,266.5132182385592
20,251,276.8510104084652
21,210,287.1888025783711
22,159,297.5265947482771
23,61,307.8643869181831
0,34,70.09516701034579
1,17,80.43295918025176
2,3,90.77075135015772
3,6,101.1085435200637
4,4,111.44633568996966
5,21,121.78412785987564
6,128,132.12192002978162
7,284,142.45971219968757
8,454,152.79750436959353
9,207,163.1352965394995
10,115,173.4730887094055
11,112,183.81088087931144
12,169,194.14867304921742
13,154,204.48646521912337
14,145,214.82425738902936
15,152,225.1620495589353
16,266,235.4998417288413
17,486,245.83763389874727
18,309,256.1754260686532
19,264,266.5132182385592
20,256,276.8510104084652
21,190,287.1888025783711
22,129,297.5265947482771
23,69,307.8643869181831
0,42,70.09516701034579
1,15,80.43295918025176
2,6,90.77075135015772
3,4,101.1085435200637
4,3,111.44633568996966
5,31,121.78412785987564
6,113,132.12192002978162
7,304,142.45971219968757
8,467,152.79750436959353
9,225,163.1352965394995
10,139,173.4730887094055
11,165,183.81088087931144
12,232,194.14867304921742
13,203,204.48646521912337
14,185,214.82425738902936
15,188,225.1620495589353
16,318,235.4998417288413
17,572,245.83763389874727
18,525,256.1754260686532
19,379,266.5132182385592
20,337,276.8510104084652
21,248,287.1888025783711
22,155,297.5265947482771
23,112,307.8643869181831
0,68,70.09516701034579
1,22,80.43295918025176
2,12,90.77075135015772
3,5,101.1085435200637
4,6,111.44633568996966
5,28,121.78412785987564
6,106,132.12192002978162
7,277,142.45971219968757
8,502,152.79750436959353
9,230,163.1352965394995
10,161,173.4730887094055
11,192,183.81088087931144
12,259,194.14867304921742
13,248,204.48646521912337
14,240,214.82425738902936
15,212,225.1620495589353
16,349,235.4998417288413
17,558,245.83763389874727
18,564,256.1754260686532
19,391,266.5132182385592
20,293,276.8510104084652
21,247,287.1888025783711
22,171,297.5265947482771
23,171,307.8643869181831
0,93,70.09516701034579
1,94,80.43295918025176
2,59,90.77075135015772
3,18,101.1085435200637
4,15,111.44633568996966
5,8,121.78412785987564
6,28,132.12192002978162
7,87,142.45971219968757
8,125,152.79750436959353
9,224,163.1352965394995
10,317,173.4730887094055
11,369,183.81088087931144
12,420,194.14867304921742
13,456,204.48646521912337
14,451,214.82425738902936
15,404,225.1620495589353
16,440,235.4998417288413
17,344,245.83763389874727
18,341,256.1754260686532
19,285,266.5132182385592
20,239,276.8510104084652
21,185,287.1888025783711
22,190,297.5265947482771
23,150,307.8643869181831
0,113,70.09516701034579
1,96,80.43295918025176
2,64,90.77075135015772
3,47,101.1085435200637
4,12,111.44633568996966
5,6,121.78412785987564
6,21,132.12192002978162
7,27,142.45971219968757
8,98,152.79750436959353
9,164,163.1352965394995
10,251,173.4730887094055
11,335,183.81088087931144
12,335,194.14867304921742
13,367,204.48646521912337
14,385,214.82425738902936
15,417,225.1620495589353
16,398,235.4998417288413
17,390,245.83763389874727
18,363,256.1754260686532
19,357,266.5132182385592
20,279,276.8510104084652
21,165,287.1888025783711
22,130,297.5265947482771
23,86,307.8643869181831
0,29,70.09516701034579
1,14,80.43295918025176
2,8,90.77075135015772
3,5,101.1085435200637
4,8,111.44633568996966
5,31,121.78412785987564
6,112,132.12192002978162
7,299,142.45971219968757
8,438,152.79750436959353
9,188,163.1352965394995
10,95,173.4730887094055
11,111,183.81088087931144
12,153,194.14867304921742
13,180,204.48646521912337
14,145,214.82425738902936
15,165,225.1620495589353
16,267,235.4998417288413
17,579,245.83763389874727
18,556,256.1754260686532
19,407,266.5132182385592
20,336,276.8510104084652
21,189,287.1888025783711
22,173,297.5265947482771
23,60,307.8643869181831
0,20,70.09516701034579
1,4,80.43295918025176
2,5,90.77075135015772
3,2,101.1085435200637
4,5,111.44633568996966
5,32,121.78412785987564
6,126,132.12192002978162
7,334,142.45971219968757
8,477,152.79750436959353
9,217,163.1352965394995
10,123,173.4730887094055
11,151,183.81088087931144
12,183,194.14867304921742
13,196,204.48646521912337
14,146,214.82425738902936
15,183,225.1620495589353
16,308,235.4998417288413
17,539,245.83763389874727
18,551,256.1754260686532
19,424,266.5132182385592
20,346,276.8510104084652
21,218,287.1888025783711
22,153,297.5265947482771
23,90,307.8643869181831
0,41,70.09516701034579
1,23,80.43295918025176
2,7,90.77075135015772
3,3,101.1085435200637
4,6,111.44633568996966
5,21,121.78412785987564
6,116,132.12192002978162
7,353,142.45971219968757
8,481,152.79750436959353
9,202,163.1352965394995
10,90,173.4730887094055
11,134,183.81088087931144
12,149,194.14867304921742
13,136,204.48646521912337
14,155,214.82425738902936
15,128,225.1620495589353
16,233,235.4998417288413
17,506,245.83763389874727
18,459,256.1754260686532
19,384,266.5132182385592
20,280,276.8510104084652
21,202,287.1888025783711
22,176,297.5265947482771
23,116,307.8643869181831
0,47,70.09516701034579
1,16,80.43295918025176
2,6,90.77075135015772
3,2,101.1085435200637
4,6,111.44633568996966
5,20,121.78412785987564
6,118,132.12192002978162
7,314,142.45971219968757
8,432,152.79750436959353
9,168,163.1352965394995
10,94,173.4730887094055
11,118,183.81088087931144
12,140,194.14867304921742
13,136,204.48646521912337
14,118,214.82425738902936
15,104,225.1620495589353
16,200,235.4998417288413
17,409,245.83763389874727
18,466,256.1754260686532
19,326,266.5132182385592
20,254,276.8510104084652
21,171,287.1888025783711
22,153,297.5265947482771
23,97,307.8643869181831
0,69,70.09516701034579
1,23,80.43295918025176
2,13,90.77075135015772
3,6,101.1085435200637
4,4,111.44633568996966
5,28,121.78412785987564
6,104,132.12192002978162
7,267,142.45971219968757
8,452,152.79750436959353
9,213,163.1352965394995
10,111,173.4730887094055
11,153,183.81088087931144
12,207,194.14867304921742
13,189,204.48646521912337
14,165,214.82425738902936
15,212,225.1620495589353
16,285,235.4998417288413
17,517,245.83763389874727
18,463,256.1754260686532
19,306,266.5132182385592
20,250,276.8510104084652
21,218,287.1888025783711
22,185,297.5265947482771
23,146,307.8643869181831
0,117,70.09516701034579
1,77,80.43295918025176
2,60,90.77075135015772
3,28,101.1085435200637
4,13,111.44633568996966
5,16,121.78412785987564
6,40,132.12192002978162
7,68,142.45971219968757
8,143,152.79750436959353
9,230,163.1352965394995
10,264,173.4730887094055
11,325,183.81088087931144
12,347,194.14867304921742
13,387,204.48646521912337
14,380,214.82425738902936
15,374,225.1620495589353
16,394,235.4998417288413
17,337,245.83763389874727
18,286,256.1754260686532
19,264,266.5132182385592
20,275,276.8510104084652
21,220,287.1888025783711
22,190,297.5265947482771
23,131,307.8643869181831
0,119,70.09516701034579
1,93,80.43295918025176
2,66,90.77075135015772
3,28,101.1085435200637
4,14,111.44633568996966
5,10,121.78412785987564
6,14,132.12192002978162
7,34,142.45971219968757
8,92,152.79750436959353
9,182,163.1352965394995
10,311,173.4730887094055
11,367,183.81088087931144
12,420,194.14867304921742
13,373,204.48646521912337
14,315,214.82425738902936
15,360,225.1620495589353
16,350,235.4998417288413
17,252,245.83763389874727
18,256,256.1754260686532
19,223,266.5132182385592
20,206,276.8510104084652
21,140,287.1888025783711
22,128,297.5265947482771
23,107,307.8643869181831
0,28,70.09516701034579
1,16,80.43295918025176
2,10,90.77075135015772
3,7,101.1085435200637
4,4,111.44633568996966
5,29,121.78412785987564
6,105,132.12192002978162
7,328,142.45971219968757
8,476,152.79750436959353
9,224,163.1352965394995
10,118,173.4730887094055
11,159,183.81088087931144
12,196,194.14867304921742
13,227,204.48646521912337
14,200,214.82425738902936
15,185,225.1620495589353
16,326,235.4998417288413
17,601,245.83763389874727
18,586,256.1754260686532
19,423,266.5132182385592
20,331,276.8510104084652
21,218,287.1888025783711
22,134,297.5265947482771
23,89,307.8643869181831
0,31,70.09516701034579
1,13,80.43295918025176
2,10,90.77075135015772
3,2,101.1085435200637
4,3,111.44633568996966
5,26,121.78412785987564
6,113,132.12192002978162
7,365,142.45971219968757
8,486,152.79750436959353
9,193,163.1352965394995
10,130,173.4730887094055
11,143,183.81088087931144
12,169,194.14867304921742
13,209,204.48646521912337
14,159,214.82425738902936
15,178,225.1620495589353
16,330,235.4998417288413
17,569,245.83763389874727
18,538,256.1754260686532
19,386,266.5132182385592
20,297,276.8510104084652
21,243,287.1888025783711
22,188,297.5265947482771
23,110,307.8643869181831
0,52,70.09516701034579
1,14,80.43295918025176
2,9,90.77075135015772
3,1,101.1085435200637
4,4,111.44633568996966
5,21,121.78412785987564
6,121,132.12192002978162
7,370,142.45971219968757
8,498,152.79750436959353
9,207,163.1352965394995
10,135,173.4730887094055
11,164,183.81088087931144
12,211,194.14867304921742
13,189,204.48646521912337
14,178,214.82425738902936
15,164,225.1620495589353
16,312,235.4998417288413
17,638,245.83763389874727
18,607,256.1754260686532
19,416,266.5132182385592
20,330,276.8510104084652
21,257,287.1888025783711
22,175,297.5265947482771
23,107,307.8643869181831
0,47,70.09516701034579
1,17,80.43295918025176
2,5,90.77075135015772
3,4,101.1085435200637
4,6,111.44633568996966
5,25,121.78412785987564
6,112,132.12192002978162
7,188,142.45971219968757
8,388,152.79750436959353
9,261,163.1352965394995
10,121,173.4730887094055
11,150,183.81088087931144
12,206,194.14867304921742
13,151,204.48646521912337
14,153,214.82425738902936
15,159,225.1620495589353
16,294,235.4998417288413
17,272,245.83763389874727
18,325,256.1754260686532
19,327,266.5132182385592
20,201,276.8510104084652
21,188,287.1888025783711
22,151,297.5265947482771
23,16,307.8643869181831
0,24,70.09516701034579
1,23,80.43295918025176
2,13,90.77075135015772
3,6,101.1085435200637
4,6,111.44633568996966
5,13,121.78412785987564
6,97,132.12192002978162
7,250,142.45971219968757
8,454,152.79750436959353
9,224,163.1352965394995
10,170,173.4730887094055
11,181,183.81088087931144
12,243,194.14867304921742
13,204,204.48646521912337
14,215,214.82425738902936
15,243,225.1620495589353
16,355,235.4998417288413
17,552,245.83763389874727
18,450,256.1754260686532
19,328,266.5132182385592
20,232,276.8510104084652
21,208,287.1888025783711
22,175,297.5265947482771
23,178,307.8643869181831
0,104,70.09516701034579
1,95,80.43295918025176
2,53,90.77075135015772
3,20,101.1085435200637
4,5,111.44633568996966
5,7,121.78412785987564
6,27,132.12192002978162
7,57,142.45971219968757
8,131,152.79750436959353
9,218,163.1352965394995
10,244,173.4730887094055
11,404,183.81088087931144
12,420,194.14867304921742
13,327,204.48646521912337
14,334,214.82425738902936
15,367,225.1620495589353
16,468,235.4998417288413
17,449,245.83763389874727
18,381,256.1754260686532
19,326,266.5132182385592
20,188,276.8510104084652
21,183,287.1888025783711
22,161,297.5265947482771
23,150,307.8643869181831
0,89,70.09516701034579
1,76,80.43295918025176
2,72,90.77075135015772
3,30,101.1085435200637
4,17,111.44633568996966
5,19,121.78412785987564
6,33,132.12192002978162
7,71,142.45971219968757
8,84,152.79750436959353
9,169,163.1352965394995
10,244,173.4730887094055
11,377,183.81088087931144
12,396,194.14867304921742
13,363,204.48646521912337
14,317,214.82425738902936
15,362,225.1620495589353
16,378,235.4998417288413
17,397,245.83763389874727
18,296,256.1754260686532
19,311,266.5132182385592
20,232,276.8510104084652
21,167,287.1888025783711
22,152,297.5265947482771
23,92,307.8643869181831
0,26,70.09516701034579
1,12,80.43295918025176
2,2,90.77075135015772
3,1,101.1085435200637
4,3,111.44633568996966
5,3,121.78412785987564
6,26,132.12192002978162
7,46,142.45971219968757
8,221,152.79750436959353
9,219,163.1352965394995
10,91,173.4730887094055
11,94,183.81088087931144
12,162,194.14867304921742
13,179,204.48646521912337
14,175,214.82425738902936
15,205,225.1620495589353
16,299,235.4998417288413
17,565,245.83763389874727
18,538,256.1754260686532
19,431,266.5132182385592
20,316,276.8510104084652
21,206,287.1888025783711
22,130,297.5265947482771
23,60,307.8643869181831
0,33,70.09516701034579
1,14,80.43295918025176
2,6,90.77075135015772
3,2,101.1085435200637
4,9,111.44633568996966
5,25,121.78412785987564
6,115,132.12192002978162
7,309,142.45971219968757
8,401,152.79750436959353
9,275,163.1352965394995
10,161,173.4730887094055
11,171,183.81088087931144
12,189,194.14867304921742
13,207,204.48646521912337
14,152,214.82425738902936
15,170,225.1620495589353
16,335,235.4998417288413
17,572,245.83763389874727
18,536,256.1754260686532
19,425,266.5132182385592
20,326,276.8510104084652
21,229,287.1888025783711
22,109,297.5265947482771
23,64,307.8643869181831
0,33,70.09516701034579
1,21,80.43295918025176
2,7,90.77075135015772
3,7,101.1085435200637
4,11,111.44633568996966
5,23,121.78412785987564
6,122,132.12192002978162
7,311,142.45971219968757
8,423,152.79750436959353
9,219,163.1352965394995
10,135,173.4730887094055
11,145,183.81088087931144
12,188,194.14867304921742
13,147,204.48646521912337
14,145,214.82425738902936
15,146,225.1620495589353
16,258,235.4998417288413
17,529,245.83763389874727
18,513,256.1754260686532
19,342,266.5132182385592
20,282,276.8510104084652
21,247,287.1888025783711
22,148,297.5265947482771
23,105,307.8643869181831
0,49,70.09516701034579
1,31,80.43295918025176
2,4,90.77075135015772
3,5,101.1085435200637
4,7,111.44633568996966
5,24,121.78412785987564
6,100,132.12192002978162
7,327,142.45971219968757
8,432,152.79750436959353
9,227,163.1352965394995
10,127,173.4730887094055
11,136,183.81088087931144
12,160,194.14867304921742
13,186,204.48646521912337
14,149,214.82425738902936
15,189,225.1620495589353
16,275,235.4998417288413
17,569,245.83763389874727
18,540,256.1754260686532
19,400,266.5132182385592
20,352,276.8510104084652
21,234,287.1888025783711
22,162,297.5265947482771
23,105,307.8643869181831
0,63,70.09516701034579
1,28,80.43295918025176
2,14,90.77075135015772
3,5,101.1085435200637
4,9,111.44633568996966
5,20,121.78412785987564
6,91,132.12192002978162
7,268,142.45971219968757
8,466,152.79750436959353
9,231,163.1352965394995
10,145,173.4730887094055
11,203,183.81088087931144
12,201,194.14867304921742
13,221,204.48646521912337
14,229,214.82425738902936
15,216,225.1620495589353
16,327,235.4998417288413
17,557,245.83763389874727
18,452,256.1754260686532
19,385,266.5132182385592
20,288,276.8510104084652
21,233,287.1888025783711
22,167,297.5265947482771
23,172,307.8643869181831
0,116,70.09516701034579
1,95,80.43295918025176
2,59,90.77075135015772
3,39,101.1085435200637
4,11,111.44633568996966
5,14,121.78412785987564
6,29,132.12192002978162
7,42,142.45971219968757
8,112,152.79750436959353
9,186,163.1352965394995
10,302,173.4730887094055
11,331,183.81088087931144
12,392,194.14867304921742
13,371,204.48646521912337
14,383,214.82425738902936
15,392,225.1620495589353
16,410,235.4998417288413
17,399,245.83763389874727
18,307,256.1754260686532
19,375,266.5132182385592
20,269,276.8510104084652
21,202,287.1888025783711
22,187,297.5265947482771
23,179,307.8643869181831
0,115,70.09516701034579
1,90,80.43295918025176
2,87,90.77075135015772
3,34,101.1085435200637
4,11,111.44633568996966
5,12,121.78412785987564
6,20,132.12192002978162
7,51,142.45971219968757
8,107,152.79750436959353
9,206,163.1352965394995
10,332,173.4730887094055
11,346,183.81088087931144
12,443,194.14867304921742
13,442,204.48646521912337
14,443,214.82425738902936
15,403,225.1620495589353
16,455,235.4998417288413
17,421,245.83763389874727
18,382,256.1754260686532
19,317,266.5132182385592
20,213,276.8510104084652
21,183,287.1888025783711
22,114,297.5265947482771
23,78,307.8643869181831
0,32,70.09516701034579
1,15,80.43295918025176
2,6,90.77075135015772
3,2,101.1085435200637
4,9,111.44633568996966
5,22,121.78412785987564
6,94,132.12192002978162
7,261,142.45971219968757
8,447,152.79750436959353
9,187,163.1352965394995
10,150,173.4730887094055
11,150,183.81088087931144
12,170,194.14867304921742
13,164,204.48646521912337
14,158,214.82425738902936
15,202,225.1620495589353
16,275,235.4998417288413
17,604,245.83763389874727
18,591,256.1754260686532
19,396,266.5132182385592
20,305,276.8510104084652
21,242,287.1888025783711
22,145,297.5265947482771
23,81,307.8643869181831
0,30,70.09516701034579
1,13,80.43295918025176
2,11,90.77075135015772
3,2,101.1085435200637
4,8,111.44633568996966
5,21,121.78412785987564
6,124,132.12192002978162
7,347,142.45971219968757
8,456,152.79750436959353
9,246,163.1352965394995
10,157,173.4730887094055
11,167,183.81088087931144
12,202,194.14867304921742
13,189,204.48646521912337
14,160,214.82425738902936
15,166,225.1620495589353
16,261,235.4998417288413
17,579,245.83763389874727
18,504,256.1754260686532
19,299,266.5132182385592
20,296,276.8510104084652
21,195,287.1888025783711
22,134,297.5265947482771
23,81,307.8643869181831
0,36,70.09516701034579
1,28,80.43295918025176
2,16,90.77075135015772
3,5,101.1085435200637
4,5,111.44633568996966
5,22,121.78412785987564
6,116,132.12192002978162
7,336,142.45971219968757
8,540,152.79750436959353
9,221,163.1352965394995
10,126,173.4730887094055
11,170,183.81088087931144
12,243,194.14867304921742
13,231,204.48646521912337
14,188,214.82425738902936
15,189,225.1620495589353
16,328,235.4998417288413
17,570,245.83763389874727
18,588,256.1754260686532
19,401,266.5132182385592
20,333,276.8510104084652
21,221,287.1888025783711
22,183,297.5265947482771
23,129,307.8643869181831
0,54,70.09516701034579
1,32,80.43295918025176
2,8,90.77075135015772
3,9,101.1085435200637
4,6,111.44633568996966
5,25,121.78412785987564
6,123,132.12192002978162
7,320,142.45971219968757
8,555,152.79750436959353
9,260,163.1352965394995
10,132,173.4730887094055
11,169,183.81088087931144
12,233,194.14867304921742
13,232,204.48646521912337
14,163,214.82425738902936
15,240,225.1620495589353
16,323,235.4998417288413
17,594,245.83763389874727
18,586,256.1754260686532
19,455,266.5132182385592
20,340,276.8510104084652
21,323,287.1888025783711
22,207,297.5265947482771
23,126,307.8643869181831
0,68,70.09516701034579
1,31,80.43295918025176
2,13,90.77075135015772
3,11,101.1085435200637
4,6,111.44633568996966
5,30,121.78412785987564
6,108,132.12192002978162
7,243,142.45971219968757
8,492,152.79750436959353
9,260,163.1352965394995
10,170,173.4730887094055
11,214,183.81088087931144
12,263,194.14867304921742
13,292,204.48646521912337
14,303,214.82425738902936
15,381,225.1620495589353
16,427,235.4998417288413
17,461,245.83763389874727
18,422,256.1754260686532
19,318,266.5132182385592
20,269,276.8510104084652
21,218,287.1888025783711
22,222,297.5265947482771
23,140,307.8643869181831
0,115,70.09516701034579
1,78,80.43295918025176
2,52,90.77075135015772
3,26,101.1085435200637
4,11,111.44633568996966
5,14,121.78412785987564
6,32,132.12192002978162
7,45,142.45971219968757
8,132,152.79750436959353
9,179,163.1352965394995
10,271,173.4730887094055
11,357,183.81088087931144
12,374,194.14867304921742
13,404,204.48646521912337
14,392,214.82425738902936
15,331,225.1620495589353
16,398,235.4998417288413
17,349,245.83763389874727
18,383,256.1754260686532
19,305,266.5132182385592
20,284,276.8510104084652
21,232,287.1888025783711
22,201,297.5265947482771
23,154,307.8643869181831
0,144,70.09516701034579
1,78,80.43295918025176
2,69,90.77075135015772
3,33,101.1085435200637
4,5,111.44633568996966
5,1,121.78412785987564
6,3,132.12192002978162
7,25,142.45971219968757
8,92,152.79750436959353
9,181,163.1352965394995
10,264,173.4730887094055
11,390,183.81088087931144
12,404,194.14867304921742
13,421,204.48646521912337
14,375,214.82425738902936
15,376,225.1620495589353
16,414,235.4998417288413
17,358,245.83763389874727
18,181,256.1754260686532
19,183,266.5132182385592
20,176,276.8510104084652
21,167,287.1888025783711
22,162,297.5265947482771
23,147,307.8643869181831
0,140,70.09516701034579
1,119,80.43295918025176
2,63,90.77075135015772
3,26,101.1085435200637
4,12,111.44633568996966
5,4,121.78412785987564
6,16,132.12192002978162
7,36,142.45971219968757
8,86,152.79750436959353
9,238,163.1352965394995
10,280,173.4730887094055
11,349,183.81088087931144
12,447,194.14867304921742
13,423,204.48646521912337
14,408,214.82425738902936
15,408,225.1620495589353
16,452,235.4998417288413
17,436,245.83763389874727
18,418,256.1754260686532
19,375,266.5132182385592
20,386,276.8510104084652
21,457,287.1888025783711
22,326,297.5265947482771
23,138,307.8643869181831
0,55,70.09516701034579
1,39,80.43295918025176
2,13,90.77075135015772
3,8,101.1085435200637
4,5,111.44633568996966
5,20,121.78412785987564
6,94,132.12192002978162
7,270,142.45971219968757
8,432,152.79750436959353
9,227,163.1352965394995
10,139,173.4730887094055
11,172,183.81088087931144
12,201,194.14867304921742
13,203,204.48646521912337
14,178,214.82425738902936
15,162,225.1620495589353
16,281,235.4998417288413
17,545,245.83763389874727
18,496,256.1754260686532
19,368,266.5132182385592
20,284,276.8510104084652
21,245,287.1888025783711
22,155,297.5265947482771
23,73,307.8643869181831
0,37,70.09516701034579
1,15,80.43295918025176
2,5,90.77075135015772
3,6,101.1085435200637
4,6,111.44633568996966
5,35,121.78412785987564
6,121,132.12192002978162
7,312,142.45971219968757
8,428,152.79750436959353
9,189,163.1352965394995
10,43,173.4730887094055
11,127,183.81088087931144
12,152,194.14867304921742
13,140,204.48646521912337
14,163,214.82425738902936
15,185,225.1620495589353
16,275,235.4998417288413
17,596,245.83763389874727
18,563,256.1754260686532
19,394,266.5132182385592
20,312,276.8510104084652
21,241,287.1888025783711
22,186,297.5265947482771
23,98,307.8643869181831
0,35,70.09516701034579
1,16,80.43295918025176
2,8,90.77075135015772
3,4,101.1085435200637
4,4,111.44633568996966
5,32,121.78412785987564
6,118,132.12192002978162
7,292,142.45971219968757
8,443,152.79750436959353
9,179,163.1352965394995
10,101,173.4730887094055
11,142,183.81088087931144
12,171,194.14867304921742
13,155,204.48646521912337
14,160,214.82425738902936
15,166,225.1620495589353
16,265,235.4998417288413
17,569,245.83763389874727
18,562,256.1754260686532
19,365,266.5132182385592
20,285,276.8510104084652
21,209,287.1888025783711
22,182,297.5265947482771
23,129,307.8643869181831
0,47,70.09516701034579
1,34,80.43295918025176
2,22,90.77075135015772
3,6,101.1085435200637
4,11,111.44633568996966
5,27,121.78412785987564
6,102,132.12192002978162
7,332,142.45971219968757
8,457,152.79750436959353
9,241,163.1352965394995
10,138,173.4730887094055
11,165,183.81088087931144
12,213,194.14867304921742
13,229,204.48646521912337
14,216,214.82425738902936
15,141,225.1620495589353
16,132,235.4998417288413
17,167,245.83763389874727
18,316,256.1754260686532
19,270,266.5132182385592
20,250,276.8510104084652
21,204,287.1888025783711
22,169,297.5265947482771
23,151,307.8643869181831
0,121,70.09516701034579
1,53,80.43295918025176
2,55,90.77075135015772
3,30,101.1085435200637
4,6,111.44633568996966
5,15,121.78412785987564
6,38,132.12192002978162
7,71,142.45971219968757
8,182,152.79750436959353
9,247,163.1352965394995
10,264,173.4730887094055
11,290,183.81088087931144
12,366,194.14867304921742
13,416,204.48646521912337
14,373,214.82425738902936
15,402,225.1620495589353
16,416,235.4998417288413
17,401,245.83763389874727
18,378,256.1754260686532
19,306,266.5132182385592
20,314,276.8510104084652
21,238,287.1888025783711
22,214,297.5265947482771
23,140,307.8643869181831
0,154,70.09516701034579
1,113,80.43295918025176
2,96,90.77075135015772
3,25,101.1085435200637
4,5,111.44633568996966
5,17,121.78412785987564
6,25,132.12192002978162
7,65,142.45971219968757
8,92,152.79750436959353
9,169,163.1352965394995
10,268,173.4730887094055
11,287,183.81088087931144
12,377,194.14867304921742
13,367,204.48646521912337
14,349,214.82425738902936
15,361,225.1620495589353
16,372,235.4998417288413
17,363,245.83763389874727
18,363,256.1754260686532
19,303,266.5132182385592
20,268,276.8510104084652
21,227,287.1888025783711
22,143,297.5265947482771
23,72,307.8643869181831
0,35,70.09516701034579
1,10,80.43295918025176
2,12,90.77075135015772
3,10,101.1085435200637
4,4,111.44633568996966
5,26,121.78412785987564
6,121,132.12192002978162
7,317,142.45971219968757
8,420,152.79750436959353
9,208,163.1352965394995
10,117,173.4730887094055
11,128,183.81088087931144
12,148,194.14867304921742
13,141,204.48646521912337
14,134,214.82425738902936
15,146,225.1620495589353
16,239,235.4998417288413
17,514,245.83763389874727
18,472,256.1754260686532
19,373,266.5132182385592
20,236,276.8510104084652
21,130,287.1888025783711
22,90,297.5265947482771
23,55,307.8643869181831
0,22,70.09516701034579
1,14,80.43295918025176
2,9,90.77075135015772
3,8,101.1085435200637
4,6,111.44633568996966
5,25,121.78412785987564
6,115,132.12192002978162
7,330,142.45971219968757
8,417,152.79750436959353
9,176,163.1352965394995
10,123,173.4730887094055
11,125,183.81088087931144
12,163,194.14867304921742
13,136,204.48646521912337
14,124,214.82425738902936
15,148,225.1620495589353
16,202,235.4998417288413
17,428,245.83763389874727
18,511,256.1754260686532
19,337,266.5132182385592
20,308,276.8510104084652
21,258,287.1888025783711
22,194,297.5265947482771
23,79,307.8643869181831
0,46,70.09516701034579
1,12,80.43295918025176
2,5,90.77075135015772
3,4,101.1085435200637
4,5,111.44633568996966
5,26,121.78412785987564
6,121,132.12192002978162
7,313,142.45971219968757
8,449,152.79750436959353
9,186,163.1352965394995
10,113,173.4730887094055
11,165,183.81088087931144
12,174,194.14867304921742
13,158,204.48646521912337
14,116,214.82425738902936
15,46,225.1620495589353
16,141,235.4998417288413
17,488,245.83763389874727
18,463,256.1754260686532
19,419,266.5132182385592
20,342,276.8510104084652
21,250,287.1888025783711
22,184,297.5265947482771
23,116,307.8643869181831
0,46,70.09516701034579
1,25,80.43295918025176
2,10,90.77075135015772
3,6,101.1085435200637
4,6,111.44633568996966
5,28,121.78412785987564
6,130,132.12192002978162
7,334,142.45971219968757
8,486,152.79750436959353
9,224,163.1352965394995
10,127,173.4730887094055
11,148,183.81088087931144
12,223,194.14867304921742
13,177,204.48646521912337
14,178,214.82425738902936
15,180,225.1620495589353
16,274,235.4998417288413
17,595,245.83763389874727
18,578,256.1754260686532
19,400,266.5132182385592
20,348,276.8510104084652
21,261,287.1888025783711
22,176,297.5265947482771
23,124,307.8643869181831
0,80,70.09516701034579
1,20,80.43295918025176
2,38,90.77075135015772
3,7,101.1085435200637
4,10,111.44633568996966
5,23,121.78412785987564
6,120,132.12192002978162
7,274,142.45971219968757
8,564,152.79750436959353
9,207,163.1352965394995
10,166,173.4730887094055
11,210,183.81088087931144
12,238,194.14867304921742
13,247,204.48646521912337
14,265,214.82425738902936
15,237,225.1620495589353
16,361,235.4998417288413
17,587,245.83763389874727
18,496,256.1754260686532
19,394,266.5132182385592
20,343,276.8510104084652
21,261,287.1888025783711
22,223,297.5265947482771
23,167,307.8643869181831
0,110,70.09516701034579
1,75,80.43295918025176
2,58,90.77075135015772
3,26,101.1085435200637
4,16,111.44633568996966
5,10,121.78412785987564
6,37,132.12192002978162
7,52,142.45971219968757
8,127,152.79750436959353
9,222,163.1352965394995
10,322,173.4730887094055
11,396,183.81088087931144
12,463,194.14867304921742
13,497,204.48646521912337
14,433,214.82425738902936
15,428,225.1620495589353
16,425,235.4998417288413
17,475,245.83763389874727
18,428,256.1754260686532
19,406,266.5132182385592
20,296,276.8510104084652
21,252,287.1888025783711
22,201,297.5265947482771
23,168,307.8643869181831
0,125,70.09516701034579
1,102,80.43295918025176
2,94,90.77075135015772
3,47,101.1085435200637
4,10,111.44633568996966
5,12,121.78412785987564
6,21,132.12192002978162
7,50,142.45971219968757
8,118,152.79750436959353
9,184,163.1352965394995
10,304,173.4730887094055
11,391,183.81088087931144
12,420,194.14867304921742
13,472,204.48646521912337
14,430,214.82425738902936
15,324,225.1620495589353
16,317,235.4998417288413
17,369,245.83763389874727
18,390,256.1754260686532
19,379,266.5132182385592
20,262,276.8510104084652
21,207,287.1888025783711
22,181,297.5265947482771
23,93,307.8643869181831
