casual,instant,Predicted Y
15,2509,8356.961200217507
19,2510,8421.39054468357
19,2511,8421.39054468357
26,2512,8534.141897499185
19,2513,8421.39054468357
44,2514,8824.073947596473
30,2515,8598.571241965248
39,2516,8743.537267013893
44,2517,8824.073947596473
28,2518,8566.356569732216
20,2519,8437.497880800087
8,2520,8244.209847401895
3,2521,8163.673166819314
11,2522,8292.531855751444
4,2523,8179.780502935831
2,2524,8147.565830702798
0,2525,8115.351158469766
0,2526,8115.351158469766
5,2527,8195.887839052346
1,2528,8131.4584945862825
2,2529,8147.565830702798
26,2530,8534.141897499185
22,2531,8469.71255303312
27,2532,8550.2492336157
45,2533,8840.18128371299
31,2534,8614.678578081764
28,2535,8566.356569732216
42,2536,8791.85927536344
33,2537,8646.893250314797
32,2538,8630.78591419828
54,2539,8985.147308761634
34,2540,8663.000586431313
56,2541,9017.361980994667
74,2542,9307.294031091955
31,2543,8614.678578081764
38,2544,8727.429930897377
12,2545,8308.639191867958
14,2546,8340.85386410099
11,2547,8292.531855751444
6,2548,8211.995175168862
3,2549,8163.673166819314
4,2550,8179.780502935831
2,2551,8147.565830702798
0,2552,8115.351158469766
2,2553,8147.565830702798
15,2554,8356.961200217507
19,2555,8421.39054468357
18,2556,8405.283208567056
25,2557,8518.034561382668
34,2558,8663.000586431313
49,2559,8904.610628179053
55,2560,9001.25464487815
68,2561,9210.650014392859
69,2562,9226.757350509375
66,2563,9178.435342159826
79,2564,9387.830711674535
71,2565,9258.972022742408
52,2566,8952.932636528602
28,2567,8566.356569732216
25,2568,8518.034561382668
31,2569,8614.678578081764
13,2570,8324.746527984475
3,2571,8163.673166819314
2,2572,8147.565830702798
2,2573,8147.565830702798
0,2574,8115.351158469766
1,2575,8131.4584945862825
0,2576,8115.351158469766
2,2577,8147.565830702798
5,2578,8195.887839052346
15,2579,8356.961200217507
17,2580,8389.17587245054
32,2581,8630.78591419828
23,2582,8485.819889149636
19,2583,8421.39054468357
3,2584,8163.673166819314
3,2585,8163.673166819314
13,2586,8324.746527984475
4,2587,8179.780502935831
6,2588,8211.995175168862
4,2589,8179.780502935831
7,2590,8228.102511285379
8,2591,8244.209847401895
5,2592,8195.887839052346
3,2593,8163.673166819314
0,2594,8115.351158469766
0,2595,8115.351158469766
5,2596,8195.887839052346
3,2597,8163.673166819314
0,2598,8115.351158469766
2,2599,8147.565830702798
1,2600,8131.4584945862825
0,2601,8115.351158469766
2,2602,8147.565830702798
15,2603,8356.961200217507
13,2604,8324.746527984475
36,2605,8695.215258664344
68,2606,9210.650014392859
94,2607,9629.440753422277
126,2608,10144.87550915079
182,2609,11046.88633167569
171,2610,10869.705634394013
180,2611,11014.671659442658
168,2612,10821.383626044466
149,2613,10515.34423983066
84,2614,9468.367392257116
45,2615,8840.18128371299
32,2616,8630.78591419828
55,2617,9001.25464487815
31,2618,8614.678578081764
30,2619,8598.571241965248
14,2620,8340.85386410099
27,2621,8550.2492336157
4,2622,8179.780502935831
0,2623,8115.351158469766
5,2624,8195.887839052346
10,2625,8276.424519634927
16,2626,8373.068536334024
38,2627,8727.429930897377
73,2628,9291.186694975439
118,2629,10016.016820218661
124,2630,10112.66083691776
168,2631,10821.383626044466
205,2632,11417.35506235556
197,2633,11288.496373423432
167,2634,10805.27628992795
162,2635,10724.739609345368
142,2636,10402.592887015047
96,2637,9661.655425655308
62,2638,9114.005997693763
34,2639,8663.000586431313
8,2640,8244.209847401895
5,2641,8195.887839052346
5,2642,8195.887839052346
2,2643,8147.565830702798
2,2644,8147.565830702798
1,2645,8131.4584945862825
2,2646,8147.565830702798
1,2647,8131.4584945862825
3,2648,8163.673166819314
7,2649,8228.102511285379
13,2650,8324.746527984475
27,2651,8550.2492336157
27,2652,8550.2492336157
61,2653,9097.898661577246
53,2654,8969.039972645118
48,2655,8888.503292062538
57,2656,9033.469317111181
47,2657,8872.395955946022
50,2658,8920.717964295569
41,2659,8775.751939246926
80,2660,9403.93804779105
74,2661,9307.294031091955
62,2662,9114.005997693763
42,2663,8791.85927536344
41,2664,8775.751939246926
23,2665,8485.819889149636
9,2666,8260.317183518411
10,2667,8276.424519634927
16,2668,8373.068536334024
17,2669,8389.17587245054
17,2670,8389.17587245054
2,2671,8147.565830702798
0,2672,8115.351158469766
0,2673,8115.351158469766
16,2674,8373.068536334024
32,2675,8630.78591419828
35,2676,8679.107922547828
22,2677,8469.71255303312
40,2678,8759.64460313041
40,2679,8759.64460313041
37,2680,8711.32259478086
40,2681,8759.64460313041
34,2682,8663.000586431313
40,2683,8759.64460313041
66,2684,9178.435342159826
65,2685,9162.32800604331
42,2686,8791.85927536344
35,2687,8679.107922547828
33,2688,8646.893250314797
32,2689,8630.78591419828
7,2690,8228.102511285379
3,2691,8163.673166819314
2,2692,8147.565830702798
0,2693,8115.351158469766
3,2694,8163.673166819314
0,2695,8115.351158469766
1,2696,8131.4584945862825
5,2697,8195.887839052346
17,2698,8389.17587245054
31,2699,8614.678578081764
20,2700,8437.497880800087
26,2701,8534.141897499185
53,2702,8969.039972645118
38,2703,8727.429930897377
31,2704,8614.678578081764
29,2705,8582.463905848732
18,2706,8405.283208567056
29,2707,8582.463905848732
63,2708,9130.113333810279
46,2709,8856.288619829505
40,2710,8759.64460313041
30,2711,8598.571241965248
19,2712,8421.39054468357
18,2713,8405.283208567056
25,2714,8518.034561382668
13,2715,8324.746527984475
8,2716,8244.209847401895
14,2717,8340.85386410099
2,2718,8147.565830702798
4,2719,8179.780502935831
0,2720,8115.351158469766
7,2721,8228.102511285379
14,2722,8340.85386410099
31,2723,8614.678578081764
18,2724,8405.283208567056
9,2725,8260.317183518411
10,2726,8276.424519634927
23,2727,8485.819889149636
18,2728,8405.283208567056
21,2729,8453.605216916603
46,2730,8856.288619829505
42,2731,8791.85927536344
49,2732,8904.610628179053
44,2733,8824.073947596473
57,2734,9033.469317111181
49,2735,8904.610628179053
27,2736,8550.2492336157
34,2737,8663.000586431313
29,2738,8582.463905848732
11,2739,8292.531855751444
10,2740,8276.424519634927
2,2741,8147.565830702798
1,2742,8131.4584945862825
0,2743,8115.351158469766
0,2744,8115.351158469766
4,2745,8179.780502935831
18,2746,8405.283208567056
35,2747,8679.107922547828
45,2748,8840.18128371299
57,2749,9033.469317111181
49,2750,8904.610628179053
63,2751,9130.113333810279
74,2752,9307.294031091955
58,2753,9049.576653227698
77,2754,9355.616039441504
59,2755,9065.683989344214
75,2756,9323.401367208471
55,2757,9001.25464487815
40,2758,8759.64460313041
34,2759,8663.000586431313
50,2760,8920.717964295569
36,2761,8695.215258664344
25,2762,8518.034561382668
33,2763,8646.893250314797
15,2764,8356.961200217507
12,2765,8308.639191867958
4,2766,8179.780502935831
2,2767,8147.565830702798
3,2768,8163.673166819314
10,2769,8276.424519634927
21,2770,8453.605216916603
21,2771,8453.605216916603
35,2772,8679.107922547828
94,2773,9629.440753422277
120,2774,10048.231492451694
178,2775,10982.456987209625
185,2776,11095.208340025238
184,2777,11079.101003908723
217,2778,11610.643095753752
191,2779,11191.852356724336
162,2780,10724.739609345368
134,2781,10273.734198082919
150,2782,10531.451575947176
65,2783,9162.32800604331
58,2784,9049.576653227698
37,2785,8711.32259478086
34,2786,8663.000586431313
19,2787,8421.39054468357
9,2788,8260.317183518411
7,2789,8228.102511285379
8,2790,8244.209847401895
6,2791,8211.995175168862
0,2792,8115.351158469766
4,2793,8179.780502935831
7,2794,8228.102511285379
16,2795,8373.068536334024
45,2796,8840.18128371299
109,2797,9871.050795170016
109,2798,9871.050795170016
109,2799,9871.050795170016
123,2800,10096.553500801243
85,2801,9484.474728373632
113,2802,9935.480139636082
75,2803,9323.401367208471
60,2804,9081.79132546073
33,2805,8646.893250314797
47,2806,8872.395955946022
35,2807,8679.107922547828
23,2808,8485.819889149636
32,2809,8630.78591419828
64,2810,9146.220669926795
68,2811,9210.650014392859
41,2812,8775.751939246926
16,2813,8373.068536334024
9,2814,8260.317183518411
9,2815,8260.317183518411
4,2816,8179.780502935831
3,2817,8163.673166819314
16,2818,8373.068536334024
21,2819,8453.605216916603
41,2820,8775.751939246926
31,2821,8614.678578081764
34,2822,8663.000586431313
40,2823,8759.64460313041
51,2824,8936.825300412085
48,2825,8888.503292062538
45,2826,8840.18128371299
49,2827,8904.610628179053
65,2828,9162.32800604331
68,2829,9210.650014392859
46,2830,8856.288619829505
44,2831,8824.073947596473
54,2832,8985.147308761634
28,2833,8566.356569732216
16,2834,8373.068536334024
0,2835,8115.351158469766
0,2836,8115.351158469766
0,2837,8115.351158469766
0,2838,8115.351158469766
3,2839,8163.673166819314
0,2840,8115.351158469766
7,2841,8228.102511285379
17,2842,8389.17587245054
24,2843,8501.927225266152
29,2844,8582.463905848732
36,2845,8695.215258664344
20,2846,8437.497880800087
48,2847,8888.503292062538
50,2848,8920.717964295569
36,2849,8695.215258664344
37,2850,8711.32259478086
46,2851,8856.288619829505
53,2852,8969.039972645118
59,2853,9065.683989344214
42,2854,8791.85927536344
28,2855,8566.356569732216
42,2856,8791.85927536344
14,2857,8340.85386410099
12,2858,8308.639191867958
5,2859,8195.887839052346
1,2860,8131.4584945862825
0,2861,8115.351158469766
0,2862,8115.351158469766
1,2863,8131.4584945862825
1,2864,8131.4584945862825
0,2865,8115.351158469766
6,2866,8211.995175168862
5,2867,8195.887839052346
5,2868,8195.887839052346
5,2869,8195.887839052346
3,2870,8163.673166819314
19,2871,8421.39054468357
15,2872,8356.961200217507
13,2873,8324.746527984475
22,2874,8469.71255303312
22,2875,8469.71255303312
22,2876,8469.71255303312
29,2877,8582.463905848732
30,2878,8598.571241965248
17,2879,8389.17587245054
17,2880,8389.17587245054
9,2881,8260.317183518411
8,2882,8244.209847401895
4,2883,8179.780502935831
4,2884,8179.780502935831
1,2885,8131.4584945862825
0,2886,8115.351158469766
4,2887,8179.780502935831
1,2888,8131.4584945862825
3,2889,8163.673166819314
16,2890,8373.068536334024
25,2891,8518.034561382668
20,2892,8437.497880800087
30,2893,8598.571241965248
43,2894,8807.966611479957
27,2895,8550.2492336157
50,2896,8920.717964295569
19,2897,8421.39054468357
27,2898,8550.2492336157
36,2899,8695.215258664344
66,2900,9178.435342159826
64,2901,9146.220669926795
56,2902,9017.361980994667
33,2903,8646.893250314797
39,2904,8743.537267013893
30,2905,8598.571241965248
16,2906,8373.068536334024
13,2907,8324.746527984475
8,2908,8244.209847401895
1,2909,8131.4584945862825
3,2910,8163.673166819314
0,2911,8115.351158469766
0,2912,8115.351158469766
8,2913,8244.209847401895
20,2914,8437.497880800087
35,2915,8679.107922547828
27,2916,8550.2492336157
30,2917,8598.571241965248
42,2918,8791.85927536344
48,2919,8888.503292062538
71,2920,9258.972022742408
86,2921,9500.582064490149
89,2922,9548.904072839696
82,2923,9436.152720024083
83,2924,9452.2600561406
85,2925,9484.474728373632
39,2926,8743.537267013893
29,2927,8582.463905848732
22,2928,8469.71255303312
46,2929,8856.288619829505
27,2930,8550.2492336157
10,2931,8276.424519634927
8,2932,8244.209847401895
5,2933,8195.887839052346
9,2934,8260.317183518411
1,2935,8131.4584945862825
4,2936,8179.780502935831
1,2937,8131.4584945862825
8,2938,8244.209847401895
19,2939,8421.39054468357
54,2940,8985.147308761634
90,2941,9565.011408956212
132,2942,10241.519525849886
129,2943,10193.197517500339
196,2944,11272.389037306915
143,2945,10418.700223131564
148,2946,10499.236903714143
119,2947,10032.124156335178
138,2948,10338.163542548984
114,2949,9951.587475752598
88,2950,9532.79673672318
82,2951,9436.152720024083
58,2952,9049.576653227698
26,2953,8534.141897499185
30,2954,8598.571241965248
22,2955,8469.71255303312
8,2956,8244.209847401895
17,2957,8389.17587245054
10,2958,8276.424519634927
2,2959,8147.565830702798
0,2960,8115.351158469766
2,2961,8147.565830702798
8,2962,8244.209847401895
28,2963,8566.356569732216
48,2964,8888.503292062538
91,2965,9581.118745072728
142,2966,10402.592887015047
139,2967,10354.270878665498
166,2968,10789.168953811433
126,2969,10144.87550915079
128,2970,10177.090181383823
122,2971,10080.446164684727
106,2972,9822.72878682047
63,2973,9130.113333810279
61,2974,9097.898661577246
42,2975,8791.85927536344
32,2976,8630.78591419828
29,2977,8582.463905848732
9,2978,8260.317183518411
31,2979,8614.678578081764
25,2980,8518.034561382668
6,2981,8211.995175168862
0,2982,8115.351158469766
0,2983,8115.351158469766
0,2984,8115.351158469766
2,2985,8147.565830702798
16,2986,8373.068536334024
23,2987,8485.819889149636
36,2988,8695.215258664344
24,2989,8501.927225266152
26,2990,8534.141897499185
35,2991,8679.107922547828
36,2992,8695.215258664344
44,2993,8824.073947596473
51,2994,8936.825300412085
49,2995,8904.610628179053
59,2996,9065.683989344214
66,2997,9178.435342159826
45,2998,8840.18128371299
25,2999,8518.034561382668
28,3000,8566.356569732216
21,3001,8453.605216916603
16,3002,8373.068536334024
6,3003,8211.995175168862
3,3004,8163.673166819314
1,3005,8131.4584945862825
1,3006,8131.4584945862825
0,3007,8115.351158469766
1,3008,8131.4584945862825
9,3009,8260.317183518411
13,3010,8324.746527984475
28,3011,8566.356569732216
29,3012,8582.463905848732
27,3013,8550.2492336157
17,3014,8389.17587245054
47,3015,8872.395955946022
50,3016,8920.717964295569
42,3017,8791.85927536344
28,3018,8566.356569732216
56,3019,9017.361980994667
79,3020,9387.830711674535
70,3021,9242.864686625891
69,3022,9226.757350509375
50,3023,8920.717964295569
30,3024,8598.571241965248
29,3025,8582.463905848732
9,3026,8260.317183518411
8,3027,8244.209847401895
4,3028,8179.780502935831
6,3029,8211.995175168862
0,3030,8115.351158469766
0,3031,8115.351158469766
0,3032,8115.351158469766
6,3033,8211.995175168862
25,3034,8518.034561382668
21,3035,8453.605216916603
21,3036,8453.605216916603
30,3037,8598.571241965248
18,3038,8405.283208567056
41,3039,8775.751939246926
36,3040,8695.215258664344
36,3041,8695.215258664344
48,3042,8888.503292062538
49,3043,8904.610628179053
17,3044,8389.17587245054
40,3045,8759.64460313041
60,3046,9081.79132546073
28,3047,8566.356569732216
32,3048,8630.78591419828
12,3049,8308.639191867958
12,3050,8308.639191867958
5,3051,8195.887839052346
1,3052,8131.4584945862825
1,3053,8131.4584945862825
0,3054,8115.351158469766
1,3055,8131.4584945862825
2,3056,8147.565830702798
9,3057,8260.317183518411
14,3058,8340.85386410099
27,3059,8550.2492336157
21,3060,8453.605216916603
28,3061,8566.356569732216
43,3062,8807.966611479957
43,3063,8807.966611479957
48,3064,8888.503292062538
43,3065,8807.966611479957
54,3066,8985.147308761634
50,3067,8920.717964295569
54,3068,8985.147308761634
64,3069,9146.220669926795
59,3070,9065.683989344214
56,3071,9017.361980994667
31,3072,8614.678578081764
25,3073,8518.034561382668
16,3074,8373.068536334024
6,3075,8211.995175168862
5,3076,8195.887839052346
3,3077,8163.673166819314
2,3078,8147.565830702798
2,3079,8147.565830702798
1,3080,8131.4584945862825
6,3081,8211.995175168862
16,3082,8373.068536334024
26,3083,8534.141897499185
18,3084,8405.283208567056
31,3085,8614.678578081764
56,3086,9017.361980994667
53,3087,8969.039972645118
69,3088,9226.757350509375
70,3089,9242.864686625891
56,3090,9017.361980994667
44,3091,8824.073947596473
62,3092,9114.005997693763
39,3093,8743.537267013893
25,3094,8518.034561382668
22,3095,8469.71255303312
24,3096,8501.927225266152
25,3097,8518.034561382668
31,3098,8614.678578081764
24,3099,8501.927225266152
18,3100,8405.283208567056
15,3101,8356.961200217507
5,3102,8195.887839052346
1,3103,8131.4584945862825
7,3104,8228.102511285379
2,3105,8147.565830702798
4,3106,8179.780502935831
16,3107,8373.068536334024
14,3108,8340.85386410099
34,3109,8663.000586431313
72,3110,9275.079358858922
75,3111,9323.401367208471
68,3112,9210.650014392859
57,3113,9033.469317111181
73,3114,9291.186694975439
107,3115,9838.836122936986
78,3116,9371.72337555802
88,3117,9532.79673672318
69,3118,9226.757350509375
42,3119,8791.85927536344
15,3120,8356.961200217507
7,3121,8228.102511285379
11,3122,8292.531855751444
5,3123,8195.887839052346
4,3124,8179.780502935831
13,3125,8324.746527984475
11,3126,8292.531855751444
5,3127,8195.887839052346
3,3128,8163.673166819314
3,3129,8163.673166819314
4,3130,8179.780502935831
24,3131,8501.927225266152
36,3132,8695.215258664344
73,3133,9291.186694975439
120,3134,10048.231492451694
120,3135,10048.231492451694
195,3136,11256.281701190399
183,3137,11062.993667792207
206,3138,11433.462398472077
158,3139,10660.310264879305
137,3140,10322.056206432468
60,3141,9081.79132546073
78,3142,9371.72337555802
53,3143,8969.039972645118
44,3144,8824.073947596473
29,3145,8582.463905848732
18,3146,8405.283208567056
17,3147,8389.17587245054
6,3148,8211.995175168862
4,3149,8179.780502935831
1,3150,8131.4584945862825
1,3151,8131.4584945862825
1,3152,8131.4584945862825
11,3153,8292.531855751444
27,3154,8550.2492336157
28,3155,8566.356569732216
38,3156,8727.429930897377
37,3157,8711.32259478086
56,3158,9017.361980994667
72,3159,9275.079358858922
61,3160,9097.898661577246
76,3161,9339.508703324987
55,3162,9001.25464487815
45,3163,8840.18128371299
47,3164,8872.395955946022
55,3165,9001.25464487815
36,3166,8695.215258664344
31,3167,8614.678578081764
28,3168,8566.356569732216
22,3169,8469.71255303312
18,3170,8405.283208567056
13,3171,8324.746527984475
7,3172,8228.102511285379
4,3173,8179.780502935831
1,3174,8131.4584945862825
2,3175,8147.565830702798
0,3176,8115.351158469766
0,3177,8115.351158469766
13,3178,8324.746527984475
22,3179,8469.71255303312
17,3180,8389.17587245054
31,3181,8614.678578081764
26,3182,8534.141897499185
38,3183,8727.429930897377
31,3184,8614.678578081764
61,3185,9097.898661577246
79,3186,9387.830711674535
73,3187,9291.186694975439
83,3188,9452.2600561406
54,3189,8985.147308761634
51,3190,8936.825300412085
30,3191,8598.571241965248
23,3192,8485.819889149636
12,3193,8308.639191867958
7,3194,8228.102511285379
8,3195,8244.209847401895
3,3196,8163.673166819314
1,3197,8131.4584945862825
6,3198,8211.995175168862
1,3199,8131.4584945862825
0,3200,8115.351158469766
2,3201,8147.565830702798
14,3202,8340.85386410099
25,3203,8518.034561382668
26,3204,8534.141897499185
33,3205,8646.893250314797
6,3206,8211.995175168862
12,3207,8308.639191867958
30,3208,8598.571241965248
44,3209,8824.073947596473
34,3210,8663.000586431313
53,3211,8969.039972645118
78,3212,9371.72337555802
58,3213,9049.576653227698
43,3214,8807.966611479957
24,3215,8501.927225266152
11,3216,8292.531855751444
14,3217,8340.85386410099
10,3218,8276.424519634927
6,3219,8211.995175168862
2,3220,8147.565830702798
3,3221,8163.673166819314
1,3222,8131.4584945862825
2,3223,8147.565830702798
2,3224,8147.565830702798
17,3225,8389.17587245054
18,3226,8405.283208567056
34,3227,8663.000586431313
40,3228,8759.64460313041
35,3229,8679.107922547828
53,3230,8969.039972645118
38,3231,8727.429930897377
44,3232,8824.073947596473
43,3233,8807.966611479957
63,3234,9130.113333810279
55,3235,9001.25464487815
60,3236,9081.79132546073
59,3237,9065.683989344214
65,3238,9162.32800604331
46,3239,8856.288619829505
29,3240,8582.463905848732
11,3241,8292.531855751444
9,3242,8260.317183518411
15,3243,8356.961200217507
8,3244,8244.209847401895
4,3245,8179.780502935831
1,3246,8131.4584945862825
1,3247,8131.4584945862825
0,3248,8115.351158469766
15,3249,8356.961200217507
30,3250,8598.571241965248
41,3251,8775.751939246926
35,3252,8679.107922547828
44,3253,8824.073947596473
63,3254,9130.113333810279
69,3255,9226.757350509375
60,3256,9081.79132546073
66,3257,9178.435342159826
74,3258,9307.294031091955
61,3259,9097.898661577246
71,3260,9258.972022742408
79,3261,9387.830711674535
49,3262,8904.610628179053
40,3263,8759.64460313041
40,3264,8759.64460313041
28,3265,8566.356569732216
15,3266,8356.961200217507
20,3267,8437.497880800087
8,3268,8244.209847401895
5,3269,8195.887839052346
7,3270,8228.102511285379
1,3271,8131.4584945862825
1,3272,8131.4584945862825
6,3273,8211.995175168862
10,3274,8276.424519634927
29,3275,8582.463905848732
60,3276,9081.79132546073
122,3277,10080.446164684727
173,3278,10901.920306627046
222,3279,11691.179776336332
191,3280,11191.852356724336
187,3281,11127.42301225827
232,3282,11852.253137501493
204,3283,11401.247726239044
191,3284,11191.852356724336
191,3285,11191.852356724336
117,3286,9999.909484102147
84,3287,9468.367392257116
77,3288,9355.616039441504
78,3289,9371.72337555802
42,3290,8791.85927536344
31,3291,8614.678578081764
17,3292,8389.17587245054
18,3293,8405.283208567056
10,3294,8276.424519634927
3,3295,8163.673166819314
1,3296,8131.4584945862825
5,3297,8195.887839052346
13,3298,8324.746527984475
29,3299,8582.463905848732
59,3300,9065.683989344214
135,3301,10289.841534199435
164,3302,10756.9542815784
146,3303,10467.02223148111
180,3304,11014.671659442658
125,3305,10128.768173034274
110,3306,9887.158131286533
72,3307,9275.079358858922
93,3308,9613.333417305761
120,3309,10048.231492451694
107,3310,9838.836122936986
57,3311,9033.469317111181
27,3312,8550.2492336157
35,3313,8679.107922547828
19,3314,8421.39054468357
23,3315,8485.819889149636
4,3316,8179.780502935831
2,3317,8147.565830702798
0,3318,8115.351158469766
2,3319,8147.565830702798
0,3320,8115.351158469766
4,3321,8179.780502935831
13,3322,8324.746527984475
50,3323,8920.717964295569
36,3324,8695.215258664344
49,3325,8904.610628179053
73,3326,9291.186694975439
65,3327,9162.32800604331
49,3328,8904.610628179053
57,3329,9033.469317111181
57,3330,9033.469317111181
56,3331,9017.361980994667
56,3332,9017.361980994667
68,3333,9210.650014392859
56,3334,9017.361980994667
39,3335,8743.537267013893
33,3336,8646.893250314797
25,3337,8518.034561382668
19,3338,8421.39054468357
12,3339,8308.639191867958
6,3340,8211.995175168862
2,3341,8147.565830702798
0,3342,8115.351158469766
1,3343,8131.4584945862825
2,3344,8147.565830702798
10,3345,8276.424519634927
26,3346,8534.141897499185
31,3347,8614.678578081764
27,3348,8550.2492336157
18,3349,8405.283208567056
33,3350,8646.893250314797
41,3351,8775.751939246926
38,3352,8727.429930897377
27,3353,8550.2492336157
59,3354,9065.683989344214
52,3355,8952.932636528602
56,3356,9017.361980994667
74,3357,9307.294031091955
45,3358,8840.18128371299
39,3359,8743.537267013893
21,3360,8453.605216916603
26,3361,8534.141897499185
13,3362,8324.746527984475
3,3363,8163.673166819314
6,3364,8211.995175168862
0,3365,8115.351158469766
0,3366,8115.351158469766
0,3367,8115.351158469766
2,3368,8147.565830702798
4,3369,8179.780502935831
29,3370,8582.463905848732
36,3371,8695.215258664344
27,3372,8550.2492336157
30,3373,8598.571241965248
36,3374,8695.215258664344
32,3375,8630.78591419828
39,3376,8743.537267013893
47,3377,8872.395955946022
37,3378,8711.32259478086
61,3379,9097.898661577246
77,3380,9355.616039441504
66,3381,9178.435342159826
73,3382,9291.186694975439
56,3383,9017.361980994667
33,3384,8646.893250314797
34,3385,8663.000586431313
12,3386,8308.639191867958
11,3387,8292.531855751444
3,3388,8163.673166819314
7,3389,8228.102511285379
0,3390,8115.351158469766
0,3391,8115.351158469766
2,3392,8147.565830702798
4,3393,8179.780502935831
16,3394,8373.068536334024
31,3395,8614.678578081764
22,3396,8469.71255303312
49,3397,8904.610628179053
36,3398,8695.215258664344
53,3399,8969.039972645118
52,3400,8952.932636528602
44,3401,8824.073947596473
40,3402,8759.64460313041
58,3403,9049.576653227698
49,3404,8904.610628179053
74,3405,9307.294031091955
67,3406,9194.542678276342
55,3407,9001.25464487815
45,3408,8840.18128371299
23,3409,8485.819889149636
17,3410,8389.17587245054
14,3411,8340.85386410099
14,3412,8340.85386410099
6,3413,8211.995175168862
1,3414,8131.4584945862825
2,3415,8147.565830702798
2,3416,8147.565830702798
8,3417,8244.209847401895
20,3418,8437.497880800087
25,3419,8518.034561382668
37,3420,8711.32259478086
42,3421,8791.85927536344
40,3422,8759.64460313041
53,3423,8969.039972645118
51,3424,8936.825300412085
51,3425,8936.825300412085
98,3426,9693.87009788834
63,3427,9130.113333810279
77,3428,9355.616039441504
89,3429,9548.904072839696
69,3430,9226.757350509375
24,3431,8501.927225266152
37,3432,8711.32259478086
25,3433,8518.034561382668
23,3434,8485.819889149636
15,3435,8356.961200217507
8,3436,8244.209847401895
13,3437,8324.746527984475
2,3438,8147.565830702798
0,3439,8115.351158469766
4,3440,8179.780502935831
3,3441,8163.673166819314
17,3442,8389.17587245054
27,3443,8550.2492336157
61,3444,9097.898661577246
110,3445,9887.158131286533
171,3446,10869.705634394013
145,3447,10450.914895364596
168,3448,10821.383626044466
172,3449,10885.81297051053
187,3450,11127.42301225827
201,3451,11352.925717889495
180,3452,11014.671659442658
173,3453,10901.920306627046
99,3454,9709.977434004857
68,3455,9210.650014392859
87,3456,9516.689400606665
46,3457,8856.288619829505
44,3458,8824.073947596473
32,3459,8630.78591419828
17,3460,8389.17587245054
12,3461,8308.639191867958
2,3462,8147.565830702798
13,3463,8324.746527984475
3,3464,8163.673166819314
5,3465,8195.887839052346
13,3466,8324.746527984475
34,3467,8663.000586431313
74,3468,9307.294031091955
130,3469,10209.304853616855
139,3470,10354.270878665498
216,3471,11594.535759637236
237,3472,11932.789818084075
183,3473,11062.993667792207
221,3474,11675.072440219818
194,3475,11240.174365073883
214,3476,11562.321087404205
151,3477,10547.558912063692
141,3478,10386.485550898531
91,3479,9581.118745072728
107,3480,9838.836122936986
78,3481,9371.72337555802
48,3482,8888.503292062538
38,3483,8727.429930897377
26,3484,8534.141897499185
17,3485,8389.17587245054
10,3486,8276.424519634927
2,3487,8147.565830702798
1,3488,8131.4584945862825
6,3489,8211.995175168862
12,3490,8308.639191867958
36,3491,8695.215258664344
47,3492,8872.395955946022
116,3493,9983.80214798563
153,3494,10579.773584296725
179,3495,10998.564323326142
133,3496,10257.626861966402
142,3497,10402.592887015047
132,3498,10241.519525849886
101,3499,9742.19210623789
102,3500,9758.299442354404
77,3501,9355.616039441504
68,3502,9210.650014392859
69,3503,9226.757350509375
42,3504,8791.85927536344
26,3505,8534.141897499185
14,3506,8340.85386410099
9,3507,8260.317183518411
8,3508,8244.209847401895
5,3509,8195.887839052346
1,3510,8131.4584945862825
0,3511,8115.351158469766
0,3512,8115.351158469766
11,3513,8292.531855751444
16,3514,8373.068536334024
34,3515,8663.000586431313
22,3516,8469.71255303312
37,3517,8711.32259478086
28,3518,8566.356569732216
37,3519,8711.32259478086
37,3520,8711.32259478086
41,3521,8775.751939246926
42,3522,8791.85927536344
44,3523,8824.073947596473
67,3524,9194.542678276342
55,3525,9001.25464487815
39,3526,8743.537267013893
38,3527,8727.429930897377
45,3528,8840.18128371299
42,3529,8791.85927536344
15,3530,8356.961200217507
9,3531,8260.317183518411
8,3532,8244.209847401895
0,3533,8115.351158469766
0,3534,8115.351158469766
0,3535,8115.351158469766
2,3536,8147.565830702798
7,3537,8228.102511285379
19,3538,8421.39054468357
37,3539,8711.32259478086
34,3540,8663.000586431313
31,3541,8614.678578081764
26,3542,8534.141897499185
32,3543,8630.78591419828
29,3544,8582.463905848732
40,3545,8759.64460313041
25,3546,8518.034561382668
39,3547,8743.537267013893
52,3548,8952.932636528602
31,3549,8614.678578081764
16,3550,8373.068536334024
23,3551,8485.819889149636
29,3552,8582.463905848732
14,3553,8340.85386410099
10,3554,8276.424519634927
11,3555,8292.531855751444
3,3556,8163.673166819314
0,3557,8115.351158469766
0,3558,8115.351158469766
0,3559,8115.351158469766
3,3560,8163.673166819314
7,3561,8228.102511285379
19,3562,8421.39054468357
25,3563,8518.034561382668
28,3564,8566.356569732216
33,3565,8646.893250314797
42,3566,8791.85927536344
39,3567,8743.537267013893
35,3568,8679.107922547828
43,3569,8807.966611479957
44,3570,8824.073947596473
63,3571,9130.113333810279
88,3572,9532.79673672318
74,3573,9307.294031091955
58,3574,9049.576653227698
51,3575,8936.825300412085
33,3576,8646.893250314797
14,3577,8340.85386410099
23,3578,8485.819889149636
15,3579,8356.961200217507
7,3580,8228.102511285379
