cnt,weathersit,Predicted Y
365,2,1.3371594487055511
196,2,1.4220016937898585
98,1,1.4712001554363798
133,1,1.4536292762769079
199,1,1.4204956184333324
177,1,1.4315401710478575
228,1,1.4059368899869127
235,1,1.4024227141550183
294,1,1.372803232143337
481,1,1.2789245349198726
452,1,1.2934832633662923
324,1,1.3577424785780754
204,1,1.417985492839122
184,1,1.428025995215963
137,1,1.4516211758015398
99,1,1.470698130317538
33,1,1.5038317881611136
24,1,1.508350014230692
9,1,1.515880391013323
2,1,1.5193945668452173
3,1,1.5188925417263752
16,1,1.5123662151814286
49,1,1.4957993862596406
180,2,1.4300340956913313
346,2,1.34669792596355
195,3,1.4225037189087004
136,2,1.4521232009203817
106,3,1.4671839544856435
80,3,1.4802366075755369
40,3,1.5003176123292192
36,3,1.5023257128045873
75,3,1.4827467331697473
62,3,1.489273059714694
69,3,1.4857588838827995
51,3,1.4947953360219566
55,3,1.4927872355465883
47,3,1.4968034364973248
28,3,1.5063419137553238
24,3,1.508350014230692
17,3,1.5118641900625864
18,2,1.5113621649437443
16,2,1.5123662151814286
17,3,1.5118641900625864
4,3,1.518390516607533
5,3,1.517888491488691
7,3,1.516884441251007
11,2,1.5148763407756387
19,3,1.5108601398249024
47,2,1.4968034364973248
68,2,1.4862609090016417
129,2,1.4556373767522761
232,2,1.4039287895115444
291,1,1.3743093074998631
312,1,1.36376678000418
391,1,1.3241067956156576
397,1,1.3210946449026053
426,1,1.3065359164561856
383,1,1.328122996566394
376,1,1.3316371723982885
283,1,1.3783255084505996
183,2,1.4285280203348052
135,2,1.4526252260392238
169,2,1.435556371998594
117,2,1.4616616781783809
96,1,1.472204205674064
54,1,1.4932892606654304
72,1,1.4842528085262734
24,1,1.508350014230692
5,1,1.517888491488691
12,1,1.5143743156567966
13,2,1.5138722905379547
27,2,1.506843938874166
80,1,1.4802366075755369
177,1,1.4315401710478575
289,1,1.3753133577375474
317,1,1.3612566544099698
388,1,1.3256128709721837
441,1,1.299005539673555
420,1,1.309548067169238
369,1,1.3351513482301829
359,1,1.3401715994186034
331,1,1.354228302746181
270,1,1.3848518349955463
194,3,1.4230057440275425
105,3,1.4676859796044854
61,3,1.489775084833536
45,3,1.4978074867350089
42,3,1.499313562091535
12,3,1.5143743156567966
10,1,1.5153783658944808
10,1,1.5153783658944808
10,2,1.5153783658944808
5,2,1.517888491488691
17,2,1.5118641900625864
66,2,1.4872649592393257
196,2,1.4220016937898585
353,1,1.3431837501316557
174,1,1.4330462464043836
125,1,1.4576454772276444
147,1,1.4466009246131193
188,1,1.4260178947405948
203,1,1.4184875179579641
146,1,1.4471029497319612
175,1,1.4325442212855417
239,1,1.40041461367965
521,1,1.2588435301661904
499,1,1.2698880827807155
382,1,1.3286250216852362
237,1,1.4014186639173343
190,1,1.4250138445029108
106,1,1.4671839544856435
62,1,1.489273059714694
27,1,1.506843938874166
21,1,1.5098560895872182
26,1,1.507345963993008
21,1,1.5098560895872182
6,1,1.517386466369849
16,1,1.5123662151814286
80,1,1.4802366075755369
270,1,1.3848518349955463
449,1,1.2949893387228184
199,1,1.4204956184333324
120,1,1.4601556028218547
172,1,1.4340502966420678
186,1,1.427021944978279
176,1,1.4320421961666996
155,1,1.4425847236623828
153,1,1.4435887739000668
291,1,1.3743093074998631
521,1,1.2588435301661904
528,1,1.255329354334296
328,1,1.3557343781027071
234,1,1.4029247392738604
195,1,1.4225037189087004
148,2,1.4460988994942772
78,2,1.4812406578132211
27,1,1.506843938874166
17,1,1.5118641900625864
5,1,1.517888491488691
7,2,1.516884441251007
6,1,1.517386466369849
17,2,1.5118641900625864
84,1,1.4782285071001686
246,2,1.3969004378477556
444,2,1.2974994643170286
181,2,1.4295320705724892
92,2,1.4742123061494323
156,2,1.4420826985435407
173,1,1.4335482715232257
150,1,1.445094849256593
148,1,1.4460988994942772
138,1,1.4511191506826977
218,1,1.4109571411753332
521,3,1.2588435301661904
412,3,1.3135642681199744
260,1,1.3898720861839668
218,1,1.4109571411753332
145,1,1.4476049748508033
129,2,1.4556373767522761
78,2,1.4812406578132211
54,1,1.4932892606654304
20,2,1.5103581147060603
21,2,1.5098560895872182
3,2,1.5188925417263752
9,2,1.515880391013323
13,2,1.5138722905379547
86,2,1.4772244568624846
215,2,1.4124632165318594
398,2,1.3205926197837632
183,3,1.4285280203348052
54,2,1.4932892606654304
84,2,1.4782285071001686
107,2,1.4666819293668014
121,2,1.4596535777030126
142,1,1.4491110502073294
163,1,1.4385685227116463
270,1,1.3848518349955463
455,1,1.2919771880097661
530,1,1.254325304096612
404,1,1.317580469070711
269,1,1.3853538601143884
194,1,1.4230057440275425
153,1,1.4435887739000668
110,1,1.4651758540102753
48,1,1.4963014113784827
31,1,1.5048358383987976
10,1,1.5153783658944808
5,1,1.517888491488691
6,1,1.517386466369849
25,1,1.50784798911185
71,1,1.4847548336451155
240,1,1.3999125885608081
421,1,1.309046042050396
230,1,1.4049328397492287
156,1,1.4420826985435407
157,1,1.4415806734246985
223,1,1.408447015581123
308,1,1.3657748804795482
248,1,1.3958963876100716
252,2,1.3938882871347034
299,2,1.3702931065491268
508,2,1.265369856711137
439,1,1.300009589911239
270,1,1.3848518349955463
194,1,1.4230057440275425
195,1,1.4225037189087004
146,1,1.4471029497319612
113,2,1.4636697786537491
106,2,1.4671839544856435
74,2,1.4832487582885892
65,2,1.4877669843581678
17,2,1.5118641900625864
7,2,1.516884441251007
7,1,1.516884441251007
21,1,1.5098560895872182
48,1,1.4963014113784827
91,1,1.4747143312682742
156,1,1.4420826985435407
279,1,1.380333608925968
321,1,1.3592485539346015
416,1,1.3115561676446061
455,1,1.2919771880097661
452,1,1.2934832633662923
499,1,1.2698880827807155
464,1,1.2874589619401875
407,1,1.3160743937141848
371,1,1.3341472979924986
387,1,1.3261148960910258
224,1,1.407944990462281
177,1,1.4315401710478575
143,1,1.4486090250884873
125,1,1.4576454772276444
96,1,1.472204205674064
59,1,1.49077913507122
50,1,1.4952973611407985
23,1,1.5088520393495342
17,1,1.5118641900625864
10,1,1.5153783658944808
13,2,1.5138722905379547
33,2,1.5038317881611136
59,2,1.49077913507122
141,2,1.4496130753261716
264,2,1.3878639857085986
250,1,1.3948923373723874
281,2,1.3793295586882837
332,2,1.3537262776273389
238,2,1.4009166387984922
266,2,1.3868599354709146
214,2,1.4129652416507015
196,2,1.4220016937898585
159,2,1.4405766231870145
178,2,1.4310381459290156
121,2,1.4596535777030126
105,2,1.4676859796044854
100,2,1.4701961051986958
146,1,1.4471029497319612
177,1,1.4315401710478575
114,1,1.463167753534907
35,2,1.5028277379234294
16,1,1.5123662151814286
17,1,1.5118641900625864
20,2,1.5103581147060603
62,1,1.489273059714694
209,2,1.4154753672449116
371,2,1.3341472979924986
172,2,1.4340502966420678
108,2,1.4661799042479593
130,1,1.4551353516334342
187,1,1.426519919859437
170,2,1.4350543468797519
181,1,1.4295320705724892
155,1,1.4425847236623828
269,1,1.3853538601143884
537,1,1.2508111282647176
518,2,1.2603496055227166
314,2,1.362762729766496
218,2,1.4109571411753332
232,2,1.4039287895115444
125,2,1.4576454772276444
64,2,1.48826900947701
16,2,1.5123662151814286
14,2,1.5133702654191126
5,2,1.517888491488691
2,1,1.5193945668452173
4,1,1.518390516607533
14,1,1.5133702654191126
109,2,1.4656778791291174
265,2,1.3873619605897567
459,2,1.2899690875343979
186,2,1.427021944978279
127,2,1.4566414269899604
140,2,1.4501151004450137
217,2,1.4114591662941753
194,2,1.4230057440275425
158,2,1.4410786483058566
154,2,1.443086748781225
271,1,1.3843498098767042
517,1,1.2608516306415587
544,1,1.2472969524328232
365,1,1.3371594487055511
290,1,1.3748113326187053
225,2,1.4074429653434388
113,2,1.4636697786537491
62,2,1.489273059714694
27,3,1.506843938874166
7,3,1.516884441251007
4,3,1.518390516607533
1,3,1.5198965919640592
3,3,1.5188925417263752
9,3,1.515880391013323
21,3,1.5098560895872182
52,3,1.4942933109031145
79,3,1.480738632694379
40,3,1.5003176123292192
31,2,1.5048358383987976
72,1,1.4842528085262734
124,2,1.4581475023464865
143,2,1.4486090250884873
107,1,1.4666819293668014
129,1,1.4556373767522761
195,1,1.4225037189087004
410,1,1.3145683183576586
396,1,1.3215966700214474
296,1,1.371799181905653
191,1,1.4245118193840687
150,1,1.445094849256593
89,1,1.4757183815059585
57,1,1.491783185308904
27,1,1.506843938874166
10,1,1.5153783658944808
5,1,1.517888491488691
4,1,1.518390516607533
7,1,1.516884441251007
30,1,1.5053378635176398
89,1,1.4757183815059585
271,1,1.3843498098767042
440,1,1.2995075647923968
184,1,1.428025995215963
128,1,1.4561394018711182
148,1,1.4460988994942772
196,1,1.4220016937898585
192,1,1.4240097942652268
154,1,1.443086748781225
147,1,1.4466009246131193
269,1,1.3853538601143884
533,1,1.2528192287400857
520,1,1.2593455552850323
361,1,1.3391675491809192
258,1,1.390876136421651
180,1,1.4300340956913313
165,1,1.4375644724739622
115,1,1.462665728416065
56,1,1.4922852104277462
32,1,1.5043338132799555
16,1,1.5123662151814286
9,1,1.515880391013323
1,1,1.5198965919640592
16,1,1.5123662151814286
82,1,1.4792325573378529
222,1,1.408949040699965
450,1,1.2944873136039763
188,1,1.4260178947405948
127,2,1.4566414269899604
165,2,1.4375644724739622
246,1,1.3969004378477556
253,1,1.3933862620158612
213,1,1.4134672667695436
260,1,1.3898720861839668
344,1,1.3477019762012343
553,1,1.2427787263632446
470,3,1.2844468112271352
292,3,1.373807282381021
190,1,1.4250138445029108
152,1,1.444090799018909
151,1,1.444592824137751
120,1,1.4601556028218547
86,1,1.4772244568624846
58,1,1.4912811601900622
52,1,1.4942933109031145
18,1,1.5113621649437443
5,1,1.517888491488691
7,1,1.516884441251007
13,1,1.5138722905379547
40,1,1.5003176123292192
115,1,1.462665728416065
218,1,1.4109571411753332
298,1,1.3707951316679687
347,1,1.346195900844708
373,1,1.3331432477548146
436,1,1.301515665267765
378,3,1.3306331221606045
378,1,1.3306331221606045
342,1,1.3487060264389183
354,1,1.3426817250128136
289,1,1.3753133577375474
267,1,1.3863579103520725
219,1,1.410455116056491
182,1,1.4290300454536473
120,1,1.4601556028218547
119,1,1.4606576279406966
100,2,1.4701961051986958
64,2,1.48826900947701
59,1,1.49077913507122
31,1,1.5048358383987976
10,1,1.5153783658944808
5,2,1.517888491488691
6,2,1.517386466369849
23,2,1.5088520393495342
86,1,1.4772244568624846
160,1,1.4400745980681724
244,1,1.3979044880854399
340,1,1.3497100766766024
382,1,1.3286250216852362
390,1,1.3246088207344997
366,1,1.336657423586709
358,1,1.3406736245374455
385,1,1.32711894632871
351,3,1.34418780036934
268,1,1.3858558852332306
239,1,1.40041461367965
174,1,1.4330462464043836
127,1,1.4566414269899604
115,1,1.462665728416065
50,1,1.4952973611407985
53,1,1.4937912857842723
33,1,1.5038317881611136
8,1,1.5163824161321648
7,1,1.516884441251007
4,1,1.518390516607533
23,1,1.5088520393495342
89,1,1.4757183815059585
237,1,1.4014186639173343
374,1,1.3326412226359725
178,1,1.4310381459290156
119,1,1.4606576279406966
125,1,1.4576454772276444
195,1,1.4225037189087004
174,1,1.4330462464043836
162,1,1.4390705478304884
199,1,1.4204956184333324
304,1,1.3677829809549165
598,1,1.220187596015352
524,1,1.2573374548096643
384,1,1.327620971447552
239,1,1.40041461367965
156,1,1.4420826985435407
116,1,1.462163703297223
61,1,1.489775084833536
18,1,1.5113621649437443
15,1,1.5128682403002705
5,1,1.517888491488691
4,1,1.518390516607533
2,1,1.5193945668452173
29,1,1.5058398886364817
112,1,1.464171803772591
314,2,1.362762729766496
425,2,1.3070379415750277
205,2,1.4174834677202799
127,2,1.4566414269899604
125,2,1.4576454772276444
217,2,1.4114591662941753
202,2,1.418989543076806
176,2,1.4320421961666996
180,2,1.4300340956913313
327,1,1.3562364032215493
611,1,1.2136612694704054
550,1,1.2442848017197707
434,1,1.3025197155054493
291,1,1.3743093074998631
203,1,1.4184875179579641
150,1,1.445094849256593
81,2,1.4797345824566948
38,2,1.5013216625669032
20,2,1.5103581147060603
10,1,1.5153783658944808
3,1,1.5188925417263752
2,2,1.5193945668452173
20,1,1.5103581147060603
99,1,1.470698130317538
318,1,1.3607546292911277
442,1,1.2985035145547128
203,1,1.4184875179579641
154,1,1.443086748781225
141,1,1.4496130753261716
226,1,1.4069409402245967
193,1,1.4235077691463847
177,1,1.4315401710478575
179,1,1.4305361208101735
289,1,1.3753133577375474
259,1,1.390374111302809
274,1,1.382843734520178
401,1,1.319086544427237
273,1,1.3833457596390202
234,1,1.4029247392738604
146,1,1.4471029497319612
81,1,1.4797345824566948
44,2,1.498309511853851
17,1,1.5118641900625864
15,1,1.5128682403002705
5,1,1.517888491488691
6,1,1.517386466369849
29,1,1.5058398886364817
112,1,1.464171803772591
297,1,1.3712971567868109
421,1,1.309046042050396
212,2,1.4139692918883855
147,2,1.4466009246131193
179,1,1.4305361208101735
207,1,1.4164794174825959
218,2,1.4109571411753332
191,2,1.4245118193840687
217,2,1.4114591662941753
288,2,1.3758153828563893
594,2,1.2221956964907204
527,1,1.255831379453138
364,2,1.337661473824393
276,1,1.381839684282494
223,1,1.408447015581123
172,1,1.4340502966420678
103,2,1.4686900298421697
52,2,1.4942933109031145
20,1,1.5103581147060603
11,2,1.5148763407756387
4,2,1.518390516607533
5,3,1.517888491488691
25,2,1.50784798911185
82,3,1.4792325573378529
157,3,1.4415806734246985
387,2,1.3261148960910258
233,2,1.4034267643927023
130,2,1.4551353516334342
146,2,1.4471029497319612
223,2,1.408447015581123
226,2,1.4069409402245967
190,2,1.4250138445029108
198,2,1.4209976435521743
300,2,1.3697910814302847
491,3,1.273904283731452
398,3,1.3205926197837632
270,2,1.3848518349955463
152,2,1.444090799018909
154,2,1.443086748781225
132,2,1.45413130139575
119,3,1.4606576279406966
102,2,1.4691920549610118
82,2,1.4792325573378529
52,2,1.4942933109031145
35,2,1.5028277379234294
5,2,1.517888491488691
14,2,1.5133702654191126
11,2,1.5148763407756387
32,3,1.5043338132799555
88,3,1.4762204066248004
100,2,1.4701961051986958
167,2,1.436560422236278
279,2,1.380333608925968
279,3,1.380333608925968
248,3,1.3958963876100716
216,2,1.4119611914130175
294,2,1.372803232143337
295,2,1.3723012070244949
272,2,1.3838477847578623
304,2,1.3677829809549165
248,3,1.3958963876100716
157,3,1.4415806734246985
59,3,1.49077913507122
26,3,1.507345963993008
44,3,1.498309511853851
39,2,1.5008196374480611
47,2,1.4968034364973248
50,2,1.4952973611407985
32,2,1.5043338132799555
13,2,1.5138722905379547
14,3,1.5133702654191126
17,2,1.5118641900625864
42,2,1.499313562091535
70,2,1.4852568587639574
134,1,1.453127251158066
226,1,1.4069409402245967
322,1,1.3587465288157594
367,1,1.336155398467867
456,1,1.291475162890924
437,1,1.301013640148923
459,1,1.2899690875343979
440,1,1.2995075647923968
392,3,1.3236047704968157
237,1,1.4014186639173343
231,1,1.4044308146303865
191,1,1.4245118193840687
151,1,1.444592824137751
117,1,1.4616616781783809
69,1,1.4857588838827995
38,1,1.5013216625669032
14,1,1.5133702654191126
13,1,1.5138722905379547
4,1,1.518390516607533
6,1,1.517386466369849
21,1,1.5098560895872182
104,1,1.4681880047233276
272,1,1.3838477847578623
394,1,1.3226007202591314
194,1,1.4230057440275425
112,1,1.464171803772591
185,1,1.4275239700971212
209,1,1.4154753672449116
214,1,1.4129652416507015
193,1,1.4235077691463847
165,1,1.4375644724739622
226,3,1.4069409402245967
274,1,1.382843734520178
453,3,1.2929812382474501
308,1,1.3657748804795482
198,1,1.4209976435521743
177,1,1.4315401710478575
127,1,1.4566414269899604
57,1,1.491783185308904
31,2,1.5048358383987976
13,3,1.5138722905379547
8,3,1.5163824161321648
4,3,1.518390516607533
4,3,1.518390516607533
22,3,1.509354064468376
49,3,1.4957993862596406
151,2,1.444592824137751
347,2,1.346195900844708
207,2,1.4164794174825959
104,3,1.4681880047233276
130,2,1.4551353516334342
153,3,1.4435887739000668
172,2,1.4340502966420678
184,1,1.428025995215963
210,1,1.4149733421260697
290,1,1.3748113326187053
604,1,1.2171754453022998
480,1,1.2794265600387147
349,1,1.345191850607024
283,1,1.3783255084505996
174,1,1.4330462464043836
98,2,1.4712001554363798
56,2,1.4922852104277462
23,2,1.5088520393495342
12,2,1.5143743156567966
6,3,1.517386466369849
9,3,1.515880391013323
3,3,1.5188925417263752
9,1,1.515880391013323
101,1,1.4696940800798537
274,1,1.382843734520178
453,1,1.2929812382474501
202,3,1.418989543076806
106,3,1.4671839544856435
23,2,1.5088520393495342
54,1,1.4932892606654304
122,2,1.4591515525841705
138,2,1.4511191506826977
167,1,1.436560422236278
294,1,1.372803232143337
565,1,1.23675442493714
489,1,1.2749083339691363
331,3,1.354228302746181
213,3,1.4134672667695436
85,1,1.4777264819813267
117,1,1.4616616781783809
59,1,1.49077913507122
29,1,1.5058398886364817
6,1,1.517386466369849
15,1,1.5128682403002705
4,1,1.518390516607533
5,1,1.517888491488691
26,1,1.507345963993008
103,2,1.4686900298421697
257,2,1.391378161540493
487,2,1.2759123842068203
216,2,1.4119611914130175
130,2,1.4551353516334342
164,3,1.4380664975928044
168,2,1.436058397117436
183,3,1.4285280203348052
180,3,1.4300340956913313
188,1,1.4260178947405948
302,1,1.3687870311926007
547,1,1.2457908770762969
513,1,1.2628597311169267
410,1,1.3145683183576586
282,1,1.3788275335694418
209,1,1.4154753672449116
79,3,1.480738632694379
72,1,1.4842528085262734
48,1,1.4963014113784827
25,1,1.50784798911185
8,1,1.5163824161321648
5,1,1.517888491488691
5,1,1.517888491488691
28,1,1.5063419137553238
117,1,1.4616616781783809
319,1,1.3602526041722856
517,1,1.2608516306415587
234,1,1.4029247392738604
148,1,1.4460988994942772
196,2,1.4220016937898585
255,2,1.3923822117781772
232,3,1.4039287895115444
197,1,1.4214996686710164
242,2,1.398908538323124
330,2,1.3547303278650231
554,1,1.2422767012444025
473,1,1.282940735870609
302,1,1.3687870311926007
220,1,1.4099530909376492
195,1,1.4225037189087004
152,1,1.444090799018909
115,1,1.462665728416065
98,1,1.4712001554363798
72,1,1.4842528085262734
40,1,1.5003176123292192
19,1,1.5108601398249024
7,1,1.516884441251007
5,1,1.517888491488691
28,1,1.5063419137553238
43,1,1.4988115369726929
126,1,1.4571434521088023
225,1,1.4074429653434388
323,1,1.3582445036969175
418,1,1.3105521174069221
493,1,1.272900233493768
462,1,1.2884630121778717
456,1,1.291475162890924
506,1,1.2663739069488211
471,2,1.283944786108293
444,2,1.2974994643170286
444,2,1.2974994643170286
301,1,1.3692890563114426
248,1,1.3958963876100716
227,1,1.4064389151057548
204,1,1.417985492839122
145,1,1.4476049748508033
131,1,1.454633326514592
98,1,1.4712001554363798
68,1,1.4862609090016417
33,1,1.5038317881611136
12,1,1.5143743156567966
6,1,1.517386466369849
18,1,1.5113621649437443
40,1,1.5003176123292192
94,1,1.473208255911748
189,1,1.425515869621753
305,1,1.3672809558360743
373,1,1.3331432477548146
401,2,1.319086544427237
455,2,1.2919771880097661
316,3,1.361758679528812
331,2,1.354228302746181
273,1,1.3833457596390202
306,1,1.3667789307172324
358,1,1.3406736245374455
300,1,1.3697910814302847
231,1,1.4044308146303865
136,1,1.4521232009203817
121,1,1.4596535777030126
65,2,1.4877669843581678
41,2,1.499815587210377
9,1,1.515880391013323
5,3,1.517888491488691
4,3,1.518390516607533
4,2,1.518390516607533
11,2,1.5148763407756387
96,2,1.472204205674064
236,2,1.4019206890361762
409,1,1.3150703434765005
167,1,1.436560422236278
121,1,1.4596535777030126
180,1,1.4300340956913313
204,1,1.417985492839122
204,2,1.417985492839122
187,2,1.426519919859437
176,2,1.4320421961666996
279,2,1.380333608925968
429,3,1.3050298410996595
453,1,1.2929812382474501
358,1,1.3406736245374455
310,1,1.3647708302418642
188,1,1.4260178947405948
131,1,1.454633326514592
72,2,1.4842528085262734
35,2,1.5028277379234294
15,2,1.5128682403002705
10,2,1.5153783658944808
2,2,1.5193945668452173
4,1,1.518390516607533
24,2,1.508350014230692
112,2,1.464171803772591
314,3,1.362762729766496
434,3,1.3025197155054493
138,2,1.4511191506826977
108,1,1.4661799042479593
175,1,1.4325442212855417
170,1,1.4350543468797519
190,1,1.4250138445029108
153,1,1.4435887739000668
188,3,1.4260178947405948
277,1,1.381337659163652
548,1,1.245288851957455
564,1,1.237256450055982
355,1,1.3421796998939717
280,1,1.3798315838071258
189,1,1.425515869621753
141,3,1.4496130753261716
66,3,1.4872649592393257
35,3,1.5028277379234294
8,3,1.5163824161321648
8,2,1.5163824161321648
9,1,1.515880391013323
3,1,1.5188925417263752
25,1,1.50784798911185
117,1,1.4616616781783809
313,1,1.363264754885338
531,1,1.25382327897777
234,1,1.4029247392738604
135,1,1.4526252260392238
140,1,1.4501151004450137
210,1,1.4149733421260697
202,1,1.418989543076806
168,1,1.436058397117436
182,1,1.4290300454536473
299,1,1.3702931065491268
601,1,1.218681520658826
517,1,1.2608516306415587
405,1,1.3170784439518688
340,1,1.3497100766766024
236,1,1.4019206890361762
174,1,1.4330462464043836
86,1,1.4772244568624846
45,1,1.4978074867350089
16,1,1.5123662151814286
14,1,1.5133702654191126
4,1,1.518390516607533
2,1,1.5193945668452173
27,2,1.506843938874166
98,2,1.4712001554363798
286,2,1.3768194330940735
489,2,1.2749083339691363
216,1,1.4119611914130175
143,1,1.4486090250884873
160,1,1.4400745980681724
194,1,1.4230057440275425
197,1,1.4214996686710164
189,1,1.425515869621753
141,2,1.4496130753261716
291,2,1.3743093074998631
494,1,1.272398208374926
478,1,1.2804306102763987
378,1,1.3306331221606045
322,1,1.3587465288157594
223,1,1.408447015581123
180,1,1.4300340956913313
90,1,1.4752163563871163
69,1,1.4857588838827995
50,1,1.4952973611407985
18,1,1.5113621649437443
12,1,1.5143743156567966
7,1,1.516884441251007
31,1,1.5048358383987976
81,1,1.4797345824566948
249,1,1.3953943624912295
418,1,1.3105521174069221
227,1,1.4064389151057548
153,1,1.4435887739000668
166,2,1.4370624473551201
243,2,1.3984065132042818
209,1,1.4154753672449116
239,1,1.40041461367965
356,1,1.3416776747751296
419,2,1.31005009228808
491,1,1.273904283731452
399,2,1.3200905946649213
279,3,1.380333608925968
144,2,1.4481069999696454
151,1,1.444592824137751
141,1,1.4496130753261716
127,1,1.4566414269899604
94,1,1.473208255911748
55,1,1.4927872355465883
48,1,1.4963014113784827
15,1,1.5128682403002705
4,1,1.518390516607533
7,1,1.516884441251007
19,1,1.5108601398249024
50,1,1.4952973611407985
102,1,1.4691920549610118
177,1,1.4315401710478575
276,1,1.381839684282494
349,1,1.345191850607024
358,1,1.3406736245374455
385,1,1.32711894632871
382,1,1.3286250216852362
374,1,1.3326412226359725
402,1,1.318584519308395
341,1,1.3492080515577605
385,1,1.32711894632871
252,1,1.3938882871347034
196,1,1.4220016937898585
201,1,1.4194915681956481
161,1,1.4395725729493305
125,1,1.4576454772276444
83,1,1.4787305322190107
66,1,1.4872649592393257
61,1,1.489775084833536
26,1,1.507345963993008
23,1,1.5088520393495342
6,1,1.517386466369849
15,2,1.5128682403002705
30,2,1.5053378635176398
96,2,1.472204205674064
152,2,1.444090799018909
251,2,1.3943903122535455
319,2,1.3602526041722856
402,2,1.318584519308395
418,1,1.3105521174069221
351,1,1.34418780036934
376,1,1.3316371723982885
361,1,1.3391675491809192
383,1,1.328122996566394
328,1,1.3557343781027071
287,1,1.3763174079752314
219,1,1.410455116056491
229,1,1.4054348648680706
171,1,1.43455232176091
135,1,1.4526252260392238
103,1,1.4686900298421697
79,1,1.480738632694379
45,1,1.4978074867350089
18,1,1.5113621649437443
6,1,1.517386466369849
7,2,1.516884441251007
16,2,1.5123662151814286
31,2,1.5048358383987976
94,2,1.473208255911748
128,1,1.4561394018711182
269,1,1.3853538601143884
321,1,1.3592485539346015
366,1,1.336657423586709
350,1,1.3446898254881818
327,1,1.3562364032215493
311,1,1.364268805123022
309,1,1.3652728553607063
304,1,1.3677829809549165
249,1,1.3953943624912295
225,2,1.4074429653434388
237,1,1.4014186639173343
149,1,1.445596874375435
106,1,1.4671839544856435
48,1,1.4963014113784827
29,1,1.5058398886364817
17,1,1.5118641900625864
12,2,1.5143743156567966
4,2,1.518390516607533
3,1,1.5188925417263752
26,1,1.507345963993008
109,1,1.4656778791291174
235,1,1.4024227141550183
406,1,1.316576418833027
175,1,1.4325442212855417
109,1,1.4656778791291174
106,1,1.4671839544856435
162,1,1.4390705478304884
147,1,1.4466009246131193
140,1,1.4501151004450137
175,1,1.4325442212855417
249,1,1.3953943624912295
495,1,1.2718961832560838
417,1,1.3110541425257642
285,1,1.3773214582129154
251,1,1.3943903122535455
210,1,1.4149733421260697
159,1,1.4405766231870145
61,1,1.489775084833536
34,1,1.5033297630422715
17,1,1.5118641900625864
3,1,1.5188925417263752
6,1,1.517386466369849
4,2,1.518390516607533
21,2,1.5098560895872182
128,2,1.4561394018711182
284,2,1.3778234833317575
454,2,1.2924792131286083
207,2,1.4164794174825959
115,2,1.462665728416065
112,2,1.464171803772591
169,1,1.435556371998594
154,1,1.443086748781225
145,1,1.4476049748508033
152,1,1.444090799018909
266,1,1.3868599354709146
486,1,1.2764144093256624
309,3,1.3652728553607063
264,2,1.3878639857085986
256,2,1.391880186659335
190,1,1.4250138445029108
129,1,1.4556373767522761
69,1,1.4857588838827995
42,1,1.499313562091535
15,1,1.5128682403002705
6,1,1.517386466369849
4,1,1.518390516607533
3,1,1.5188925417263752
31,1,1.5048358383987976
113,1,1.4636697786537491
304,1,1.3677829809549165
467,1,1.2859528865836614
225,1,1.4074429653434388
139,1,1.4506171255638556
165,1,1.4375644724739622
232,1,1.4039287895115444
203,1,1.4184875179579641
185,1,1.4275239700971212
188,1,1.4260178947405948
318,1,1.3607546292911277
572,1,1.2332402491052457
525,1,1.2568354296908222
379,1,1.3301310970417624
337,1,1.3512161520331287
248,1,1.3958963876100716
155,1,1.4425847236623828
112,1,1.464171803772591
68,1,1.4862609090016417
22,1,1.509354064468376
12,1,1.5143743156567966
5,1,1.517888491488691
6,1,1.517386466369849
28,1,1.5063419137553238
106,1,1.4671839544856435
277,1,1.381337659163652
502,2,1.2683820074241894
230,1,1.4049328397492287
161,1,1.4395725729493305
192,1,1.4240097942652268
259,1,1.390374111302809
248,1,1.3958963876100716
240,1,1.3999125885608081
212,1,1.4139692918883855
349,1,1.345191850607024
558,1,1.2402686007690344
564,1,1.237256450055982
391,1,1.3241067956156576
293,1,1.3733052572621791
247,1,1.3963984127289137
171,1,1.43455232176091
171,1,1.43455232176091
93,1,1.4737102810305902
94,1,1.473208255911748
59,1,1.49077913507122
18,1,1.5113621649437443
15,1,1.5128682403002705
8,1,1.5163824161321648
28,1,1.5063419137553238
87,1,1.4767224317436425
125,1,1.4576454772276444
224,1,1.407944990462281
317,1,1.3612566544099698
369,1,1.3351513482301829
420,1,1.309548067169238
456,1,1.291475162890924
451,1,1.2939852884851344
404,2,1.317580469070711
440,2,1.2995075647923968
344,2,1.3477019762012343
341,2,1.3492080515577605
285,2,1.3773214582129154
239,2,1.40041461367965
185,2,1.4275239700971212
190,1,1.4250138445029108
150,2,1.445094849256593
113,1,1.4636697786537491
96,2,1.472204205674064
64,2,1.48826900947701
47,2,1.4968034364973248
12,2,1.5143743156567966
6,2,1.517386466369849
21,2,1.5098560895872182
27,2,1.506843938874166
98,2,1.4712001554363798
164,2,1.4380664975928044
251,2,1.3943903122535455
335,2,1.3522202022708127
335,2,1.3522202022708127
367,1,1.336155398467867
385,1,1.32711894632871
417,1,1.3110541425257642
398,1,1.3205926197837632
390,1,1.3246088207344997
363,1,1.3381634989432352
357,1,1.3411756496562874
279,1,1.380333608925968
165,1,1.4375644724739622
130,1,1.4551353516334342
86,1,1.4772244568624846
29,1,1.5058398886364817
14,1,1.5133702654191126
