registered,casual,Predicted Y
151,29,35.216295723704846
107,20,27.954886123220266
103,37,27.294757977721666
228,40,47.92376252455286
491,81,91.3271880910857
463,78,86.70629107259552
288,87,57.82568470703184
239,55,49.73911492467401
196,49,42.64273736056408
143,37,33.89603943270765
93,16,25.64443761397517
31,14,15.412451358746898
26,3,14.587291176873649
5,2,11.121618413006008
5,0,11.121618413006008
6,0,11.286650449380659
26,1,14.587291176873649
110,6,28.449982232344215
278,27,56.175364343285345
409,47,77.79456110836443
189,21,41.48751310594153
86,30,24.489213359352625
113,41,28.945078341468164
151,35,35.216295723704846
126,26,31.09049481433861
111,27,28.615014268718863
124,22,30.76043074158931
214,42,45.61331401530777
423,45,80.10500961760954
428,55,80.93016979948278
285,37,57.33058859790789
229,41,48.08879456092752
165,31,37.52674423294994
149,25,34.88623165095555
95,28,25.974501686724473
45,12,17.72289986799199
22,12,13.927163031375052
10,3,11.946778594879255
9,2,11.781746558504606
4,2,10.956586376631359
23,4,14.092195067749701
83,7,23.994117250228676
228,26,47.92376252455286
354,30,68.71779910775871
151,28,35.216295723704846
69,37,21.68366874098358
118,43,29.770238523341412
95,40,25.974501686724473
114,42,29.110110377842812
114,34,29.110110377842812
129,40,31.585590923462558
198,35,42.97280143331338
374,47,72.01843983525171
313,49,61.95148561639808
219,22,46.438474197181016
153,53,35.54635979645415
134,29,32.410751105335805
127,47,31.255526850713256
90,26,25.149341504851222
73,60,22.34379688648218
75,15,22.67386095923148
31,11,15.412451358746898
25,18,14.422259140499
6,4,11.286650449380659
9,4,11.781746558504606
18,6,13.267034885876452
39,3,16.732707649744093
87,27,24.654245395727273
125,49,30.925462777963958
182,79,40.332288851318985
206,111,44.29305772431057
230,111,48.253826597302165
183,125,40.49732088769363
193,112,42.147641251440135
189,113,41.48751310594153
176,126,39.34209663307109
209,93,44.78815383343452
207,92,44.458089760685226
155,101,35.87642386920345
132,74,32.0806870325865
123,82,30.59539870521466
129,80,31.585590923462558
114,63,29.110110377842812
80,33,23.499021141104727
71,8,22.01373281373288
48,19,18.21799597711594
26,24,14.587291176873649
7,6,11.451682485755308
4,4,10.956586376631359
8,5,11.616714522129957
26,19,14.587291176873649
88,54,24.819277432101924
128,55,31.420558887087907
163,91,37.19668016020064
163,112,37.19668016020064
192,146,41.98260921506548
152,142,35.3813277600795
196,130,42.64273736056408
184,109,40.66235292406829
208,98,44.62312179705987
206,114,44.29305772431057
213,91,45.448281978933124
187,87,41.157449033192236
205,70,44.128025687935924
96,68,26.13953372309912
71,25,22.01373281373288
56,14,19.538252268113137
22,7,13.927163031375052
12,5,12.276842667628555
7,4,11.451682485755308
4,0,10.956586376631359
2,2,10.626522303882059
24,2,14.25722710412435
97,3,26.30456575947377
258,24,52.874723615792355
347,35,67.56257485313617
139,27,33.23591128720905
70,27,21.848700777358232
66,53,21.188572631859632
115,53,29.275142414217463
112,38,28.780046305093514
86,37,24.489213359352625
77,52,23.003925031980778
197,34,42.80776939693873
445,69,83.73571441785182
475,68,88.68667550909132
350,63,68.05767096226012
256,49,52.54465954304305
178,42,39.67216070582039
116,21,29.44017445059211
82,14,23.829085213854025
18,11,13.267034885876452
8,4,11.616714522129957
6,2,11.286650449380659
5,0,11.121618413006008
10,0,11.946778594879255
17,4,13.102002849501803
105,12,27.624822050470968
320,15,63.10670987102063
398,37,75.97920870824329
182,31,40.332288851318985
90,50,25.149341504851222
96,32,26.13953372309912
112,45,28.780046305093514
153,50,35.54635979645415
114,45,29.110110377842812
120,48,30.10030259609071
216,58,45.943378088057074
493,63,91.65725216383501
491,65,91.3271880910857
369,85,71.19327965337845
248,40,51.22440325204586
201,53,43.46789754243733
169,22,38.18687237844854
103,29,27.294757977721666
32,11,15.577483395121547
9,7,11.781746558504606
9,2,11.781746558504606
4,0,10.956586376631359
7,0,11.451682485755308
22,2,13.927163031375052
101,9,26.964693904972368
252,19,51.88453139754446
408,29,77.6295290719898
172,23,38.68196848757249
59,9,20.033348377237086
93,29,25.64443761397517
142,19,33.731007396333
107,37,27.954886123220266
104,43,27.459790014096317
87,31,24.654245395727273
129,21,31.585590923462558
378,47,72.6785679807503
443,49,83.40565034510253
270,51,54.855108052288145
80,7,23.499021141104727
81,7,23.664053177479374
66,11,21.188572631859632
52,4,18.878124122614537
15,2,12.771938776752505
14,3,12.606906740377855
5,2,11.121618413006008
3,0,10.79155434025671
7,0,11.451682485755308
17,3,13.102002849501803
90,7,25.149341504851222
271,11,55.0201400886628
369,29,71.19327965337845
162,25,37.03164812382599
89,24,24.984309468476575
112,37,28.780046305093514
152,53,35.3813277600795
142,63,33.731007396333
114,53,29.110110377842812
115,50,29.275142414217463
220,70,46.60350623355567
464,91,86.87132310897016
435,88,82.08539405410532
301,65,59.971101179902284
245,41,50.72930714292191
186,25,40.99241699681758
141,33,33.56597535995835
108,24,28.119918159594917
41,13,17.062771722493395
16,3,12.936970813127154
14,5,12.606906740377855
6,0,11.286650449380659
6,1,11.286650449380659
16,0,12.936970813127154
94,7,25.809469650349822
247,23,51.059371215671206
415,39,78.78475332661233
183,43,40.49732088769363
113,50,28.945078341468164
103,44,27.294757977721666
159,57,36.53655201470204
164,40,37.36171219657529
164,81,37.36171219657529
160,50,36.70158405107669
254,76,52.21459547029375
466,84,87.20138718171947
361,105,69.87302336238126
282,90,56.83549248878394
221,70,46.76853826993032
119,54,29.93527055971606
137,51,32.905847214459754
102,37,27.12972594134702
104,29,27.459790014096317
50,17,18.54806004986524
39,14,16.732707649744093
28,14,14.917355249622949
5,5,11.121618413006008
4,2,10.956586376631359
22,5,13.927163031375052
49,14,18.383028013490588
94,27,25.809469650349822
155,60,35.87642386920345
199,91,43.137833469688026
211,138,45.11821790618382
252,130,51.88453139754446
265,176,54.0299478704149
204,176,43.96299365156128
232,130,48.58389067005146
188,155,41.322481069566884
88,61,24.819277432101924
130,81,31.750622959837205
114,57,29.110110377842812
79,58,23.33398910473008
86,28,24.489213359352625
96,24,26.13953372309912
79,29,23.33398910473008
66,14,21.188572631859632
63,10,20.693476522735686
48,18,18.21799597711594
23,9,14.092195067749701
5,1,11.121618413006008
4,1,10.956586376631359
10,3,11.946778594879255
28,11,14.917355249622949
66,23,21.188572631859632
102,82,27.12972594134702
178,88,39.67216070582039
156,113,36.0414559055781
209,161,44.78815383343452
206,118,44.29305772431057
192,130,41.98260921506548
208,118,44.62312179705987
119,74,29.93527055971606
131,63,31.915654996211856
155,74,35.87642386920345
160,68,36.70158405107669
133,50,32.24571906896115
100,36,26.799661868597717
82,21,23.829085213854025
43,12,17.392835795242693
17,13,13.102002849501803
8,4,11.616714522129957
3,4,10.79155434025671
0,1,10.29645823113276
8,2,11.616714522129957
14,1,12.606906740377855
87,8,24.654245395727273
249,18,51.38943528842051
320,29,63.10670987102063
146,37,34.3911355418316
62,62,20.528444486361035
89,90,24.984309468476575
134,48,32.410751105335805
108,43,28.119918159594917
109,41,28.284950195969564
86,40,24.489213359352625
218,64,46.27344216080637
460,67,86.21119496347157
465,64,87.03635514534481
352,64,68.38773503500941
215,71,45.77834605168242
156,30,36.0414559055781
121,26,30.26533463246536
53,19,19.043156158989188
25,10,14.422259140499
9,5,11.781746558504606
3,9,10.79155434025671
3,0,10.79155434025671
6,1,11.286650449380659
25,5,14.422259140499
95,6,25.974501686724473
313,30,61.95148561639808
352,40,68.38773503500941
141,34,33.56597535995835
89,55,24.984309468476575
88,61,24.819277432101924
125,60,30.925462777963958
127,48,31.255526850713256
95,53,25.974501686724473
106,58,27.789854086845615
228,57,47.92376252455286
453,79,85.05597070884902
488,97,90.83209198196175
302,69,60.13613321627693
258,34,52.874723615792355
184,46,40.66235292406829
127,28,31.255526850713256
53,22,19.043156158989188
18,19,13.267034885876452
10,7,11.946778594879255
10,1,11.946778594879255
3,1,10.79155434025671
4,1,10.956586376631359
30,2,15.247419322372249
110,9,28.449982232344215
289,16,57.99071674340649
361,38,69.87302336238126
148,32,34.7211996145809
72,41,22.17876485010753
95,54,25.974501686724473
166,74,37.69177626932459
150,41,35.0512636873302
116,62,29.44017445059211
141,53,33.56597535995835
206,76,44.29305772431057
513,71,94.957892891328
489,70,90.99712401833641
334,79,65.41715838026572
253,59,52.049563433919104
162,47,37.03164812382599
122,17,30.43036666884001
94,14,25.809469650349822
40,6,16.897739686118744
17,9,13.102002849501803
8,3,11.616714522129957
7,2,11.451682485755308
4,1,10.956586376631359
23,2,14.092195067749701
101,5,26.964693904972368
292,15,58.48581285253044
361,29,69.87302336238126
166,31,37.69177626932459
96,36,26.13953372309912
128,59,31.420558887087907
164,50,37.36171219657529
166,51,37.69177626932459
103,39,27.294757977721666
126,52,31.09049481433861
241,57,50.06917899742331
486,96,90.50202790921246
497,74,92.3173803093336
323,48,63.601805980144576
232,56,48.58389067005146
171,35,38.516936451197836
123,34,30.59539870521466
105,22,27.624822050470968
53,12,19.043156158989188
19,4,13.432066922251103
15,0,12.771938776752505
9,0,11.781746558504606
5,0,11.121618413006008
24,2,14.25722710412435
73,3,22.34379688648218
247,17,51.059371215671206
397,29,75.81417667186865
178,27,39.67216070582039
86,44,24.489213359352625
108,48,28.119918159594917
167,55,37.85680830569924
179,74,39.837192742195036
135,51,32.57578314171045
190,59,41.652545142316185
266,68,54.19497990678955
423,93,80.10500961760954
376,89,72.348503908001
284,101,57.16555656153324
210,77,44.953185869809175
153,73,35.54635979645415
157,74,36.206487941952744
100,51,26.799661868597717
69,15,21.68366874098358
64,13,20.858508559110334
58,16,19.868316340862435
18,9,13.267034885876452
5,5,11.121618413006008
15,3,12.771938776752505
19,3,13.432066922251103
34,10,15.907547467870845
90,28,25.149341504851222
138,70,33.0708792508344
163,97,37.19668016020064
192,122,41.98260921506548
246,175,50.89433917929656
92,61,25.479405577600524
146,113,34.3911355418316
208,150,44.62312179705987
133,148,32.24571906896115
172,97,38.68196848757249
169,123,38.18687237844854
170,67,38.35190441482319
105,78,27.624822050470968
127,40,31.255526850713256
118,36,29.770238523341412
95,25,25.974501686724473
71,19,22.01373281373288
57,16,19.703284304487788
49,13,18.383028013490588
22,5,13.927163031375052
2,1,10.626522303882059
9,1,11.781746558504606
4,2,10.956586376631359
20,4,13.597098958625752
21,20,13.762130995000401
76,27,22.83889299560613
116,67,29.44017445059211
117,81,29.60520648696676
183,98,40.49732088769363
233,144,48.748922706426114
244,126,50.56427510654726
203,128,43.79796161518662
176,116,39.34209663307109
196,133,42.64273736056408
222,125,46.933570306304965
184,75,40.66235292406829
126,67,31.09049481433861
104,51,27.459790014096317
25,14,14.422259140499
22,5,13.927163031375052
18,7,13.267034885876452
9,1,11.781746558504606
3,0,10.79155434025671
6,1,11.286650449380659
4,1,10.956586376631359
14,3,12.606906740377855
87,3,24.654245395727273
248,10,51.22440325204586
326,29,64.09690208926853
170,52,38.35190441482319
87,54,24.654245395727273
112,41,28.780046305093514
116,62,29.44017445059211
140,53,33.400943323583704
95,56,25.974501686724473
133,49,32.24571906896115
225,58,47.428666415428914
471,59,88.02654736359271
413,70,78.45468925386304
343,54,66.90244670763757
240,45,49.90414696104866
150,34,35.0512636873302
76,22,22.83889299560613
77,11,23.003925031980778
23,8,14.092195067749701
12,4,12.276842667628555
3,1,10.79155434025671
5,1,11.121618413006008
5,0,11.121618413006008
29,1,15.082387285997598
115,4,29.275142414217463
328,18,64.42696616201782
417,24,79.11481739936164
171,27,38.516936451197836
83,28,23.994117250228676
110,40,28.449982232344215
120,42,30.10030259609071
147,45,34.55616757820625
117,65,29.60520648696676
123,36,30.59539870521466
248,55,51.22440325204586
525,75,96.9382773278238
516,54,95.45298900045195
320,56,63.10670987102063
232,48,48.58389067005146
177,38,39.507128669445734
121,31,30.26533463246536
57,20,19.703284304487788
16,8,12.936970813127154
12,2,12.276842667628555
6,0,11.286650449380659
4,1,10.956586376631359
5,0,11.121618413006008
28,0,14.917355249622949
101,4,26.964693904972368
296,12,59.14594099802903
452,35,84.89093867247438
178,31,39.67216070582039
91,27,25.314373541225873
108,20,28.119918159594917
163,26,37.19668016020064
138,38,33.0708792508344
138,54,33.0708792508344
117,42,29.60520648696676
238,62,49.57408288829936
506,46,93.80266863670545
470,86,87.86151532721806
297,50,59.31097303440369
243,37,50.39924307017261
192,38,41.98260921506548
142,29,33.731007396333
85,20,24.324181322977974
38,18,16.567675613369445
11,13,12.111810631253906
4,2,10.956586376631359
6,0,11.286650449380659
9,0,11.781746558504606
27,0,14.7523232132483
97,6,26.30456575947377
289,19,57.99071674340649
393,27,75.15404852637005
186,42,40.99241699681758
92,37,25.479405577600524
97,44,26.30456575947377
139,34,33.23591128720905
154,33,35.711391832828795
115,67,29.275142414217463
118,56,29.770238523341412
196,49,42.64273736056408
365,44,70.53315150787986
226,48,47.59369845180357
115,26,29.275142414217463
141,24,33.56597535995835
137,12,32.905847214459754
117,18,29.60520648696676
94,20,25.809469650349822
53,9,19.043156158989188
19,1,13.432066922251103
8,0,11.616714522129957
1,2,10.46149026750741
7,1,11.451682485755308
16,1,12.936970813127154
91,2,25.314373541225873
251,12,51.7194993611698
368,30,71.02824761700381
187,31,41.157449033192236
108,57,28.119918159594917
120,45,30.10030259609071
168,54,38.02184034207389
169,63,38.18687237844854
142,78,33.731007396333
156,66,36.0414559055781
261,66,53.369819724916304
442,85,83.24061830872787
337,88,65.91225448938967
132,33,32.0806870325865
46,12,17.887931904366642
89,18,24.984309468476575
97,25,26.30456575947377
88,18,24.819277432101924
107,21,27.954886123220266
35,12,16.072579504245496
59,10,20.033348377237086
42,9,17.227803758868042
6,1,11.286650449380659
8,0,11.616714522129957
18,6,13.267034885876452
36,8,16.237611540620144
106,27,27.789854086845615
139,51,33.23591128720905
192,114,41.98260921506548
223,115,47.09860234267962
253,156,52.049563433919104
220,158,46.60350623355567
228,147,47.92376252455286
215,175,45.77834605168242
222,151,46.933570306304965
203,180,43.79796161518662
225,169,47.428666415428914
182,109,40.332288851318985
170,78,38.35190441482319
144,81,34.0610714690823
146,77,34.3911355418316
98,59,26.46959779584842
68,6,21.51863670460893
69,17,21.68366874098358
51,13,18.71309208623989
26,25,14.587291176873649
5,1,11.121618413006008
8,0,11.616714522129957
10,4,11.946778594879255
19,12,13.432066922251103
62,30,20.528444486361035
151,80,35.216295723704846
177,97,39.507128669445734
181,132,40.16725681494434
239,135,49.73911492467401
216,94,45.943378088057074
157,78,36.206487941952744
51,17,18.71309208623989
161,97,36.86661608745135
179,91,39.837192742195036
215,96,45.77834605168242
201,81,43.46789754243733
140,41,33.400943323583704
93,45,25.64443761397517
97,37,26.30456575947377
48,20,18.21799597711594
22,18,13.927163031375052
13,8,12.441874704003204
6,2,11.286650449380659
5,0,11.121618413006008
10,2,11.946778594879255
23,1,14.092195067749701
106,6,27.789854086845615
270,11,54.855108052288145
331,20,64.92206227114177
151,36,35.216295723704846
85,36,24.324181322977974
85,46,24.324181322977974
153,54,35.54635979645415
158,47,36.3715199783274
137,88,32.905847214459754
127,72,31.255526850713256
254,66,52.21459547029375
509,82,94.2977647458294
537,72,98.91866176431958
350,66,68.05767096226012
247,21,51.059371215671206
180,28,40.00222477856968
121,32,30.26533463246536
45,19,17.72289986799199
22,13,13.927163031375052
13,6,12.441874704003204
4,2,10.956586376631359
4,2,10.956586376631359
5,0,11.121618413006008
35,1,16.072579504245496
111,3,28.615014268718863
333,11,65.25212634389106
461,43,86.37622699984622
191,34,41.817577178690826
92,56,25.479405577600524
124,62,30.76043074158931
177,60,39.507128669445734
164,70,37.36171219657529
502,149,93.14254049120684
423,178,80.10500961760954
311,133,61.62142154364878
339,133,66.24231856213896
421,98,79.77494554486023
297,70,59.31097303440369
206,54,44.29305772431057
173,38,38.84700052394714
145,46,34.22610350545695
61,19,20.363412449986384
29,9,15.082387285997598
17,7,13.102002849501803
4,2,10.956586376631359
1,0,10.46149026750741
7,0,11.451682485755308
26,1,14.587291176873649
105,3,27.624822050470968
297,11,59.31097303440369
436,32,82.25042609047998
169,44,38.18687237844854
95,51,25.974501686724473
128,57,31.420558887087907
175,60,39.17706459669644
180,56,40.00222477856968
127,77,31.255526850713256
141,63,33.56597535995835
222,49,46.933570306304965
484,83,90.17196383646316
519,102,95.9480851095759
347,93,67.56257485313617
289,45,57.99071674340649
189,47,41.48751310594153
140,41,33.400943323583704
54,16,19.20818819536384
41,11,17.062771722493395
11,4,12.111810631253906
2,3,10.626522303882059
2,2,10.626522303882059
6,1,11.286650449380659
25,1,14.422259140499
101,1,26.964693904972368
296,17,59.14594099802903
461,23,86.37622699984622
141,21,33.56597535995835
105,37,27.624822050470968
112,39,28.780046305093514
32,9,15.577483395121547
30,7,15.247419322372249
86,27,24.489213359352625
104,28,27.459790014096317
105,16,27.624822050470968
284,28,57.16555656153324
377,31,72.51353594437566
241,31,50.06917899742331
192,33,41.98260921506548
158,29,36.3715199783274
126,21,31.09049481433861
69,15,21.68366874098358
42,9,17.227803758868042
13,10,12.441874704003204
16,4,12.936970813127154
8,3,11.616714522129957
6,2,11.286650449380659
23,3,14.092195067749701
100,5,26.799661868597717
263,3,53.6998837976656
387,17,74.16385630812215
191,39,41.817577178690826
89,34,24.984309468476575
151,63,35.216295723704846
173,70,38.84700052394714
165,72,37.52674423294994
164,55,37.36171219657529
196,53,42.64273736056408
293,50,58.65084488890509
433,56,81.75532998135603
370,40,71.35831168975311
235,55,49.07898677917541
183,39,40.49732088769363
152,38,35.3813277600795
126,26,31.09049481433861
114,22,29.110110377842812
112,33,28.780046305093514
51,13,18.71309208623989
59,18,20.033348377237086
22,8,13.927163031375052
3,1,10.79155434025671
11,1,12.111810631253906
15,3,12.771938776752505
26,2,14.587291176873649
62,14,20.528444486361035
128,28,31.420558887087907
154,51,35.711391832828795
73,15,22.34379688648218
65,11,21.02354059548498
33,10,15.742515431496196
19,4,13.432066922251103
28,2,14.917355249622949
14,10,12.606906740377855
14,2,12.606906740377855
1,0,10.46149026750741
6,2,11.286650449380659
46,7,17.887931904366642
115,27,29.275142414217463
178,59,39.67216070582039
218,88,46.27344216080637
302,129,60.13613321627693
290,157,58.15574877978114
314,155,62.11651765277273
295,196,58.980908961654386
253,145,52.049563433919104
257,145,52.7096915794177
247,140,51.059371215671206
150,64,35.0512636873302
126,60,31.09049481433861
73,25,22.34379688648218
48,16,18.21799597711594
21,13,13.762130995000401
15,5,12.771938776752505
5,8,11.121618413006008
5,1,11.121618413006008
3,0,10.79155434025671
17,0,13.102002849501803
99,3,26.63462983222307
273,11,55.350204161412094
384,20,73.6687601989982
166,22,37.69177626932459
73,42,22.34379688648218
100,38,26.799661868597717
159,48,36.53655201470204
170,48,38.35190441482319
127,55,31.255526850713256
164,56,37.36171219657529
226,56,47.59369845180357
524,67,96.77324529144914
487,60,90.66705994558711
317,50,62.61161376189668
227,50,47.758730488178216
168,34,38.02184034207389
119,23,29.93527055971606
56,19,19.538252268113137
17,10,13.102002849501803
7,6,11.451682485755308
8,2,11.616714522129957
2,2,10.626522303882059
6,0,11.286650449380659
27,1,14.7523232132483
115,4,29.275142414217463
338,19,66.07728652576432
459,34,86.04616292709692
180,38,40.00222477856968
109,28,28.284950195969564
115,60,29.275142414217463
172,65,38.68196848757249
170,59,38.35190441482319
151,58,35.216295723704846
162,34,37.03164812382599
295,42,58.980908961654386
549,62,100.89904620081538
516,60,95.45298900045195
397,68,75.81417667186865
259,39,53.039755652167
180,43,40.00222477856968
121,22,30.26533463246536
74,19,22.50882892285683
24,8,14.25722710412435
13,2,12.441874704003204
5,1,11.121618413006008
4,2,10.956586376631359
5,0,11.121618413006008
25,2,14.422259140499
107,4,27.954886123220266
316,12,62.44658172552203
440,27,82.91055423597858
217,27,46.10841012443172
105,33,27.624822050470968
143,28,33.89603943270765
192,68,41.98260921506548
182,39,40.332288851318985
148,48,34.7211996145809
138,34,33.0708792508344
263,46,53.6998837976656
525,83,96.9382773278238
495,70,91.9873162365843
393,53,75.15404852637005
259,30,53.039755652167
174,27,39.012032560321785
137,20,32.905847214459754
60,24,20.198380413611737
33,18,15.742515431496196
14,7,12.606906740377855
11,14,12.111810631253906
7,7,11.451682485755308
7,0,11.451682485755308
22,1,13.927163031375052
103,2,27.294757977721666
335,7,65.58219041664037
467,31,87.36641921809411
178,29,39.67216070582039
92,46,25.479405577600524
141,51,33.56597535995835
165,64,37.52674423294994
169,50,38.18687237844854
144,54,34.0610714690823
135,39,32.57578314171045
253,55,52.049563433919104
567,61,103.86962285555907
462,69,86.54125903622086
364,79,70.36811947150521
247,33,51.059371215671206
160,17,36.70158405107669
145,34,34.22610350545695
111,15,28.615014268718863
58,6,19.868316340862435
28,4,14.917355249622949
11,9,12.111810631253906
4,4,10.956586376631359
2,2,10.626522303882059
20,0,13.597098958625752
73,3,22.34379688648218
253,6,52.049563433919104
434,22,81.92036201773068
190,30,41.652545142316185
106,34,27.789854086845615
141,51,33.56597535995835
178,82,39.67216070582039
207,72,44.458089760685226
208,75,44.62312179705987
277,69,56.0103323069107
299,82,59.64103710715298
377,78,72.51353594437566
305,50,60.63122932540088
220,67,46.60350623355567
158,38,36.3715199783274
121,28,30.26533463246536
114,33,29.110110377842812
68,30,21.51863670460893
65,22,21.02354059548498
57,17,19.703284304487788
26,15,14.587291176873649
18,17,13.267034885876452
4,3,10.956586376631359
9,3,11.781746558504606
19,4,13.432066922251103
33,5,15.742515431496196
65,24,21.02354059548498
118,83,29.770238523341412
168,90,38.02184034207389
128,66,31.420558887087907
160,97,36.70158405107669
200,153,43.30286550606267
176,204,39.34209663307109
201,187,43.46789754243733
188,186,41.322481069566884
201,170,43.46789754243733
179,160,39.837192742195036
148,147,34.7211996145809
120,99,30.10030259609071
93,71,25.64443761397517
96,66,26.13953372309912
77,46,23.003925031980778
76,33,22.83889299560613
38,37,16.567675613369445
43,17,17.392835795242693
23,20,14.092195067749701
4,0,10.956586376631359
5,1,11.121618413006008
3,0,10.79155434025671
20,10,13.597098958625752
49,21,18.383028013490588
102,87,27.12972594134702
147,150,34.55616757820625
163,174,37.19668016020064
221,214,46.76853826993032
174,245,39.012032560321785
156,205,36.0414559055781
192,218,41.98260921506548
141,196,33.56597535995835
172,204,38.68196848757249
169,187,38.18687237844854
150,178,35.0512636873302
125,104,30.925462777963958
103,104,27.294757977721666
85,70,24.324181322977974
58,46,19.868316340862435
66,31,21.188572631859632
35,19,16.072579504245496
22,17,13.927163031375052
12,4,12.276842667628555
5,3,11.121618413006008
4,2,10.956586376631359
5,6,11.121618413006008
30,11,15.247419322372249
56,45,19.538252268113137
89,63,24.984309468476575
137,107,32.905847214459754
207,101,44.458089760685226
212,141,45.28324994255847
235,154,49.07898677917541
212,145,45.28324994255847
142,111,33.731007396333
192,92,41.98260921506548
77,37,23.003925031980778
92,31,25.479405577600524
123,52,30.59539870521466
56,26,19.538252268113137
40,20,16.897739686118744
49,15,18.383028013490588
17,3,13.102002849501803
7,1,11.451682485755308
2,0,10.626522303882059
0,1,10.29645823113276
3,1,10.79155434025671
20,1,13.597098958625752
72,0,22.17876485010753
166,6,37.69177626932459
349,15,67.89263892588546
167,18,37.85680830569924
90,16,25.149341504851222
78,11,23.16895706835543
51,16,18.71309208623989
24,5,14.25722710412435
21,3,13.762130995000401
71,18,22.01373281373288
95,11,25.974501686724473
276,15,55.84530027053604
351,22,68.22270299863476
269,12,54.6900760159135
150,13,35.0512636873302
109,12,28.284950195969564
79,5,23.33398910473008
56,2,19.538252268113137
12,1,12.276842667628555
3,2,10.79155434025671
4,2,10.956586376631359
1,1,10.46149026750741
4,0,10.956586376631359
15,1,12.771938776752505
74,1,22.50882892285683
83,3,23.994117250228676
319,9,62.94167783464598
176,14,39.34209663307109
63,3,20.693476522735686
9,1,11.781746558504606
21,1,13.762130995000401
9,2,11.781746558504606
24,1,14.25722710412435
55,3,19.373220231738486
137,7,32.905847214459754
264,21,53.86491583404025
219,18,46.438474197181016
212,14,45.28324994255847
93,3,25.64443761397517
34,4,15.907547467870845
26,3,14.587291176873649
21,3,13.762130995000401
11,3,12.111810631253906
4,0,10.956586376631359
2,0,10.626522303882059
3,0,10.79155434025671
13,1,12.441874704003204
55,1,19.373220231738486
172,7,38.68196848757249
188,7,41.322481069566884
65,4,21.02354059548498
57,8,19.703284304487788
82,16,23.829085213854025
85,17,24.324181322977974
112,14,28.780046305093514
105,15,27.624822050470968
115,24,29.275142414217463
151,5,35.216295723704846
102,11,27.12972594134702
66,2,21.188572631859632
51,1,18.71309208623989
83,6,23.994117250228676
76,6,22.83889299560613
65,5,21.02354059548498
26,0,14.587291176873649
15,1,12.771938776752505
8,0,11.616714522129957
7,1,11.451682485755308
1,1,10.46149026750741
3,0,10.79155434025671
14,0,12.606906740377855
54,3,19.20818819536384
104,4,27.459790014096317
276,12,55.84530027053604
131,5,31.915654996211856
27,2,14.7523232132483
66,6,21.188572631859632
71,4,22.01373281373288
108,14,28.119918159594917
119,29,29.93527055971606
161,27,36.86661608745135
244,41,50.56427510654726
451,54,84.72590663609972
377,33,72.51353594437566
316,33,62.44658172552203
180,30,40.00222477856968
154,49,35.711391832828795
127,33,31.255526850713256
113,35,28.945078341468164
84,32,24.159149286603324
67,16,21.353604668234283
46,18,17.887931904366642
29,8,15.082387285997598
4,3,10.956586376631359
6,2,11.286650449380659
6,0,11.286650449380659
43,9,17.392835795242693
103,16,27.294757977721666
168,39,38.02184034207389
233,85,48.748922706426114
252,108,51.88453139754446
260,144,53.20478768854165
239,131,49.73911492467401
230,129,48.253826597302165
263,217,53.6998837976656
261,170,53.369819724916304
275,185,55.680268234161396
241,119,50.06917899742331
214,101,45.61331401530777
167,78,37.85680830569924
171,59,38.516936451197836
126,49,31.09049481433861
107,32,27.954886123220266
79,29,23.33398910473008
66,22,21.188572631859632
60,16,20.198380413611737
30,15,15.247419322372249
6,3,11.286650449380659
24,15,14.25722710412435
16,4,12.936970813127154
28,9,14.917355249622949
69,25,21.68366874098358
168,59,38.02184034207389
214,120,45.61331401530777
258,144,52.874723615792355
298,113,59.476005070778335
231,119,48.41885863367681
222,120,46.933570306304965
270,134,54.855108052288145
303,180,60.301165252651586
228,152,47.92376252455286
229,110,48.08879456092752
232,101,48.58389067005146
161,65,36.86661608745135
114,45,29.110110377842812
74,21,22.50882892285683
33,12,15.742515431496196
11,5,12.111810631253906
11,1,12.111810631253906
0,2,10.29645823113276
4,0,10.956586376631359
23,1,14.092195067749701
108,1,28.119918159594917
300,12,59.80606914352764
382,26,73.33869612624889
155,21,35.87642386920345
89,40,24.984309468476575
131,34,31.915654996211856
147,37,34.55616757820625
120,43,30.10030259609071
129,60,31.585590923462558
152,60,35.3813277600795
238,60,49.57408288829936
515,75,95.2879569640773
515,56,95.2879569640773
373,63,71.85340779887706
258,41,52.874723615792355
166,29,37.69177626932459
134,16,32.410751105335805
62,7,20.528444486361035
19,7,13.432066922251103
6,4,11.286650449380659
0,2,10.29645823113276
2,2,10.626522303882059
6,2,11.286650449380659
19,1,13.432066922251103
116,6,29.44017445059211
348,14,67.72760688951081
399,26,76.14424074461795
179,35,39.837192742195036
93,42,25.64443761397517
120,33,30.10030259609071
144,43,34.0610714690823
136,48,32.7408151780851
139,51,33.23591128720905
145,35,34.22610350545695
251,41,51.7194993611698
507,72,93.9677006730801
472,67,88.19157939996737
341,55,66.57238263488827
241,31,50.06917899742331
200,45,43.30286550606267
120,24,30.10030259609071
59,15,20.033348377237086
28,5,14.917355249622949
7,1,11.451682485755308
4,1,10.956586376631359
7,1,11.451682485755308
8,1,11.616714522129957
30,1,15.247419322372249
138,7,33.0708792508344
350,20,68.05767096226012
396,33,75.649144635494
183,19,40.49732088769363
115,27,29.275142414217463
121,43,30.26533463246536
156,56,36.0414559055781
139,39,33.23591128720905
105,19,27.624822050470968
146,30,34.3911355418316
241,36,50.06917899742331
512,87,94.79286085495335
503,83,93.3075725275815
