weathersit,cnt,Predicted Y
1,127,206.64740831960722
1,115,206.64740831960722
1,50,206.64740831960722
1,53,206.64740831960722
1,33,206.64740831960722
1,8,206.64740831960722
1,7,206.64740831960722
1,4,206.64740831960722
1,23,206.64740831960722
1,89,206.64740831960722
1,237,206.64740831960722
1,374,206.64740831960722
1,178,206.64740831960722
1,119,206.64740831960722
1,125,206.64740831960722
1,195,206.64740831960722
1,174,206.64740831960722
1,162,206.64740831960722
1,199,206.64740831960722
1,304,206.64740831960722
1,598,206.64740831960722
1,524,206.64740831960722
1,384,206.64740831960722
1,239,206.64740831960722
1,156,206.64740831960722
1,116,206.64740831960722
1,61,206.64740831960722
1,18,206.64740831960722
1,15,206.64740831960722
1,5,206.64740831960722
1,4,206.64740831960722
1,2,206.64740831960722
1,29,206.64740831960722
1,112,206.64740831960722
2,314,166.24065562221122
2,425,166.24065562221122
2,205,166.24065562221122
2,127,166.24065562221122
2,125,166.24065562221122
2,217,166.24065562221122
2,202,166.24065562221122
2,176,166.24065562221122
2,180,166.24065562221122
1,327,206.64740831960722
1,611,206.64740831960722
1,550,206.64740831960722
1,434,206.64740831960722
1,291,206.64740831960722
1,203,206.64740831960722
1,150,206.64740831960722
2,81,166.24065562221122
2,38,166.24065562221122
2,20,166.24065562221122
1,10,206.64740831960722
1,3,206.64740831960722
2,2,166.24065562221122
1,20,206.64740831960722
1,99,206.64740831960722
1,318,206.64740831960722
1,442,206.64740831960722
1,203,206.64740831960722
1,154,206.64740831960722
1,141,206.64740831960722
1,226,206.64740831960722
1,193,206.64740831960722
1,177,206.64740831960722
1,179,206.64740831960722
1,289,206.64740831960722
1,259,206.64740831960722
1,274,206.64740831960722
1,401,206.64740831960722
1,273,206.64740831960722
1,234,206.64740831960722
1,146,206.64740831960722
1,81,206.64740831960722
2,44,166.24065562221122
1,17,206.64740831960722
1,15,206.64740831960722
1,5,206.64740831960722
1,6,206.64740831960722
1,29,206.64740831960722
1,112,206.64740831960722
1,297,206.64740831960722
1,421,206.64740831960722
2,212,166.24065562221122
2,147,166.24065562221122
1,179,206.64740831960722
1,207,206.64740831960722
2,218,166.24065562221122
2,191,166.24065562221122
2,217,166.24065562221122
2,288,166.24065562221122
2,594,166.24065562221122
1,527,206.64740831960722
2,364,166.24065562221122
1,276,206.64740831960722
1,223,206.64740831960722
1,172,206.64740831960722
2,103,166.24065562221122
2,52,166.24065562221122
1,20,206.64740831960722
2,11,166.24065562221122
2,4,166.24065562221122
3,5,125.83390292481523
2,25,166.24065562221122
3,82,125.83390292481523
3,157,125.83390292481523
2,387,166.24065562221122
2,233,166.24065562221122
2,130,166.24065562221122
2,146,166.24065562221122
2,223,166.24065562221122
2,226,166.24065562221122
2,190,166.24065562221122
2,198,166.24065562221122
2,300,166.24065562221122
3,491,125.83390292481523
3,398,125.83390292481523
2,270,166.24065562221122
2,152,166.24065562221122
2,154,166.24065562221122
2,132,166.24065562221122
3,119,125.83390292481523
2,102,166.24065562221122
2,82,166.24065562221122
2,52,166.24065562221122
2,35,166.24065562221122
2,5,166.24065562221122
2,14,166.24065562221122
2,11,166.24065562221122
3,32,125.83390292481523
3,88,125.83390292481523
2,100,166.24065562221122
2,167,166.24065562221122
2,279,166.24065562221122
3,279,125.83390292481523
3,248,125.83390292481523
2,216,166.24065562221122
2,294,166.24065562221122
2,295,166.24065562221122
2,272,166.24065562221122
2,304,166.24065562221122
3,248,125.83390292481523
3,157,125.83390292481523
3,59,125.83390292481523
3,26,125.83390292481523
3,44,125.83390292481523
2,39,166.24065562221122
2,47,166.24065562221122
2,50,166.24065562221122
2,32,166.24065562221122
2,13,166.24065562221122
3,14,125.83390292481523
2,17,166.24065562221122
2,42,166.24065562221122
2,70,166.24065562221122
1,134,206.64740831960722
1,226,206.64740831960722
1,322,206.64740831960722
1,367,206.64740831960722
1,456,206.64740831960722
1,437,206.64740831960722
1,459,206.64740831960722
1,440,206.64740831960722
3,392,125.83390292481523
1,237,206.64740831960722
1,231,206.64740831960722
1,191,206.64740831960722
1,151,206.64740831960722
1,117,206.64740831960722
1,69,206.64740831960722
1,38,206.64740831960722
1,14,206.64740831960722
1,13,206.64740831960722
1,4,206.64740831960722
1,6,206.64740831960722
1,21,206.64740831960722
1,104,206.64740831960722
1,272,206.64740831960722
1,394,206.64740831960722
1,194,206.64740831960722
1,112,206.64740831960722
1,185,206.64740831960722
1,209,206.64740831960722
1,214,206.64740831960722
1,193,206.64740831960722
1,165,206.64740831960722
3,226,125.83390292481523
1,274,206.64740831960722
3,453,125.83390292481523
1,308,206.64740831960722
1,198,206.64740831960722
1,177,206.64740831960722
1,127,206.64740831960722
1,57,206.64740831960722
2,31,166.24065562221122
3,13,125.83390292481523
3,8,125.83390292481523
3,4,125.83390292481523
3,4,125.83390292481523
3,22,125.83390292481523
3,49,125.83390292481523
2,151,166.24065562221122
2,347,166.24065562221122
2,207,166.24065562221122
3,104,125.83390292481523
2,130,166.24065562221122
3,153,125.83390292481523
2,172,166.24065562221122
1,184,206.64740831960722
1,210,206.64740831960722
1,290,206.64740831960722
1,604,206.64740831960722
1,480,206.64740831960722
1,349,206.64740831960722
1,283,206.64740831960722
1,174,206.64740831960722
2,98,166.24065562221122
2,56,166.24065562221122
2,23,166.24065562221122
2,12,166.24065562221122
3,6,125.83390292481523
3,9,125.83390292481523
3,3,125.83390292481523
1,9,206.64740831960722
1,101,206.64740831960722
1,274,206.64740831960722
1,453,206.64740831960722
3,202,125.83390292481523
3,106,125.83390292481523
2,23,166.24065562221122
1,54,206.64740831960722
2,122,166.24065562221122
2,138,166.24065562221122
1,167,206.64740831960722
1,294,206.64740831960722
1,565,206.64740831960722
1,489,206.64740831960722
3,331,125.83390292481523
3,213,125.83390292481523
1,85,206.64740831960722
1,117,206.64740831960722
1,59,206.64740831960722
1,29,206.64740831960722
1,6,206.64740831960722
1,15,206.64740831960722
1,4,206.64740831960722
1,5,206.64740831960722
1,26,206.64740831960722
2,103,166.24065562221122
2,257,166.24065562221122
2,487,166.24065562221122
2,216,166.24065562221122
2,130,166.24065562221122
3,164,125.83390292481523
2,168,166.24065562221122
3,183,125.83390292481523
3,180,125.83390292481523
1,188,206.64740831960722
1,302,206.64740831960722
1,547,206.64740831960722
1,513,206.64740831960722
1,410,206.64740831960722
1,282,206.64740831960722
1,209,206.64740831960722
3,79,125.83390292481523
1,72,206.64740831960722
1,48,206.64740831960722
1,25,206.64740831960722
1,8,206.64740831960722
1,5,206.64740831960722
1,5,206.64740831960722
1,28,206.64740831960722
1,117,206.64740831960722
1,319,206.64740831960722
1,517,206.64740831960722
1,234,206.64740831960722
1,148,206.64740831960722
2,196,166.24065562221122
2,255,166.24065562221122
3,232,125.83390292481523
1,197,206.64740831960722
2,242,166.24065562221122
2,330,166.24065562221122
1,554,206.64740831960722
1,473,206.64740831960722
1,302,206.64740831960722
1,220,206.64740831960722
1,195,206.64740831960722
1,152,206.64740831960722
1,115,206.64740831960722
1,98,206.64740831960722
1,72,206.64740831960722
1,40,206.64740831960722
1,19,206.64740831960722
1,7,206.64740831960722
1,5,206.64740831960722
1,28,206.64740831960722
1,43,206.64740831960722
1,126,206.64740831960722
1,225,206.64740831960722
1,323,206.64740831960722
1,418,206.64740831960722
1,493,206.64740831960722
1,462,206.64740831960722
1,456,206.64740831960722
1,506,206.64740831960722
2,471,166.24065562221122
2,444,166.24065562221122
2,444,166.24065562221122
1,301,206.64740831960722
1,248,206.64740831960722
1,227,206.64740831960722
1,204,206.64740831960722
1,145,206.64740831960722
1,131,206.64740831960722
1,98,206.64740831960722
1,68,206.64740831960722
1,33,206.64740831960722
1,12,206.64740831960722
1,6,206.64740831960722
1,18,206.64740831960722
1,40,206.64740831960722
1,94,206.64740831960722
1,189,206.64740831960722
1,305,206.64740831960722
1,373,206.64740831960722
2,401,166.24065562221122
2,455,166.24065562221122
3,316,125.83390292481523
2,331,166.24065562221122
1,273,206.64740831960722
1,306,206.64740831960722
1,358,206.64740831960722
1,300,206.64740831960722
1,231,206.64740831960722
1,136,206.64740831960722
1,121,206.64740831960722
2,65,166.24065562221122
2,41,166.24065562221122
1,9,206.64740831960722
3,5,125.83390292481523
3,4,125.83390292481523
2,4,166.24065562221122
2,11,166.24065562221122
2,96,166.24065562221122
2,236,166.24065562221122
1,409,206.64740831960722
1,167,206.64740831960722
1,121,206.64740831960722
1,180,206.64740831960722
1,204,206.64740831960722
2,204,166.24065562221122
2,187,166.24065562221122
2,176,166.24065562221122
2,279,166.24065562221122
3,429,125.83390292481523
1,453,206.64740831960722
1,358,206.64740831960722
1,310,206.64740831960722
1,188,206.64740831960722
1,131,206.64740831960722
2,72,166.24065562221122
2,35,166.24065562221122
2,15,166.24065562221122
2,10,166.24065562221122
2,2,166.24065562221122
1,4,206.64740831960722
2,24,166.24065562221122
2,112,166.24065562221122
3,314,125.83390292481523
3,434,125.83390292481523
2,138,166.24065562221122
1,108,206.64740831960722
1,175,206.64740831960722
1,170,206.64740831960722
1,190,206.64740831960722
1,153,206.64740831960722
3,188,125.83390292481523
1,277,206.64740831960722
1,548,206.64740831960722
1,564,206.64740831960722
1,355,206.64740831960722
1,280,206.64740831960722
1,189,206.64740831960722
3,141,125.83390292481523
3,66,125.83390292481523
3,35,125.83390292481523
3,8,125.83390292481523
2,8,166.24065562221122
1,9,206.64740831960722
1,3,206.64740831960722
1,25,206.64740831960722
1,117,206.64740831960722
1,313,206.64740831960722
1,531,206.64740831960722
1,234,206.64740831960722
1,135,206.64740831960722
1,140,206.64740831960722
1,210,206.64740831960722
1,202,206.64740831960722
1,168,206.64740831960722
1,182,206.64740831960722
1,299,206.64740831960722
1,601,206.64740831960722
1,517,206.64740831960722
1,405,206.64740831960722
1,340,206.64740831960722
1,236,206.64740831960722
1,174,206.64740831960722
1,86,206.64740831960722
1,45,206.64740831960722
1,16,206.64740831960722
1,14,206.64740831960722
1,4,206.64740831960722
1,2,206.64740831960722
2,27,166.24065562221122
2,98,166.24065562221122
2,286,166.24065562221122
2,489,166.24065562221122
1,216,206.64740831960722
1,143,206.64740831960722
1,160,206.64740831960722
1,194,206.64740831960722
1,197,206.64740831960722
1,189,206.64740831960722
2,141,166.24065562221122
2,291,166.24065562221122
1,494,206.64740831960722
1,478,206.64740831960722
1,378,206.64740831960722
1,322,206.64740831960722
1,223,206.64740831960722
1,180,206.64740831960722
1,90,206.64740831960722
1,69,206.64740831960722
1,50,206.64740831960722
1,18,206.64740831960722
1,12,206.64740831960722
1,7,206.64740831960722
1,31,206.64740831960722
1,81,206.64740831960722
1,249,206.64740831960722
1,418,206.64740831960722
1,227,206.64740831960722
1,153,206.64740831960722
2,166,166.24065562221122
2,243,166.24065562221122
1,209,206.64740831960722
1,239,206.64740831960722
1,356,206.64740831960722
2,419,166.24065562221122
1,491,206.64740831960722
2,399,166.24065562221122
3,279,125.83390292481523
2,144,166.24065562221122
1,151,206.64740831960722
1,141,206.64740831960722
1,127,206.64740831960722
1,94,206.64740831960722
1,55,206.64740831960722
1,48,206.64740831960722
1,15,206.64740831960722
1,4,206.64740831960722
1,7,206.64740831960722
1,19,206.64740831960722
1,50,206.64740831960722
1,102,206.64740831960722
1,177,206.64740831960722
1,276,206.64740831960722
1,349,206.64740831960722
1,358,206.64740831960722
1,385,206.64740831960722
1,382,206.64740831960722
1,374,206.64740831960722
1,402,206.64740831960722
1,341,206.64740831960722
1,385,206.64740831960722
1,252,206.64740831960722
1,196,206.64740831960722
1,201,206.64740831960722
1,161,206.64740831960722
1,125,206.64740831960722
1,83,206.64740831960722
1,66,206.64740831960722
1,61,206.64740831960722
1,26,206.64740831960722
1,23,206.64740831960722
1,6,206.64740831960722
2,15,166.24065562221122
2,30,166.24065562221122
2,96,166.24065562221122
2,152,166.24065562221122
2,251,166.24065562221122
2,319,166.24065562221122
2,402,166.24065562221122
1,418,206.64740831960722
1,351,206.64740831960722
1,376,206.64740831960722
1,361,206.64740831960722
1,383,206.64740831960722
1,328,206.64740831960722
1,287,206.64740831960722
1,219,206.64740831960722
1,229,206.64740831960722
1,171,206.64740831960722
1,135,206.64740831960722
1,103,206.64740831960722
1,79,206.64740831960722
1,45,206.64740831960722
1,18,206.64740831960722
1,6,206.64740831960722
2,7,166.24065562221122
2,16,166.24065562221122
2,31,166.24065562221122
2,94,166.24065562221122
1,128,206.64740831960722
1,269,206.64740831960722
1,321,206.64740831960722
1,366,206.64740831960722
1,350,206.64740831960722
1,327,206.64740831960722
1,311,206.64740831960722
1,309,206.64740831960722
1,304,206.64740831960722
1,249,206.64740831960722
2,225,166.24065562221122
1,237,206.64740831960722
1,149,206.64740831960722
1,106,206.64740831960722
1,48,206.64740831960722
1,29,206.64740831960722
1,17,206.64740831960722
2,12,166.24065562221122
2,4,166.24065562221122
1,3,206.64740831960722
1,26,206.64740831960722
1,109,206.64740831960722
1,235,206.64740831960722
1,406,206.64740831960722
1,175,206.64740831960722
1,109,206.64740831960722
1,106,206.64740831960722
1,162,206.64740831960722
1,147,206.64740831960722
1,140,206.64740831960722
1,175,206.64740831960722
1,249,206.64740831960722
1,495,206.64740831960722
1,417,206.64740831960722
1,285,206.64740831960722
1,251,206.64740831960722
1,210,206.64740831960722
1,159,206.64740831960722
1,61,206.64740831960722
1,34,206.64740831960722
1,17,206.64740831960722
1,3,206.64740831960722
1,6,206.64740831960722
2,4,166.24065562221122
2,21,166.24065562221122
2,128,166.24065562221122
2,284,166.24065562221122
2,454,166.24065562221122
2,207,166.24065562221122
2,115,166.24065562221122
2,112,166.24065562221122
1,169,206.64740831960722
1,154,206.64740831960722
1,145,206.64740831960722
1,152,206.64740831960722
1,266,206.64740831960722
1,486,206.64740831960722
3,309,125.83390292481523
2,264,166.24065562221122
2,256,166.24065562221122
1,190,206.64740831960722
1,129,206.64740831960722
1,69,206.64740831960722
1,42,206.64740831960722
1,15,206.64740831960722
1,6,206.64740831960722
1,4,206.64740831960722
1,3,206.64740831960722
1,31,206.64740831960722
1,113,206.64740831960722
1,304,206.64740831960722
1,467,206.64740831960722
1,225,206.64740831960722
1,139,206.64740831960722
1,165,206.64740831960722
1,232,206.64740831960722
1,203,206.64740831960722
1,185,206.64740831960722
1,188,206.64740831960722
1,318,206.64740831960722
1,572,206.64740831960722
1,525,206.64740831960722
1,379,206.64740831960722
1,337,206.64740831960722
1,248,206.64740831960722
1,155,206.64740831960722
1,112,206.64740831960722
1,68,206.64740831960722
1,22,206.64740831960722
1,12,206.64740831960722
1,5,206.64740831960722
1,6,206.64740831960722
1,28,206.64740831960722
1,106,206.64740831960722
1,277,206.64740831960722
2,502,166.24065562221122
1,230,206.64740831960722
1,161,206.64740831960722
1,192,206.64740831960722
1,259,206.64740831960722
1,248,206.64740831960722
1,240,206.64740831960722
1,212,206.64740831960722
1,349,206.64740831960722
1,558,206.64740831960722
1,564,206.64740831960722
1,391,206.64740831960722
1,293,206.64740831960722
1,247,206.64740831960722
1,171,206.64740831960722
1,171,206.64740831960722
1,93,206.64740831960722
1,94,206.64740831960722
1,59,206.64740831960722
1,18,206.64740831960722
1,15,206.64740831960722
1,8,206.64740831960722
1,28,206.64740831960722
1,87,206.64740831960722
1,125,206.64740831960722
1,224,206.64740831960722
1,317,206.64740831960722
1,369,206.64740831960722
1,420,206.64740831960722
1,456,206.64740831960722
1,451,206.64740831960722
2,404,166.24065562221122
2,440,166.24065562221122
2,344,166.24065562221122
2,341,166.24065562221122
2,285,166.24065562221122
2,239,166.24065562221122
2,185,166.24065562221122
1,190,206.64740831960722
2,150,166.24065562221122
1,113,206.64740831960722
2,96,166.24065562221122
2,64,166.24065562221122
2,47,166.24065562221122
2,12,166.24065562221122
2,6,166.24065562221122
2,21,166.24065562221122
2,27,166.24065562221122
2,98,166.24065562221122
2,164,166.24065562221122
2,251,166.24065562221122
2,335,166.24065562221122
2,335,166.24065562221122
1,367,206.64740831960722
1,385,206.64740831960722
1,417,206.64740831960722
1,398,206.64740831960722
1,390,206.64740831960722
1,363,206.64740831960722
1,357,206.64740831960722
1,279,206.64740831960722
1,165,206.64740831960722
1,130,206.64740831960722
1,86,206.64740831960722
1,29,206.64740831960722
1,14,206.64740831960722
1,8,206.64740831960722
1,5,206.64740831960722
1,8,206.64740831960722
1,31,206.64740831960722
1,112,206.64740831960722
1,299,206.64740831960722
1,438,206.64740831960722
1,188,206.64740831960722
1,95,206.64740831960722
1,111,206.64740831960722
1,153,206.64740831960722
1,180,206.64740831960722
1,145,206.64740831960722
1,165,206.64740831960722
1,267,206.64740831960722
1,579,206.64740831960722
1,556,206.64740831960722
1,407,206.64740831960722
1,336,206.64740831960722
1,189,206.64740831960722
1,173,206.64740831960722
1,60,206.64740831960722
1,20,206.64740831960722
1,4,206.64740831960722
1,5,206.64740831960722
1,2,206.64740831960722
1,5,206.64740831960722
1,32,206.64740831960722
1,126,206.64740831960722
2,334,166.24065562221122
2,477,166.24065562221122
2,217,166.24065562221122
2,123,166.24065562221122
2,151,166.24065562221122
2,183,166.24065562221122
2,196,166.24065562221122
2,146,166.24065562221122
2,183,166.24065562221122
1,308,206.64740831960722
1,539,206.64740831960722
1,551,206.64740831960722
1,424,206.64740831960722
1,346,206.64740831960722
1,218,206.64740831960722
1,153,206.64740831960722
1,90,206.64740831960722
1,41,206.64740831960722
1,23,206.64740831960722
1,7,206.64740831960722
1,3,206.64740831960722
1,6,206.64740831960722
1,21,206.64740831960722
1,116,206.64740831960722
1,353,206.64740831960722
1,481,206.64740831960722
1,202,206.64740831960722
1,90,206.64740831960722
1,134,206.64740831960722
1,149,206.64740831960722
1,136,206.64740831960722
1,155,206.64740831960722
1,128,206.64740831960722
1,233,206.64740831960722
1,506,206.64740831960722
1,459,206.64740831960722
1,384,206.64740831960722
1,280,206.64740831960722
1,202,206.64740831960722
1,176,206.64740831960722
1,116,206.64740831960722
2,47,166.24065562221122
1,16,206.64740831960722
2,6,166.24065562221122
2,2,166.24065562221122
2,6,166.24065562221122
2,20,166.24065562221122
2,118,166.24065562221122
2,314,166.24065562221122
2,432,166.24065562221122
1,168,206.64740831960722
1,94,206.64740831960722
1,118,206.64740831960722
1,140,206.64740831960722
1,136,206.64740831960722
1,118,206.64740831960722
1,104,206.64740831960722
1,200,206.64740831960722
1,409,206.64740831960722
1,466,206.64740831960722
2,326,166.24065562221122
2,254,166.24065562221122
3,171,125.83390292481523
2,153,166.24065562221122
2,97,166.24065562221122
3,69,125.83390292481523
3,23,125.83390292481523
1,13,206.64740831960722
1,6,206.64740831960722
1,4,206.64740831960722
1,28,206.64740831960722
1,104,206.64740831960722
1,267,206.64740831960722
1,452,206.64740831960722
1,213,206.64740831960722
1,111,206.64740831960722
1,153,206.64740831960722
1,207,206.64740831960722
1,189,206.64740831960722
1,165,206.64740831960722
1,212,206.64740831960722
1,285,206.64740831960722
1,517,206.64740831960722
1,463,206.64740831960722
1,306,206.64740831960722
1,250,206.64740831960722
1,218,206.64740831960722
1,185,206.64740831960722
1,146,206.64740831960722
1,117,206.64740831960722
1,77,206.64740831960722
1,60,206.64740831960722
1,28,206.64740831960722
1,13,206.64740831960722
1,16,206.64740831960722
1,40,206.64740831960722
1,68,206.64740831960722
1,143,206.64740831960722
1,230,206.64740831960722
1,264,206.64740831960722
1,325,206.64740831960722
1,347,206.64740831960722
1,387,206.64740831960722
1,380,206.64740831960722
1,374,206.64740831960722
2,394,166.24065562221122
2,337,166.24065562221122
2,286,166.24065562221122
1,264,206.64740831960722
1,275,206.64740831960722
1,220,206.64740831960722
1,190,206.64740831960722
1,131,206.64740831960722
1,119,206.64740831960722
1,93,206.64740831960722
1,66,206.64740831960722
1,28,206.64740831960722
1,14,206.64740831960722
1,10,206.64740831960722
1,14,206.64740831960722
1,34,206.64740831960722
1,92,206.64740831960722
1,182,206.64740831960722
1,311,206.64740831960722
1,367,206.64740831960722
1,420,206.64740831960722
1,373,206.64740831960722
1,315,206.64740831960722
1,360,206.64740831960722
3,350,125.83390292481523
3,252,125.83390292481523
1,256,206.64740831960722
1,223,206.64740831960722
1,206,206.64740831960722
1,140,206.64740831960722
1,128,206.64740831960722
1,107,206.64740831960722
1,28,206.64740831960722
1,16,206.64740831960722
1,10,206.64740831960722
1,7,206.64740831960722
1,4,206.64740831960722
1,29,206.64740831960722
1,105,206.64740831960722
1,328,206.64740831960722
1,476,206.64740831960722
1,224,206.64740831960722
1,118,206.64740831960722
1,159,206.64740831960722
1,196,206.64740831960722
1,227,206.64740831960722
1,200,206.64740831960722
1,185,206.64740831960722
1,326,206.64740831960722
1,601,206.64740831960722
1,586,206.64740831960722
1,423,206.64740831960722
1,331,206.64740831960722
1,218,206.64740831960722
1,134,206.64740831960722
1,89,206.64740831960722
1,31,206.64740831960722
1,13,206.64740831960722
1,10,206.64740831960722
1,2,206.64740831960722
1,3,206.64740831960722
1,26,206.64740831960722
1,113,206.64740831960722
1,365,206.64740831960722
1,486,206.64740831960722
1,193,206.64740831960722
1,130,206.64740831960722
1,143,206.64740831960722
1,169,206.64740831960722
1,209,206.64740831960722
2,159,166.24065562221122
1,178,206.64740831960722
1,330,206.64740831960722
3,569,125.83390292481523
1,538,206.64740831960722
1,386,206.64740831960722
1,297,206.64740831960722
1,243,206.64740831960722
1,188,206.64740831960722
1,110,206.64740831960722
1,52,206.64740831960722
1,14,206.64740831960722
1,9,206.64740831960722
1,1,206.64740831960722
1,4,206.64740831960722
1,21,206.64740831960722
1,121,206.64740831960722
1,370,206.64740831960722
1,498,206.64740831960722
1,207,206.64740831960722
1,135,206.64740831960722
1,164,206.64740831960722
1,211,206.64740831960722
1,189,206.64740831960722
1,178,206.64740831960722
1,164,206.64740831960722
1,312,206.64740831960722
1,638,206.64740831960722
1,607,206.64740831960722
1,416,206.64740831960722
1,330,206.64740831960722
1,257,206.64740831960722
1,175,206.64740831960722
1,107,206.64740831960722
1,47,206.64740831960722
1,17,206.64740831960722
1,5,206.64740831960722
2,4,166.24065562221122
2,6,166.24065562221122
1,25,206.64740831960722
3,112,125.83390292481523
3,188,125.83390292481523
2,388,166.24065562221122
2,261,166.24065562221122
2,121,166.24065562221122
2,150,166.24065562221122
1,206,206.64740831960722
2,151,166.24065562221122
2,153,166.24065562221122
2,159,166.24065562221122
3,294,125.83390292481523
2,272,166.24065562221122
1,325,206.64740831960722
1,327,206.64740831960722
1,201,206.64740831960722
3,188,125.83390292481523
3,151,125.83390292481523
3,16,125.83390292481523
1,24,206.64740831960722
1,23,206.64740831960722
1,13,206.64740831960722
1,6,206.64740831960722
1,6,206.64740831960722
1,13,206.64740831960722
1,97,206.64740831960722
1,250,206.64740831960722
2,454,166.24065562221122
1,224,206.64740831960722
1,170,206.64740831960722
1,181,206.64740831960722
1,243,206.64740831960722
1,204,206.64740831960722
1,215,206.64740831960722
1,243,206.64740831960722
1,355,206.64740831960722
3,552,125.83390292481523
3,450,125.83390292481523
3,328,125.83390292481523
1,232,206.64740831960722
1,208,206.64740831960722
1,175,206.64740831960722
1,178,206.64740831960722
1,104,206.64740831960722
1,95,206.64740831960722
1,53,206.64740831960722
1,20,206.64740831960722
1,5,206.64740831960722
1,7,206.64740831960722
1,27,206.64740831960722
1,57,206.64740831960722
1,131,206.64740831960722
1,218,206.64740831960722
1,244,206.64740831960722
1,404,206.64740831960722
1,420,206.64740831960722
1,327,206.64740831960722
2,334,166.24065562221122
2,367,166.24065562221122
2,468,166.24065562221122
2,449,166.24065562221122
2,381,166.24065562221122
2,326,166.24065562221122
2,188,166.24065562221122
2,183,166.24065562221122
2,161,166.24065562221122
2,150,166.24065562221122
1,89,206.64740831960722
2,76,166.24065562221122
1,72,206.64740831960722
2,30,166.24065562221122
2,17,166.24065562221122
2,19,166.24065562221122
2,33,166.24065562221122
2,71,166.24065562221122
3,84,125.83390292481523
2,169,166.24065562221122
2,244,166.24065562221122
2,377,166.24065562221122
2,396,166.24065562221122
2,363,166.24065562221122
3,317,125.83390292481523
2,362,166.24065562221122
2,378,166.24065562221122
1,397,206.64740831960722
2,296,166.24065562221122
1,311,206.64740831960722
1,232,206.64740831960722
1,167,206.64740831960722
1,152,206.64740831960722
1,92,206.64740831960722
1,26,206.64740831960722
1,12,206.64740831960722
1,2,206.64740831960722
3,1,125.83390292481523
3,3,125.83390292481523
3,3,125.83390292481523
3,26,125.83390292481523
3,46,125.83390292481523
3,221,125.83390292481523
2,219,166.24065562221122
2,91,166.24065562221122
2,94,166.24065562221122
2,162,166.24065562221122
1,179,206.64740831960722
1,175,206.64740831960722
1,205,206.64740831960722
1,299,206.64740831960722
1,565,206.64740831960722
1,538,206.64740831960722
1,431,206.64740831960722
1,316,206.64740831960722
1,206,206.64740831960722
2,130,166.24065562221122
1,60,206.64740831960722
1,33,206.64740831960722
3,14,125.83390292481523
3,6,125.83390292481523
3,2,125.83390292481523
2,9,166.24065562221122
2,25,166.24065562221122
2,115,166.24065562221122
2,309,166.24065562221122
2,401,166.24065562221122
2,275,166.24065562221122
2,161,166.24065562221122
1,171,206.64740831960722
1,189,206.64740831960722
1,207,206.64740831960722
1,152,206.64740831960722
1,170,206.64740831960722
1,335,206.64740831960722
1,572,206.64740831960722
2,536,166.24065562221122
2,425,166.24065562221122
3,326,125.83390292481523
1,229,206.64740831960722
1,109,206.64740831960722
1,64,206.64740831960722
1,33,206.64740831960722
1,21,206.64740831960722
1,7,206.64740831960722
1,7,206.64740831960722
1,11,206.64740831960722
1,23,206.64740831960722
1,122,206.64740831960722
1,311,206.64740831960722
1,423,206.64740831960722
1,219,206.64740831960722
1,135,206.64740831960722
1,145,206.64740831960722
2,188,166.24065562221122
2,147,166.24065562221122
2,145,166.24065562221122
2,146,166.24065562221122
2,258,166.24065562221122
2,529,166.24065562221122
2,513,166.24065562221122
2,342,166.24065562221122
1,282,206.64740831960722
1,247,206.64740831960722
2,148,166.24065562221122
2,105,166.24065562221122
1,49,206.64740831960722
1,31,206.64740831960722
1,4,206.64740831960722
2,5,166.24065562221122
2,7,166.24065562221122
1,24,206.64740831960722
1,100,206.64740831960722
2,327,166.24065562221122
2,432,166.24065562221122
2,227,166.24065562221122
2,127,166.24065562221122
3,136,125.83390292481523
2,160,166.24065562221122
2,186,166.24065562221122
2,149,166.24065562221122
2,189,166.24065562221122
2,275,166.24065562221122
2,569,166.24065562221122
1,540,206.64740831960722
1,400,206.64740831960722
1,352,206.64740831960722
1,234,206.64740831960722
2,162,166.24065562221122
1,105,206.64740831960722
1,63,206.64740831960722
1,28,206.64740831960722
1,14,206.64740831960722
1,5,206.64740831960722
1,9,206.64740831960722
1,20,206.64740831960722
1,91,206.64740831960722
2,268,166.24065562221122
1,466,206.64740831960722
1,231,206.64740831960722
1,145,206.64740831960722
1,203,206.64740831960722
1,201,206.64740831960722
1,221,206.64740831960722
1,229,206.64740831960722
1,216,206.64740831960722
1,327,206.64740831960722
1,557,206.64740831960722
1,452,206.64740831960722
1,385,206.64740831960722
1,288,206.64740831960722
1,233,206.64740831960722
1,167,206.64740831960722
1,172,206.64740831960722
1,116,206.64740831960722
1,95,206.64740831960722
2,59,166.24065562221122
1,39,206.64740831960722
1,11,206.64740831960722
1,14,206.64740831960722
1,29,206.64740831960722
1,42,206.64740831960722
1,112,206.64740831960722
1,186,206.64740831960722
1,302,206.64740831960722
1,331,206.64740831960722
1,392,206.64740831960722
1,371,206.64740831960722
1,383,206.64740831960722
1,392,206.64740831960722
1,410,206.64740831960722
1,399,206.64740831960722
1,307,206.64740831960722
1,375,206.64740831960722
1,269,206.64740831960722
1,202,206.64740831960722
1,187,206.64740831960722
2,179,166.24065562221122
1,115,206.64740831960722
1,90,206.64740831960722
1,87,206.64740831960722
1,34,206.64740831960722
1,11,206.64740831960722
1,12,206.64740831960722
1,20,206.64740831960722
1,51,206.64740831960722
1,107,206.64740831960722
1,206,206.64740831960722
