registered,hum,Predicted Y
272,0.28,0.5859520109623584
176,0.3,0.619472614840319
159,0.47,0.6254085551103746
106,0.38,0.6439147218346654
86,0.43,0.6508981809759071
30,0.62,0.6704518665713842
22,0.53,0.673245250227881
7,0.53,0.6784828445838123
2,0.53,0.6802287093691227
2,0.53,0.6802287093691227
16,0.53,0.6753402879702535
47,0.53,0.6645159263013287
175,0.53,0.6198217877973812
331,0.53,0.565350806495695
178,0.61,0.6187742689261949
104,0.62,0.6446130677487896
83,0.66,0.6519456998470934
61,0.76,0.6596275049024595
37,0.87,0.6680076558719495
33,0.87,0.669404347700198
62,0.87,0.6592783319453973
58,0.87,0.6606750237736457
63,0.93,0.6589291589883353
47,0.93,0.6645159263013287
48,0.93,0.6641667533442666
39,0.87,0.6673093099578254
23,0.93,0.6728960772708189
21,1.0,0.673594423184943
17,0.93,0.6749911150131914
18,1.0,0.6746419420561293
11,1.0,0.6770861527555639
14,1.0,0.6760386338843777
4,1.0,0.6795303634549986
3,1.0,0.6798795364120607
6,1.0,0.6788320175408744
11,1.0,0.6770861527555639
17,1.0,0.6749911150131914
32,1.0,0.66975352065726
55,0.94,0.661722542644832
93,0.88,0.6484539702764726
164,0.88,0.6236626903250642
197,0.83,0.6121399827420152
186,0.83,0.6159808852696982
209,0.78,0.60794990725727
226,0.73,0.6020139669872145
246,0.73,0.5950305078459728
215,0.73,0.6058548695148975
227,0.78,0.6016647940301525
199,0.83,0.611441636827891
138,0.88,0.6327411872086784
103,0.83,0.6449622407058516
114,0.78,0.6411213381781686
86,0.88,0.6508981809759071
66,0.83,0.657881640117149
40,0.88,0.6669601370007633
45,0.88,0.6652142722154528
20,0.94,0.6739435961420052
5,0.94,0.6791811904979365
7,0.94,0.6784828445838123
3,1.0,0.6798795364120607
11,1.0,0.6770861527555639
42,0.94,0.6662617910866392
104,0.88,0.6446130677487896
171,0.78,0.6212184796256295
193,0.65,0.6135366745702635
220,0.65,0.6041090047295871
236,0.58,0.5985222374165936
223,0.54,0.6030614858584008
202,0.61,0.6103941179567047
197,0.48,0.6121399827420152
189,0.65,0.6149333663985119
174,0.69,0.6201709607544432
132,0.83,0.634836224951051
71,0.83,0.6561357753318385
53,0.94,0.6624208885589562
40,1.0,0.6669601370007633
37,1.0,0.6680076558719495
10,1.0,0.677435325712626
8,1.0,0.6781336716267502
9,1.0,0.6777844986696882
8,1.0,0.6781336716267502
4,1.0,0.6795303634549986
14,1.0,0.6760386338843777
59,1.0,0.6603258508165836
183,1.0,0.6170284041408844
326,0.88,0.5670966712810055
147,0.83,0.6295986305951197
64,0.73,0.6585799860312731
94,0.73,0.6481047973194104
140,0.74,0.6320428412945542
146,0.65,0.6299478035521817
99,0.54,0.6463589325341
125,0.51,0.6372804356504856
198,0.54,0.611790809784953
441,0.54,0.5269417812188651
425,0.57,0.5325285485318586
320,0.57,0.569191709023378
195,0.61,0.6128383286561393
149,0.69,0.6289002846809955
83,0.73,0.6519456998470934
53,0.78,0.6624208885589562
17,0.69,0.6749911150131914
5,0.73,0.6791811904979365
9,0.83,0.6777844986696882
4,0.88,0.6795303634549986
4,0.83,0.6795303634549986
16,0.88,0.6753402879702535
80,0.88,0.6529932187182798
254,0.83,0.592237124189476
417,0.83,0.5353219321883553
164,0.73,0.6236626903250642
98,0.69,0.6467081054911621
132,0.65,0.634836224951051
146,0.61,0.6299478035521817
139,0.51,0.6323920142516164
115,0.58,0.6407721652211066
119,0.61,0.6393754733928582
251,0.58,0.5932846430606623
455,0.61,0.5220533598199959
463,0.65,0.5192599761634992
286,0.73,0.5810635895634891
199,0.73,0.611441636827891
162,0.78,0.6243610362391883
116,0.83,0.6404229922640444
71,0.83,0.6561357753318385
24,0.83,0.6725469043137567
15,0.83,0.6756894609273155
5,0.88,0.6791811904979365
4,0.88,0.6795303634549986
6,0.94,0.6788320175408744
16,0.94,0.6753402879702535
79,0.94,0.6533423916753418
229,0.88,0.6009664481160283
413,0.88,0.5367186240166036
161,0.88,0.6247102091962504
66,0.83,0.657881640117149
103,0.78,0.6449622407058516
135,0.78,0.6337887060798647
119,0.78,0.6393754733928582
119,0.74,0.6393754733928582
120,0.65,0.6390263004357961
189,0.7,0.6149333663985119
458,0.83,0.5210058409488096
366,0.83,0.553129752998522
220,0.78,0.6041090047295871
188,0.83,0.615282539355574
126,0.88,0.6369312626934236
111,0.88,0.6421688570493549
53,0.88,0.6624208885589562
41,0.78,0.6666109640437012
12,0.83,0.6767369797985019
7,0.83,0.6784828445838123
1,0.78,0.6805778823261849
5,0.83,0.6791811904979365
13,0.83,0.6763878068414397
79,0.78,0.6533423916753418
201,0.78,0.6107432909137668
367,0.78,0.5527805800414598
165,0.88,0.623313517368002
45,0.88,0.6652142722154528
74,0.83,0.6550882564606523
84,0.78,0.6515965268900313
103,0.83,0.6449622407058516
121,0.83,0.638677127478734
117,0.69,0.6400738193069824
228,0.78,0.6013156210730903
406,0.47,0.5391628347160383
486,0.47,0.511228998151071
347,0.43,0.5597640391827016
220,0.43,0.6041090047295871
167,0.46,0.6226151714538779
119,0.45,0.6393754733928582
81,0.39,0.6526440457612176
37,0.39,0.6680076558719495
21,0.45,0.673594423184943
8,0.63,0.6781336716267502
4,0.59,0.6795303634549986
6,0.51,0.6788320175408744
25,0.47,0.6721977313566947
67,0.45,0.6575324671600868
222,0.42,0.6034106588154629
386,0.39,0.5461462938572801
185,0.39,0.6163300582267602
99,0.4,0.6463589325341
108,0.38,0.6432163759205412
160,0.37,0.6250593821533125
234,0.37,0.5992205833307178
190,0.35,0.6145841934414498
175,0.4,0.6198217877973812
240,0.42,0.5971255455883453
433,0.45,0.5297351648753619
384,0.48,0.5468446397714043
230,0.55,0.6006172751589661
160,0.48,0.6250593821533125
145,0.51,0.6302969765092439
110,0.58,0.642518030006417
88,0.54,0.650199835061783
73,0.54,0.6554374294177143
59,0.54,0.6603258508165836
53,0.54,0.6624208885589562
13,0.54,0.6763878068414397
5,0.54,0.6791811904979365
4,0.54,0.6795303634549986
11,0.58,0.6770861527555639
27,0.54,0.6714993854425705
70,0.54,0.6564849482889006
121,0.51,0.638677127478734
185,0.44,0.6163300582267602
201,0.42,0.6107432909137668
238,0.42,0.5978238915024694
270,0.39,0.5866503568764826
268,0.39,0.5873487027906068
282,0.37,0.5824602813917374
273,0.37,0.5856028380052963
245,0.43,0.5953796808030348
237,0.43,0.5981730644595316
237,0.43,0.5981730644595316
159,0.62,0.6254085551103746
119,0.62,0.6393754733928582
106,0.67,0.6439147218346654
91,0.67,0.6491523161905968
77,0.67,0.654040737589466
50,0.69,0.6634684074301425
43,0.77,0.665912618129577
15,0.82,0.6756894609273155
11,0.76,0.6770861527555639
10,0.82,0.677435325712626
9,0.82,0.6777844986696882
26,0.77,0.6718485583996325
43,0.77,0.665912618129577
96,0.72,0.6474064514052863
155,0.63,0.6268052469386229
141,0.82,0.6316936683374922
172,0.77,0.6208693066685674
209,0.63,0.60794990725727
153,0.68,0.6275035928527471
153,0.72,0.6275035928527471
139,0.72,0.6323920142516164
136,0.82,0.6334395331228027
126,0.82,0.6369312626934236
131,0.84,0.6351853979081131
86,0.82,0.6508981809759071
82,0.82,0.6522948728041555
68,0.82,0.6571832942030248
82,0.77,0.6522948728041555
109,0.72,0.6428672029634791
73,0.72,0.6554374294177143
19,0.77,0.6742927690990672
7,0.77,0.6784828445838123
8,0.77,0.6781336716267502
16,0.77,0.6753402879702535
59,0.88,0.6603258508165836
193,0.82,0.6135366745702635
350,0.77,0.5587165203115153
131,0.77,0.6351853979081131
77,0.77,0.654040737589466
96,0.73,0.6474064514052863
147,0.69,0.6295986305951197
119,0.69,0.6393754733928582
133,0.69,0.6344870519939889
110,0.61,0.642518030006417
220,0.61,0.6041090047295871
472,0.65,0.5161174195499403
450,0.65,0.5237992246053063
268,0.69,0.5873487027906068
174,0.69,0.6201709607544432
178,0.73,0.6187742689261949
97,0.73,0.6470572784482241
48,0.83,0.6641667533442666
16,0.83,0.6753402879702535
14,0.78,0.6760386338843777
5,0.78,0.6791811904979365
2,0.83,0.6802287093691227
1,0.88,0.6805778823261849
14,0.88,0.6760386338843777
102,0.94,0.6453114136629137
248,0.88,0.5943321619318486
435,0.83,0.5290368189612377
157,0.78,0.6261069010244987
91,0.69,0.6491523161905968
120,0.65,0.6390263004357961
169,0.61,0.6219168255397537
144,0.58,0.6306461494663059
122,0.58,0.6383279545216719
117,0.58,0.6400738193069824
225,0.54,0.6023631399442766
464,0.54,0.5189108032064371
485,0.48,0.5115781711081332
323,0.57,0.5681441901521918
262,0.61,0.5894437405329793
183,0.61,0.6170284041408844
99,0.6,0.6463589325341
50,0.68,0.6634684074301425
22,0.77,0.673245250227881
6,0.82,0.6788320175408744
4,0.82,0.6795303634549986
1,0.88,0.6805778823261849
2,0.94,0.6802287093691227
8,0.87,0.6781336716267502
21,0.93,0.673594423184943
46,0.93,0.6648650992583908
74,0.93,0.6550882564606523
35,0.93,0.6687060017860738
26,0.93,0.6718485583996325
69,0.82,0.6568341212459627
105,0.62,0.6442638947917274
128,0.59,0.6362329167792994
94,0.51,0.6481047973194104
107,0.51,0.6435655488776033
173,0.45,0.6205201337115053
388,0.71,0.5454479479431559
367,0.67,0.5527805800414598
266,0.58,0.5880470487047309
174,0.62,0.6201709607544432
133,0.62,0.6344870519939889
80,0.62,0.6529932187182798
49,0.62,0.6638175803872045
23,0.66,0.6728960772708189
6,0.71,0.6788320175408744
4,0.66,0.6795303634549986
4,0.66,0.6795303634549986
3,0.66,0.6798795364120607
29,0.66,0.6708010395284463
86,0.66,0.6508981809759071
255,0.58,0.5918879512324139
415,0.5,0.5360202781024794
164,0.44,0.6236626903250642
98,0.39,0.6467081054911621
105,0.36,0.6442638947917274
169,0.34,0.6219168255397537
142,0.3,0.6313444953804301
135,0.28,0.6337887060798647
120,0.26,0.6390263004357961
233,0.24,0.5995697562877799
467,0.26,0.5178632843352508
456,0.26,0.5217041868629337
305,0.28,0.5744293033793094
225,0.34,0.6023631399442766
141,0.36,0.6316936683374922
135,0.39,0.6337887060798647
99,0.41,0.6463589325341
43,0.44,0.665912618129577
24,0.62,0.6725469043137567
15,0.62,0.6756894609273155
6,0.71,0.6788320175408744
1,0.71,0.6805778823261849
16,0.81,0.6753402879702535
74,0.81,0.6550882564606523
202,0.82,0.6103941179567047
415,0.77,0.5360202781024794
161,0.67,0.6247102091962504
97,0.49,0.6470572784482241
123,0.49,0.6379787815646099
198,0.49,0.611790809784953
182,0.4,0.6173775770979465
127,0.4,0.6365820897363614
171,0.38,0.6212184796256295
262,0.4,0.5894437405329793
470,0.4,0.5168157654640645
385,0.52,0.5464954668143422
253,0.52,0.5925862971465381
161,0.48,0.6247102091962504
130,0.67,0.6355345708651752
105,0.72,0.6442638947917274
93,0.82,0.6484539702764726
76,0.82,0.6543899105465281
50,0.82,0.6634684074301425
47,0.82,0.6645159263013287
9,0.77,0.6777844986696882
4,0.82,0.6795303634549986
3,0.59,0.6798795364120607
12,0.77,0.6767369797985019
32,0.59,0.66975352065726
96,0.52,0.6474064514052863
164,0.49,0.6236626903250642
208,0.49,0.6082990802143322
215,0.43,0.6058548695148975
244,0.4,0.5957288537600969
240,0.35,0.5971255455883453
235,0.35,0.5988714103736558
230,0.38,0.6006172751589661
223,0.38,0.6030614858584008
216,0.4,0.6055056965578355
175,0.37,0.6198217877973812
179,0.43,0.6184250959691328
137,0.43,0.6330903601657406
124,0.49,0.6376296086075477
94,0.49,0.6481047973194104
89,0.59,0.6498506621047209
78,0.59,0.6536915646324039
56,0.55,0.6613733696877698
42,0.63,0.6662617910866392
21,0.72,0.673594423184943
8,0.82,0.6781336716267502
5,0.77,0.6791811904979365
4,0.82,0.6795303634549986
15,0.82,0.6756894609273155
58,0.63,0.6606750237736457
112,0.52,0.6418196840922928
153,0.49,0.6275035928527471
198,0.49,0.611790809784953
243,0.46,0.596078026717159
224,0.49,0.6027123129013388
240,0.49,0.5971255455883453
230,0.49,0.6006172751589661
263,0.46,0.5890945675759172
245,0.49,0.5953796808030348
205,0.49,0.6093465990855185
178,0.64,0.6187742689261949
132,0.77,0.634836224951051
95,0.77,0.6477556243623483
86,0.88,0.6508981809759071
41,0.88,0.6666109640437012
22,0.82,0.673245250227881
8,0.88,0.6781336716267502
2,0.94,0.6802287093691227
7,0.82,0.6784828445838123
4,0.82,0.6795303634549986
23,0.77,0.6728960772708189
87,0.72,0.6505490080188451
221,0.63,0.603759831772525
351,0.55,0.5583673473544533
142,0.56,0.6313444953804301
95,0.52,0.6477556243623483
99,0.46,0.6463589325341
160,0.43,0.6250593821533125
138,0.38,0.6327411872086784
118,0.41,0.6397246463499203
148,0.41,0.6292494576380576
255,0.38,0.5918879512324139
539,0.38,0.4927228314267803
458,0.38,0.5210058409488096
339,0.43,0.5625574228391983
214,0.49,0.6062040424719596
128,0.59,0.6362329167792994
95,0.68,0.6477556243623483
45,0.68,0.6652142722154528
12,0.63,0.6767369797985019
12,0.59,0.6767369797985019
4,0.58,0.6795303634549986
3,0.54,0.6798795364120607
2,0.62,0.6802287093691227
28,0.66,0.6711502124855084
103,0.67,0.6449622407058516
301,0.62,0.5758259952075577
397,0.51,0.5423053913295971
176,0.48,0.619472614840319
100,0.37,0.6460097595770379
108,0.43,0.6432163759205412
170,0.38,0.6215676525826916
152,0.38,0.6278527658098092
134,0.33,0.6341378790369269
152,0.33,0.6278527658098092
271,0.31,0.5863011839194204
532,0.33,0.49516704212621493
480,0.29,0.5133240358934437
365,0.43,0.553478925955584
241,0.6,0.5967763726312831
173,0.52,0.6205201337115053
121,0.55,0.638677127478734
72,0.59,0.6557866023747765
30,0.55,0.6704518665713842
16,0.59,0.6753402879702535
4,0.59,0.6795303634549986
3,0.63,0.6798795364120607
2,0.88,0.6802287093691227
20,0.88,0.6739435961420052
93,0.82,0.6484539702764726
293,0.72,0.5786193788640545
421,0.77,0.5339252403601069
182,0.72,0.6173775770979465
124,0.68,0.6376296086075477
123,0.64,0.6379787815646099
185,0.56,0.6163300582267602
157,0.5,0.6261069010244987
141,0.53,0.6316936683374922
131,0.41,0.6351853979081131
240,0.39,0.5971255455883453
242,0.47,0.5964271996742211
234,0.5,0.5992205833307178
341,0.52,0.5618590769250742
245,0.64,0.5953796808030348
202,0.6,0.6103941179567047
134,0.72,0.6341378790369269
69,0.88,0.6568341212459627
39,0.88,0.6673093099578254
16,0.88,0.6753402879702535
14,0.94,0.6760386338843777
5,0.88,0.6791811904979365
5,0.94,0.6791811904979365
27,0.94,0.6714993854425705
103,0.88,0.6449622407058516
283,0.88,0.5821111084346754
394,0.82,0.5433529102007834
191,0.77,0.6142350204843877
119,0.68,0.6393754733928582
136,0.6,0.6334395331228027
164,0.6,0.6236626903250642
170,0.57,0.6215676525826916
148,0.61,0.6292494576380576
163,0.53,0.6240118632821262
238,0.57,0.5978238915024694
540,0.57,0.4923736584697182
463,0.69,0.5192599761634992
305,0.64,0.5744293033793094
220,0.64,0.6041090047295871
192,0.83,0.6138858475273256
147,0.83,0.6295986305951197
87,0.77,0.6505490080188451
46,0.83,0.6648650992583908
15,0.83,0.6756894609273155
8,0.88,0.6781336716267502
2,0.88,0.6802287093691227
3,0.88,0.6798795364120607
24,0.88,0.6725469043137567
76,0.88,0.6543899105465281
141,0.88,0.6316936683374922
361,0.88,0.5548756177838323
215,0.88,0.6058548695148975
99,0.83,0.6463589325341
90,0.83,0.6495014891476588
170,0.88,0.6215676525826916
157,0.88,0.6261069010244987
120,0.87,0.6390263004357961
142,0.88,0.6313444953804301
256,0.88,0.5915387782753518
429,0.88,0.5311318567036102
359,0.88,0.5555739636979565
245,0.83,0.5953796808030348
130,0.83,0.6355345708651752
130,0.84,0.6355345708651752
107,0.83,0.6435655488776033
88,0.88,0.650199835061783
78,0.88,0.6536915646324039
64,0.88,0.6585799860312731
37,0.88,0.6680076558719495
30,0.88,0.6704518665713842
4,0.82,0.6795303634549986
7,0.82,0.6784828445838123
9,0.88,0.6777844986696882
28,1.0,0.6711502124855084
72,0.94,0.6557866023747765
86,0.94,0.6508981809759071
133,0.94,0.6344870519939889
207,0.94,0.6086482531713943
204,1.0,0.6096957720425805
180,1.0,0.6180759230120707
159,0.94,0.6254085551103746
221,0.94,0.603759831772525
188,0.94,0.615282539355574
194,0.88,0.6131875016132015
216,0.88,0.6055056965578355
179,0.94,0.6184250959691328
115,0.94,0.6407721652211066
44,0.94,0.665563445172515
19,0.94,0.6742927690990672
33,1.0,0.669404347700198
34,1.0,0.6690551747431359
43,1.0,0.665912618129577
37,1.0,0.6680076558719495
21,1.0,0.673594423184943
8,1.0,0.6781336716267502
11,1.0,0.6770861527555639
14,1.0,0.6760386338843777
38,1.0,0.6676584829148875
46,0.94,0.6648650992583908
98,0.83,0.6467081054911621
153,0.83,0.6275035928527471
202,0.78,0.6103941179567047
247,0.73,0.5946813348889106
261,0.73,0.5897929134900414
254,0.73,0.592237124189476
253,0.69,0.5925862971465381
282,0.69,0.5824602813917374
255,0.78,0.5918879512324139
177,0.78,0.619123441883257
153,0.83,0.6275035928527471
138,0.88,0.6327411872086784
107,0.88,0.6435655488776033
88,0.83,0.650199835061783
51,0.88,0.6631192344730803
21,0.94,0.673594423184943
8,0.94,0.6781336716267502
9,1.0,0.6777844986696882
3,0.94,0.6798795364120607
5,1.0,0.6791811904979365
20,0.93,0.6739435961420052
93,0.88,0.6484539702764726
245,0.83,0.5953796808030348
366,0.73,0.553129752998522
156,0.69,0.6264560739815609
75,0.65,0.6547390835035901
129,0.57,0.6358837438222373
137,0.54,0.6330903601657406
153,0.51,0.6275035928527471
117,0.51,0.6400738193069824
110,0.51,0.642518030006417
181,0.78,0.6177267500550085
227,0.88,0.6016647940301525
398,0.83,0.541956218372535
272,0.83,0.5859520109623584
167,0.83,0.6226151714538779
149,0.83,0.6289002846809955
105,0.88,0.6442638947917274
39,0.88,0.6673093099578254
18,0.88,0.6746419420561293
6,0.88,0.6788320175408744
4,0.88,0.6795303634549986
3,0.94,0.6798795364120607
2,0.94,0.6802287093691227
22,0.94,0.673245250227881
49,0.94,0.6638175803872045
138,0.94,0.6327411872086784
325,0.94,0.5674458442380677
190,0.88,0.6145841934414498
73,0.88,0.6554374294177143
104,0.83,0.6446130677487896
115,0.83,0.6407721652211066
141,0.88,0.6316936683374922
123,0.73,0.6379787815646099
131,0.69,0.6351853979081131
217,0.61,0.6051565236007733
521,0.65,0.4990079446538979
426,0.69,0.5321793755747964
298,0.69,0.576873514078744
253,0.83,0.5925862971465381
151,0.88,0.6282019387668714
86,0.88,0.6508981809759071
49,0.88,0.6638175803872045
15,0.88,0.6756894609273155
9,0.88,0.6777844986696882
5,0.94,0.6791811904979365
3,0.94,0.6798795364120607
2,0.94,0.6802287093691227
9,1.0,0.6777844986696882
99,1.0,0.6463589325341
260,0.88,0.5901420864471034
428,0.88,0.5314810296606723
176,0.83,0.619472614840319
73,0.88,0.6554374294177143
17,0.94,0.6749911150131914
42,0.94,0.6662617910866392
92,0.83,0.6488031432335346
94,0.78,0.6481047973194104
133,0.78,0.6344870519939889
241,0.73,0.5967763726312831
487,0.69,0.510879825194009
431,0.73,0.530433510789486
288,0.88,0.5803652436493649
189,0.88,0.6149333663985119
74,0.88,0.6550882564606523
103,0.83,0.6449622407058516
49,0.94,0.6638175803872045
23,0.94,0.6728960772708189
4,0.94,0.6795303634549986
12,0.94,0.6767369797985019
3,1.0,0.6798795364120607
3,0.94,0.6798795364120607
24,0.94,0.6725469043137567
86,0.94,0.6508981809759071
239,1.0,0.5974747185454073
453,0.88,0.52275170573412
176,0.88,0.619472614840319
95,0.83,0.6477556243623483
111,0.88,0.6421688570493549
130,0.78,0.6355345708651752
139,0.64,0.6323920142516164
137,0.73,0.6330903601657406
125,0.78,0.6372804356504856
247,0.64,0.5946813348889106
487,0.78,0.510879825194009
454,0.55,0.522402532777058
345,0.6,0.5604623850968258
236,0.77,0.5985222374165936
180,0.77,0.6180759230120707
68,0.82,0.6571832942030248
63,0.94,0.6589291589883353
33,0.94,0.669404347700198
17,1.0,0.6749911150131914
4,1.0,0.6795303634549986
4,1.0,0.6795303634549986
4,0.94,0.6795303634549986
28,0.94,0.6711502124855084
102,0.88,0.6453114136629137
289,0.77,0.5800160706923029
476,0.68,0.514720727721692
199,0.68,0.611441636827891
104,0.64,0.6446130677487896
133,0.6,0.6344870519939889
186,0.56,0.6159808852696982
172,0.56,0.6208693066685674
131,0.53,0.6351853979081131
168,0.56,0.6222659984968157
269,0.53,0.5869995298335446
483,0.53,0.5122765170222574
394,0.56,0.5433529102007834
253,0.64,0.5925862971465381
180,0.64,0.6180759230120707
155,0.64,0.6268052469386229
124,0.73,0.6376296086075477
100,0.72,0.6460097595770379
78,0.77,0.6536915646324039
64,0.72,0.6585799860312731
35,0.72,0.6687060017860738
12,0.82,0.6767369797985019
6,0.88,0.6788320175408744
4,0.88,0.6795303634549986
22,0.82,0.673245250227881
33,0.73,0.669404347700198
97,0.68,0.6470572784482241
165,0.64,0.623313517368002
201,0.61,0.6107432909137668
245,0.53,0.5953796808030348
271,0.5,0.5863011839194204
271,0.45,0.5863011839194204
269,0.42,0.5869995298335446
274,0.45,0.5852536650482342
267,0.39,0.5876978757476689
253,0.42,0.5925862971465381
253,0.45,0.5925862971465381
184,0.47,0.6166792311838223
164,0.61,0.6236626903250642
150,0.61,0.6285511117239334
126,0.69,0.6369312626934236
103,0.78,0.6449622407058516
100,0.88,0.6460097595770379
81,0.94,0.6526440457612176
50,0.94,0.6634684074301425
23,1.0,0.6728960772708189
9,1.0,0.6777844986696882
5,1.0,0.6791811904979365
13,0.94,0.6763878068414397
27,0.88,0.6714993854425705
65,0.73,0.658230813074211
130,0.69,0.6355345708651752
170,0.65,0.6215676525826916
209,0.54,0.60794990725727
255,0.51,0.5918879512324139
275,0.54,0.5849044920911721
191,0.69,0.6142350204843877
221,0.61,0.603759831772525
201,0.61,0.6107432909137668
213,0.58,0.6065532154290217
238,0.61,0.5978238915024694
193,0.61,0.6135366745702635
174,0.65,0.6201709607544432
109,0.73,0.6428672029634791
86,0.83,0.6508981809759071
46,0.83,0.6648650992583908
18,0.88,0.6746419420561293
5,0.88,0.6791811904979365
3,0.88,0.6798795364120607
4,0.94,0.6795303634549986
2,0.94,0.6802287093691227
11,0.94,0.6770861527555639
92,1.0,0.6488031432335346
223,0.94,0.6030614858584008
359,0.88,0.5555739636979565
131,0.88,0.6351853979081131
72,0.74,0.6557866023747765
107,0.69,0.6435655488776033
139,0.69,0.6323920142516164
155,0.58,0.6268052469386229
130,0.62,0.6355345708651752
119,0.62,0.6393754733928582
223,0.62,0.6030614858584008
373,0.7,0.5506855422990873
385,0.74,0.5464954668143422
302,0.74,0.5754768222504957
271,0.83,0.5863011839194204
155,0.89,0.6268052469386229
106,0.94,0.6439147218346654
53,0.88,0.6624208885589562
23,0.94,0.6728960772708189
9,0.94,0.6777844986696882
8,0.94,0.6781336716267502
2,0.94,0.6802287093691227
3,0.88,0.6798795364120607
22,0.94,0.673245250227881
102,0.94,0.6453114136629137
288,0.78,0.5803652436493649
403,0.83,0.5402103535872246
111,0.73,0.6421688570493549
90,0.61,0.6495014891476588
142,0.51,0.6313444953804301
129,0.45,0.6358837438222373
152,0.46,0.6278527658098092
126,0.46,0.6369312626934236
129,0.55,0.6358837438222373
225,0.69,0.6023631399442766
492,0.61,0.5091339604086985
490,0.7,0.5098323063228227
310,0.74,0.572683438593999
241,0.74,0.5967763726312831
168,0.78,0.6222659984968157
115,0.88,0.6407721652211066
53,0.74,0.6624208885589562
32,0.83,0.66975352065726
2,0.83,0.6802287093691227
8,0.94,0.6781336716267502
9,1.0,0.6777844986696882
3,1.0,0.6798795364120607
23,0.88,0.6728960772708189
113,0.94,0.6414705111352307
284,0.73,0.5817619354776133
495,0.69,0.5080864415375123
207,0.65,0.6086482531713943
105,0.61,0.6442638947917274
104,0.51,0.6446130677487896
178,0.55,0.6187742689261949
163,0.55,0.6240118632821262
121,0.55,0.638677127478734
145,0.52,0.6302969765092439
238,0.51,0.5978238915024694
524,0.51,0.4979604257827116
451,0.58,0.5234500516482442
332,0.61,0.565001633538633
284,0.61,0.5817619354776133
203,0.69,0.6100449449996426
140,0.69,0.6320428412945542
74,0.73,0.6550882564606523
34,0.73,0.6690551747431359
13,0.73,0.6763878068414397
7,0.83,0.6784828445838123
4,0.88,0.6795303634549986
2,0.88,0.6802287093691227
25,0.88,0.6721977313566947
94,1.0,0.6481047973194104
270,0.94,0.5866503568764826
458,0.83,0.5210058409488096
194,0.7,0.6131875016132015
94,0.74,0.6481047973194104
124,0.66,0.6376296086075477
141,0.59,0.6316936683374922
145,0.52,0.6302969765092439
145,0.52,0.6302969765092439
101,0.46,0.6456605866199758
233,0.49,0.5995697562877799
445,0.46,0.5255450893906168
404,0.46,0.5398611806301625
311,0.46,0.5723342656369369
267,0.58,0.5876978757476689
178,0.62,0.6187742689261949
157,0.65,0.6261069010244987
73,0.65,0.6554374294177143
55,0.69,0.661722542644832
36,0.58,0.6683568288290117
12,0.61,0.6767369797985019
11,0.65,0.6770861527555639
5,0.69,0.6791811904979365
29,0.65,0.6708010395284463
73,0.69,0.6554374294177143
229,0.73,0.6009664481160283
393,0.74,0.5437020831578454
190,0.65,0.6145841934414498
111,0.54,0.6421688570493549
126,0.55,0.6369312626934236
190,0.55,0.6145841934414498
158,0.58,0.6257577280674367
188,0.55,0.615282539355574
258,0.49,0.5908404323612276
356,0.55,0.5566214825691428
414,0.58,0.5363694510595416
310,0.62,0.572683438593999
210,0.78,0.607600734300208
120,0.73,0.6390263004357961
114,0.83,0.6411213381781686
116,0.78,0.6404229922640444
104,0.88,0.6446130677487896
79,0.88,0.6533423916753418
47,0.88,0.6645159263013287
35,0.94,0.6687060017860738
13,0.88,0.6763878068414397
4,0.88,0.6795303634549986
3,0.88,0.6798795364120607
16,0.83,0.6753402879702535
33,0.83,0.669404347700198
75,0.78,0.6547390835035901
116,0.73,0.6404229922640444
166,0.65,0.62296434441094
178,0.65,0.6187742689261949
213,0.58,0.6065532154290217
217,0.62,0.6051565236007733
210,0.58,0.607600734300208
187,0.55,0.615631712312636
201,0.55,0.6107432909137668
161,0.55,0.6247102091962504
212,0.62,0.6069023883860838
153,0.65,0.6275035928527471
128,0.65,0.6362329167792994
114,0.74,0.6411213381781686
115,0.78,0.6407721652211066
81,0.83,0.6526440457612176
51,0.83,0.6631192344730803
49,0.88,0.6638175803872045
49,0.88,0.6638175803872045
24,0.88,0.6725469043137567
10,0.88,0.677435325712626
3,0.94,0.6798795364120607
10,0.88,0.677435325712626
17,0.88,0.6749911150131914
62,0.88,0.6592783319453973
78,0.94,0.6536915646324039
121,0.83,0.638677127478734
180,0.83,0.6180759230120707
186,0.74,0.6159808852696982
181,0.7,0.6177267500550085
168,0.7,0.6222659984968157
155,0.7,0.6268052469386229
167,0.7,0.6226151714538779
169,0.7,0.6219168255397537
177,0.74,0.619123441883257
146,0.74,0.6299478035521817
128,0.79,0.6362329167792994
122,0.83,0.6383279545216719
93,0.89,0.6484539702764726
87,0.89,0.6505490080188451
65,0.94,0.658230813074211
53,0.94,0.6624208885589562
28,0.94,0.6711502124855084
8,0.94,0.6781336716267502
4,0.94,0.6795303634549986
6,0.94,0.6788320175408744
10,0.94,0.677435325712626
19,0.94,0.6742927690990672
58,0.89,0.6606750237736457
81,0.74,0.6526440457612176
153,0.55,0.6275035928527471
168,0.52,0.6222659984968157
187,0.47,0.615631712312636
217,0.44,0.6051565236007733
185,0.39,0.6163300582267602
179,0.39,0.6184250959691328
208,0.37,0.6082990802143322
202,0.41,0.6103941179567047
172,0.41,0.6208693066685674
157,0.48,0.6261069010244987
168,0.58,0.6222659984968157
107,0.7,0.6435655488776033
