hr,mnth,Predicted Y
10,7,6.542215539136446
11,7,6.539344966812043
12,7,6.536474394487639
13,7,6.5336038221632355
14,7,6.530733249838831
15,7,6.5278626775144275
16,7,6.524992105190024
17,7,6.52212153286562
18,7,6.519250960541217
19,7,6.516380388216813
20,7,6.513509815892409
21,7,6.510639243568005
22,7,6.507768671243602
23,7,6.504898098919198
0,7,6.570921262380484
1,7,6.56805069005608
2,7,6.565180117731677
3,7,6.562309545407272
4,7,6.559438973082869
5,7,6.556568400758465
6,7,6.5536978284340615
7,7,6.550827256109658
8,7,6.547956683785254
9,7,6.54508611146085
10,7,6.542215539136446
11,7,6.539344966812043
12,7,6.536474394487639
13,7,6.5336038221632355
14,7,6.530733249838831
15,7,6.5278626775144275
16,7,6.524992105190024
17,7,6.52212153286562
18,7,6.519250960541217
19,7,6.516380388216813
20,7,6.513509815892409
21,7,6.510639243568005
22,7,6.507768671243602
23,7,6.504898098919198
0,7,6.570921262380484
1,7,6.56805069005608
2,7,6.565180117731677
3,7,6.562309545407272
4,7,6.559438973082869
5,7,6.556568400758465
6,7,6.5536978284340615
7,7,6.550827256109658
8,7,6.547956683785254
9,7,6.54508611146085
10,7,6.542215539136446
11,7,6.539344966812043
12,7,6.536474394487639
13,7,6.5336038221632355
14,7,6.530733249838831
15,7,6.5278626775144275
16,7,6.524992105190024
17,7,6.52212153286562
18,7,6.519250960541217
19,7,6.516380388216813
20,7,6.513509815892409
21,7,6.510639243568005
22,7,6.507768671243602
23,7,6.504898098919198
0,7,6.570921262380484
1,7,6.56805069005608
2,7,6.565180117731677
3,7,6.562309545407272
4,7,6.559438973082869
5,7,6.556568400758465
6,7,6.5536978284340615
7,7,6.550827256109658
8,7,6.547956683785254
9,7,6.54508611146085
10,7,6.542215539136446
11,7,6.539344966812043
12,7,6.536474394487639
13,7,6.5336038221632355
14,7,6.530733249838831
15,7,6.5278626775144275
16,7,6.524992105190024
17,7,6.52212153286562
18,7,6.519250960541217
19,7,6.516380388216813
20,7,6.513509815892409
21,7,6.510639243568005
22,7,6.507768671243602
23,7,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,8,6.570921262380484
1,8,6.56805069005608
2,8,6.565180117731677
3,8,6.562309545407272
4,8,6.559438973082869
5,8,6.556568400758465
6,8,6.5536978284340615
7,8,6.550827256109658
8,8,6.547956683785254
9,8,6.54508611146085
10,8,6.542215539136446
11,8,6.539344966812043
12,8,6.536474394487639
13,8,6.5336038221632355
14,8,6.530733249838831
15,8,6.5278626775144275
16,8,6.524992105190024
17,8,6.52212153286562
18,8,6.519250960541217
19,8,6.516380388216813
20,8,6.513509815892409
21,8,6.510639243568005
22,8,6.507768671243602
23,8,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
3,9,6.562309545407272
4,9,6.559438973082869
5,9,6.556568400758465
6,9,6.5536978284340615
7,9,6.550827256109658
8,9,6.547956683785254
9,9,6.54508611146085
10,9,6.542215539136446
11,9,6.539344966812043
12,9,6.536474394487639
13,9,6.5336038221632355
14,9,6.530733249838831
15,9,6.5278626775144275
16,9,6.524992105190024
17,9,6.52212153286562
18,9,6.519250960541217
19,9,6.516380388216813
20,9,6.513509815892409
21,9,6.510639243568005
22,9,6.507768671243602
23,9,6.504898098919198
0,9,6.570921262380484
1,9,6.56805069005608
2,9,6.565180117731677
