hr,registered,Predicted Y
17,88,198.4489281021846
18,130,206.6389200986378
19,114,214.82891209509108
20,79,223.0189040915443
21,86,231.20889608799752
22,96,239.3988880844508
23,79,247.588880080904
0,66,59.2190641624796
1,63,67.40905615893283
2,48,75.59904815538607
3,23,83.7890401518393
4,5,91.97903214829253
5,4,100.16902414474578
6,10,108.359016141199
7,28,116.54900813765224
8,66,124.73900013410548
9,102,132.9289921305587
10,178,141.11898412701197
11,156,149.3089761234652
12,209,157.4989681199184
13,206,165.68896011637167
14,192,173.8789521128249
15,208,182.06894410927814
16,119,190.25893610573138
17,131,198.4489281021846
18,155,206.6389200986378
19,160,214.82891209509108
20,133,223.0189040915443
21,100,231.20889608799752
22,82,239.3988880844508
23,43,247.588880080904
0,17,59.2190641624796
1,8,67.40905615893283
2,3,75.59904815538607
3,0,83.7890401518393
4,8,91.97903214829253
5,14,100.16902414474578
6,87,108.359016141199
7,249,116.54900813765224
8,320,124.73900013410548
9,146,132.9289921305587
10,62,141.11898412701197
11,89,149.3089761234652
12,134,157.4989681199184
13,108,165.68896011637167
14,109,173.8789521128249
15,86,182.06894410927814
16,218,190.25893610573138
17,460,198.4489281021846
18,465,206.6389200986378
19,352,214.82891209509108
20,215,223.0189040915443
21,156,231.20889608799752
22,121,239.3988880844508
23,53,247.588880080904
0,25,59.2190641624796
1,9,67.40905615893283
2,3,75.59904815538607
3,3,83.7890401518393
4,6,91.97903214829253
5,25,100.16902414474578
6,95,108.359016141199
7,313,116.54900813765224
8,352,124.73900013410548
9,141,132.9289921305587
10,89,141.11898412701197
11,88,149.3089761234652
12,125,157.4989681199184
13,127,165.68896011637167
14,95,173.8789521128249
15,106,182.06894410927814
16,228,190.25893610573138
17,453,198.4489281021846
18,488,206.6389200986378
19,302,214.82891209509108
20,258,223.0189040915443
21,184,231.20889608799752
22,127,239.3988880844508
23,53,247.588880080904
0,18,59.2190641624796
1,10,67.40905615893283
2,10,75.59904815538607
3,3,83.7890401518393
4,4,91.97903214829253
5,30,100.16902414474578
6,110,108.359016141199
7,289,116.54900813765224
8,361,124.73900013410548
9,148,132.9289921305587
10,72,141.11898412701197
11,95,149.3089761234652
12,166,157.4989681199184
13,150,165.68896011637167
14,116,173.8789521128249
15,141,182.06894410927814
16,206,190.25893610573138
17,513,198.4489281021846
18,489,206.6389200986378
19,334,214.82891209509108
20,253,223.0189040915443
21,162,231.20889608799752
22,122,239.3988880844508
23,94,247.588880080904
0,40,59.2190641624796
1,17,67.40905615893283
2,8,75.59904815538607
3,7,83.7890401518393
4,4,91.97903214829253
5,23,100.16902414474578
6,101,108.359016141199
7,292,116.54900813765224
8,361,124.73900013410548
9,166,132.9289921305587
10,96,141.11898412701197
11,128,149.3089761234652
12,164,157.4989681199184
13,166,165.68896011637167
14,103,173.8789521128249
15,126,182.06894410927814
16,241,190.25893610573138
17,486,198.4489281021846
18,497,206.6389200986378
19,323,214.82891209509108
20,232,223.0189040915443
21,171,231.20889608799752
22,123,239.3988880844508
23,105,247.588880080904
0,53,59.2190641624796
1,19,67.40905615893283
2,15,75.59904815538607
3,9,83.7890401518393
4,5,91.97903214829253
5,24,100.16902414474578
6,73,108.359016141199
7,247,116.54900813765224
8,397,124.73900013410548
9,178,132.9289921305587
10,86,141.11898412701197
11,108,149.3089761234652
12,167,157.4989681199184
13,179,165.68896011637167
14,135,173.8789521128249
15,190,182.06894410927814
16,266,190.25893610573138
17,423,198.4489281021846
18,376,206.6389200986378
19,284,214.82891209509108
20,210,223.0189040915443
21,153,231.20889608799752
22,157,239.3988880844508
23,100,247.588880080904
0,69,59.2190641624796
1,64,67.40905615893283
2,58,75.59904815538607
3,18,83.7890401518393
4,5,91.97903214829253
5,15,100.16902414474578
6,19,108.359016141199
7,34,116.54900813765224
8,90,124.73900013410548
9,138,132.9289921305587
10,163,141.11898412701197
11,192,149.3089761234652
12,246,157.4989681199184
13,92,165.68896011637167
14,146,173.8789521128249
15,208,182.06894410927814
16,133,190.25893610573138
17,172,198.4489281021846
18,169,206.6389200986378
19,170,214.82891209509108
20,105,223.0189040915443
21,127,231.20889608799752
22,118,239.3988880844508
23,95,247.588880080904
0,71,59.2190641624796
1,57,67.40905615893283
2,49,75.59904815538607
3,22,83.7890401518393
4,2,91.97903214829253
5,9,100.16902414474578
6,4,108.359016141199
7,20,116.54900813765224
8,21,124.73900013410548
9,76,132.9289921305587
10,116,141.11898412701197
11,117,149.3089761234652
12,183,157.4989681199184
13,233,165.68896011637167
14,244,173.8789521128249
15,203,182.06894410927814
16,176,190.25893610573138
17,196,198.4489281021846
18,222,206.6389200986378
19,184,214.82891209509108
20,126,223.0189040915443
21,104,231.20889608799752
22,25,239.3988880844508
23,22,247.588880080904
0,18,59.2190641624796
1,9,67.40905615893283
2,3,75.59904815538607
3,6,83.7890401518393
4,4,91.97903214829253
5,14,100.16902414474578
6,87,108.359016141199
7,248,116.54900813765224
8,326,124.73900013410548
9,170,132.9289921305587
10,87,141.11898412701197
11,112,149.3089761234652
12,116,157.4989681199184
13,140,165.68896011637167
14,95,173.8789521128249
15,133,182.06894410927814
16,225,190.25893610573138
17,471,198.4489281021846
18,413,206.6389200986378
19,343,214.82891209509108
20,240,223.0189040915443
21,150,231.20889608799752
22,76,239.3988880844508
23,77,247.588880080904
0,23,59.2190641624796
1,12,67.40905615893283
2,3,75.59904815538607
3,5,83.7890401518393
4,5,91.97903214829253
5,29,100.16902414474578
6,115,108.359016141199
7,328,116.54900813765224
8,417,124.73900013410548
9,171,132.9289921305587
10,83,141.11898412701197
11,110,149.3089761234652
12,120,157.4989681199184
13,147,165.68896011637167
14,117,173.8789521128249
15,123,182.06894410927814
16,248,190.25893610573138
17,525,198.4489281021846
18,516,206.6389200986378
19,320,214.82891209509108
20,232,223.0189040915443
21,177,231.20889608799752
22,121,239.3988880844508
23,57,247.588880080904
0,16,59.2190641624796
1,12,67.40905615893283
2,6,75.59904815538607
3,4,83.7890401518393
4,5,91.97903214829253
5,28,100.16902414474578
6,101,108.359016141199
7,296,116.54900813765224
8,452,124.73900013410548
9,178,132.9289921305587
10,91,141.11898412701197
11,108,149.3089761234652
12,163,157.4989681199184
13,138,165.68896011637167
14,138,173.8789521128249
15,117,182.06894410927814
16,238,190.25893610573138
17,506,198.4489281021846
18,470,206.6389200986378
19,297,214.82891209509108
20,243,223.0189040915443
21,192,231.20889608799752
22,142,239.3988880844508
23,85,247.588880080904
0,38,59.2190641624796
1,11,67.40905615893283
2,4,75.59904815538607
3,6,83.7890401518393
4,9,91.97903214829253
5,27,100.16902414474578
6,97,108.359016141199
7,289,116.54900813765224
8,393,124.73900013410548
9,186,132.9289921305587
10,92,141.11898412701197
11,97,149.3089761234652
12,139,157.4989681199184
13,154,165.68896011637167
14,115,173.8789521128249
15,118,182.06894410927814
16,196,190.25893610573138
17,365,198.4489281021846
18,226,206.6389200986378
19,115,214.82891209509108
20,141,223.0189040915443
21,137,231.20889608799752
22,117,239.3988880844508
23,94,247.588880080904
0,53,59.2190641624796
1,19,67.40905615893283
2,8,75.59904815538607
3,1,83.7890401518393
4,7,91.97903214829253
5,16,100.16902414474578
6,91,108.359016141199
7,251,116.54900813765224
8,368,124.73900013410548
9,187,132.9289921305587
10,108,141.11898412701197
11,120,149.3089761234652
12,168,157.4989681199184
13,169,165.68896011637167
14,142,173.8789521128249
15,156,182.06894410927814
16,261,190.25893610573138
17,442,198.4489281021846
18,337,206.6389200986378
19,132,214.82891209509108
20,46,223.0189040915443
21,89,231.20889608799752
22,97,239.3988880844508
23,88,247.588880080904
0,107,59.2190641624796
1,35,67.40905615893283
2,59,75.59904815538607
3,42,83.7890401518393
4,6,91.97903214829253
5,8,100.16902414474578
6,18,108.359016141199
7,36,116.54900813765224
8,106,124.73900013410548
9,139,132.9289921305587
10,192,141.11898412701197
11,223,149.3089761234652
12,253,157.4989681199184
13,220,165.68896011637167
14,228,173.8789521128249
15,215,182.06894410927814
16,222,190.25893610573138
17,203,198.4489281021846
18,225,206.6389200986378
19,182,214.82891209509108
20,170,223.0189040915443
21,144,231.20889608799752
22,146,239.3988880844508
23,98,247.588880080904
0,68,59.2190641624796
1,69,67.40905615893283
2,51,75.59904815538607
3,26,83.7890401518393
4,5,91.97903214829253
5,8,100.16902414474578
6,10,108.359016141199
7,19,116.54900813765224
8,62,124.73900013410548
9,151,132.9289921305587
10,177,141.11898412701197
11,181,149.3089761234652
12,239,157.4989681199184
13,216,165.68896011637167
14,157,173.8789521128249
15,51,182.06894410927814
16,161,190.25893610573138
17,179,198.4489281021846
18,215,206.6389200986378
19,201,214.82891209509108
20,140,223.0189040915443
21,93,231.20889608799752
22,97,239.3988880844508
23,48,247.588880080904
0,22,59.2190641624796
1,13,67.40905615893283
2,6,75.59904815538607
3,5,83.7890401518393
4,10,91.97903214829253
5,23,100.16902414474578
6,106,108.359016141199
7,270,116.54900813765224
8,331,124.73900013410548
9,151,132.9289921305587
10,85,141.11898412701197
11,85,149.3089761234652
12,153,157.4989681199184
13,158,165.68896011637167
14,137,173.8789521128249
15,127,182.06894410927814
16,254,190.25893610573138
17,509,198.4489281021846
18,537,206.6389200986378
19,350,214.82891209509108
20,247,223.0189040915443
21,180,231.20889608799752
22,121,239.3988880844508
23,45,247.588880080904
0,22,59.2190641624796
1,13,67.40905615893283
2,4,75.59904815538607
3,4,83.7890401518393
4,5,91.97903214829253
5,35,100.16902414474578
6,111,108.359016141199
7,333,116.54900813765224
8,461,124.73900013410548
9,191,132.9289921305587
10,92,141.11898412701197
11,124,149.3089761234652
12,177,157.4989681199184
13,164,165.68896011637167
14,502,173.8789521128249
15,423,182.06894410927814
16,311,190.25893610573138
17,339,198.4489281021846
18,421,206.6389200986378
19,297,214.82891209509108
20,206,223.0189040915443
21,173,231.20889608799752
22,145,239.3988880844508
23,61,247.588880080904
0,29,59.2190641624796
1,17,67.40905615893283
2,4,75.59904815538607
3,1,83.7890401518393
4,7,91.97903214829253
5,26,100.16902414474578
6,105,108.359016141199
7,297,116.54900813765224
8,436,124.73900013410548
9,169,132.9289921305587
10,95,141.11898412701197
11,128,149.3089761234652
12,175,157.4989681199184
13,180,165.68896011637167
14,127,173.8789521128249
15,141,182.06894410927814
16,222,190.25893610573138
17,484,198.4489281021846
18,519,206.6389200986378
19,347,214.82891209509108
20,289,223.0189040915443
21,189,231.20889608799752
22,140,239.3988880844508
23,54,247.588880080904
0,41,59.2190641624796
1,11,67.40905615893283
2,2,75.59904815538607
3,2,83.7890401518393
4,6,91.97903214829253
5,25,100.16902414474578
6,101,108.359016141199
7,296,116.54900813765224
8,461,124.73900013410548
9,141,132.9289921305587
10,105,141.11898412701197
11,112,149.3089761234652
12,32,157.4989681199184
13,30,165.68896011637167
14,86,173.8789521128249
15,104,182.06894410927814
16,105,190.25893610573138
17,284,198.4489281021846
18,377,206.6389200986378
19,241,214.82891209509108
20,192,223.0189040915443
21,158,231.20889608799752
22,126,239.3988880844508
23,69,247.588880080904
0,42,59.2190641624796
1,13,67.40905615893283
2,16,75.59904815538607
3,8,83.7890401518393
4,6,91.97903214829253
5,23,100.16902414474578
6,100,108.359016141199
7,263,116.54900813765224
8,387,124.73900013410548
9,191,132.9289921305587
10,89,141.11898412701197
11,151,149.3089761234652
12,173,157.4989681199184
13,165,165.68896011637167
14,164,173.8789521128249
15,196,182.06894410927814
16,293,190.25893610573138
17,433,198.4489281021846
18,370,206.6389200986378
19,235,214.82891209509108
20,183,223.0189040915443
21,152,231.20889608799752
22,126,239.3988880844508
23,114,247.588880080904
0,112,59.2190641624796
1,51,67.40905615893283
2,59,75.59904815538607
3,22,83.7890401518393
4,3,91.97903214829253
5,11,100.16902414474578
6,15,108.359016141199
7,26,116.54900813765224
8,62,124.73900013410548
9,128,132.9289921305587
10,154,141.11898412701197
11,73,149.3089761234652
12,65,157.4989681199184
13,33,165.68896011637167
14,19,173.8789521128249
15,28,182.06894410927814
16,14,190.25893610573138
17,14,198.4489281021846
7,1,116.54900813765224
8,6,124.73900013410548
9,46,132.9289921305587
10,115,141.11898412701197
11,178,149.3089761234652
12,218,157.4989681199184
13,302,165.68896011637167
14,290,173.8789521128249
15,314,182.06894410927814
16,295,190.25893610573138
17,253,198.4489281021846
18,257,206.6389200986378
19,247,214.82891209509108
20,150,223.0189040915443
21,126,231.20889608799752
22,73,239.3988880844508
23,48,247.588880080904
0,21,59.2190641624796
1,15,67.40905615893283
2,5,75.59904815538607
3,5,83.7890401518393
4,3,91.97903214829253
5,17,100.16902414474578
6,99,108.359016141199
7,273,116.54900813765224
8,384,124.73900013410548
9,166,132.9289921305587
10,73,141.11898412701197
11,100,149.3089761234652
12,159,157.4989681199184
13,170,165.68896011637167
14,127,173.8789521128249
15,164,182.06894410927814
16,226,190.25893610573138
17,524,198.4489281021846
18,487,206.6389200986378
19,317,214.82891209509108
20,227,223.0189040915443
21,168,231.20889608799752
22,119,239.3988880844508
23,56,247.588880080904
0,17,59.2190641624796
1,7,67.40905615893283
2,8,75.59904815538607
3,2,83.7890401518393
4,6,91.97903214829253
5,27,100.16902414474578
6,115,108.359016141199
7,338,116.54900813765224
8,459,124.73900013410548
9,180,132.9289921305587
10,109,141.11898412701197
11,115,149.3089761234652
12,172,157.4989681199184
13,170,165.68896011637167
14,151,173.8789521128249
15,162,182.06894410927814
16,295,190.25893610573138
17,549,198.4489281021846
18,516,206.6389200986378
19,397,214.82891209509108
20,259,223.0189040915443
21,180,231.20889608799752
22,121,239.3988880844508
23,74,247.588880080904
0,24,59.2190641624796
1,13,67.40905615893283
2,5,75.59904815538607
3,4,83.7890401518393
4,5,91.97903214829253
5,25,100.16902414474578
6,107,108.359016141199
7,316,116.54900813765224
8,440,124.73900013410548
9,217,132.9289921305587
10,105,141.11898412701197
11,143,149.3089761234652
12,192,157.4989681199184
13,182,165.68896011637167
14,148,173.8789521128249
15,138,182.06894410927814
16,263,190.25893610573138
17,525,198.4489281021846
18,495,206.6389200986378
19,393,214.82891209509108
20,259,223.0189040915443
21,174,231.20889608799752
22,137,239.3988880844508
23,60,247.588880080904
0,33,59.2190641624796
1,14,67.40905615893283
2,11,75.59904815538607
3,7,83.7890401518393
4,7,91.97903214829253
5,22,100.16902414474578
6,103,108.359016141199
7,335,116.54900813765224
8,467,124.73900013410548
9,178,132.9289921305587
10,92,141.11898412701197
11,141,149.3089761234652
12,165,157.4989681199184
13,169,165.68896011637167
14,144,173.8789521128249
15,135,182.06894410927814
16,253,190.25893610573138
17,567,198.4489281021846
18,462,206.6389200986378
19,364,214.82891209509108
20,247,223.0189040915443
21,160,231.20889608799752
22,145,239.3988880844508
23,111,247.588880080904
0,58,59.2190641624796
1,28,67.40905615893283
2,11,75.59904815538607
3,4,83.7890401518393
4,2,91.97903214829253
5,20,100.16902414474578
6,73,108.359016141199
7,253,116.54900813765224
8,434,124.73900013410548
9,190,132.9289921305587
10,106,141.11898412701197
11,141,149.3089761234652
12,178,157.4989681199184
13,207,165.68896011637167
14,208,173.8789521128249
15,277,182.06894410927814
16,299,190.25893610573138
17,377,198.4489281021846
18,305,206.6389200986378
19,220,214.82891209509108
20,158,223.0189040915443
21,121,231.20889608799752
22,114,239.3988880844508
23,68,247.588880080904
0,65,59.2190641624796
1,57,67.40905615893283
2,26,75.59904815538607
3,18,83.7890401518393
4,4,91.97903214829253
5,9,100.16902414474578
6,19,108.359016141199
7,33,116.54900813765224
8,65,124.73900013410548
9,118,132.9289921305587
10,168,141.11898412701197
11,128,149.3089761234652
12,160,157.4989681199184
13,200,165.68896011637167
14,176,173.8789521128249
15,201,182.06894410927814
16,188,190.25893610573138
17,201,198.4489281021846
18,179,206.6389200986378
19,148,214.82891209509108
20,120,223.0189040915443
21,93,231.20889608799752
22,96,239.3988880844508
23,77,247.588880080904
0,76,59.2190641624796
1,38,67.40905615893283
2,43,75.59904815538607
3,23,83.7890401518393
4,4,91.97903214829253
5,5,100.16902414474578
6,3,108.359016141199
7,20,116.54900813765224
8,49,124.73900013410548
9,102,132.9289921305587
10,147,141.11898412701197
11,163,149.3089761234652
12,221,157.4989681199184
13,174,165.68896011637167
14,156,173.8789521128249
15,192,182.06894410927814
16,141,190.25893610573138
17,172,198.4489281021846
18,169,206.6389200986378
19,150,214.82891209509108
20,125,223.0189040915443
21,103,231.20889608799752
22,85,239.3988880844508
23,58,247.588880080904
0,66,59.2190641624796
1,35,67.40905615893283
2,22,75.59904815538607
3,12,83.7890401518393
4,5,91.97903214829253
5,4,100.16902414474578
6,5,108.359016141199
7,30,116.54900813765224
8,56,124.73900013410548
9,89,132.9289921305587
10,137,141.11898412701197
11,207,149.3089761234652
12,212,157.4989681199184
13,235,165.68896011637167
14,212,173.8789521128249
15,142,182.06894410927814
16,192,190.25893610573138
17,77,198.4489281021846
18,92,206.6389200986378
19,123,214.82891209509108
20,56,223.0189040915443
21,40,231.20889608799752
22,49,239.3988880844508
23,17,247.588880080904
0,7,59.2190641624796
2,2,75.59904815538607
3,0,83.7890401518393
4,3,91.97903214829253
5,20,100.16902414474578
6,72,108.359016141199
7,166,116.54900813765224
8,349,124.73900013410548
9,167,132.9289921305587
10,90,141.11898412701197
11,78,149.3089761234652
12,51,157.4989681199184
13,24,165.68896011637167
14,21,173.8789521128249
15,71,182.06894410927814
16,95,190.25893610573138
17,276,198.4489281021846
18,351,206.6389200986378
19,269,214.82891209509108
20,150,223.0189040915443
21,109,231.20889608799752
22,79,239.3988880844508
23,56,247.588880080904
0,12,59.2190641624796
1,3,67.40905615893283
2,4,75.59904815538607
3,1,83.7890401518393
4,4,91.97903214829253
5,15,100.16902414474578
6,74,108.359016141199
7,83,116.54900813765224
8,319,124.73900013410548
9,176,132.9289921305587
10,63,141.11898412701197
11,9,149.3089761234652
12,21,157.4989681199184
13,9,165.68896011637167
14,24,173.8789521128249
15,55,182.06894410927814
16,137,190.25893610573138
17,264,198.4489281021846
18,219,206.6389200986378
19,212,214.82891209509108
20,93,223.0189040915443
21,34,231.20889608799752
22,26,239.3988880844508
23,21,247.588880080904
0,11,59.2190641624796
1,4,67.40905615893283
3,2,83.7890401518393
4,3,91.97903214829253
5,13,100.16902414474578
6,55,108.359016141199
7,172,116.54900813765224
8,188,124.73900013410548
9,65,132.9289921305587
10,57,141.11898412701197
11,82,149.3089761234652
12,85,157.4989681199184
13,112,165.68896011637167
14,105,173.8789521128249
15,115,182.06894410927814
16,151,190.25893610573138
17,102,198.4489281021846
18,66,206.6389200986378
19,51,214.82891209509108
20,83,223.0189040915443
21,76,231.20889608799752
22,65,239.3988880844508
23,26,247.588880080904
0,15,59.2190641624796
1,8,67.40905615893283
2,7,75.59904815538607
3,1,83.7890401518393
4,3,91.97903214829253
5,14,100.16902414474578
6,54,108.359016141199
7,104,116.54900813765224
8,276,124.73900013410548
9,131,132.9289921305587
10,27,141.11898412701197
11,66,149.3089761234652
12,71,157.4989681199184
13,108,165.68896011637167
14,119,173.8789521128249
15,161,182.06894410927814
16,244,190.25893610573138
17,451,198.4489281021846
18,377,206.6389200986378
19,316,214.82891209509108
20,180,223.0189040915443
21,154,231.20889608799752
22,127,239.3988880844508
23,113,247.588880080904
0,84,59.2190641624796
1,67,67.40905615893283
2,46,75.59904815538607
3,29,83.7890401518393
4,4,91.97903214829253
5,6,100.16902414474578
6,6,108.359016141199
7,43,116.54900813765224
8,103,124.73900013410548
9,168,132.9289921305587
10,233,141.11898412701197
11,252,149.3089761234652
12,260,157.4989681199184
13,239,165.68896011637167
14,230,173.8789521128249
15,263,182.06894410927814
16,261,190.25893610573138
17,275,198.4489281021846
18,241,206.6389200986378
19,214,214.82891209509108
20,167,223.0189040915443
21,171,231.20889608799752
22,126,239.3988880844508
23,107,247.588880080904
0,79,59.2190641624796
1,66,67.40905615893283
2,60,75.59904815538607
3,30,83.7890401518393
4,6,91.97903214829253
5,24,100.16902414474578
6,16,108.359016141199
7,28,116.54900813765224
8,69,124.73900013410548
9,168,132.9289921305587
10,214,141.11898412701197
11,258,149.3089761234652
12,298,157.4989681199184
13,231,165.68896011637167
14,222,173.8789521128249
15,270,182.06894410927814
16,303,190.25893610573138
17,228,198.4489281021846
18,229,206.6389200986378
19,232,214.82891209509108
20,161,223.0189040915443
21,114,231.20889608799752
22,74,239.3988880844508
23,33,247.588880080904
0,11,59.2190641624796
1,11,67.40905615893283
2,0,75.59904815538607
4,4,91.97903214829253
5,23,100.16902414474578
6,108,108.359016141199
7,300,116.54900813765224
8,382,124.73900013410548
9,155,132.9289921305587
10,89,141.11898412701197
11,131,149.3089761234652
12,147,157.4989681199184
13,120,165.68896011637167
14,129,173.8789521128249
15,152,182.06894410927814
16,238,190.25893610573138
17,515,198.4489281021846
18,515,206.6389200986378
19,373,214.82891209509108
20,258,223.0189040915443
21,166,231.20889608799752
22,134,239.3988880844508
23,62,247.588880080904
0,19,59.2190641624796
1,6,67.40905615893283
2,0,75.59904815538607
3,2,83.7890401518393
4,6,91.97903214829253
5,19,100.16902414474578
6,116,108.359016141199
7,348,116.54900813765224
8,399,124.73900013410548
9,179,132.9289921305587
10,93,141.11898412701197
11,120,149.3089761234652
12,144,157.4989681199184
13,136,165.68896011637167
14,139,173.8789521128249
15,145,182.06894410927814
16,251,190.25893610573138
17,507,198.4489281021846
18,472,206.6389200986378
19,341,214.82891209509108
20,241,223.0189040915443
21,200,231.20889608799752
22,120,239.3988880844508
23,59,247.588880080904
0,28,59.2190641624796
1,7,67.40905615893283
2,4,75.59904815538607
3,7,83.7890401518393
4,8,91.97903214829253
5,30,100.16902414474578
6,138,108.359016141199
7,350,116.54900813765224
8,396,124.73900013410548
9,183,132.9289921305587
10,115,141.11898412701197
11,121,149.3089761234652
12,156,157.4989681199184
13,139,165.68896011637167
14,105,173.8789521128249
15,146,182.06894410927814
16,241,190.25893610573138
17,512,198.4489281021846
18,503,206.6389200986378
19,337,214.82891209509108
20,221,223.0189040915443
21,189,231.20889608799752
22,140,239.3988880844508
23,62,247.588880080904
0,34,59.2190641624796
1,20,67.40905615893283
2,5,75.59904815538607
3,5,83.7890401518393
4,5,91.97903214829253
5,30,100.16902414474578
6,119,108.359016141199
7,321,116.54900813765224
8,364,124.73900013410548
9,186,132.9289921305587
10,96,141.11898412701197
11,120,149.3089761234652
12,148,157.4989681199184
13,151,165.68896011637167
14,134,173.8789521128249
15,110,182.06894410927814
16,193,190.25893610573138
17,230,198.4489281021846
18,222,206.6389200986378
19,212,214.82891209509108
20,223,223.0189040915443
21,134,231.20889608799752
22,108,239.3988880844508
23,61,247.588880080904
0,43,59.2190641624796
1,19,67.40905615893283
2,7,75.59904815538607
3,4,83.7890401518393
4,3,91.97903214829253
5,30,100.16902414474578
6,87,108.359016141199
7,283,116.54900813765224
8,386,124.73900013410548
9,189,132.9289921305587
10,104,141.11898412701197
11,139,149.3089761234652
12,212,157.4989681199184
13,168,165.68896011637167
14,176,173.8789521128249
15,165,182.06894410927814
16,291,190.25893610573138
17,480,198.4489281021846
18,427,206.6389200986378
19,256,214.82891209509108
20,184,223.0189040915443
21,124,231.20889608799752
22,135,239.3988880844508
23,106,247.588880080904
0,80,59.2190641624796
1,52,67.40905615893283
2,61,75.59904815538607
3,21,83.7890401518393
4,4,91.97903214829253
5,3,100.16902414474578
6,17,108.359016141199
7,33,116.54900813765224
8,81,124.73900013410548
9,145,132.9289921305587
10,177,141.11898412701197
11,248,149.3089761234652
12,257,157.4989681199184
13,225,165.68896011637167
14,174,173.8789521128249
15,206,182.06894410927814
16,189,190.25893610573138
17,218,198.4489281021846
18,234,206.6389200986378
19,186,214.82891209509108
20,133,223.0189040915443
21,121,231.20889608799752
22,112,239.3988880844508
23,100,247.588880080904
0,88,59.2190641624796
1,66,67.40905615893283
2,68,75.59904815538607
3,25,83.7890401518393
4,0,91.97903214829253
5,5,100.16902414474578
6,10,108.359016141199
7,29,116.54900813765224
8,53,124.73900013410548
9,94,132.9289921305587
10,178,141.11898412701197
11,201,149.3089761234652
12,229,157.4989681199184
13,214,165.68896011637167
14,184,173.8789521128249
15,233,182.06894410927814
16,235,190.25893610573138
17,230,198.4489281021846
18,223,206.6389200986378
19,191,214.82891209509108
20,136,223.0189040915443
21,110,231.20889608799752
22,75,239.3988880844508
23,44,247.588880080904
0,23,59.2190641624796
1,7,67.40905615893283
2,7,75.59904815538607
3,4,83.7890401518393
4,6,91.97903214829253
5,26,100.16902414474578
6,107,108.359016141199
7,312,116.54900813765224
8,391,124.73900013410548
9,183,132.9289921305587
10,84,141.11898412701197
11,98,149.3089761234652
12,138,157.4989681199184
13,124,165.68896011637167
14,143,173.8789521128249
15,143,182.06894410927814
16,208,190.25893610573138
17,483,198.4489281021846
18,484,206.6389200986378
19,333,214.82891209509108
20,204,223.0189040915443
21,181,231.20889608799752
22,104,239.3988880844508
23,55,247.588880080904
0,21,59.2190641624796
1,11,67.40905615893283
2,4,75.59904815538607
3,3,83.7890401518393
4,4,91.97903214829253
5,21,100.16902414474578
6,111,108.359016141199
7,306,116.54900813765224
8,196,124.73900013410548
9,64,132.9289921305587
10,26,141.11898412701197
11,48,149.3089761234652
12,47,157.4989681199184
13,81,165.68896011637167
14,85,173.8789521128249
15,158,182.06894410927814
16,241,190.25893610573138
17,445,198.4489281021846
18,453,206.6389200986378
19,294,214.82891209509108
20,212,223.0189040915443
21,177,231.20889608799752
22,125,239.3988880844508
23,70,247.588880080904
0,20,59.2190641624796
1,17,67.40905615893283
2,5,75.59904815538607
3,6,83.7890401518393
4,5,91.97903214829253
5,30,100.16902414474578
6,112,108.359016141199
7,312,116.54900813765224
8,444,124.73900013410548
9,187,132.9289921305587
10,103,141.11898412701197
11,138,149.3089761234652
12,151,157.4989681199184
13,144,165.68896011637167
14,139,173.8789521128249
15,142,182.06894410927814
16,230,190.25893610573138
17,475,198.4489281021846
18,384,206.6389200986378
19,253,214.82891209509108
20,149,223.0189040915443
21,175,231.20889608799752
22,112,239.3988880844508
23,80,247.588880080904
0,30,59.2190641624796
1,6,67.40905615893283
2,8,75.59904815538607
3,7,83.7890401518393
4,2,91.97903214829253
5,28,100.16902414474578
6,94,108.359016141199
7,295,116.54900813765224
8,389,124.73900013410548
9,168,132.9289921305587
10,101,141.11898412701197
11,142,149.3089761234652
12,151,157.4989681199184
13,155,165.68896011637167
14,142,173.8789521128249
15,149,182.06894410927814
16,262,190.25893610573138
17,513,198.4489281021846
18,501,206.6389200986378
19,388,214.82891209509108
20,250,223.0189040915443
21,194,231.20889608799752
22,166,239.3988880844508
23,99,247.588880080904
0,41,59.2190641624796
1,29,67.40905615893283
2,14,75.59904815538607
3,5,83.7890401518393
4,7,91.97903214829253
5,20,100.16902414474578
6,99,108.359016141199
7,240,116.54900813765224
8,297,124.73900013410548
9,108,132.9289921305587
10,28,141.11898412701197
11,20,149.3089761234652
12,28,157.4989681199184
13,27,165.68896011637167
14,21,173.8789521128249
15,52,182.06894410927814
16,51,190.25893610573138
17,86,198.4489281021846
18,220,206.6389200986378
19,232,214.82891209509108
20,158,223.0189040915443
21,121,231.20889608799752
22,126,239.3988880844508
23,107,247.588880080904
0,86,59.2190641624796
1,61,67.40905615893283
2,54,75.59904815538607
3,27,83.7890401518393
4,7,91.97903214829253
5,3,100.16902414474578
6,12,108.359016141199
7,34,116.54900813765224
8,102,124.73900013410548
9,134,132.9289921305587
10,203,141.11898412701197
11,268,149.3089761234652
12,266,157.4989681199184
13,290,165.68896011637167
14,226,173.8789521128249
15,284,182.06894410927814
16,282,190.25893610573138
17,246,198.4489281021846
18,243,206.6389200986378
19,231,214.82891209509108
20,166,223.0189040915443
21,156,231.20889608799752
22,143,239.3988880844508
23,123,247.588880080904
0,136,59.2190641624796
1,93,67.40905615893283
2,79,75.59904815538607
3,39,83.7890401518393
4,5,91.97903214829253
5,2,100.16902414474578
