atemp,casual,Predicted Y
0.5303,13,42.77965400646027
0.5303,7,42.77965400646027
0.5303,4,42.77965400646027
0.5152,1,40.81244486922973
0.5152,2,40.81244486922973
0.5,0,38.83220785691818
0.5,0,38.83220785691818
0.5,13,38.83220785691818
0.5,22,38.83220785691818
0.5152,17,40.81244486922973
0.5152,31,40.81244486922973
0.5303,26,42.77965400646027
0.5303,38,42.77965400646027
0.5303,31,42.77965400646027
0.5909,61,50.674546305544446
0.6061,79,52.654783317855994
0.6061,73,52.654783317855994
0.6061,83,52.654783317855994
0.5909,54,50.674546305544446
0.5909,51,50.674546305544446
0.5455,30,44.75989101877182
0.5152,23,40.81244486922973
0.5152,12,40.81244486922973
0.5152,7,40.81244486922973
0.5152,8,40.81244486922973
0.5152,3,40.81244486922973
0.5,1,38.83220785691818
0.5,6,38.83220785691818
0.5,1,38.83220785691818
0.5,0,38.83220785691818
0.5,2,38.83220785691818
0.5152,14,40.81244486922973
0.5303,25,42.77965400646027
0.5303,26,42.77965400646027
0.5152,33,40.81244486922973
0.5152,6,40.81244486922973
0.5303,12,42.77965400646027
0.5303,30,42.77965400646027
0.5455,44,44.75989101877182
0.5758,34,48.707337168313906
0.5909,53,50.674546305544446
0.5909,78,50.674546305544446
0.5909,58,50.674546305544446
0.5303,43,42.77965400646027
0.5303,24,42.77965400646027
0.5,11,38.83220785691818
0.5,14,38.83220785691818
0.5,10,38.83220785691818
0.5,6,38.83220785691818
0.4848,2,36.85197084460664
0.4848,3,36.85197084460664
0.4697,1,34.88476170737609
0.4697,2,34.88476170737609
0.4697,2,34.88476170737609
0.4848,17,36.85197084460664
0.4848,18,36.85197084460664
0.5,34,38.83220785691818
0.5152,40,40.81244486922973
0.5152,35,40.81244486922973
0.5152,53,40.81244486922973
0.5455,38,44.75989101877182
0.5455,44,44.75989101877182
0.5152,43,40.81244486922973
0.5303,63,42.77965400646027
0.5455,55,44.75989101877182
0.5303,60,42.77965400646027
0.6212,59,54.62199245508655
0.5455,65,44.75989101877182
0.5152,46,40.81244486922973
0.5152,29,40.81244486922973
0.4848,11,36.85197084460664
0.4697,9,34.88476170737609
0.4545,15,32.904524695064545
0.4545,8,32.904524695064545
0.4394,4,30.937315557833998
0.4394,1,30.937315557833998
0.4394,1,30.937315557833998
0.4394,0,30.937315557833998
0.4545,15,32.904524695064545
0.4848,30,36.85197084460664
0.5152,41,40.81244486922973
0.5152,35,40.81244486922973
0.5303,44,42.77965400646027
0.5455,63,44.75989101877182
0.6212,69,54.62199245508655
0.6212,60,54.62199245508655
0.6212,66,54.62199245508655
0.6212,74,54.62199245508655
0.6212,61,54.62199245508655
0.6212,71,54.62199245508655
0.6212,79,54.62199245508655
0.5455,49,44.75989101877182
0.5455,40,44.75989101877182
0.5303,40,42.77965400646027
0.5152,28,40.81244486922973
0.5,15,38.83220785691818
0.5,20,38.83220785691818
0.5,8,38.83220785691818
0.5,5,38.83220785691818
0.4697,7,34.88476170737609
0.4545,1,32.904524695064545
0.4545,1,32.904524695064545
0.4848,6,36.85197084460664
0.5152,10,40.81244486922973
0.5303,29,42.77965400646027
0.6061,60,52.654783317855994
0.6061,122,52.654783317855994
0.6212,173,54.62199245508655
0.6212,222,54.62199245508655
0.6364,191,56.60222946739808
0.6515,187,58.56943860462864
0.6515,232,58.56943860462864
0.6515,204,58.56943860462864
0.6515,191,58.56943860462864
0.6364,191,56.60222946739808
0.6364,117,56.60222946739808
0.6061,84,52.654783317855994
0.6061,77,52.654783317855994
0.5909,78,50.674546305544446
0.5455,42,44.75989101877182
0.5152,31,40.81244486922973
0.5,17,38.83220785691818
0.5,18,38.83220785691818
0.4848,10,36.85197084460664
0.4848,3,36.85197084460664
0.4848,1,36.85197084460664
0.5,5,38.83220785691818
0.5152,13,40.81244486922973
0.5909,29,50.674546305544446
0.6061,59,52.654783317855994
0.6061,135,52.654783317855994
0.6515,164,58.56943860462864
0.6667,146,60.54967561694017
0.6212,180,54.62199245508655
0.6061,125,52.654783317855994
0.6212,110,54.62199245508655
0.6364,72,56.60222946739808
0.6515,93,58.56943860462864
0.6212,120,54.62199245508655
0.6212,107,54.62199245508655
0.6061,57,52.654783317855994
0.5909,27,50.674546305544446
0.5606,35,46.72710015600236
0.5455,19,44.75989101877182
0.5303,23,42.77965400646027
0.5303,4,42.77965400646027
0.5303,2,42.77965400646027
0.5152,0,40.81244486922973
0.5152,2,40.81244486922973
0.5152,0,40.81244486922973
0.5152,4,40.81244486922973
0.5303,13,42.77965400646027
0.5455,50,44.75989101877182
0.5455,36,44.75989101877182
0.6212,49,54.62199245508655
0.6364,73,56.60222946739808
0.6364,65,56.60222946739808
0.6818,49,62.516884754170725
0.6818,57,62.516884754170725
0.6818,57,62.516884754170725
0.6818,56,62.516884754170725
0.6818,56,62.516884754170725
0.6667,68,60.54967561694017
0.6667,56,60.54967561694017
0.5758,39,48.707337168313906
0.5758,33,48.707337168313906
0.5455,25,44.75989101877182
0.5606,19,46.72710015600236
0.5152,12,40.81244486922973
0.5152,6,40.81244486922973
0.5152,2,40.81244486922973
0.5455,0,44.75989101877182
0.5455,1,44.75989101877182
0.5455,2,44.75989101877182
0.5455,10,44.75989101877182
0.5909,26,50.674546305544446
0.5758,31,48.707337168313906
0.6061,27,52.654783317855994
0.6515,18,58.56943860462864
0.6667,33,60.54967561694017
0.6818,41,62.516884754170725
0.697,38,64.49712176648228
0.697,27,64.49712176648228
0.6818,59,62.516884754170725
0.6212,52,54.62199245508655
0.6515,56,58.56943860462864
0.6515,74,58.56943860462864
0.6212,45,54.62199245508655
0.6212,39,54.62199245508655
0.5909,21,50.674546305544446
0.5606,26,46.72710015600236
0.6212,13,54.62199245508655
0.5606,3,46.72710015600236
0.5455,6,44.75989101877182
0.5303,0,42.77965400646027
0.5152,0,40.81244486922973
0.5152,0,40.81244486922973
0.5303,2,42.77965400646027
0.5303,4,42.77965400646027
0.5909,29,50.674546305544446
0.6061,36,52.654783317855994
0.6364,27,56.60222946739808
0.6515,30,58.56943860462864
0.6667,36,60.54967561694017
0.6818,32,62.516884754170725
0.6818,39,62.516884754170725
0.6818,47,62.516884754170725
0.697,37,64.49712176648228
0.6667,61,60.54967561694017
0.6667,77,60.54967561694017
0.6667,66,60.54967561694017
0.6515,73,58.56943860462864
0.6515,56,58.56943860462864
0.6212,33,54.62199245508655
0.6212,34,54.62199245508655
0.6061,12,52.654783317855994
0.6061,11,52.654783317855994
0.6061,3,52.654783317855994
0.5758,7,48.707337168313906
0.5455,0,44.75989101877182
0.5455,0,44.75989101877182
0.5455,2,44.75989101877182
0.5,4,38.83220785691818
0.5455,16,44.75989101877182
0.6061,31,52.654783317855994
0.6818,22,62.516884754170725
0.6667,49,60.54967561694017
0.697,36,64.49712176648228
0.7424,53,70.4117770532549
0.7727,52,74.35922320279701
0.7727,44,74.35922320279701
0.7576,40,72.39201406556646
0.7424,58,70.4117770532549
0.7273,49,68.44456791602437
0.7273,74,68.44456791602437
0.697,67,64.49712176648228
0.6667,55,60.54967561694017
0.6818,45,62.516884754170725
0.6515,23,58.56943860462864
0.6515,17,58.56943860462864
0.6364,14,56.60222946739808
0.6515,14,58.56943860462864
0.6364,6,56.60222946739808
0.6212,1,54.62199245508655
0.6061,2,52.654783317855994
0.6061,2,52.654783317855994
0.6061,8,52.654783317855994
0.6061,20,52.654783317855994
0.6212,25,54.62199245508655
0.6515,37,58.56943860462864
0.6667,42,60.54967561694017
0.6818,40,62.516884754170725
0.697,53,64.49712176648228
0.6818,51,62.516884754170725
0.697,51,64.49712176648228
0.7121,98,66.4643309037128
0.697,63,64.49712176648228
0.6818,77,62.516884754170725
0.6818,89,62.516884754170725
0.5758,69,48.707337168313906
0.5909,24,50.674546305544446
0.5606,37,46.72710015600236
0.5758,25,48.707337168313906
0.5455,23,44.75989101877182
0.5455,15,44.75989101877182
0.5455,8,44.75989101877182
0.5303,13,42.77965400646027
0.5303,2,42.77965400646027
0.5303,0,42.77965400646027
0.5303,4,42.77965400646027
0.5455,3,44.75989101877182
0.5606,17,46.72710015600236
0.5909,27,50.674546305544446
0.6061,61,52.654783317855994
0.6515,110,58.56943860462864
0.6515,171,58.56943860462864
0.6667,145,60.54967561694017
0.6818,168,62.516884754170725
0.6818,172,62.516884754170725
0.6818,187,62.516884754170725
0.697,201,64.49712176648228
0.6818,180,62.516884754170725
0.6818,173,62.516884754170725
0.6515,99,58.56943860462864
0.6515,68,58.56943860462864
0.6212,87,54.62199245508655
0.6061,46,52.654783317855994
0.5758,44,48.707337168313906
0.5758,32,48.707337168313906
0.5606,17,46.72710015600236
0.5606,12,46.72710015600236
0.5606,2,46.72710015600236
0.5455,13,44.75989101877182
0.5152,3,40.81244486922973
0.5606,5,46.72710015600236
0.5606,13,46.72710015600236
0.5606,34,46.72710015600236
0.5455,74,44.75989101877182
0.6061,130,52.654783317855994
0.6061,139,52.654783317855994
0.6667,216,60.54967561694017
0.6818,237,62.516884754170725
0.697,183,64.49712176648228
0.697,221,64.49712176648228
0.697,194,64.49712176648228
0.697,214,64.49712176648228
0.697,151,64.49712176648228
0.697,141,64.49712176648228
0.6667,91,60.54967561694017
0.6364,107,56.60222946739808
0.5909,78,50.674546305544446
0.5909,48,50.674546305544446
0.5606,38,46.72710015600236
0.5606,26,46.72710015600236
0.5606,17,46.72710015600236
0.5606,10,46.72710015600236
0.5455,2,44.75989101877182
0.5455,1,44.75989101877182
0.5606,6,46.72710015600236
0.5606,12,46.72710015600236
0.5909,36,50.674546305544446
0.697,47,64.49712176648228
0.7576,116,72.39201406556646
0.7727,153,74.35922320279701
0.803,179,78.3066693523391
0.7879,133,76.33946021510855
0.803,142,78.3066693523391
0.803,132,78.3066693523391
0.7879,101,76.33946021510855
0.7879,102,76.33946021510855
0.7879,77,76.33946021510855
0.5,68,38.83220785691818
0.7121,69,66.4643309037128
0.697,42,64.49712176648228
0.697,26,64.49712176648228
0.6667,14,60.54967561694017
0.6667,9,60.54967561694017
0.6364,8,56.60222946739808
0.5909,5,50.674546305544446
0.5606,1,46.72710015600236
0.6061,0,52.654783317855994
0.6061,0,52.654783317855994
0.6364,11,56.60222946739808
0.697,16,64.49712176648228
0.7424,34,70.4117770532549
0.7576,22,72.39201406556646
0.7879,37,76.33946021510855
0.803,28,78.3066693523391
0.803,37,78.3066693523391
0.8333,37,82.25411550188119
0.8182,41,80.28690636465063
0.8182,42,80.28690636465063
0.8333,44,82.25411550188119
0.803,67,78.3066693523391
0.803,55,78.3066693523391
0.7424,39,70.4117770532549
0.7424,38,70.4117770532549
0.7273,45,68.44456791602437
0.697,42,64.49712176648228
0.697,15,64.49712176648228
0.6667,9,60.54967561694017
0.6667,8,60.54967561694017
0.6667,0,60.54967561694017
0.6364,0,56.60222946739808
0.6364,0,56.60222946739808
0.5909,2,50.674546305544446
0.6364,7,56.60222946739808
0.6667,19,60.54967561694017
0.697,37,64.49712176648228
0.7121,34,66.4643309037128
0.7424,31,70.4117770532549
0.803,26,78.3066693523391
0.8333,32,82.25411550188119
0.8182,29,80.28690636465063
0.8182,40,80.28690636465063
0.8333,25,82.25411550188119
0.803,39,78.3066693523391
0.803,52,78.3066693523391
0.7879,31,76.33946021510855
0.7121,16,66.4643309037128
0.7121,23,66.4643309037128
0.697,29,64.49712176648228
0.697,14,64.49712176648228
0.6667,10,60.54967561694017
0.6515,11,58.56943860462864
0.6515,3,58.56943860462864
0.6364,0,56.60222946739808
0.6212,0,54.62199245508655
0.6212,0,54.62199245508655
0.6212,3,54.62199245508655
0.6212,7,54.62199245508655
0.6364,19,56.60222946739808
0.6364,25,56.60222946739808
0.6364,28,56.60222946739808
0.6515,33,58.56943860462864
0.6515,42,58.56943860462864
0.6667,39,60.54967561694017
0.6818,35,62.516884754170725
0.6667,43,60.54967561694017
0.6818,44,62.516884754170725
0.6818,63,62.516884754170725
0.6515,88,58.56943860462864
0.6515,74,58.56943860462864
0.6364,58,56.60222946739808
0.6364,51,56.60222946739808
0.6212,33,54.62199245508655
0.6212,14,54.62199245508655
0.6212,23,54.62199245508655
0.6212,15,54.62199245508655
0.6212,7,54.62199245508655
0.5303,0,42.77965400646027
0.5152,0,40.81244486922973
0.5,1,38.83220785691818
0.5,4,38.83220785691818
0.5152,8,40.81244486922973
0.5152,25,40.81244486922973
0.5303,31,42.77965400646027
0.5455,36,44.75989101877182
0.6212,54,54.62199245508655
0.6212,57,54.62199245508655
0.6212,51,54.62199245508655
0.6212,58,54.62199245508655
0.6364,66,56.60222946739808
0.6364,56,56.60222946739808
0.6364,63,56.60222946739808
0.6364,73,56.60222946739808
0.6364,76,56.60222946739808
0.6212,53,54.62199245508655
0.6212,57,54.62199245508655
0.6212,51,54.62199245508655
0.6212,26,54.62199245508655
0.5455,30,44.75989101877182
0.5303,24,42.77965400646027
0.5152,14,40.81244486922973
0.5152,18,40.81244486922973
0.5,8,38.83220785691818
0.5,4,38.83220785691818
0.4848,3,36.85197084460664
0.5152,11,40.81244486922973
0.5303,27,42.77965400646027
0.6212,29,54.62199245508655
0.6212,55,54.62199245508655
0.6212,115,54.62199245508655
0.6212,120,54.62199245508655
0.6364,150,56.60222946739808
0.6515,188,58.56943860462864
0.6515,193,58.56943860462864
0.6515,180,58.56943860462864
0.6515,168,58.56943860462864
0.6515,142,58.56943860462864
0.6515,127,58.56943860462864
0.6364,79,56.60222946739808
0.6515,90,58.56943860462864
0.6212,46,54.62199245508655
0.6212,49,54.62199245508655
0.6212,29,54.62199245508655
0.6212,23,54.62199245508655
0.6212,26,54.62199245508655
0.6212,16,54.62199245508655
0.6061,22,52.654783317855994
0.6061,4,52.654783317855994
0.6061,1,52.654783317855994
0.6061,10,52.654783317855994
0.5909,8,50.674546305544446
0.5909,24,50.674546305544446
0.5758,53,48.707337168313906
0.5909,83,50.674546305544446
0.6061,121,52.654783317855994
0.6061,123,52.654783317855994
0.6212,154,54.62199245508655
0.6515,161,58.56943860462864
0.6515,161,58.56943860462864
0.6667,138,60.54967561694017
0.6667,126,60.54967561694017
0.6515,124,58.56943860462864
0.6364,108,56.60222946739808
0.6212,84,54.62199245508655
0.6061,54,52.654783317855994
0.5909,36,50.674546305544446
0.5909,25,50.674546305544446
0.5909,11,50.674546305544446
0.5606,9,46.72710015600236
0.5455,4,44.75989101877182
0.5455,2,44.75989101877182
0.5303,4,42.77965400646027
0.5303,7,42.77965400646027
0.5455,11,44.75989101877182
0.5909,18,50.674546305544446
0.6061,28,52.654783317855994
0.6515,26,58.56943860462864
0.6667,31,60.54967561694017
0.6667,39,60.54967561694017
0.6667,25,60.54967561694017
0.6818,28,62.516884754170725
0.6818,46,62.516884754170725
0.697,38,64.49712176648228
0.6667,34,60.54967561694017
0.6818,63,62.516884754170725
0.6667,56,60.54967561694017
0.6667,64,60.54967561694017
0.6364,59,56.60222946739808
0.6212,29,54.62199245508655
0.6212,36,54.62199245508655
0.6061,5,52.654783317855994
0.6061,5,52.654783317855994
0.6061,2,52.654783317855994
0.5909,3,50.674546305544446
0.5909,1,50.674546305544446
0.5455,2,44.75989101877182
0.5455,2,44.75989101877182
0.5758,10,48.707337168313906
0.6061,23,52.654783317855994
0.6364,45,56.60222946739808
0.6667,27,60.54967561694017
0.6818,37,62.516884754170725
0.697,38,64.49712176648228
0.7273,42,68.44456791602437
0.7273,55,68.44456791602437
0.7273,34,68.44456791602437
0.7424,56,70.4117770532549
0.7121,55,66.4643309037128
0.7273,64,68.44456791602437
0.697,72,64.49712176648228
0.6818,69,62.516884754170725
0.6818,45,62.516884754170725
0.6818,31,62.516884754170725
0.6515,27,58.56943860462864
0.6364,18,56.60222946739808
0.5909,12,50.674546305544446
0.6061,3,52.654783317855994
0.5758,0,48.707337168313906
0.5758,2,48.707337168313906
0.5758,0,48.707337168313906
0.5606,0,46.72710015600236
0.5758,13,48.707337168313906
0.6212,24,54.62199245508655
0.7121,46,66.4643309037128
0.7121,34,66.4643309037128
0.7424,27,70.4117770532549
0.7576,28,72.39201406556646
0.8182,15,80.28690636465063
0.8485,20,84.23435251419272
0.8788,44,88.18179866373481
0.8788,28,88.18179866373481
0.8788,34,88.18179866373481
0.8485,80,84.23435251419272
0.8182,61,80.28690636465063
0.803,61,78.3066693523391
0.7879,55,76.33946021510855
0.803,34,78.3066693523391
0.7424,37,70.4117770532549
0.7424,18,70.4117770532549
0.7121,7,66.4643309037128
0.7121,3,66.4643309037128
0.7121,0,66.4643309037128
0.7121,0,66.4643309037128
0.697,2,64.49712176648228
0.6667,1,60.54967561694017
0.7121,13,66.4643309037128
0.697,31,64.49712176648228
0.7273,32,68.44456791602437
0.7879,20,76.33946021510855
0.8182,20,80.28690636465063
0.8485,36,84.23435251419272
0.8485,40,84.23435251419272
0.8182,18,80.28690636465063
0.8788,25,88.18179866373481
0.8333,18,82.25411550188119
0.8333,30,82.25411550188119
0.8182,54,80.28690636465063
0.803,52,78.3066693523391
0.7424,55,70.4117770532549
0.7273,40,68.44456791602437
0.697,29,64.49712176648228
0.6818,22,62.516884754170725
0.697,15,64.49712176648228
0.6515,8,58.56943860462864
0.6515,5,58.56943860462864
0.6364,6,56.60222946739808
0.6364,3,56.60222946739808
0.6061,0,52.654783317855994
0.6061,0,52.654783317855994
0.6061,10,52.654783317855994
0.6818,25,62.516884754170725
0.6818,29,62.516884754170725
0.697,37,64.49712176648228
0.7121,23,66.4643309037128
0.7576,46,72.39201406556646
0.7576,40,72.39201406556646
0.7576,40,72.39201406556646
0.7727,44,74.35922320279701
0.7576,49,72.39201406556646
0.7879,46,76.33946021510855
0.7727,63,74.35922320279701
0.7727,96,74.35922320279701
0.7424,61,70.4117770532549
0.7121,53,66.4643309037128
0.7273,55,68.44456791602437
0.697,40,64.49712176648228
0.697,36,64.49712176648228
0.6667,28,60.54967561694017
0.6667,10,60.54967561694017
0.6667,10,60.54967561694017
0.6364,10,56.60222946739808
0.6364,4,56.60222946739808
0.6364,4,56.60222946739808
0.6515,9,58.56943860462864
0.6667,18,60.54967561694017
0.6818,32,62.516884754170725
0.6818,59,62.516884754170725
0.6818,91,62.516884754170725
0.7121,110,66.4643309037128
0.7576,112,72.39201406556646
0.7576,150,72.39201406556646
0.7727,148,74.35922320279701
0.7727,142,74.35922320279701
0.7273,169,68.44456791602437
0.6818,147,62.516884754170725
0.6818,131,62.516884754170725
0.6515,97,58.56943860462864
0.6364,95,56.60222946739808
0.6212,76,54.62199245508655
0.6061,53,52.654783317855994
0.6212,24,54.62199245508655
0.6061,19,52.654783317855994
0.5758,19,48.707337168313906
0.5758,9,48.707337168313906
0.5758,8,48.707337168313906
0.5606,8,46.72710015600236
0.5606,5,46.72710015600236
0.5606,5,46.72710015600236
0.5909,7,50.674546305544446
0.6667,28,60.54967561694017
0.6818,75,62.516884754170725
0.7121,120,66.4643309037128
0.7273,131,68.44456791602437
0.7576,176,72.39201406556646
0.7424,109,70.4117770532549
0.7879,96,76.33946021510855
0.7727,142,74.35922320279701
0.6364,115,56.60222946739808
0.6364,94,56.60222946739808
0.6667,69,60.54967561694017
0.6667,67,60.54967561694017
0.6061,62,52.654783317855994
0.6061,39,52.654783317855994
0.5758,31,48.707337168313906
0.5909,33,50.674546305544446
0.5909,8,50.674546305544446
0.6061,6,52.654783317855994
0.5909,2,50.674546305544446
0.6061,1,52.654783317855994
0.5303,1,42.77965400646027
0.5152,2,40.81244486922973
0.5152,7,40.81244486922973
0.5303,26,42.77965400646027
0.5455,44,44.75989101877182
0.6212,35,54.62199245508655
0.6212,38,54.62199245508655
0.6212,53,54.62199245508655
0.6212,35,54.62199245508655
0.6364,53,56.60222946739808
0.6364,55,56.60222946739808
0.6364,58,56.60222946739808
0.6364,64,56.60222946739808
0.6364,72,56.60222946739808
0.6364,76,56.60222946739808
0.6212,75,54.62199245508655
0.6212,78,54.62199245508655
0.6212,40,54.62199245508655
0.6212,20,54.62199245508655
0.6212,14,54.62199245508655
0.6212,13,54.62199245508655
0.6212,3,54.62199245508655
0.6212,2,54.62199245508655
0.5455,1,44.75989101877182
0.5152,0,40.81244486922973
0.5152,3,40.81244486922973
0.5152,6,40.81244486922973
0.5303,19,42.77965400646027
0.5455,45,44.75989101877182
0.6212,19,54.62199245508655
0.6212,33,54.62199245508655
0.6212,40,54.62199245508655
0.6212,30,54.62199245508655
0.6212,33,54.62199245508655
0.6212,41,54.62199245508655
0.6212,42,54.62199245508655
0.6364,51,56.60222946739808
0.6212,85,54.62199245508655
0.6212,65,54.62199245508655
0.6212,51,54.62199245508655
0.6212,60,54.62199245508655
0.6212,37,54.62199245508655
0.5455,29,44.75989101877182
0.5303,19,42.77965400646027
0.5303,8,42.77965400646027
0.5152,0,40.81244486922973
0.5,0,38.83220785691818
0.4848,0,36.85197084460664
0.4848,0,36.85197084460664
0.4697,1,34.88476170737609
0.4848,11,36.85197084460664
0.5152,22,40.81244486922973
0.5455,53,44.75989101877182
0.6212,22,54.62199245508655
0.6212,27,54.62199245508655
0.6364,49,56.60222946739808
0.6364,33,56.60222946739808
0.6515,43,58.56943860462864
0.6515,50,58.56943860462864
0.6667,33,60.54967561694017
0.6667,47,60.54967561694017
0.6515,83,58.56943860462864
0.6515,80,58.56943860462864
0.6364,54,56.60222946739808
0.6212,57,54.62199245508655
0.6212,48,54.62199245508655
0.6212,31,54.62199245508655
0.6212,17,54.62199245508655
0.6212,9,54.62199245508655
0.5455,4,44.75989101877182
0.6212,1,54.62199245508655
0.5303,0,42.77965400646027
0.5303,0,42.77965400646027
0.6061,7,52.654783317855994
0.5455,8,44.75989101877182
0.5303,16,42.77965400646027
0.5909,24,50.674546305544446
0.6061,29,52.654783317855994
0.6212,18,54.62199245508655
0.6364,33,56.60222946739808
0.6667,41,60.54967561694017
0.6667,37,60.54967561694017
0.6667,39,60.54967561694017
0.6515,32,58.56943860462864
0.6212,36,54.62199245508655
0.5909,42,50.674546305544446
0.5758,26,48.707337168313906
0.5758,58,48.707337168313906
0.5758,25,48.707337168313906
0.5758,34,48.707337168313906
0.5758,24,48.707337168313906
0.5606,2,46.72710015600236
0.5303,3,42.77965400646027
0.5303,4,42.77965400646027
0.5303,2,42.77965400646027
0.5303,1,42.77965400646027
0.5152,1,40.81244486922973
0.5152,1,40.81244486922973
0.5303,8,42.77965400646027
0.5606,25,46.72710015600236
0.5606,28,46.72710015600236
0.6515,28,58.56943860462864
0.6515,44,58.56943860462864
0.6364,43,56.60222946739808
0.6515,49,58.56943860462864
0.6818,48,62.516884754170725
0.697,73,64.49712176648228
0.697,62,64.49712176648228
0.6818,69,62.516884754170725
0.6818,85,62.516884754170725
0.6818,62,62.516884754170725
0.5758,53,48.707337168313906
0.5909,40,50.674546305544446
0.5909,49,50.674546305544446
0.5606,48,46.72710015600236
0.5758,37,48.707337168313906
0.5606,21,46.72710015600236
0.5758,15,48.707337168313906
0.5455,16,44.75989101877182
0.5455,4,44.75989101877182
0.5455,1,44.75989101877182
0.5758,1,48.707337168313906
0.5758,9,48.707337168313906
0.5909,12,50.674546305544446
0.6061,28,52.654783317855994
0.6515,62,58.56943860462864
0.6818,68,62.516884754170725
0.6818,134,62.516884754170725
0.697,162,64.49712176648228
0.697,135,64.49712176648228
0.7273,138,68.44456791602437
0.7576,153,72.39201406556646
0.697,193,64.49712176648228
0.6818,210,62.516884754170725
0.6818,118,62.516884754170725
0.6667,99,60.54967561694017
0.6667,61,60.54967561694017
0.6818,58,62.516884754170725
0.6818,56,62.516884754170725
0.6818,53,62.516884754170725
0.6515,18,58.56943860462864
0.6515,17,58.56943860462864
0.6364,13,56.60222946739808
0.6061,14,52.654783317855994
0.6212,7,54.62199245508655
0.6061,7,52.654783317855994
0.6061,11,52.654783317855994
0.6061,35,52.654783317855994
0.6364,25,56.60222946739808
0.6364,58,56.60222946739808
0.6515,86,58.56943860462864
0.6667,141,60.54967561694017
0.6818,141,62.516884754170725
0.6667,149,60.54967561694017
0.6818,124,62.516884754170725
0.6818,146,62.516884754170725
0.6818,121,62.516884754170725
0.6667,159,60.54967561694017
0.6818,78,62.516884754170725
0.6818,94,62.516884754170725
0.6515,86,58.56943860462864
0.6364,57,56.60222946739808
0.6061,38,52.654783317855994
0.6061,14,52.654783317855994
0.6061,7,52.654783317855994
0.5758,9,48.707337168313906
0.5758,2,48.707337168313906
0.5758,1,48.707337168313906
0.5606,1,46.72710015600236
0.5758,0,48.707337168313906
0.5758,1,48.707337168313906
0.5303,0,42.77965400646027
0.5303,12,42.77965400646027
0.5758,19,48.707337168313906
0.5758,33,48.707337168313906
0.5758,27,48.707337168313906
0.6061,33,52.654783317855994
0.6061,50,52.654783317855994
0.6212,45,54.62199245508655
0.6212,66,54.62199245508655
0.6515,61,58.56943860462864
0.6515,81,58.56943860462864
0.6515,64,58.56943860462864
0.6212,62,54.62199245508655
0.6212,52,54.62199245508655
0.6061,39,52.654783317855994
0.6061,24,52.654783317855994
0.5909,10,50.674546305544446
0.5909,10,50.674546305544446
0.5909,2,50.674546305544446
0.5758,1,48.707337168313906
0.5758,0,48.707337168313906
0.5455,2,44.75989101877182
0.5455,3,44.75989101877182
0.5455,8,44.75989101877182
0.5152,21,40.81244486922973
0.5606,33,46.72710015600236
0.5606,32,46.72710015600236
0.5758,41,48.707337168313906
0.6061,52,52.654783317855994
0.6667,40,60.54967561694017
0.697,49,64.49712176648228
0.7121,44,66.4643309037128
0.7424,42,70.4117770532549
0.7727,62,74.35922320279701
0.7576,65,72.39201406556646
0.7273,67,68.44456791602437
0.7121,67,66.4643309037128
0.697,72,64.49712176648228
0.697,38,64.49712176648228
0.6667,12,60.54967561694017
0.6667,11,60.54967561694017
0.6061,15,52.654783317855994
0.6061,2,52.654783317855994
0.6061,2,52.654783317855994
0.6061,0,52.654783317855994
0.5758,3,48.707337168313906
0.5758,2,48.707337168313906
0.6061,12,52.654783317855994
0.6667,23,60.54967561694017
0.697,27,64.49712176648228
0.697,14,64.49712176648228
0.697,31,64.49712176648228
0.697,37,64.49712176648228
0.7727,44,74.35922320279701
0.7879,34,76.33946021510855
0.7727,32,74.35922320279701
0.7879,32,76.33946021510855
0.803,34,78.3066693523391
0.7576,67,72.39201406556646
0.7727,66,74.35922320279701
0.7424,62,70.4117770532549
0.7121,52,66.4643309037128
0.7121,31,66.4643309037128
0.697,25,64.49712176648228
0.697,14,64.49712176648228
0.697,5,64.49712176648228
0.697,5,64.49712176648228
0.697,0,64.49712176648228
0.697,1,64.49712176648228
0.6667,0,60.54967561694017
0.697,2,64.49712176648228
0.697,8,64.49712176648228
0.697,26,64.49712176648228
0.697,20,64.49712176648228
0.697,33,64.49712176648228
0.7273,39,68.44456791602437
0.7273,28,68.44456791602437
0.7273,30,68.44456791602437
0.7121,37,66.4643309037128
0.7273,46,68.44456791602437
0.697,62,64.49712176648228
0.6818,58,62.516884754170725
0.6818,74,62.516884754170725
0.6818,57,62.516884754170725
0.6818,56,62.516884754170725
0.6667,75,60.54967561694017
0.6667,46,60.54967561694017
0.6667,23,60.54967561694017
0.6667,15,60.54967561694017
0.6364,10,56.60222946739808
0.6061,8,52.654783317855994
0.6061,4,52.654783317855994
0.6061,1,52.654783317855994
0.6061,1,52.654783317855994
0.5758,2,48.707337168313906
0.6061,4,52.654783317855994
0.6061,21,52.654783317855994
0.6667,27,60.54967561694017
0.6818,28,62.516884754170725
0.7273,43,68.44456791602437
0.7121,56,66.4643309037128
0.7121,51,66.4643309037128
0.7121,43,66.4643309037128
0.697,67,64.49712176648228
0.7273,69,68.44456791602437
0.697,80,64.49712176648228
0.6667,85,60.54967561694017
0.6667,87,60.54967561694017
0.6515,92,58.56943860462864
0.6515,66,58.56943860462864
0.6515,50,58.56943860462864
0.6515,41,58.56943860462864
0.6364,33,56.60222946739808
0.6364,19,56.60222946739808
0.6212,20,54.62199245508655
0.6212,8,54.62199245508655
