instant,cnt,Predicted Y
5437,63,81.20947018330642
5438,63,81.24274827044175
5439,63,81.27602635757708
5440,63,81.30930444471238
5441,63,81.34258253184771
5442,63,81.37586061898304
5443,63,81.40913870611834
5444,63,81.44241679325367
5445,63,81.475694880389
5446,63,81.5089729675243
5447,63,81.54225105465963
5448,63,81.57552914179496
5449,63,81.60880722893026
5450,63,81.64208531606559
5451,63,81.67536340320089
5452,63,81.70864149033622
5453,63,81.74191957747155
5454,63,81.77519766460685
5455,63,81.80847575174218
5456,63,81.84175383887751
5457,63,81.87503192601281
5458,63,81.90831001314814
5459,63,81.94158810028347
5460,63,81.97486618741877
5461,63,82.0081442745541
5462,63,82.04142236168943
5463,63,82.07470044882473
5464,63,82.10797853596006
5465,63,82.14125662309539
5466,63,82.17453471023069
5467,63,82.20781279736602
5468,63,82.24109088450135
5469,64,82.27436897163665
5470,64,82.30764705877198
5471,64,82.3409251459073
5472,64,82.3742032330426
5473,64,82.40748132017794
5474,64,82.44075940731327
5475,64,82.47403749444857
5476,64,82.5073155815839
5477,64,82.54059366871923
5478,64,82.57387175585453
5479,64,82.60714984298986
5480,64,82.64042793012518
5481,64,82.67370601726049
5482,64,82.70698410439581
5483,64,82.74026219153114
5484,64,82.77354027866645
5485,64,82.80681836580177
5486,64,82.8400964529371
5487,64,82.8733745400724
5488,64,82.90665262720773
5489,64,82.93993071434306
5490,64,82.97320880147836
5491,64,83.0064868886137
5492,64,83.03976497574902
5493,64,83.07304306288432
5494,64,83.10632115001965
5495,64,83.13959923715498
5496,64,83.17287732429028
5497,64,83.20615541142561
5498,64,83.23943349856094
5499,64,83.27271158569624
5500,64,83.30598967283157
5501,64,83.3392677599669
5502,64,83.3725458471022
5503,64,83.40582393423753
5504,64,83.43910202137286
5505,64,83.47238010850816
5506,64,83.50565819564349
5507,64,83.53893628277882
5508,64,83.57221436991412
5509,64,83.60549245704945
5510,64,83.63877054418478
5511,64,83.67204863132008
5512,64,83.70532671845541
5513,64,83.73860480559074
5514,64,83.77188289272604
5515,64,83.80516097986137
5516,64,83.8384390669967
5517,64,83.871717154132
5518,64,83.90499524126733
5519,64,83.93827332840263
5520,64,83.97155141553796
5521,64,84.00482950267329
5522,64,84.03810758980859
5523,64,84.07138567694392
5524,64,84.10466376407925
5525,64,84.13794185121455
5526,64,84.17121993834988
5527,64,84.20449802548521
5528,64,84.23777611262051
5529,64,84.27105419975584
5530,64,84.30433228689117
5531,64,84.33761037402647
5532,64,84.3708884611618
5533,65,84.40416654829713
5534,65,84.43744463543243
5535,65,84.47072272256776
5536,65,84.50400080970309
5537,65,84.53727889683839
5538,65,84.57055698397372
5539,65,84.60383507110905
5540,65,84.63711315824435
5541,65,84.67039124537968
5542,65,84.703669332515
5543,65,84.7369474196503
5544,65,84.77022550678564
5545,65,84.80350359392096
5546,65,84.83678168105627
5547,65,84.8700597681916
5548,65,84.90333785532692
5549,65,84.93661594246223
5550,65,84.96989402959755
5551,65,85.00317211673288
5552,65,85.03645020386818
5553,65,85.06972829100351
5554,65,85.10300637813884
5555,65,85.13628446527414
5556,65,85.16956255240947
5557,65,85.2028406395448
5558,65,85.2361187266801
5559,65,85.26939681381543
5560,65,85.30267490095076
5561,65,85.33595298808606
5562,65,85.36923107522139
5563,65,85.40250916235672
5564,65,85.43578724949202
5565,65,85.46906533662735
5566,65,85.50234342376268
5567,65,85.53562151089798
5568,65,85.56889959803331
5569,65,85.60217768516864
5570,65,85.63545577230394
5571,65,85.66873385943927
5572,65,85.7020119465746
5573,65,85.7352900337099
5574,66,85.76856812084523
5575,66,85.80184620798056
5576,66,85.83512429511586
5577,66,85.86840238225119
5578,66,85.90168046938652
5579,66,85.93495855652182
5580,66,85.96823664365715
5581,66,86.00151473079248
5582,66,86.03479281792778
5583,66,86.06807090506311
5584,66,86.10134899219841
5585,66,86.13462707933374
5586,66,86.16790516646907
5587,66,86.20118325360437
5588,66,86.2344613407397
5589,66,86.26773942787503
5590,66,86.30101751501033
5591,66,86.33429560214566
5592,66,86.36757368928099
5593,66,86.40085177641629
5594,66,86.43412986355162
5595,66,86.46740795068695
5596,66,86.50068603782225
5597,66,86.53396412495758
5598,66,86.5672422120929
5599,66,86.60052029922821
5600,66,86.63379838636354
5601,66,86.66707647349887
5602,66,86.70035456063417
5603,66,86.7336326477695
5604,66,86.76691073490483
5605,66,86.80018882204013
5606,66,86.83346690917546
5607,66,86.86674499631079
5608,66,86.90002308344609
5609,66,86.93330117058142
5610,66,86.96657925771675
5611,66,86.99985734485205
5612,66,87.03313543198738
5613,66,87.0664135191227
5614,66,87.099691606258
5615,66,87.13296969339333
5616,66,87.16624778052866
5617,67,87.19952586766397
5618,67,87.2328039547993
5619,67,87.26608204193462
5620,67,87.29936012906992
5621,67,87.33263821620525
5622,67,87.36591630334058
5623,67,87.39919439047588
5624,67,87.43247247761121
5625,67,87.46575056474654
5626,67,87.49902865188184
5627,67,87.53230673901717
5628,67,87.5655848261525
5629,67,87.5988629132878
5630,67,87.63214100042313
5631,67,87.66541908755846
5632,67,87.69869717469376
5633,67,87.73197526182909
5634,67,87.76525334896442
5635,67,87.79853143609972
5636,67,87.83180952323505
5637,67,87.86508761037038
5638,67,87.89836569750568
5639,67,87.93164378464101
5640,67,87.96492187177634
5641,67,87.99819995891164
5642,67,88.03147804604697
5643,67,88.0647561331823
5644,67,88.0980342203176
5645,67,88.13131230745293
5646,67,88.16459039458826
5647,67,88.19786848172356
5648,67,88.23114656885889
5649,67,88.26442465599419
5650,68,88.29770274312952
5651,68,88.33098083026485
5652,68,88.36425891740015
5653,68,88.39753700453548
5654,68,88.43081509167081
5655,68,88.46409317880611
5656,68,88.49737126594144
5657,68,88.53064935307677
5658,68,88.56392744021207
5659,68,88.5972055273474
5660,68,88.63048361448273
5661,68,88.66376170161803
5662,68,88.69703978875336
5663,68,88.73031787588869
5664,68,88.76359596302399
5665,68,88.79687405015932
5666,68,88.83015213729465
5667,68,88.86343022442995
5668,68,88.89670831156528
5669,68,88.9299863987006
5670,68,88.96326448583591
5671,68,88.99654257297124
5672,68,89.02982066010657
5673,68,89.06309874724187
5674,68,89.0963768343772
5675,68,89.12965492151253
5676,68,89.16293300864783
5677,68,89.19621109578316
5678,68,89.22948918291848
5679,68,89.26276727005379
5680,68,89.29604535718912
5681,68,89.32932344432444
5682,68,89.36260153145975
5683,68,89.39587961859507
5684,68,89.4291577057304
5685,68,89.4624357928657
5686,68,89.49571388000103
5687,68,89.52899196713636
5688,68,89.56227005427166
5689,68,89.595548141407
5690,68,89.62882622854232
5691,68,89.66210431567762
5692,68,89.69538240281295
5693,68,89.72866048994828
5694,68,89.76193857708358
5695,69,89.79521666421891
5696,69,89.82849475135424
5697,69,89.86177283848954
5698,69,89.89505092562487
5699,69,89.9283290127602
5700,69,89.9616070998955
5701,69,89.99488518703083
5702,69,90.02816327416616
5703,69,90.06144136130146
5704,69,90.09471944843679
5705,69,90.12799753557212
5706,69,90.16127562270742
5707,69,90.19455370984275
5708,69,90.22783179697808
5709,69,90.26110988411338
5710,69,90.29438797124871
5711,69,90.32766605838404
5712,69,90.36094414551934
5713,69,90.39422223265467
5714,69,90.42750031979
5715,69,90.4607784069253
5716,69,90.49405649406063
5717,69,90.52733458119593
5718,69,90.56061266833126
5719,69,90.59389075546659
5720,69,90.62716884260189
5721,69,90.66044692973722
5722,69,90.69372501687255
5723,69,90.72700310400785
5724,69,90.76028119114318
5725,69,90.79355927827851
5726,69,90.82683736541381
5727,69,90.86011545254914
5728,69,90.89339353968447
5729,69,90.92667162681977
5730,69,90.9599497139551
5731,69,90.99322780109043
5732,69,91.02650588822573
5733,69,91.05978397536106
5734,69,91.09306206249639
5735,69,91.12634014963169
5736,69,91.15961823676702
5737,69,91.19289632390235
5738,69,91.22617441103765
5739,69,91.25945249817298
5740,69,91.2927305853083
5741,69,91.3260086724436
5742,69,91.35928675957894
5743,69,91.39256484671427
5744,69,91.42584293384957
5745,69,91.4591210209849
5746,69,91.49239910812022
5747,69,91.52567719525553
5748,69,91.55895528239085
5749,70,91.59223336952618
5750,70,91.62551145666148
5751,70,91.65878954379681
5752,70,91.69206763093214
5753,70,91.72534571806744
5754,70,91.75862380520277
5755,70,91.7919018923381
5756,70,91.8251799794734
5757,70,91.85845806660873
5758,70,91.89173615374406
5759,70,91.92501424087936
5760,70,91.95829232801469
5761,70,91.99157041515002
5762,70,92.02484850228532
5763,70,92.05812658942065
5764,70,92.09140467655598
5765,70,92.12468276369128
5766,70,92.15796085082661
5767,70,92.19123893796194
5768,70,92.22451702509724
5769,70,92.25779511223257
5770,70,92.2910731993679
5771,70,92.3243512865032
5772,70,92.35762937363853
5773,70,92.39090746077386
5774,70,92.42418554790916
5775,70,92.45746363504449
5776,70,92.49074172217982
5777,70,92.52401980931512
5778,70,92.55729789645045
5779,70,92.59057598358578
5780,70,92.62385407072108
5781,70,92.65713215785641
5782,70,92.69041024499171
5783,70,92.72368833212704
5784,70,92.75696641926237
5785,70,92.79024450639767
5786,70,92.823522593533
5787,70,92.85680068066833
5788,70,92.89007876780363
5789,70,92.92335685493896
5790,70,92.95663494207429
5791,70,92.98991302920959
5792,70,93.02319111634492
5793,70,93.05646920348025
5794,70,93.08974729061555
5795,70,93.12302537775088
5796,70,93.15630346488621
5797,70,93.18958155202151
5798,71,93.22285963915684
5799,71,93.25613772629217
5800,71,93.28941581342747
5801,71,93.3226939005628
5802,71,93.35597198769813
5803,71,93.38925007483343
5804,71,93.42252816196876
5805,71,93.45580624910409
5806,71,93.48908433623939
5807,71,93.52236242337472
5808,71,93.55564051051005
5809,71,93.58891859764535
5810,71,93.62219668478068
5811,71,93.655474771916
5812,71,93.6887528590513
5813,71,93.72203094618663
5814,71,93.75530903332196
5815,71,93.78858712045727
5816,71,93.8218652075926
5817,71,93.85514329472792
5818,71,93.88842138186322
5819,71,93.92169946899855
5820,71,93.95497755613388
5821,71,93.98825564326918
5822,71,94.02153373040451
5823,71,94.05481181753984
5824,71,94.08808990467514
5825,71,94.12136799181047
5826,71,94.1546460789458
5827,71,94.1879241660811
5828,71,94.22120225321643
5829,71,94.25448034035176
5830,71,94.28775842748706
5831,71,94.32103651462239
5832,71,94.35431460175772
5833,71,94.38759268889302
5834,71,94.42087077602835
5835,71,94.45414886316368
5836,71,94.48742695029898
5837,71,94.52070503743431
5838,71,94.55398312456964
5839,71,94.58726121170494
5840,71,94.62053929884027
5841,71,94.6538173859756
5842,71,94.6870954731109
5843,71,94.72037356024623
5844,71,94.75365164738156
5845,72,94.78692973451686
5846,72,94.82020782165219
5847,72,94.85348590878749
5848,72,94.88676399592282
5849,72,94.92004208305815
5850,72,94.95332017019345
5851,72,94.98659825732878
5852,72,95.01987634446411
5853,72,95.05315443159941
5854,72,95.08643251873474
5855,72,95.11971060587007
5856,72,95.15298869300537
5857,72,95.1862667801407
5858,72,95.21954486727603
5859,72,95.25282295441133
5860,72,95.28610104154666
5861,72,95.31937912868199
5862,72,95.35265721581729
5863,72,95.38593530295262
5864,72,95.41921339008795
5865,72,95.45249147722325
5866,72,95.48576956435858
5867,72,95.5190476514939
5868,72,95.55232573862921
5869,72,95.58560382576454
5870,72,95.61888191289987
5871,72,95.65216000003517
5872,72,95.6854380871705
5873,72,95.71871617430583
5874,72,95.75199426144113
5875,72,95.78527234857646
5876,72,95.81855043571178
5877,72,95.85182852284709
5878,72,95.88510660998242
5879,72,95.91838469711774
5880,72,95.95166278425305
5881,72,95.98494087138837
5882,72,96.0182189585237
5883,72,96.051497045659
5884,72,96.08477513279433
5885,72,96.11805321992966
5886,72,96.15133130706496
5887,72,96.1846093942003
5888,72,96.21788748133562
5889,72,96.25116556847092
5890,72,96.28444365560625
5891,72,96.31772174274158
5892,73,96.35099982987688
5893,73,96.38427791701221
5894,73,96.41755600414754
5895,73,96.45083409128284
5896,73,96.48411217841817
5897,73,96.5173902655535
5898,73,96.5506683526888
5899,73,96.58394643982413
5900,73,96.61722452695946
5901,73,96.65050261409476
5902,73,96.68378070123009
5903,73,96.71705878836542
5904,73,96.75033687550072
5905,73,96.78361496263605
5906,73,96.81689304977138
5907,73,96.85017113690668
5908,73,96.88344922404201
5909,73,96.91672731117734
5910,73,96.95000539831264
5911,73,96.98328348544797
5912,73,97.0165615725833
5913,73,97.0498396597186
5914,73,97.08311774685393
5915,73,97.11639583398923
5916,73,97.14967392112456
5917,73,97.18295200825989
5918,73,97.21623009539519
5919,73,97.24950818253052
5920,73,97.28278626966585
5921,73,97.31606435680115
5922,73,97.34934244393648
5923,73,97.38262053107181
5924,73,97.41589861820711
5925,73,97.44917670534244
5926,74,97.48245479247777
5927,74,97.51573287961307
5928,74,97.5490109667484
5929,74,97.58228905388373
5930,74,97.61556714101903
5931,74,97.64884522815436
5932,74,97.68212331528969
5933,74,97.71540140242499
5934,74,97.74867948956032
5935,74,97.78195757669565
5936,74,97.81523566383095
5937,74,97.84851375096628
5938,74,97.8817918381016
5939,74,97.9150699252369
5940,74,97.94834801237224
5941,74,97.98162609950757
5942,74,98.01490418664287
5943,74,98.0481822737782
5944,74,98.08146036091352
5945,74,98.11473844804883
5946,74,98.14801653518415
5947,74,98.18129462231948
5948,74,98.21457270945479
5949,74,98.24785079659011
5950,74,98.28112888372544
5951,74,98.31440697086074
5952,74,98.34768505799607
5953,74,98.3809631451314
5954,74,98.4142412322667
5955,74,98.44751931940203
5956,74,98.48079740653736
5957,74,98.51407549367266
5958,74,98.547353580808
5959,74,98.58063166794332
5960,74,98.61390975507862
5961,74,98.64718784221395
5962,74,98.68046592934928
5963,74,98.71374401648458
5964,74,98.74702210361991
5965,74,98.78030019075524
5966,75,98.81357827789054
5967,75,98.84685636502587
5968,75,98.8801344521612
5969,75,98.9134125392965
5970,75,98.94669062643183
5971,75,98.97996871356716
5972,75,99.01324680070246
5973,75,99.04652488783779
5974,75,99.07980297497312
5975,75,99.11308106210842
5976,75,99.14635914924375
5977,75,99.17963723637908
5978,75,99.21291532351438
5979,75,99.24619341064971
5980,75,99.27947149778501
5981,75,99.31274958492034
5982,75,99.34602767205567
5983,75,99.37930575919097
5984,75,99.4125838463263
5985,75,99.44586193346163
5986,75,99.47914002059693
5987,75,99.51241810773226
5988,75,99.54569619486759
5989,75,99.57897428200289
5990,75,99.61225236913822
5991,75,99.64553045627355
5992,75,99.67880854340885
5993,75,99.71208663054418
5994,75,99.74536471767951
5995,75,99.77864280481481
5996,75,99.81192089195014
5997,75,99.84519897908547
5998,75,99.87847706622077
5999,75,99.9117551533561
6000,75,99.94503324049143
6001,75,99.97831132762673
6002,75,100.01158941476206
6003,75,100.04486750189739
6004,75,100.07814558903269
6005,75,100.11142367616802
6006,75,100.14470176330335
6007,75,100.17797985043865
6008,75,100.21125793757398
6009,75,100.2445360247093
6010,75,100.2778141118446
6011,75,100.31109219897994
6012,75,100.34437028611526
6013,75,100.37764837325057
6014,75,100.4109264603859
6015,76,100.44420454752122
6016,76,100.47748263465652
6017,76,100.51076072179185
6018,76,100.54403880892718
6019,76,100.57731689606248
6020,76,100.61059498319781
6021,76,100.64387307033314
6022,76,100.67715115746844
6023,76,100.71042924460377
6024,76,100.7437073317391
6025,76,100.7769854188744
6026,76,100.81026350600973
6027,76,100.84354159314506
6028,76,100.87681968028036
6029,76,100.91009776741569
6030,76,100.94337585455102
6031,76,100.97665394168632
6032,76,101.00993202882165
6033,76,101.04321011595698
6034,76,101.07648820309228
6035,76,101.10976629022761
6036,76,101.14304437736294
6037,76,101.17632246449824
6038,76,101.20960055163357
6039,76,101.2428786387689
6040,76,101.2761567259042
6041,76,101.30943481303953
6042,76,101.34271290017486
6043,76,101.37599098731016
6044,76,101.40926907444549
6045,76,101.44254716158079
6046,76,101.47582524871612
6047,76,101.50910333585145
6048,76,101.54238142298675
6049,76,101.57565951012208
6050,76,101.60893759725741
6051,76,101.64221568439271
6052,76,101.67549377152804
6053,76,101.70877185866337
6054,77,101.74204994579867
6055,77,101.775328032934
6056,77,101.80860612006933
6057,77,101.84188420720463
6058,77,101.87516229433996
6059,77,101.90844038147529
6060,77,101.94171846861059
6061,77,101.97499655574592
6062,77,102.00827464288125
6063,77,102.04155273001655
6064,77,102.07483081715188
6065,77,102.1081089042872
6066,77,102.14138699142251
6067,77,102.17466507855784
6068,77,102.20794316569317
6069,77,102.24122125282847
6070,77,102.2744993399638
6071,77,102.30777742709913
6072,77,102.34105551423443
6073,77,102.37433360136976
6074,77,102.40761168850509
6075,77,102.44088977564039
6076,77,102.47416786277572
6077,77,102.50744594991104
6078,77,102.54072403704635
6079,77,102.57400212418167
6080,77,102.607280211317
6081,77,102.6405582984523
6082,77,102.67383638558763
6083,78,102.70711447272296
6084,78,102.74039255985826
6085,78,102.7736706469936
6086,78,102.80694873412892
6087,78,102.84022682126422
6088,78,102.87350490839955
6089,78,102.90678299553488
6090,78,102.94006108267018
6091,78,102.97333916980551
6092,78,103.00661725694084
6093,78,103.03989534407614
6094,78,103.07317343121147
6095,78,103.1064515183468
6096,78,103.1397296054821
6097,78,103.17300769261743
6098,78,103.20628577975276
6099,78,103.23956386688806
6100,78,103.27284195402339
6101,78,103.30612004115872
6102,78,103.33939812829402
6103,78,103.37267621542935
6104,78,103.40595430256468
6105,78,103.43923238969998
6106,78,103.47251047683531
6107,78,103.50578856397064
6108,78,103.53906665110594
6109,78,103.57234473824127
6110,78,103.6056228253766
6111,78,103.6389009125119
6112,78,103.67217899964723
6113,78,103.70545708678253
6114,78,103.73873517391786
6115,78,103.77201326105319
6116,78,103.80529134818849
6117,78,103.83856943532382
6118,78,103.87184752245915
6119,78,103.90512560959445
6120,78,103.93840369672978
6121,78,103.97168178386511
6122,78,104.00495987100041
6123,78,104.03823795813574
6124,78,104.07151604527107
6125,78,104.10479413240637
6126,78,104.1380722195417
6127,78,104.17135030667703
6128,78,104.20462839381233
6129,78,104.23790648094766
6130,78,104.27118456808299
6131,78,104.30446265521829
6132,78,104.33774074235362
6133,78,104.37101882948895
6134,78,104.40429691662425
6135,79,104.43757500375958
6136,79,104.4708530908949
6137,79,104.5041311780302
6138,79,104.53740926516554
6139,79,104.57068735230087
6140,79,104.60396543943617
6141,79,104.6372435265715
6142,79,104.67052161370682
6143,79,104.70379970084213
6144,79,104.73707778797746
6145,79,104.77035587511278
6146,79,104.80363396224809
6147,79,104.83691204938341
6148,79,104.87019013651874
6149,79,104.90346822365404
6150,79,104.93674631078937
6151,79,104.9700243979247
6152,79,105.00330248506
6153,79,105.03658057219533
6154,79,105.06985865933066
6155,79,105.10313674646596
6156,79,105.1364148336013
6157,79,105.16969292073662
6158,79,105.20297100787192
6159,79,105.23624909500725
6160,79,105.26952718214258
6161,79,105.30280526927788
6162,79,105.33608335641321
6163,79,105.36936144354854
6164,79,105.40263953068384
6165,79,105.43591761781917
6166,79,105.4691957049545
6167,79,105.5024737920898
6168,79,105.53575187922513
6169,79,105.56902996636046
6170,79,105.60230805349576
6171,79,105.63558614063109
6172,79,105.66886422776642
6173,79,105.70214231490172
6174,79,105.73542040203705
6175,79,105.76869848917238
6176,79,105.80197657630768
6177,79,105.83525466344301
6178,79,105.86853275057831
6179,79,105.90181083771364
6180,79,105.93508892484897
6181,79,105.96836701198427
6182,80,106.0016450991196
6183,80,106.03492318625493
6184,80,106.06820127339023
6185,80,106.10147936052556
6186,80,106.13475744766089
6187,80,106.16803553479619
6188,80,106.20131362193152
6189,80,106.23459170906685
6190,80,106.26786979620215
6191,80,106.30114788333748
6192,80,106.33442597047281
6193,80,106.36770405760811
6194,80,106.40098214474344
6195,80,106.43426023187877
6196,80,106.46753831901407
6197,80,106.5008164061494
6198,80,106.53409449328473
6199,80,106.56737258042003
6200,80,106.60065066755536
6201,80,106.63392875469069
6202,80,106.66720684182599
6203,80,106.70048492896132
6204,80,106.73376301609665
6205,80,106.76704110323195
6206,80,106.80031919036728
6207,80,106.8335972775026
6208,80,106.8668753646379
6209,80,106.90015345177324
6210,80,106.93343153890856
6211,80,106.96670962604387
6212,80,106.9999877131792
6213,80,107.03326580031452
6214,80,107.06654388744982
6215,80,107.09982197458515
6216,80,107.13310006172048
6217,80,107.16637814885578
6218,80,107.19965623599111
6219,81,107.23293432312644
6220,81,107.26621241026174
6221,81,107.29949049739707
6222,81,107.3327685845324
6223,81,107.3660466716677
6224,81,107.39932475880303
6225,81,107.43260284593836
6226,81,107.46588093307366
6227,81,107.49915902020899
6228,81,107.53243710734432
6229,81,107.56571519447962
6230,81,107.59899328161495
6231,81,107.63227136875028
6232,81,107.66554945588558
6233,81,107.69882754302091
6234,81,107.73210563015624
6235,81,107.76538371729154
6236,81,107.79866180442687
6237,81,107.8319398915622
6238,81,107.8652179786975
6239,81,107.89849606583283
6240,81,107.93177415296816
6241,81,107.96505224010346
6242,81,107.99833032723879
6243,81,108.03160841437412
6244,81,108.06488650150942
6245,81,108.09816458864475
6246,81,108.13144267578005
6247,81,108.16472076291538
6248,81,108.19799885005071
6249,82,108.23127693718601
6250,82,108.26455502432134
6251,82,108.29783311145667
6252,82,108.33111119859197
6253,82,108.3643892857273
6254,82,108.39766737286263
6255,82,108.43094545999793
6256,82,108.46422354713326
6257,82,108.49750163426859
6258,82,108.53077972140389
6259,82,108.56405780853922
6260,82,108.59733589567455
6261,82,108.63061398280985
6262,82,108.66389206994518
6263,82,108.6971701570805
6264,82,108.73044824421581
6265,82,108.76372633135114
6266,82,108.79700441848647
6267,82,108.83028250562177
6268,82,108.8635605927571
6269,82,108.89683867989243
6270,82,108.93011676702773
6271,82,108.96339485416306
6272,82,108.99667294129839
6273,82,109.02995102843369
6274,82,109.06322911556902
6275,82,109.09650720270434
6276,82,109.12978528983965
6277,82,109.16306337697497
6278,82,109.1963414641103
6279,82,109.2296195512456
6280,82,109.26289763838093
6281,82,109.29617572551626
6282,83,109.32945381265156
6283,83,109.3627318997869
6284,83,109.39600998692222
6285,83,109.42928807405752
6286,83,109.46256616119285
6287,83,109.49584424832818
6288,83,109.52912233546348
6289,83,109.56240042259881
6290,83,109.59567850973414
6291,83,109.62895659686944
6292,83,109.66223468400477
6293,83,109.6955127711401
6294,83,109.7287908582754
6295,83,109.76206894541073
6296,83,109.79534703254606
6297,83,109.82862511968136
6298,83,109.86190320681669
6299,83,109.89518129395202
6300,83,109.92845938108732
6301,83,109.96173746822265
6302,83,109.99501555535798
6303,83,110.02829364249328
6304,83,110.06157172962861
6305,83,110.09484981676394
6306,83,110.12812790389924
6307,83,110.16140599103457
6308,83,110.1946840781699
6309,83,110.2279621653052
6310,83,110.26124025244053
6311,83,110.29451833957583
6312,83,110.32779642671116
6313,83,110.36107451384649
6314,83,110.39435260098179
6315,83,110.42763068811712
6316,84,110.46090877525245
6317,84,110.49418686238775
6318,84,110.52746494952308
6319,84,110.56074303665841
6320,84,110.59402112379371
6321,84,110.62729921092904
6322,84,110.66057729806437
6323,84,110.69385538519967
6324,84,110.727133472335
6325,84,110.76041155947033
6326,84,110.79368964660563
6327,84,110.82696773374096
6328,84,110.86024582087629
6329,84,110.89352390801159
6330,84,110.92680199514692
6331,84,110.96008008228225
6332,84,110.99335816941755
6333,84,111.02663625655288
6334,84,111.0599143436882
6335,84,111.0931924308235
6336,84,111.12647051795884
6337,84,111.15974860509417
6338,84,111.19302669222947
6339,84,111.2263047793648
6340,84,111.25958286650012
6341,84,111.29286095363543
6342,84,111.32613904077076
6343,84,111.35941712790608
6344,84,111.39269521504139
6345,84,111.42597330217671
6346,84,111.45925138931204
6347,84,111.49252947644734
6348,84,111.52580756358267
6349,84,111.559085650718
6350,84,111.5923637378533
6351,84,111.62564182498863
6352,84,111.65891991212396
6353,84,111.69219799925926
6354,84,111.7254760863946
6355,84,111.75875417352992
6356,84,111.79203226066522
6357,84,111.82531034780055
6358,84,111.85858843493588
6359,84,111.89186652207118
6360,84,111.92514460920651
6361,84,111.95842269634184
6362,84,111.99170078347714
6363,84,112.02497887061247
6364,85,112.0582569577478
6365,85,112.0915350448831
6366,85,112.12481313201843
6367,85,112.15809121915376
6368,85,112.19136930628906
6369,85,112.22464739342439
6370,85,112.25792548055972
6371,85,112.29120356769502
6372,85,112.32448165483035
6373,85,112.35775974196568
6374,85,112.39103782910098
6375,85,112.42431591623631
6376,85,112.45759400337161
6377,85,112.49087209050694
6378,85,112.52415017764227
6379,85,112.55742826477757
6380,85,112.5907063519129
6381,85,112.62398443904823
6382,85,112.65726252618353
6383,85,112.69054061331886
6384,85,112.72381870045419
6385,85,112.75709678758949
6386,85,112.79037487472482
6387,85,112.82365296186015
6388,85,112.85693104899545
6389,85,112.89020913613078
6390,85,112.92348722326611
6391,85,112.95676531040141
6392,85,112.99004339753674
6393,85,113.02332148467207
6394,85,113.05659957180737
6395,85,113.0898776589427
6396,85,113.12315574607803
6397,85,113.15643383321333
6398,85,113.18971192034866
6399,86,113.22299000748399
6400,86,113.25626809461929
6401,86,113.28954618175462
6402,86,113.32282426888995
6403,86,113.35610235602525
6404,86,113.38938044316058
6405,86,113.4226585302959
6406,86,113.4559366174312
6407,86,113.48921470456654
6408,86,113.52249279170186
6409,86,113.55577087883717
6410,86,113.5890489659725
6411,86,113.62232705310782
6412,86,113.65560514024313
6413,86,113.68888322737845
6414,86,113.72216131451378
6415,86,113.75543940164908
6416,86,113.78871748878441
6417,86,113.82199557591974
6418,86,113.85527366305504
6419,86,113.88855175019037
6420,86,113.9218298373257
6421,86,113.955107924461
6422,86,113.98838601159633
6423,86,114.02166409873166
6424,86,114.05494218586696
6425,86,114.08822027300229
6426,86,114.12149836013762
6427,86,114.15477644727292
6428,86,114.18805453440825
6429,86,114.22133262154358
6430,86,114.25461070867888
6431,86,114.28788879581421
6432,86,114.32116688294954
6433,86,114.35444497008484
6434,86,114.38772305722017
6435,86,114.4210011443555
6436,86,114.4542792314908
6437,86,114.48755731862613
6438,86,114.52083540576146
6439,86,114.55411349289676
6440,86,114.58739158003209
6441,86,114.62066966716742
6442,86,114.65394775430272
6443,86,114.68722584143805
6444,86,114.72050392857335
6445,86,114.75378201570868
6446,86,114.78706010284401
6447,86,114.82033818997931
6448,86,114.85361627711464
6449,86,114.88689436424997
6450,86,114.92017245138527
6451,86,114.9534505385206
6452,87,114.98672862565593
6453,87,115.02000671279123
6454,87,115.05328479992656
6455,87,115.08656288706189
6456,87,115.11984097419719
6457,87,115.15311906133252
6458,87,115.18639714846785
6459,87,115.21967523560315
6460,87,115.25295332273848
6461,87,115.2862314098738
6462,87,115.31950949700911
6463,87,115.35278758414444
6464,87,115.38606567127977
6465,87,115.41934375841507
6466,87,115.4526218455504
6467,87,115.48589993268573
6468,87,115.51917801982103
6469,87,115.55245610695636
6470,87,115.58573419409169
6471,87,115.61901228122699
6472,87,115.65229036836232
6473,87,115.68556845549764
6474,87,115.71884654263295
6475,87,115.75212462976828
6476,87,115.7854027169036
6477,87,115.8186808040389
6478,87,115.85195889117423
6479,87,115.88523697830956
6480,87,115.91851506544486
6481,87,115.9517931525802
6482,87,115.98507123971552
6483,87,116.01834932685082
6484,87,116.05162741398615
6485,87,116.08490550112148
6486,87,116.11818358825678
6487,87,116.15146167539211
6488,87,116.18473976252744
6489,87,116.21801784966274
6490,87,116.25129593679807
6491,87,116.2845740239334
6492,87,116.3178521110687
6493,87,116.35113019820403
6494,87,116.38440828533936
6495,87,116.41768637247466
6496,87,116.45096445960999
6497,87,116.48424254674532
6498,87,116.51752063388062
6499,87,116.55079872101595
6500,88,116.58407680815128
6501,88,116.61735489528658
6502,88,116.65063298242191
6503,88,116.68391106955724
6504,88,116.71718915669254
6505,88,116.75046724382787
6506,88,116.7837453309632
6507,88,116.8170234180985
6508,88,116.85030150523383
6509,88,116.88357959236913
6510,88,116.91685767950446
6511,88,116.95013576663979
6512,88,116.98341385377509
6513,88,117.01669194091042
